screen,candidate,n_sites,site_scope,sites
E0_I0024_reb_ast_characterisation,G02_placebo_noop,3,IN_SCREEN,"[[""experiments\\exploration\\E0_I0024_reb_ast_characterisation\\s01_prereg.py"", 78, ""    (\""G02_placebo_noop\"",          \""NO-OP PLACEBO: an exact affine copy of the base's first column.  Its dR2 must be \""""], [""experiments\\exploration\\E0_I0024_reb_ast_characterisation\\s04_screen.py"", 117, ""        if cname == \""G02_placebo_noop\"":""], [""experiments\\exploration\\E0_I0024_reb_ast_characterisation\\s06_findings.py"", 309, ""        \""G02_placebo_noop\"": (\""an exact affine copy of the base's first column. dR2 EXACTLY 0.000 \""""]]"
E0_I0024_reb_ast_characterisation,R01_opp_allowed_miss_pg,2,IN_SCREEN,"[[""experiments\\exploration\\E0_I0024_reb_ast_characterisation\\s01_prereg.py"", 52, ""    (\""R01_opp_allowed_miss_pg\"",   \""opp team's strictly-prior mean MISSED field goals allowed per game (box)\"",         \""opp_team_season\"", \""R\""),""], [""experiments\\exploration\\E0_I0024_reb_ast_characterisation\\s02_build_frame.py"", 272, ""OPPMAP = {\""R01_opp_allowed_miss_pg\"": \""MT_allow_miss_pg\"",""]]"
E0_I0024_reb_ast_characterisation,R02_opp_allowed_ra_share,2,IN_SCREEN,"[[""experiments\\exploration\\E0_I0024_reb_ast_characterisation\\s01_prereg.py"", 53, ""    (\""R02_opp_allowed_ra_share\"",  \""opp team's strictly-prior share of ALLOWED attempts from Restricted Area\"",         \""opp_team_season\"", \""R\""),""], [""experiments\\exploration\\E0_I0024_reb_ast_characterisation\\s02_build_frame.py"", 273, ""          \""R02_opp_allowed_ra_share\"": \""T_allow_ra_share\"",""]]"
E0_I0024_reb_ast_characterisation,R03_opp_allowed_atb3_share,2,IN_SCREEN,"[[""experiments\\exploration\\E0_I0024_reb_ast_characterisation\\s01_prereg.py"", 54, ""    (\""R03_opp_allowed_atb3_share\"",\""opp team's strictly-prior share of ALLOWED attempts Above the Break 3\"",            \""opp_team_season\"", \""R\""),""], [""experiments\\exploration\\E0_I0024_reb_ast_characterisation\\s02_build_frame.py"", 274, ""          \""R03_opp_allowed_atb3_share\"": \""T_allow_atb3_share\"",""]]"
E0_I0024_reb_ast_characterisation,R04_opp_allowed_mid_share,2,IN_SCREEN,"[[""experiments\\exploration\\E0_I0024_reb_ast_characterisation\\s01_prereg.py"", 55, ""    (\""R04_opp_allowed_mid_share\"", \""opp team's strictly-prior share of ALLOWED attempts Mid-Range\"",                    \""opp_team_season\"", \""R\""),""], [""experiments\\exploration\\E0_I0024_reb_ast_characterisation\\s02_build_frame.py"", 275, ""          \""R04_opp_allowed_mid_share\"": \""T_allow_mid_share\"",""]]"
E0_I0024_reb_ast_characterisation,R05_opp_allowed_long_miss_pg,2,IN_SCREEN,"[[""experiments\\exploration\\E0_I0024_reb_ast_characterisation\\s01_prereg.py"", 56, ""    (\""R05_opp_allowed_long_miss_pg\"",\""opp team's strictly-prior MISSED 3PA allowed per game (long rebounds)\"",          \""opp_team_season\"", \""R\""),""], [""experiments\\exploration\\E0_I0024_reb_ast_characterisation\\s02_build_frame.py"", 276, ""          \""R05_opp_allowed_long_miss_pg\"": \""T_allow_long_miss_pg\"",""]]"
E0_I0024_reb_ast_characterisation,R06_own_atb3_share,2,IN_SCREEN,"[[""experiments\\exploration\\E0_I0024_reb_ast_characterisation\\s01_prereg.py"", 57, ""    (\""R06_own_atb3_share\"",        \""own team's strictly-prior share of OWN attempts Above the Break 3\"",                \""team_season\"",     \""R\""),""], [""experiments\\exploration\\E0_I0024_reb_ast_characterisation\\s02_build_frame.py"", 279, ""OWNMAP = {\""R06_own_atb3_share\"": \""T_own_atb3_share\"",""]]"
E0_I0024_reb_ast_characterisation,R07_own_miss_pg,2,IN_SCREEN,"[[""experiments\\exploration\\E0_I0024_reb_ast_characterisation\\s01_prereg.py"", 58, ""    (\""R07_own_miss_pg\"",           \""own team's strictly-prior mean MISSED field goals per game\"",                       \""team_season\"",     \""R\""),""], [""experiments\\exploration\\E0_I0024_reb_ast_characterisation\\s02_build_frame.py"", 280, ""          \""R07_own_miss_pg\"": \""MT_own_miss_pg\""}""]]"
E0_I0024_reb_ast_characterisation,R08_player_ra_share,3,IN_SCREEN,"[[""experiments\\exploration\\E0_I0024_reb_ast_characterisation\\s01_prereg.py"", 59, ""    (\""R08_player_ra_share\"",       \""player's OWN strictly-prior share of own attempts from Restricted Area\"",           \""player_season\"",   \""R\""),""], [""experiments\\exploration\\E0_I0024_reb_ast_characterisation\\s02_build_frame.py"", 307, ""pl[\""R08_player_ra_share\""] = safe_div(prior_sum(pl, PK, \""p_ra\""), prior_sum(pl, PK, \""p_att\""))""], [""experiments\\exploration\\E0_I0024_reb_ast_characterisation\\s02_build_frame.py"", 308, ""print(\""  %-30s coverage=%.4f\"" % (\""R08_player_ra_share\"", float(pl[\""R08_player_ra_share\""].notna().mean())))""]]"
E0_I0024_reb_ast_characterisation,R09_opp_allowed_paint_share,2,IN_SCREEN,"[[""experiments\\exploration\\E0_I0024_reb_ast_characterisation\\s01_prereg.py"", 60, ""    (\""R09_opp_allowed_paint_share\"",\""opp team's strictly-prior share of ALLOWED attempts in the paint (RA + non-RA)\"",  \""opp_team_season\"", \""R\""),""], [""experiments\\exploration\\E0_I0024_reb_ast_characterisation\\s02_build_frame.py"", 277, ""          \""R09_opp_allowed_paint_share\"": \""T_allow_paint_share\"",""]]"
E0_I0024_reb_ast_characterisation,R10_opp_allowed_oreb_pg,2,IN_SCREEN,"[[""experiments\\exploration\\E0_I0024_reb_ast_characterisation\\s01_prereg.py"", 61, ""    (\""R10_opp_allowed_oreb_pg\"",   \""opp team's strictly-prior mean OFFENSIVE rebounds ALLOWED per game (box) -- the \""""], [""experiments\\exploration\\E0_I0024_reb_ast_characterisation\\s02_build_frame.py"", 278, ""          \""R10_opp_allowed_oreb_pg\"": \""MT_allow_oreb_pg\""}""]]"
E0_I0029_freethrow_hurdle,F01_prior_ftr,1,IN_SCREEN,"[[""experiments\\exploration\\E0_I0029_freethrow_hurdle\\s02_build_frame.py"", 319, ""app[\""F01_prior_ftr\""] = safe_div(prior_sum(app, K, \""fta\""), prior_sum(app, K, \""fga\""))""]]"
E0_I0029_freethrow_hurdle,F02_prior_fd_pm,3,IN_SCREEN,"[[""experiments\\exploration\\E0_I0029_freethrow_hurdle\\s02_build_frame.py"", 320, ""app[\""F02_prior_fd_pm\""] = safe_div(prior_sum(app, K, \""fouls_drawn\""), prior_sum(app, K, \""minutes\""))""], [""experiments\\exploration\\E0_I0029_freethrow_hurdle\\s05b_report.py"", 107, ""            (\""F02_prior_fd_pm\"", \""player_season\"", \""N_CYCLIC\""),""], [""experiments\\exploration\\E0_I0029_freethrow_hurdle\\s05b_report.py"", 108, ""            (\""F02_prior_fd_pm\"", \""player_season\"", \""N_PSWAP\"")]""]]"
E0_I0029_freethrow_hurdle,F03_prior_ft_pct,1,IN_SCREEN,"[[""experiments\\exploration\\E0_I0029_freethrow_hurdle\\s02_build_frame.py"", 321, ""app[\""F03_prior_ft_pct\""] = safe_div(prior_sum(app, K, \""ftm\""), prior_sum(app, K, \""fta\""))""]]"
E0_I0029_freethrow_hurdle,F04_prior_paint_share,1,IN_SCREEN,"[[""experiments\\exploration\\E0_I0029_freethrow_hurdle\\s02_build_frame.py"", 322, ""app[\""F04_prior_paint_share\""] = safe_div(prior_sum(app, K, \""_paint\""), prior_sum(app, K, \""pts\""))""]]"
E0_I0029_freethrow_hurdle,F05_prior_fga_pm,1,IN_SCREEN,"[[""experiments\\exploration\\E0_I0029_freethrow_hurdle\\s02_build_frame.py"", 323, ""app[\""F05_prior_fga_pm\""] = safe_div(prior_sum(app, K, \""fga\""), prior_sum(app, K, \""minutes\""))""]]"
E0_I0029_freethrow_hurdle,F06_prior_fg3a_share,1,IN_SCREEN,"[[""experiments\\exploration\\E0_I0029_freethrow_hurdle\\s02_build_frame.py"", 324, ""app[\""F06_prior_fg3a_share\""] = safe_div(prior_sum(app, K, \""fg3a\""), prior_sum(app, K, \""fga\""))""]]"
E0_I0029_freethrow_hurdle,F09_prior_starter_rate,1,IN_SCREEN,"[[""experiments\\exploration\\E0_I0029_freethrow_hurdle\\s02_build_frame.py"", 326, ""app[\""F09_prior_starter_rate\""] = prior_mean(app, K, \""starter_flag\"")""]]"
E0_I0029_freethrow_hurdle,F10_prior_pf_pm,1,IN_SCREEN,"[[""experiments\\exploration\\E0_I0029_freethrow_hurdle\\s02_build_frame.py"", 327, ""app[\""F10_prior_pf_pm\""] = safe_div(prior_sum(app, K, \""pf\""), prior_sum(app, K, \""minutes\""))""]]"
E0_I0029_freethrow_hurdle,M01_opp_pf_pg,2,IN_SCREEN,"[[""experiments\\exploration\\E0_I0029_freethrow_hurdle\\s02_build_frame.py"", 292, ""tg[\""M01_opp_pf_pg\""] = prior_mean(tg, TK, \""t_pf\"")""], [""experiments\\exploration\\E0_I0029_freethrow_hurdle\\s05b_report.py"", 106, ""CARRIERS = [(\""M01_opp_pf_pg\"", \""opp_team_season\"", \""N_ENTITY\""),""]]"
E0_I0029_freethrow_hurdle,M02_opp_allowed_fta_pg,4,IN_SCREEN,"[[""experiments\\exploration\\E0_I0029_freethrow_hurdle\\s01_prereg.py"", 144, ""        if b == \""B_COMPLETE_PLUS_M02\"" and c[\""name\""] == \""M02_opp_allowed_fta_pg\"":""], [""experiments\\exploration\\E0_I0029_freethrow_hurdle\\s02_build_frame.py"", 293, ""tg[\""M02_opp_allowed_fta_pg\""] = prior_mean(tg, TK, \""a_fta\"")""], [""experiments\\exploration\\E0_I0029_freethrow_hurdle\\s05_screen.py"", 141, ""                    if b == \""B_COMPLETE_PLUS_M02\"" and c == \""M02_opp_allowed_fta_pg\"":""], [""experiments\\exploration\\E0_I0029_freethrow_hurdle\\s06_ceiling.py"", 249, ""            for cn, tag in [(\""M03_opp_allowed_ftm_pg\"", \""M03\""), (\""M02_opp_allowed_fta_pg\"", \""M02\"")]:""]]"
E0_I0029_freethrow_hurdle,M03_opp_allowed_ftm_pg,2,IN_SCREEN,"[[""experiments\\exploration\\E0_I0029_freethrow_hurdle\\s02_build_frame.py"", 294, ""tg[\""M03_opp_allowed_ftm_pg\""] = prior_mean(tg, TK, \""a_ftm\"")""], [""experiments\\exploration\\E0_I0029_freethrow_hurdle\\s06_ceiling.py"", 249, ""            for cn, tag in [(\""M03_opp_allowed_ftm_pg\"", \""M03\""), (\""M02_opp_allowed_fta_pg\"", \""M02\"")]:""]]"
E0_I0029_freethrow_hurdle,M04_opp_allowed_ft_rate,1,IN_SCREEN,"[[""experiments\\exploration\\E0_I0029_freethrow_hurdle\\s02_build_frame.py"", 295, ""tg[\""M04_opp_allowed_ft_rate\""] = safe_div(prior_sum(tg, TK, \""a_fta\""), prior_sum(tg, TK, \""a_fga\""))""]]"
E0_I0029_freethrow_hurdle,M05_opp_allowed_hurdle_rate,1,IN_SCREEN,"[[""experiments\\exploration\\E0_I0029_freethrow_hurdle\\s02_build_frame.py"", 296, ""tg[\""M05_opp_allowed_hurdle_rate\""] = safe_div(prior_sum(tg, TK, \""a_nany\""),""]]"
E0_I0029_freethrow_hurdle,M06_opp_pace,1,IN_SCREEN,"[[""experiments\\exploration\\E0_I0029_freethrow_hurdle\\s02_build_frame.py"", 298, ""tg[\""M06_opp_pace\""] = prior_mean(tg, TK, \""t_pace\"")""]]"
E0_I0029_freethrow_hurdle,X01_fd_x_oppfoul,1,IN_SCREEN,"[[""experiments\\exploration\\E0_I0029_freethrow_hurdle\\s02_build_frame.py"", 356, ""app[\""X01_fd_x_oppfoul\""] = app[\""_c_F02\""] * app[\""_c_M01\""]""]]"
E0_I0029_freethrow_hurdle,X02_ftr_x_oppftrate,1,IN_SCREEN,"[[""experiments\\exploration\\E0_I0029_freethrow_hurdle\\s02_build_frame.py"", 357, ""app[\""X02_ftr_x_oppftrate\""] = app[\""_c_F01\""] * app[\""_c_M04\""]""]]"
E0_I0029_freethrow_hurdle,G01_noise,1,IN_SCREEN,"[[""experiments\\exploration\\E0_I0029_freethrow_hurdle\\s02_build_frame.py"", 375, ""app[\""G01_noise\""] = rng.normal(size=len(app))""]]"
E0_I0029_freethrow_hurdle,G02_placebo_noop,3,WORKTREE,"[[""experiments\\exploration\\E0_I0024_reb_ast_characterisation\\s01_prereg.py"", 78, ""    (\""G02_placebo_noop\"",          \""NO-OP PLACEBO: an exact affine copy of the base's first column.  Its dR2 must be \""""], [""experiments\\exploration\\E0_I0024_reb_ast_characterisation\\s04_screen.py"", 117, ""        if cname == \""G02_placebo_noop\"":""], [""experiments\\exploration\\E0_I0024_reb_ast_characterisation\\s06_findings.py"", 309, ""        \""G02_placebo_noop\"": (\""an exact affine copy of the base's first column. dR2 EXACTLY 0.000 \""""]]"
E0_I0029_freethrow_hurdle,G03_placebo_perturbed,0,NONE,[]
E0_I0029_freethrow_hurdle,F08_prior_fta_given,1,IN_SCREEN,"[[""experiments\\exploration\\E0_I0029_freethrow_hurdle\\s02_build_frame.py"", 329, ""app[\""F08_prior_fta_given\""] = app[\""ref_mean__y_fta_given\""]""]]"
E0_I0029_freethrow_hurdle,F07_prior_hurdle_rate,2,IN_SCREEN,"[[""experiments\\exploration\\E0_I0029_freethrow_hurdle\\s01_prereg.py"", 136, ""    if c[\""name\""] == \""F07_prior_hurdle_rate\"":""], [""experiments\\exploration\\E0_I0029_freethrow_hurdle\\s02_build_frame.py"", 325, ""app[\""F07_prior_hurdle_rate\""] = prior_mean(app, K, \""y_any_fta\"")""]]"
E1_I0018_teammate_volume_channel,T01_c04_tiptime,2,IN_SCREEN,"[[""experiments\\exploration\\E1_I0018_teammate_volume_channel\\s01_build_frame.py"", 169, ""pl[\""T01_c04_tiptime\""] = T01""], [""experiments\\exploration\\E1_I0018_teammate_volume_channel\\s01_build_frame.py"", 300, ""for a, b, nm in [(\""T01_c04_tiptime\"", \""C04_teammate_usg_present\"", \""C04\""),""]]"
E1_I0018_teammate_volume_channel,T02_teamgame_present_usg,2,IN_SCREEN,"[[""experiments\\exploration\\E1_I0018_teammate_volume_channel\\s01_build_frame.py"", 170, ""pl[\""T02_teamgame_present_usg\""] = T02""], [""experiments\\exploration\\E1_I0018_teammate_volume_channel\\s07_findings.py"", 186, ""              cellpair(\""T02_teamgame_present_usg\"", \""ppm\"", \""B_COMPLETE\"", \""DECISION\""),""]]"
E1_I0018_teammate_volume_channel,O01_own_usg_pg,4,IN_SCREEN,"[[""experiments\\exploration\\E1_I0018_teammate_volume_channel\\s01_build_frame.py"", 173, ""pl[\""O01_own_usg_pg\""] = O01""], [""experiments\\exploration\\E1_I0018_teammate_volume_channel\\s07_findings.py"", 188, ""              cellpair(\""O01_own_usg_pg\"", \""ppm\"", \""B_SINGLE\"", \""POOLED\""),""], [""experiments\\exploration\\E1_I0018_teammate_volume_channel\\s07_findings.py"", 190, ""              cellpair(\""O01_own_usg_pg\"", \""ppm\"", \""B_COMPLETE\"", \""POOLED\""),""], [""experiments\\exploration\\E1_I0018_teammate_volume_channel\\s07_findings.py"", 192, ""              cellpair(\""O01_own_usg_pg\"", \""ppm\"", \""B_COMPLETE\"", \""DECISION\"")},""]]"
E1_I0018_teammate_volume_channel,T03_absent_usg,2,IN_SCREEN,"[[""experiments\\exploration\\E1_I0018_teammate_volume_channel\\s01_build_frame.py"", 171, ""pl[\""T03_absent_usg\""] = T03""], [""experiments\\exploration\\E1_I0018_teammate_volume_channel\\s01_build_frame.py"", 301, ""                 (\""T03_absent_usg\"", \""C08_vacated_usg\"", \""C08\""),""]]"
E1_I0018_teammate_volume_channel,T04_n_present,1,IN_SCREEN,"[[""experiments\\exploration\\E1_I0018_teammate_volume_channel\\s01_build_frame.py"", 172, ""pl[\""T04_n_present\""] = T04""]]"
E1_I0018_teammate_volume_channel,P01_c04_prevgame,2,IN_SCREEN,"[[""experiments\\exploration\\E1_I0018_teammate_volume_channel\\s01_build_frame.py"", 174, ""pl[\""P01_c04_prevgame\""] = P01""], [""experiments\\exploration\\E1_I0018_teammate_volume_channel\\s07_findings.py"", 230, ""          \""P01_c04_prevgame\"": {""]]"
E1_I0018_teammate_volume_channel,P02_c04_availweighted,4,IN_SCREEN,"[[""experiments\\exploration\\E1_I0018_teammate_volume_channel\\s01_build_frame.py"", 175, ""pl[\""P02_c04_availweighted\""] = P02""], [""experiments\\exploration\\E1_I0018_teammate_volume_channel\\s07_findings.py"", 237, ""          \""P02_c04_availweighted\"": {""], [""experiments\\exploration\\E1_I0018_teammate_volume_channel\\s07_findings.py"", 238, ""              \""spm_POOLED_B_COMPLETE\"": cellpair(\""P02_c04_availweighted\"", \""spm\"", \""B_COMPLETE\"",""], [""experiments\\exploration\\E1_I0018_teammate_volume_channel\\s07_findings.py"", 240, ""              \""ppm_DECISION_B_COMPLETE\"": cellpair(\""P02_c04_availweighted\"", \""ppm\"", \""B_COMPLETE\"",""]]"
E1_I0018_teammate_volume_channel,P03_c04_avail5,2,IN_SCREEN,"[[""experiments\\exploration\\E1_I0018_teammate_volume_channel\\s01_build_frame.py"", 176, ""pl[\""P03_c04_avail5\""] = P03""], [""experiments\\exploration\\E1_I0018_teammate_volume_channel\\s07_findings.py"", 244, ""          \""P03_c04_avail5\"": {\""ppm_DECISION_B_SINGLE\"": cellpair(\""P03_c04_avail5\"", \""ppm\"", \""B_SINGLE\"",""]]"
E1_I0018_teammate_volume_channel,P04_absent_usg_prevgame,2,IN_SCREEN,"[[""experiments\\exploration\\E1_I0018_teammate_volume_channel\\s01_build_frame.py"", 177, ""pl[\""P04_absent_usg_prevgame\""] = P04""], [""experiments\\exploration\\E1_I0018_teammate_volume_channel\\s07_findings.py"", 247, ""              cellpair(\""P04_absent_usg_prevgame\"", \""ppm\"", \""B_SINGLE\"", \""POOLED\""),""]]"
E1_I0018_teammate_volume_channel,P05_n_present_prevgame,2,IN_SCREEN,"[[""experiments\\exploration\\E1_I0018_teammate_volume_channel\\s01_build_frame.py"", 178, ""pl[\""P05_n_present_prevgame\""] = P05""], [""experiments\\exploration\\E1_I0018_teammate_volume_channel\\s07_findings.py"", 249, ""              cellpair(\""P05_n_present_prevgame\"", \""ppm\"", \""B_SINGLE\"", \""POOLED\""),""]]"
E1_I0018_teammate_volume_channel,P06_c04_rotstab,2,IN_SCREEN,"[[""experiments\\exploration\\E1_I0018_teammate_volume_channel\\s01_build_frame.py"", 179, ""pl[\""P06_c04_rotstab\""] = P06""], [""experiments\\exploration\\E1_I0018_teammate_volume_channel\\s07_findings.py"", 251, ""              cellpair(\""P06_c04_rotstab\"", \""ppm\"", \""B_COMPLETE\"", \""POOLED\"")},""]]"
E1_I0018_teammate_volume_channel,N01_news_vs_prevgame,2,IN_SCREEN,"[[""experiments\\exploration\\E1_I0018_teammate_volume_channel\\s01_build_frame.py"", 182, ""pl[\""N01_news_vs_prevgame\""] = pl[\""T01_c04_tiptime\""] - pl[\""P01_c04_prevgame\""]""], [""experiments\\exploration\\E1_I0018_teammate_volume_channel\\s07_findings.py"", 258, ""              cellpair(\""N01_news_vs_prevgame\"", \""spm\"", \""B_COMPLETE\"", \""DECISION\""),""]]"
E1_I0018_teammate_volume_channel,N02_news_vs_avail,2,IN_SCREEN,"[[""experiments\\exploration\\E1_I0018_teammate_volume_channel\\s01_build_frame.py"", 183, ""pl[\""N02_news_vs_avail\""] = pl[\""T01_c04_tiptime\""] - pl[\""P02_c04_availweighted\""]""], [""experiments\\exploration\\E1_I0018_teammate_volume_channel\\s07_findings.py"", 256, ""              cellpair(\""N02_news_vs_avail\"", \""spm\"", \""B_COMPLETE\"", \""DECISION\""),""]]"
E1_I0018_teammate_volume_channel,M01_dev_pos,1,IN_SCREEN,"[[""experiments\\exploration\\E1_I0018_teammate_volume_channel\\s01_build_frame.py"", 200, ""pl[\""M01_dev_pos\""] = dev_t.clip(lower=0)""]]"
E1_I0018_teammate_volume_channel,M02_dev_neg,1,IN_SCREEN,"[[""experiments\\exploration\\E1_I0018_teammate_volume_channel\\s01_build_frame.py"", 201, ""pl[\""M02_dev_neg\""] = dev_t.clip(upper=0)""]]"
E1_I0018_teammate_volume_channel,M03_dev_pos_playernorm,1,IN_SCREEN,"[[""experiments\\exploration\\E1_I0018_teammate_volume_channel\\s01_build_frame.py"", 202, ""pl[\""M03_dev_pos_playernorm\""] = dev_p.clip(lower=0)""]]"
E1_I0018_teammate_volume_channel,M04_dev_neg_playernorm,1,IN_SCREEN,"[[""experiments\\exploration\\E1_I0018_teammate_volume_channel\\s01_build_frame.py"", 203, ""pl[\""M04_dev_neg_playernorm\""] = dev_p.clip(upper=0)""]]"
E1_I0018_teammate_volume_channel,G01_noise,1,IN_SCREEN,"[[""experiments\\exploration\\E1_I0018_teammate_volume_channel\\s01_build_frame.py"", 207, ""pl[\""G01_noise\""] = rng.standard_normal(len(pl))""]]"
E1_I0023_usage_defence_interaction,A10_opp_defrtg,8,WORKTREE,"[[""experiments\\exploration\\E0_I0016_efficiency_predictors\\s01_build_frame.py"", 98, ""tprior[\""A10_opp_defrtg\""] = 100.0 * safe_div(PS[\""opp_pts\""], PS[\""opp_poss\""])""], [""experiments\\exploration\\E1_I0032_aggregate_stack\\scripts\\s06_build.py"", 52, ""                  how=\""left\"").rename(columns={\""A10_opp_defrtg\"": \""_A10_playerjoin\""})""], [""experiments\\exploration\\E1_I0032_aggregate_stack\\scripts\\s06_build.py"", 127, ""                 (\""A10_opp_defrtg\"", \""DEF\""), (\""is_home\"", \""HOME\"")):""], [""experiments\\exploration\\E1_I0043_opponent_defence\\scripts\\s02_stratum_and_ceiling.py"", 102, ""    for dname, is_nc in [(\""A10_opp_defrtg\"", False), (\""G01_noise\"", True)]:""], [""experiments\\exploration\\E1_I0043_opponent_defence\\scripts\\s03_effect_and_nulls.py"", 82, ""                    for cand, is_nc in [(\""A10_opp_defrtg\"", False), (\""G01_noise\"", True)]:""], [""experiments\\exploration\\E1_I0043_opponent_defence\\scripts\\s04_ceiling_matched_and_controls.py"", 202, ""    cellv.v = {\""A10_opp_defrtg\"": v[\""A10_opp_defrtg\""]}""], [""experiments\\exploration\\E1_I0043_opponent_defence\\scripts\\s04_ceiling_matched_and_controls.py"", 78, ""                for cand, is_nc in [(\""A10_opp_defrtg\"", False), (\""G01_noise\"", True)]:""], [""experiments\\exploration\\E1_I0043_opponent_defence\\scripts\\s05_injection.py"", 87, ""    cellv.v = {\""A10_opp_defrtg\"": x}""]]"
E1_I0023_usage_defence_interaction,A01_opp_efg_allowed,2,WORKTREE,"[[""experiments\\exploration\\E0_I0016_efficiency_predictors\\s01_build_frame.py"", 89, ""tprior[\""A01_opp_efg_allowed\""] = safe_div(PS[\""opp_fgm\""] + 0.5 * PS[\""opp_fg3m\""], PS[\""opp_fga\""])""], [""experiments\\exploration\\E1_I0043_opponent_defence\\scripts\\s07_findings.py"", 69, ""            \""max_corr_with_candidate\"": {\""A02_opp_ts_allowed\"": 0.8289, \""A01_opp_efg_allowed\"": 0.8153}""]]"
E1_I0023_usage_defence_interaction,A02_opp_ts_allowed,2,WORKTREE,"[[""experiments\\exploration\\E0_I0016_efficiency_predictors\\s01_build_frame.py"", 90, ""tprior[\""A02_opp_ts_allowed\""] = safe_div(PS[\""opp_pts\""], 2.0 * (PS[\""opp_fga\""] + 0.44 * PS[\""opp_fta\""]))""], [""experiments\\exploration\\E1_I0043_opponent_defence\\scripts\\s07_findings.py"", 69, ""            \""max_corr_with_candidate\"": {\""A02_opp_ts_allowed\"": 0.8289, \""A01_opp_efg_allowed\"": 0.8153}""]]"
E1_I0023_usage_defence_interaction,G01_noise_tvframe,0,NONE,[]
E0_I0015_points_skill_decomposition,pl_games_prior,17,WORKTREE,"[[""experiments\\exploration\\E0_I0014_residual_heterogeneity\\rh_base.py"", 171, ""    d[\""pl_games_prior\""] = d.groupby([\""season\"", \""player_id\""], sort=False)[\""_ap\""].transform(""], [""experiments\\exploration\\E0_I0014_residual_heterogeneity\\rh_base.py"", 211, ""               (\""pl_games_prior\"", \""pl_minutes_prior\"", \""pl_career_games_prior\"",""], [""experiments\\exploration\\E0_I0014_residual_heterogeneity\\s08_conditioning.py"", 83, ""    median_prior_games=(\""pl_games_prior\"", \""median\""),""], [""experiments\\exploration\\E0_I0019_availability_forecast\\s02_build_candidates.py"", 144, ""H[\""pl_games_prior\""] = gs[\""y\""].transform(lambda x: x.shift(1).cumsum()).fillna(0.0)""], [""experiments\\exploration\\E1_I0020_coldstart_tiering\\s01_reproduce.py"", 53, ""    median_prior_games=(\""pl_games_prior\"", \""median\""),""], [""experiments\\exploration\\E1_I0020_coldstart_tiering\\s02b_diagnose.py"", 73, ""    m = sub[\""pl_games_prior\""] == n""], [""experiments\\exploration\\E1_I0020_coldstart_tiering\\s02b_diagnose.py"", 102, ""    m = w[\""pl_games_prior\""] == n""], [""experiments\\exploration\\E1_I0020_coldstart_tiering\\s02_taxonomy.py"", 275, ""zs = (w[\""pl_games_prior\""] == 0)""]]"
E0_I0015_points_skill_decomposition,pl_minutes_prior,3,WORKTREE,"[[""experiments\\exploration\\E0_I0014_residual_heterogeneity\\rh_base.py"", 173, ""    d[\""pl_minutes_prior\""] = d.groupby([\""season\"", \""player_id\""], sort=False)[\""_apmin\""].transform(""], [""experiments\\exploration\\E0_I0019_availability_forecast\\s02_build_candidates.py"", 151, ""H[\""pl_minutes_prior\""] = gs[\""box_minutes\""].transform(lambda x: x.shift(1).cumsum()).fillna(0.0)""], [""experiments\\exploration\\E1_I0020_coldstart_tiering\\s02_taxonomy.py"", 189, ""    \""pl_minutes_prior\"": [(0, 1, \""0\""), (1, 25, \""1-24\""), (25, 60, \""25-59\""), (60, 120, \""60-119\""),""]]"
E0_I0015_points_skill_decomposition,pl_career_games_prior,5,WORKTREE,"[[""experiments\\exploration\\E0_I0014_residual_heterogeneity\\rh_base.py"", 176, ""    d[\""pl_career_games_prior\""] = d.groupby([\""player_id\""], sort=False)[\""_ap\""].transform(""], [""experiments\\exploration\\E0_I0019_availability_forecast\\s02_build_candidates.py"", 147, ""H[\""pl_career_games_prior\""] = gc[\""y\""].transform(lambda x: x.shift(1).cumsum()).fillna(0.0)""], [""experiments\\exploration\\E1_I0020_coldstart_tiering\\s02_taxonomy.py"", 274, ""zh = w[\""pl_career_games_prior\""] == 0""], [""experiments\\exploration\\E1_I0020_coldstart_tiering\\s02_taxonomy.py"", 186, ""    \""pl_career_games_prior\"": [(0, 1, \""0\""), (1, 3, \""1-2\""), (3, 6, \""3-5\""), (6, 10, \""6-9\""),""], [""experiments\\exploration\\E1_I0020_coldstart_tiering\\s04_decompose_and_crossover.py"", 278, ""               (\""zero_career\"", (w[\""pl_career_games_prior\""] == 0).to_numpy()),""]]"
E0_I0015_points_skill_decomposition,pl_prior_season_games,2,WORKTREE,"[[""experiments\\exploration\\E0_I0014_residual_heterogeneity\\rh_base.py"", 178, ""    d[\""pl_prior_season_games\""] = d[\""pl_career_games_prior\""] - d[\""pl_games_prior\""]""], [""experiments\\exploration\\E0_I0019_availability_forecast\\s02_build_candidates.py"", 149, ""H[\""pl_prior_season_games\""] = H[\""pl_career_games_prior\""] - H[\""pl_games_prior\""]""]]"
E0_I0015_points_skill_decomposition,pl_is_rookie_window,2,WORKTREE,"[[""experiments\\exploration\\E0_I0014_residual_heterogeneity\\rh_base.py"", 179, ""    d[\""pl_is_rookie_window\""] = (d[\""pl_prior_season_games\""] <= 0).astype(float)""], [""experiments\\exploration\\E0_I0019_availability_forecast\\s02_build_candidates.py"", 150, ""H[\""pl_is_rookie_window\""] = (H[\""pl_prior_season_games\""] <= 0).astype(float)""]]"
E0_I0015_points_skill_decomposition,pl_min_sd5,0,NONE,[]
