arm,screen,cell,candidate,dependent,n,n_blocks,n_draws_finite,observed_t,observed_dr2,null_mean_signed_t,null_sd_signed_t,null_mean_abs_t,null_sd_abs_t,degeneracy_ratio,n_unique_draws,p_two_sided,bar_percell_abs_t,bar_familywise_abs_t,mde80_percell,mde80_familywise,floor_basis,null_mean_gt_observed,z_obs_vs_null
A4_CLEAN_DEC,E0_I0014_residual_heterogeneity,pl_games_prior|pts_absres,pl_games_prior,pts_absres,3549,174,2000,-0.35394101493269275,3.5327077405114174e-05,0.026936933559052276,1.1714827977301077,0.9344164791744735,0.7067722155857423,1.3220900009489895,2000.0,0.7635,2.590183627726004,5.323081389242404,0.0036034642188024065,0.011215500541820286,ANALYTIC,True,-0.8213048722645494
A4_CLEAN_DEC,E0_I0014_residual_heterogeneity,pl_games_prior|pts_sqres,pl_games_prior,pts_sqres,3549,174,2000,-0.610477414024091,0.00010508841184523147,0.006736379032223835,1.1795476762844854,0.9487378306274074,0.7005885911101312,1.3542010855815771,2000.0,0.6175,2.636110840172524,5.323081389242404,0.0037104826843391203,0.011239645941432057,ANALYTIC,True,-0.482823187382083
A4_CLEAN_DEC,E0_I0014_residual_heterogeneity,pl_games_prior|minutes_absres,pl_games_prior,minutes_absres,3549,174,2000,-1.3976388470353738,0.0005505693366364349,0.038324629748975075,1.2802508345497545,1.0141070452637342,0.782038457066966,1.2967483070680963,2000.0,0.273,2.903521609251109,5.323081389242404,0.004465602667590551,0.011543326732533705,ANALYTIC,False,0.4904257563113648
A4_CLEAN_DEC,E0_I0014_residual_heterogeneity,pl_games_prior|minutes_sqres,pl_games_prior,minutes_sqres,3549,174,2000,-1.2841966477612297,0.00046486023709354824,0.04321896952665603,1.1832726200161707,0.9402929112825604,0.7193120682136127,1.3072113660177371,2000.0,0.269,2.668210552696404,5.323081389242404,0.003782887282552787,0.011250806796909424,ANALYTIC,False,0.47810088510365545
A4_CLEAN_DEC,E0_I0014_residual_heterogeneity,pl_games_prior|fga_absres,pl_games_prior,fga_absres,3549,174,2000,0.6947726734111123,0.00013610924042696432,0.06104159935165203,1.1534692413071301,0.9229223759465706,0.6942675374318147,1.3293468672906408,2000.0,0.545,2.567142079471595,5.323081389242404,0.003526887123052599,0.011161663603246332,ANALYTIC,True,-0.32861928613199104
A4_CLEAN_DEC,E0_I0014_residual_heterogeneity,pl_games_prior|fga_sqres,pl_games_prior,fga_sqres,3549,174,2000,1.1305415243657637,0.00036031122838038577,0.04752031512214386,1.153854766226246,0.9162384935160339,0.7026572408223443,1.303962216974706,2000.0,0.331,2.5398276507160116,5.323081389242404,0.0034732808848035057,0.011162814461386021,ANALYTIC,False,0.3049894292684204
A4_CLEAN_DEC,E0_I0014_residual_heterogeneity,pl_minutes_prior|pts_absres,pl_minutes_prior,pts_absres,3549,174,2000,2.3976754239795244,0.0016185962706516263,0.010753630512905874,1.1915976508249118,0.9476423375523209,0.7221810177022574,1.3121950235792783,2000.0,0.0455,2.690780134545263,5.323081389242404,0.0038442040052685754,0.011275770676052274,ANALYTIC,False,2.007852672506863
A4_CLEAN_DEC,E0_I0014_residual_heterogeneity,pl_minutes_prior|pts_sqres,pl_minutes_prior,pts_sqres,3549,174,2000,2.0430383298686796,0.0011757186015976036,-0.005711676567036616,1.2054022122029626,0.9558496848146572,0.7341127024892765,1.302047603281486,2000.0,0.095,2.7545559370919306,5.323081389242404,0.004002739667984619,0.011317226737336544,ANALYTIC,False,1.480956045805383
A4_CLEAN_DEC,E0_I0014_residual_heterogeneity,pl_minutes_prior|minutes_absres,pl_minutes_prior,minutes_absres,3549,174,2000,-4.279541490705129,0.0051382883012201066,0.05718588188896585,1.2860079118889702,1.03213933355448,0.7689237181447873,1.3423169414578124,2000.0,0.002,2.794281095638126,5.323081389242404,0.004234467659081847,0.01156081012025684,ANALYTIC,False,4.22330860723842
A4_CLEAN_DEC,E0_I0014_residual_heterogeneity,pl_minutes_prior|minutes_sqres,pl_minutes_prior,minutes_sqres,3549,174,2000,-3.353527494053205,0.0031614755318382514,0.05304640113276117,1.184282915101647,0.9478537821938308,0.7116636289740709,1.3318845359011109,2000.0,0.005,2.569772377992955,5.323081389242404,0.0035840662453776023,0.011253834846423429,ANALYTIC,False,3.3803521971853137
