screen,decision,source_file,candidate,target,stratum,base,level_recorded,n,dr2_reported,p_correct_level,p_familywise,ceiling_recorded,d103_K,mde80_fw,mde80_percell,mde80_fw_used,blind_to_best_lead_fw,blind_used,kill_reason,kill_reason_corrected,T1_not_ceiling,T2_roster_constant,T3_summable_target,T4_power_recorded,ELIGIBLE
E0_I0014_residual_heterogeneity,D078/D082,E0_I0014_residual_heterogeneity/screen_results.csv,pl_minutes_prior,fga_sqres,,,WITHIN-block,,0.0005214443064014,1.0,1.0,,348.0,0.0026726310189959,0.00029162067732650004,0.0026726310189959,0.6666666666666666,0.6666666666666666,UNINFORMATIVE_NULL,UNINFORMATIVE_NULL,True,False,False,True,False
E0_I0014_residual_heterogeneity,D078/D082,E0_I0014_residual_heterogeneity/screen_results.csv,pl_career_games_prior,pts_absres,,,BETWEEN-block,,0.0121396711736503,0.0,1.0,,348.0,0.0092357235229138,0.0010077440283412,0.0092357235229138,1.0,1.0,UNINFORMATIVE_NULL,UNINFORMATIVE_NULL,True,False,False,True,False
E0_I0014_residual_heterogeneity,D078/D082,E0_I0014_residual_heterogeneity/screen_results.csv,pl_career_games_prior,pts_sqres,,,BETWEEN-block,,0.0085308931155832,0.0,1.0,,348.0,0.0092357235229138,0.0010077440283412,0.0092357235229138,1.0,1.0,UNINFORMATIVE_NULL,UNINFORMATIVE_NULL,True,False,False,True,False
E0_I0014_residual_heterogeneity,D078/D082,E0_I0014_residual_heterogeneity/screen_results.csv,pl_career_games_prior,minutes_absres,,,BETWEEN-block,,0.0181535109283278,0.0,1.0,,348.0,0.0092357235229138,0.0010077440283412,0.0092357235229138,1.0,1.0,UNINFORMATIVE_NULL,UNINFORMATIVE_NULL,True,False,False,True,False
E0_I0014_residual_heterogeneity,D078/D082,E0_I0014_residual_heterogeneity/screen_results.csv,pl_career_games_prior,minutes_sqres,,,BETWEEN-block,,0.0193287190166225,0.0,1.0,,348.0,0.0092357235229138,0.0010077440283412,0.0092357235229138,1.0,1.0,UNINFORMATIVE_NULL,UNINFORMATIVE_NULL,True,False,False,True,False
E0_I0014_residual_heterogeneity,D078/D082,E0_I0014_residual_heterogeneity/screen_results.csv,pl_career_games_prior,fga_absres,,,BETWEEN-block,,0.0027825522852674,0.017,1.0,,348.0,0.0092357235229138,0.0010077440283412,0.0092357235229138,1.0,1.0,UNINFORMATIVE_NULL,UNINFORMATIVE_NULL,True,False,False,True,False
E0_I0014_residual_heterogeneity,D078/D082,E0_I0014_residual_heterogeneity/screen_results.csv,pl_career_games_prior,fga_sqres,,,BETWEEN-block,,0.0014600078786105,0.107,1.0,,348.0,0.0092357235229138,0.0010077440283412,0.0092357235229138,1.0,1.0,UNINFORMATIVE_NULL,UNINFORMATIVE_NULL,True,False,False,True,False
E0_I0014_residual_heterogeneity,D078/D082,E0_I0014_residual_heterogeneity/screen_results.csv,pl_prior_season_games,pts_absres,,,BETWEEN-block,,0.0185262909187,0.0,1.0,,348.0,0.004661686640622701,0.00050865390918535,0.004661686640622701,1.0,1.0,UNINFORMATIVE_NULL,UNINFORMATIVE_NULL,True,False,False,True,False
E0_I0014_residual_heterogeneity,D078/D082,E0_I0014_residual_heterogeneity/screen_results.csv,pl_prior_season_games,pts_sqres,,,BETWEEN-block,,0.013208088135622,0.0,1.0,,348.0,0.004661686640622701,0.00050865390918535,0.004661686640622701,1.0,1.0,UNINFORMATIVE_NULL,UNINFORMATIVE_NULL,True,False,False,True,False
E0_I0014_residual_heterogeneity,D078/D082,E0_I0014_residual_heterogeneity/screen_results.csv,pl_prior_season_games,minutes_absres,,,BETWEEN-block,,0.0095216298091331,0.0,1.0,,348.0,0.004661686640622701,0.00050865390918535,0.004661686640622701,1.0,1.0,UNINFORMATIVE_NULL,UNINFORMATIVE_NULL,True,False,False,True,False
E0_I0014_residual_heterogeneity,D078/D082,E0_I0014_residual_heterogeneity/screen_results.csv,pl_prior_season_games,minutes_sqres,,,BETWEEN-block,,0.0097653672193259,0.0,1.0,,348.0,0.004661686640622701,0.00050865390918535,0.004661686640622701,1.0,1.0,UNINFORMATIVE_NULL,UNINFORMATIVE_NULL,True,False,False,True,False
E0_I0014_residual_heterogeneity,D078/D082,E0_I0014_residual_heterogeneity/screen_results.csv,pl_prior_season_games,fga_absres,,,BETWEEN-block,,0.00771461471772,0.0,1.0,,348.0,0.004661686640622701,0.00050865390918535,0.004661686640622701,1.0,1.0,UNINFORMATIVE_NULL,UNINFORMATIVE_NULL,True,False,False,True,False
E0_I0014_residual_heterogeneity,D078/D082,E0_I0014_residual_heterogeneity/screen_results.csv,pl_prior_season_games,fga_sqres,,,BETWEEN-block,,0.0054267753557689,0.0,1.0,,348.0,0.004661686640622701,0.00050865390918535,0.004661686640622701,1.0,1.0,UNINFORMATIVE_NULL,UNINFORMATIVE_NULL,True,False,False,True,False
E0_I0014_residual_heterogeneity,D078/D082,E0_I0014_residual_heterogeneity/screen_results.csv,pl_is_rookie_window,pts_absres,,,BETWEEN-block,,0.0072564511603824,0.0,1.0,,348.0,0.0049346364412725,0.00053843647369795,0.0049346364412725,1.0,1.0,UNINFORMATIVE_NULL,UNINFORMATIVE_NULL,True,False,False,True,False
E0_I0014_residual_heterogeneity,D078/D082,E0_I0014_residual_heterogeneity/screen_results.csv,pl_is_rookie_window,pts_sqres,,,BETWEEN-block,,0.0046019346305824,0.0,1.0,,348.0,0.0049346364412725,0.00053843647369795,0.0049346364412725,1.0,1.0,UNINFORMATIVE_NULL,UNINFORMATIVE_NULL,True,False,False,True,False
E0_I0014_residual_heterogeneity,D078/D082,E0_I0014_residual_heterogeneity/screen_results.csv,pl_is_rookie_window,minutes_absres,,,BETWEEN-block,,0.0031674977791888,0.0,1.0,,348.0,0.0049346364412725,0.00053843647369795,0.0049346364412725,1.0,1.0,UNINFORMATIVE_NULL,UNINFORMATIVE_NULL,True,False,False,True,False
E0_I0014_residual_heterogeneity,D078/D082,E0_I0014_residual_heterogeneity/screen_results.csv,pl_is_rookie_window,minutes_sqres,,,BETWEEN-block,,0.0039006523424601,0.0,1.0,,348.0,0.0049346364412725,0.00053843647369795,0.0049346364412725,1.0,1.0,UNINFORMATIVE_NULL,UNINFORMATIVE_NULL,True,False,False,True,False
E0_I0014_residual_heterogeneity,D078/D082,E0_I0014_residual_heterogeneity/screen_results.csv,pl_is_rookie_window,fga_absres,,,BETWEEN-block,,0.0028807118467329,0.0,1.0,,348.0,0.0049346364412725,0.00053843647369795,0.0049346364412725,1.0,1.0,UNINFORMATIVE_NULL,UNINFORMATIVE_NULL,True,False,False,True,False
E0_I0014_residual_heterogeneity,D078/D082,E0_I0014_residual_heterogeneity/screen_results.csv,pl_is_rookie_window,fga_sqres,,,BETWEEN-block,,0.0016618818724661,0.01,1.0,,348.0,0.0049346364412725,0.00053843647369795,0.0049346364412725,1.0,1.0,UNINFORMATIVE_NULL,UNINFORMATIVE_NULL,True,False,False,True,False
E0_I0014_residual_heterogeneity,D078/D082,E0_I0014_residual_heterogeneity/screen_results.csv,pl_min_mean5,pts_absres,,,BETWEEN-block,,0.0831892748773452,0.0,0.0,,348.0,0.0064949112274773,0.0007086838392095,0.0064949112274773,1.0,1.0,SURVIVOR,SURVIVOR,True,False,False,True,False
E0_I0014_residual_heterogeneity,D078/D082,E0_I0014_residual_heterogeneity/screen_results.csv,pl_min_mean5,pts_sqres,,,BETWEEN-block,,0.0466849638071372,0.0,0.945,,348.0,0.0064949112274773,0.0007086838392095,0.0064949112274773,1.0,1.0,UNINFORMATIVE_NULL,UNINFORMATIVE_NULL,True,False,False,True,False
E0_I0014_residual_heterogeneity,D078/D082,E0_I0014_residual_heterogeneity/screen_results.csv,pl_min_mean5,minutes_absres,,,BETWEEN-block,,0.0034838985466751,0.0,1.0,,348.0,0.0064949112274773,0.0007086838392095,0.0064949112274773,1.0,1.0,UNINFORMATIVE_NULL,UNINFORMATIVE_NULL,True,False,False,True,False
E0_I0014_residual_heterogeneity,D078/D082,E0_I0014_residual_heterogeneity/screen_results.csv,pl_min_mean5,minutes_sqres,,,BETWEEN-block,,0.0019201663351053,0.016,1.0,,348.0,0.0064949112274773,0.0007086838392095,0.0064949112274773,1.0,1.0,UNINFORMATIVE_NULL,UNINFORMATIVE_NULL,True,False,False,True,False
E0_I0014_residual_heterogeneity,D078/D082,E0_I0014_residual_heterogeneity/screen_results.csv,pl_min_mean5,fga_absres,,,BETWEEN-block,,0.0464160847380818,0.0,0.956,,348.0,0.0064949112274773,0.0007086838392095,0.0064949112274773,1.0,1.0,UNINFORMATIVE_NULL,UNINFORMATIVE_NULL,True,False,False,True,False
E0_I0014_residual_heterogeneity,D078/D082,E0_I0014_residual_heterogeneity/screen_results.csv,pl_min_mean5,fga_sqres,,,BETWEEN-block,,0.0266517194109487,0.0,1.0,,348.0,0.0064949112274773,0.0007086838392095,0.0064949112274773,1.0,1.0,UNINFORMATIVE_NULL,UNINFORMATIVE_NULL,True,False,False,True,False
E0_I0014_residual_heterogeneity,D078/D082,E0_I0014_residual_heterogeneity/screen_results.csv,pl_fga_mean5,pts_absres,,,BETWEEN-block,,0.0896231055813402,0.0,0.0,,348.0,0.0038967521838818,0.00042518907516985,0.0038967521838818,1.0,1.0,SURVIVOR,SURVIVOR,True,False,False,True,False
E0_I0014_residual_heterogeneity,D078/D082,E0_I0014_residual_heterogeneity/screen_results.csv,pl_fga_mean5,pts_sqres,,,BETWEEN-block,,0.059266933294072,0.0,0.013,,348.0,0.0038967521838818,0.00042518907516985,0.0038967521838818,1.0,1.0,SURVIVOR,SURVIVOR,True,False,False,True,False
E0_I0014_residual_heterogeneity,D078/D082,E0_I0014_residual_heterogeneity/screen_results.csv,pl_fga_mean5,minutes_absres,,,BETWEEN-block,,0.0121580247151774,0.0,1.0,,348.0,0.0038967521838818,0.00042518907516985,0.0038967521838818,1.0,1.0,UNINFORMATIVE_NULL,UNINFORMATIVE_NULL,True,False,False,True,False
E0_I0014_residual_heterogeneity,D078/D082,E0_I0014_residual_heterogeneity/screen_results.csv,pl_fga_mean5,minutes_sqres,,,BETWEEN-block,,0.0077213575198973,0.0,1.0,,348.0,0.0038967521838818,0.00042518907516985,0.0038967521838818,1.0,1.0,UNINFORMATIVE_NULL,UNINFORMATIVE_NULL,True,False,False,True,False
E0_I0014_residual_heterogeneity,D078/D082,E0_I0014_residual_heterogeneity/screen_results.csv,pl_fga_mean5,fga_absres,,,BETWEEN-block,,0.0521700445273089,0.0,0.48,,348.0,0.0038967521838818,0.00042518907516985,0.0038967521838818,1.0,1.0,UNINFORMATIVE_NULL,UNINFORMATIVE_NULL,True,False,False,True,False
E0_I0014_residual_heterogeneity,D078/D082,E0_I0014_residual_heterogeneity/screen_results.csv,pl_fga_mean5,fga_sqres,,,BETWEEN-block,,0.0333975584120811,0.0,1.0,,348.0,0.0038967521838818,0.00042518907516985,0.0038967521838818,1.0,1.0,UNINFORMATIVE_NULL,UNINFORMATIVE_NULL,True,False,False,True,False
E0_I0014_residual_heterogeneity,D078/D082,E0_I0014_residual_heterogeneity/screen_results.csv,pl_pts_mean5,pts_absres,,,BETWEEN-block,,0.0845173981442181,0.0,0.0,,348.0,0.0040978980037551,0.0004471368411787,0.0040978980037551,1.0,1.0,SURVIVOR,SURVIVOR,True,False,False,True,False
E0_I0014_residual_heterogeneity,D078/D082,E0_I0014_residual_heterogeneity/screen_results.csv,pl_pts_mean5,pts_sqres,,,BETWEEN-block,,0.0555767740764226,0.0,0.132,,348.0,0.0040978980037551,0.0004471368411787,0.0040978980037551,1.0,1.0,UNINFORMATIVE_NULL,UNINFORMATIVE_NULL,True,False,False,True,False
E0_I0014_residual_heterogeneity,D078/D082,E0_I0014_residual_heterogeneity/screen_results.csv,pl_pts_mean5,minutes_absres,,,BETWEEN-block,,0.013392120491746,0.0,1.0,,348.0,0.0040978980037551,0.0004471368411787,0.0040978980037551,1.0,1.0,UNINFORMATIVE_NULL,UNINFORMATIVE_NULL,True,False,False,True,False
E0_I0014_residual_heterogeneity,D078/D082,E0_I0014_residual_heterogeneity/screen_results.csv,pl_pts_mean5,minutes_sqres,,,BETWEEN-block,,0.0086534951073188,0.0,1.0,,348.0,0.0040978980037551,0.0004471368411787,0.0040978980037551,1.0,1.0,UNINFORMATIVE_NULL,UNINFORMATIVE_NULL,True,False,False,True,False
E0_I0014_residual_heterogeneity,D078/D082,E0_I0014_residual_heterogeneity/screen_results.csv,pl_pts_mean5,fga_absres,,,BETWEEN-block,,0.0453409701355673,0.0,0.974,,348.0,0.0040978980037551,0.0004471368411787,0.0040978980037551,1.0,1.0,UNINFORMATIVE_NULL,UNINFORMATIVE_NULL,True,False,False,True,False
E0_I0014_residual_heterogeneity,D078/D082,E0_I0014_residual_heterogeneity/screen_results.csv,pl_pts_mean5,fga_sqres,,,BETWEEN-block,,0.0286057659257395,0.0,1.0,,348.0,0.0040978980037551,0.0004471368411787,0.0040978980037551,1.0,1.0,UNINFORMATIVE_NULL,UNINFORMATIVE_NULL,True,False,False,True,False
E0_I0014_residual_heterogeneity,D078/D082,E0_I0014_residual_heterogeneity/screen_results.csv,pl_usg_mean5,pts_absres,,,BETWEEN-block,,0.0584270458434589,0.0,0.028,,348.0,0.00362909090377665,0.00039598356073725,0.00362909090377665,1.0,1.0,SURVIVOR,SURVIVOR,True,False,False,True,False
E0_I0014_residual_heterogeneity,D078/D082,E0_I0014_residual_heterogeneity/screen_results.csv,pl_usg_mean5,pts_sqres,,,BETWEEN-block,,0.0403949839965595,0.0,1.0,,348.0,0.00362909090377665,0.00039598356073725,0.00362909090377665,1.0,1.0,UNINFORMATIVE_NULL,UNINFORMATIVE_NULL,True,False,False,True,False
E0_I0014_residual_heterogeneity,D078/D082,E0_I0014_residual_heterogeneity/screen_results.csv,pl_usg_mean5,minutes_absres,,,BETWEEN-block,,0.0054218585773701,0.0,1.0,,348.0,0.00362909090377665,0.00039598356073725,0.00362909090377665,1.0,1.0,UNINFORMATIVE_NULL,UNINFORMATIVE_NULL,True,False,False,True,False
E0_I0014_residual_heterogeneity,D078/D082,E0_I0014_residual_heterogeneity/screen_results.csv,pl_usg_mean5,minutes_sqres,,,BETWEEN-block,,0.0033466299152008,0.0,1.0,,348.0,0.00362909090377665,0.00039598356073725,0.00362909090377665,1.0,1.0,UNINFORMATIVE_NULL,UNINFORMATIVE_NULL,True,False,False,True,False
E0_I0014_residual_heterogeneity,D078/D082,E0_I0014_residual_heterogeneity/screen_results.csv,pl_usg_mean5,fga_absres,,,BETWEEN-block,,0.0444112092685267,0.0,0.987,,348.0,0.00362909090377665,0.00039598356073725,0.00362909090377665,1.0,1.0,UNINFORMATIVE_NULL,UNINFORMATIVE_NULL,True,False,False,True,False
E0_I0014_residual_heterogeneity,D078/D082,E0_I0014_residual_heterogeneity/screen_results.csv,pl_usg_mean5,fga_sqres,,,BETWEEN-block,,0.0302462108223293,0.0,1.0,,348.0,0.00362909090377665,0.00039598356073725,0.00362909090377665,1.0,1.0,UNINFORMATIVE_NULL,UNINFORMATIVE_NULL,True,False,False,True,False
E0_I0014_residual_heterogeneity,D078/D082,E0_I0014_residual_heterogeneity/screen_results.csv,pl_start_frac5,pts_absres,,,BETWEEN-block,,0.0678025721379711,0.0,0.0,,348.0,0.0081407207403086,0.00088826421580135,0.0081407207403086,1.0,1.0,SURVIVOR,SURVIVOR,True,False,False,True,False
E0_I0014_residual_heterogeneity,D078/D082,E0_I0014_residual_heterogeneity/screen_results.csv,pl_start_frac5,pts_sqres,,,BETWEEN-block,,0.0402823674389781,0.0,1.0,,348.0,0.0081407207403086,0.00088826421580135,0.0081407207403086,1.0,1.0,UNINFORMATIVE_NULL,UNINFORMATIVE_NULL,True,False,False,True,False
E0_I0014_residual_heterogeneity,D078/D082,E0_I0014_residual_heterogeneity/screen_results.csv,pl_start_frac5,minutes_absres,,,BETWEEN-block,,0.0003244079545629,0.996,1.0,,348.0,0.0081407207403086,0.00088826421580135,0.0081407207403086,1.0,1.0,UNINFORMATIVE_NULL,UNINFORMATIVE_NULL,True,False,False,True,False
E0_I0014_residual_heterogeneity,D078/D082,E0_I0014_residual_heterogeneity/screen_results.csv,pl_start_frac5,minutes_sqres,,,BETWEEN-block,,4.910638915767867e-06,1.0,1.0,,348.0,0.0081407207403086,0.00088826421580135,0.0081407207403086,1.0,1.0,UNINFORMATIVE_NULL,UNINFORMATIVE_NULL,True,False,False,True,False
E0_I0014_residual_heterogeneity,D078/D082,E0_I0014_residual_heterogeneity/screen_results.csv,pl_start_frac5,fga_absres,,,BETWEEN-block,,0.0444085491589262,0.0,0.987,,348.0,0.0081407207403086,0.00088826421580135,0.0081407207403086,1.0,1.0,UNINFORMATIVE_NULL,UNINFORMATIVE_NULL,True,False,False,True,False
E0_I0014_residual_heterogeneity,D078/D082,E0_I0014_residual_heterogeneity/screen_results.csv,pl_start_frac5,fga_sqres,,,BETWEEN-block,,0.0288863877265792,0.0,1.0,,348.0,0.0081407207403086,0.00088826421580135,0.0081407207403086,1.0,1.0,UNINFORMATIVE_NULL,UNINFORMATIVE_NULL,True,False,False,True,False
E0_I0014_residual_heterogeneity,D078/D082,E0_I0014_residual_heterogeneity/screen_results.csv,pl_min_sd5,pts_absres,,,WITHIN-block,,0.0002576624381965,0.977,1.0,,348.0,0.0029533432449144496,0.0003222502288337,0.0029533432449144496,0.8333333333333334,0.8333333333333334,UNINFORMATIVE_NULL,UNINFORMATIVE_NULL,True,False,False,True,False
E0_I0014_residual_heterogeneity,D078/D082,E0_I0014_residual_heterogeneity/screen_results.csv,pl_min_sd5,pts_sqres,,,WITHIN-block,,0.0006579968646474,0.964,1.0,,348.0,0.0029533432449144496,0.0003222502288337,0.0029533432449144496,0.8333333333333334,0.8333333333333334,UNINFORMATIVE_NULL,UNINFORMATIVE_NULL,True,False,False,True,False
E0_I0014_residual_heterogeneity,D078/D082,E0_I0014_residual_heterogeneity/screen_results.csv,pl_min_sd5,minutes_absres,,,WITHIN-block,,0.0177835186436082,0.0,1.0,,348.0,0.0029533432449144496,0.0003222502288337,0.0029533432449144496,0.8333333333333334,0.8333333333333334,UNINFORMATIVE_NULL,UNINFORMATIVE_NULL,True,False,False,True,False
E0_I0014_residual_heterogeneity,D078/D082,E0_I0014_residual_heterogeneity/screen_results.csv,pl_min_sd5,minutes_sqres,,,WITHIN-block,,0.0091330532603138,0.038,1.0,,348.0,0.0029533432449144496,0.0003222502288337,0.0029533432449144496,0.8333333333333334,0.8333333333333334,UNINFORMATIVE_NULL,UNINFORMATIVE_NULL,True,False,False,True,False
E0_I0014_residual_heterogeneity,D078/D082,E0_I0014_residual_heterogeneity/screen_results.csv,pl_min_sd5,fga_absres,,,WITHIN-block,,5.212326848622607e-05,0.527,1.0,,348.0,0.0029533432449144496,0.0003222502288337,0.0029533432449144496,0.8333333333333334,0.8333333333333334,UNINFORMATIVE_NULL,UNINFORMATIVE_NULL,True,False,False,True,False
E0_I0014_residual_heterogeneity,D078/D082,E0_I0014_residual_heterogeneity/screen_results.csv,pl_min_sd5,fga_sqres,,,WITHIN-block,,2.934581518425571e-07,0.999,1.0,,348.0,0.0029533432449144496,0.0003222502288337,0.0029533432449144496,0.8333333333333334,0.8333333333333334,UNINFORMATIVE_NULL,UNINFORMATIVE_NULL,True,False,False,True,False
E0_I0014_residual_heterogeneity,D078/D082,E0_I0014_residual_heterogeneity/screen_results.csv,pl_min_cv5,pts_absres,,,BETWEEN-block,,0.0499999012894672,0.0,0.739,,348.0,0.0067640954457219,0.0007380555270677001,0.0067640954457219,1.0,1.0,UNINFORMATIVE_NULL,UNINFORMATIVE_NULL,True,False,False,True,False
E0_I0014_residual_heterogeneity,D078/D082,E0_I0014_residual_heterogeneity/screen_results.csv,pl_min_cv5,pts_sqres,,,BETWEEN-block,,0.0261221381580513,0.0,1.0,,348.0,0.0067640954457219,0.0007380555270677001,0.0067640954457219,1.0,1.0,UNINFORMATIVE_NULL,UNINFORMATIVE_NULL,True,False,False,True,False
E0_I0014_residual_heterogeneity,D078/D082,E0_I0014_residual_heterogeneity/screen_results.csv,pl_min_cv5,minutes_absres,,,BETWEEN-block,,0.0034789206841802,0.004,1.0,,348.0,0.0067640954457219,0.0007380555270677001,0.0067640954457219,1.0,1.0,UNINFORMATIVE_NULL,UNINFORMATIVE_NULL,True,False,False,True,False
E0_I0014_residual_heterogeneity,D078/D082,E0_I0014_residual_heterogeneity/screen_results.csv,pl_min_cv5,minutes_sqres,,,BETWEEN-block,,0.0019957878426427,0.13,1.0,,348.0,0.0067640954457219,0.0007380555270677001,0.0067640954457219,1.0,1.0,UNINFORMATIVE_NULL,UNINFORMATIVE_NULL,True,False,False,True,False
E0_I0014_residual_heterogeneity,D078/D082,E0_I0014_residual_heterogeneity/screen_results.csv,pl_min_cv5,fga_absres,,,BETWEEN-block,,0.027650403333589,0.0,1.0,,348.0,0.0067640954457219,0.0007380555270677001,0.0067640954457219,1.0,1.0,UNINFORMATIVE_NULL,UNINFORMATIVE_NULL,True,False,False,True,False
E0_I0014_residual_heterogeneity,D078/D082,E0_I0014_residual_heterogeneity/screen_results.csv,pl_min_cv5,fga_sqres,,,BETWEEN-block,,0.0146845406777784,0.0,1.0,,348.0,0.0067640954457219,0.0007380555270677001,0.0067640954457219,1.0,1.0,UNINFORMATIVE_NULL,UNINFORMATIVE_NULL,True,False,False,True,False
E0_I0014_residual_heterogeneity,D078/D082,E0_I0014_residual_heterogeneity/screen_results.csv,pl_min_rng5,pts_absres,,,WITHIN-block,,0.0002356705784953,0.946,1.0,,348.0,0.0029743428545202,0.00032454157407865,0.0029743428545202,0.8333333333333334,0.8333333333333334,UNINFORMATIVE_NULL,UNINFORMATIVE_NULL,True,False,False,True,False
E0_I0014_residual_heterogeneity,D078/D082,E0_I0014_residual_heterogeneity/screen_results.csv,pl_min_rng5,pts_sqres,,,WITHIN-block,,0.0006571142367034,0.927,1.0,,348.0,0.0029743428545202,0.00032454157407865,0.0029743428545202,0.8333333333333334,0.8333333333333334,UNINFORMATIVE_NULL,UNINFORMATIVE_NULL,True,False,False,True,False
E0_I0014_residual_heterogeneity,D078/D082,E0_I0014_residual_heterogeneity/screen_results.csv,pl_min_rng5,minutes_absres,,,WITHIN-block,,0.0165591053476482,0.0,1.0,,348.0,0.0029743428545202,0.00032454157407865,0.0029743428545202,0.8333333333333334,0.8333333333333334,UNINFORMATIVE_NULL,UNINFORMATIVE_NULL,True,False,False,True,False
E0_I0014_residual_heterogeneity,D078/D082,E0_I0014_residual_heterogeneity/screen_results.csv,pl_min_rng5,minutes_sqres,,,WITHIN-block,,0.0081603138565215,0.044,1.0,,348.0,0.0029743428545202,0.00032454157407865,0.0029743428545202,0.8333333333333334,0.8333333333333334,UNINFORMATIVE_NULL,UNINFORMATIVE_NULL,True,False,False,True,False
E0_I0014_residual_heterogeneity,D078/D082,E0_I0014_residual_heterogeneity/screen_results.csv,pl_min_rng5,fga_absres,,,WITHIN-block,,5.779836662889839e-05,0.439,1.0,,348.0,0.0029743428545202,0.00032454157407865,0.0029743428545202,0.8333333333333334,0.8333333333333334,UNINFORMATIVE_NULL,UNINFORMATIVE_NULL,True,False,False,True,False
