candidate,target,stratum,base,n,dr2_reproduced,dr2_recorded_D097,ceiling_residualised,ceiling_over_floor,var_share_between_player,var_share_between_player_season,dr2_between_component,dr2_within_component,share_effect_between
R08_player_ra_share,y_oreb,POOLED,B_COMPLETE,13784,0.006488115969526343,0.006488,0.00648811596952634,6.360898009339549,0.7975197219228661,0.8761514166487634,0.010992421940205617,0.0002031320424198563,0.9818560079532376
