cell,base,candidate,response,level,n,r2_base,dr2,ceiling,null,p_percell,null_mean,null_sd,R,mde80,typeI,power_at_0p020,above_own_mde,var_share_between_team
C1_LEVELUP,B_TEAM_COMPLETE,ROSTER_RA_SHARE,T_oreb,team_game,1486,0.1044306574035273,0.004856470869825754,0.004856470869825754,N_TSWAP,0.018272425249169437,0.0007636125088543893,0.0011416176720328668,601,0.0035638163265306125,0.08333333333333333,1.0,True,0.5682573440825007
C1_LEVELUP,B_TEAM_PLUS_OPP,ROSTER_RA_SHARE,T_oreb,team_game,1486,0.10900379195334287,0.0054680319089460225,0.005468031908946024,N_TSWAP,0.006644518272425249,0.0006927519174579096,0.0009776540252288916,601,0.003596735849056604,0.08333333333333333,1.0,True,0.5682573440825007
