relationship,x,is_negative_control,n_players,spearman_obs,null_mean,null_sd,null_p95_abs,p_two_sided
R01_prior_efficiency_persistence,refA_ppm_floor,False,137,0.16958201878021914,-0.0037339266712714918,0.08361777015556084,0.16490446543580933,0.047476261869065464
R02_opp_efg_allowed,A01_opp_efg_allowed,False,137,0.1673091642242425,-0.006633533705452983,0.08917939583147823,0.17708593910429918,0.06646676661669165
R03_opp_ts_allowed,A02_opp_ts_allowed,False,137,0.1983450631918905,-0.017030233165941717,0.087967849085288,0.17840881512871723,0.027486256871564217
R04_opp_defrtg,A10_opp_defrtg,False,137,0.3200431235648813,-0.003439216308548173,0.08806770430948592,0.17384723803834445,0.0004997501249375312
R05_teammate_volume_pregame,P01_c04_prevgame,False,137,-0.11138854145276007,-0.004464343719080777,0.08730101270439473,0.17271897810218972,0.20739630184907545
R06_own_usage,O01_own_usg_pg,False,137,0.2805225231952508,0.003828891855060018,0.09374261714637504,0.18369565217391298,0.004497751124437781
NC1_noise_eff_frame,G01_noise,True,137,-0.11362872664140233,0.0031183401161162657,0.08934420678055903,0.17316211473481805,0.20439780109945027
NC2_noise_tv_frame,G01_noise_tvframe,True,137,0.007098586816510163,0.00016837325218884723,0.08576998444858129,0.16675331827431064,0.9385307346326837
