component,reference,n_repro,n_published,n_delta,skill_repro,skill_published,skill_delta,model_mae_repro,model_mae_published,ref_mae_repro,ref_mae_published
minutes,ref_minutes,13879,13879,0,0.035549460412317546,0.0355494604123175,4.85722573273506e-17,5.079670829517938,5.079670829517938,5.266906514137652,5.266906514137652
fga,ref_fga,13879,13879,0,0.0011516133985177701,0.0011516133985177,7.003946034256359e-17,2.6375697656574264,2.6375697656574264,2.640610728352467,2.640610728352467
pts,ref_pts,13879,13879,0,-0.0022218316796525084,-0.0022218316796525,-8.239936510889834e-18,4.190919667572693,4.190919667572693,4.181628792249526,4.181628792249526
pts_per_min,refA_ppm,13879,13879,0,0.005590773577162533,0.0055907735771625,3.2959746043559335e-17,0.18174283099586136,0.1817428309958613,0.18276462664132767,0.1827646266413276
pts_per_min,refB_ppm,13879,13879,0,0.009588508088615777,0.0095885080886157,7.632783294297951e-17,0.18174283099586136,0.1817428309958613,0.18350234471241633,0.1835023447124163
fga_per_min,refA_fpm,13879,13879,0,0.013453784501652244,0.0134537845016522,4.336808689942018e-17,0.11033798411000435,0.1103379841100043,0.1118426915806147,0.1118426915806147
fga_per_min,refB_fpm,13879,13879,0,0.006953266193469032,0.006953266193469,3.209238430557093e-17,0.11033798411000435,0.1103379841100043,0.11111056544847446,0.1111105654484744
pts_per_fga,refA_ppf,12976,12976,0,0.02126771341978151,0.0212677134197815,1.0408340855860843e-17,0.5065778966660669,0.5065778966660669,0.5175857623294488,0.5175857623294488
pts_per_fga,refB_ppf,12976,12976,0,0.010236525235077898,0.0102365252350778,9.71445146547012e-17,0.5065778966660669,0.5065778966660669,0.5118171255878924,0.5118171255878924
