floor,relationship,player_id,n_games,beta,se,t
20,R01_prior_efficiency_persistence,1628244,53.0,0.22036054514693149,0.22852575122804228,0.9642700831865427
20,R01_prior_efficiency_persistence,1628263,47.0,0.5860303552943966,0.3858918601372995,1.518638810069454
20,R01_prior_efficiency_persistence,1628269,33.0,-0.022104954267523718,0.43214743922677634,-0.051151417921335374
20,R01_prior_efficiency_persistence,1628276,104.0,0.33868298748343617,0.2744801606997668,1.2339069848253843
20,R01_prior_efficiency_persistence,1628277,100.0,0.3316569268910659,0.2781981970031496,1.1921605907723085
20,R01_prior_efficiency_persistence,1628278,63.0,0.10341528483275562,0.4320337014149982,0.23936855966108558
20,R01_prior_efficiency_persistence,1628279,76.0,0.5601614193754377,0.2681025486021369,2.0893550706476685
20,R01_prior_efficiency_persistence,1628280,71.0,-0.024978462303032953,0.30548654393588615,-0.08176616220541386
20,R01_prior_efficiency_persistence,1628317,43.0,-0.9398503515039148,0.5216520710380679,-1.8016804757118057
20,R01_prior_efficiency_persistence,1628878,84.0,0.08464751249584046,0.2867460341430308,0.295200290210876
20,R01_prior_efficiency_persistence,1628881,28.0,0.0397487713234173,0.4624626246620334,0.0859502351189258
20,R01_prior_efficiency_persistence,1628882,38.0,-0.007436235375474366,0.2532538604051036,-0.029362772056384063
20,R01_prior_efficiency_persistence,1628886,74.0,0.43849858341037373,0.26396671876568595,1.6611889008614515
20,R01_prior_efficiency_persistence,1628890,25.0,0.4621125116075156,0.38058242741782833,1.2142245104243297
20,R01_prior_efficiency_persistence,1628899,40.0,0.40070169041914355,0.3294114032683802,1.2164171805937187
20,R01_prior_efficiency_persistence,1628909,101.0,-0.33533719364228837,0.3917815594565566,-0.8559289878457712
20,R01_prior_efficiency_persistence,1628915,32.0,-0.16122746557875905,0.418335205341557,-0.3854025755425535
20,R01_prior_efficiency_persistence,1628920,24.0,-0.3613536823373231,0.4700670699433436,-0.7687279229767712
20,R01_prior_efficiency_persistence,1628922,59.0,-0.23493075764670035,0.28316123857785475,-0.8296713166908489
20,R01_prior_efficiency_persistence,1628927,41.0,-0.27386641593272915,0.5124746352611206,-0.5343999431175482
20,R01_prior_efficiency_persistence,1628929,40.0,-1.0626769420207056,0.44296422142222286,-2.399013036783816
20,R01_prior_efficiency_persistence,1628931,43.0,0.10300432959482331,0.3614597053092757,0.2849676688213137
20,R01_prior_efficiency_persistence,1628932,103.0,0.40793439128349523,0.1921717235449128,2.122759705530539
20,R01_prior_efficiency_persistence,1629477,101.0,-0.06144396957998627,0.3047111957010102,-0.20164657697801344
20,R01_prior_efficiency_persistence,1629478,43.0,0.48258683568891003,0.19532016664713311,2.4707476138946527
20,R01_prior_efficiency_persistence,1629479,69.0,0.3548277034072964,0.33527034293525904,1.0583331060564873
20,R01_prior_efficiency_persistence,1629480,11.0,-1.805861462396883,0.745787415183258,-2.4214158426810397
20,R01_prior_efficiency_persistence,1629481,98.0,-0.31751677750676444,0.22160395168304264,-1.4328118929977598
20,R01_prior_efficiency_persistence,1629482,83.0,0.23417546255772168,0.28783600846995117,0.8135725054086435
20,R01_prior_efficiency_persistence,1629483,64.0,0.4678376470912658,0.3437602681308415,1.3609415934979379
20,R01_prior_efficiency_persistence,1629484,13.0,-0.9648188565181773,0.5827687236737181,-1.655577619945099
20,R01_prior_efficiency_persistence,1629488,66.0,-0.2506326832637894,0.16515818137616417,-1.5175311399981364
20,R01_prior_efficiency_persistence,1629491,39.0,-0.7941486486229472,0.5264084970073694,-1.5086166981302158
20,R01_prior_efficiency_persistence,1629496,91.0,-0.4686046240611204,0.40097633654738607,-1.1686590488008568
20,R01_prior_efficiency_persistence,1629497,98.0,-0.44699430728294,0.382185178393695,-1.1695752021615138
20,R01_prior_efficiency_persistence,1629498,102.0,0.13100682208716893,0.35298960516666067,0.3711350707489398
20,R01_prior_efficiency_persistence,1629501,66.0,-0.06270351924000979,0.3408481871139403,-0.18396318833595252
20,R01_prior_efficiency_persistence,1629524,49.0,-0.5171965577475616,0.39081157906076097,-1.3233910801479887
20,R01_prior_efficiency_persistence,1629546,26.0,-0.4357093356591996,0.5215586715989844,-0.8353985071773621
20,R01_prior_efficiency_persistence,1629567,62.0,-0.7820125175025343,0.4497182187443373,-1.7388944563686994
20,R01_prior_efficiency_persistence,1629568,9.0,-0.3233084288926576,0.76901055860185,-0.4204213131747757
20,R01_prior_efficiency_persistence,1629574,8.0,-0.5836335308663174,0.6782675010700234,-0.8604769208985937
20,R01_prior_efficiency_persistence,1630096,54.0,0.07701680642752842,0.3535073649122934,0.21786478606078435
20,R01_prior_efficiency_persistence,1630101,54.0,0.01952878615720753,0.21163173566056578,0.09227721020315012
20,R01_prior_efficiency_persistence,1630112,60.0,-0.1725492445782284,0.2903080092097913,-0.5943661184129976
20,R01_prior_efficiency_persistence,1630134,31.0,0.007278118671261787,0.32736893726960975,0.02223216024087154
20,R01_prior_efficiency_persistence,1630142,25.0,-0.527483893822267,0.9096751748582713,-0.5798596118712921
20,R01_prior_efficiency_persistence,1630149,49.0,-0.2870603599704647,0.5999096304845077,-0.478506003876992
20,R01_prior_efficiency_persistence,1630150,31.0,-0.2104563198620092,0.44040593238997283,-0.47786894858549106
20,R01_prior_efficiency_persistence,1630386,11.0,0.43616356918626326,0.41294853180284796,1.056217750144463
20,R01_prior_efficiency_persistence,1630389,40.0,-0.8876876165004104,0.6452206065425975,-1.375789315311964
20,R01_prior_efficiency_persistence,1630442,8.0,-0.1733069013606927,0.46451349388104396,-0.3730933625042859
20,R01_prior_efficiency_persistence,1630446,48.0,0.11212164125771353,0.38009837467077,0.29498058589392806
20,R01_prior_efficiency_persistence,1630462,52.0,-0.7380209774069981,0.3821750994575559,-1.9311069152713394
20,R01_prior_efficiency_persistence,1630471,16.0,0.642425141444393,0.5046570446678644,1.272993507634872
20,R01_prior_efficiency_persistence,1630996,18.0,-0.15097341584998367,0.7066744765891799,-0.21363926510926043
20,R01_prior_efficiency_persistence,1631007,24.0,0.35204643865220225,0.33090816370619225,1.0638795812991133
20,R01_prior_efficiency_persistence,1631009,94.0,-0.2891979108696004,0.2504447989981068,-1.1547371397869859
20,R01_prior_efficiency_persistence,1631019,80.0,0.22063879244415247,0.4099582152007973,0.5381982462190292
20,R01_prior_efficiency_persistence,1631022,39.0,0.5447471956556744,0.3689755180614114,1.4763776158314332
20,R01_prior_efficiency_persistence,1631031,23.0,-0.6185333127274605,0.6222617589332208,-0.9940082350357634
20,R01_prior_efficiency_persistence,1631044,40.0,-0.3793175213423006,0.3149836075242134,-1.204245275885164
20,R01_prior_efficiency_persistence,1631083,21.0,0.2997800107865371,0.2783305880858084,1.0770645542347501
20,R01_prior_efficiency_persistence,1631086,37.0,-0.40671295573595634,0.6978074667276372,-0.5828440868413657
20,R01_prior_efficiency_persistence,1631089,13.0,-0.424893843035948,0.9653065347058424,-0.440164681124246
20,R01_prior_efficiency_persistence,1631135,21.0,0.04238320722778097,0.36406387601586937,0.11641695323249678
20,R01_prior_efficiency_persistence,1631263,8.0,0.048496139058697575,0.5048599425997593,0.09605859955727193
20,R01_prior_efficiency_persistence,1641602,14.0,0.24351110795254483,0.5799095899109001,0.4199121935368562
20,R01_prior_efficiency_persistence,1641648,72.0,-1.1174578892816593,0.516953666692324,-2.16162097549593
20,R01_prior_efficiency_persistence,1641649,25.0,0.18147132913269556,0.4469402887316478,0.4060303662658944
20,R01_prior_efficiency_persistence,1641650,25.0,-0.6945602039039257,0.41778114879999173,-1.662497711777893
20,R01_prior_efficiency_persistence,1641651,42.0,-0.18391409754768892,0.41392335657135665,-0.4443192069930555
20,R01_prior_efficiency_persistence,1641652,15.0,0.00919786187578008,0.5303262992872568,0.017343778515494592
20,R01_prior_efficiency_persistence,1641657,38.0,0.1194411030567177,0.2760657030212442,0.43265462442296315
20,R01_prior_efficiency_persistence,1641658,11.0,-1.90450035651498,0.9954618553888159,-1.9131826560758616
20,R01_prior_efficiency_persistence,1641660,8.0,-1.3475318797243896,0.8419372339488614,-1.600513465123978
20,R01_prior_efficiency_persistence,1642210,31.0,-0.24544041012441553,0.7111053147311955,-0.3451533901377102
20,R01_prior_efficiency_persistence,1642244,17.0,-0.8388977198453476,0.48429026470234415,-1.7322209034306177
20,R01_prior_efficiency_persistence,1642286,36.0,-0.4697403380117431,0.7541766286004657,-0.6228518893292221
20,R01_prior_efficiency_persistence,1642287,8.0,-0.6518658434931304,0.8661913986217024,-0.7525655929282947
20,R01_prior_efficiency_persistence,1642288,33.0,-1.2433183200418068,0.41813496876090106,-2.9734856276820127
20,R01_prior_efficiency_persistence,1642289,26.0,-0.11276504810922286,0.46512300477961915,-0.24244134766598416
20,R01_prior_efficiency_persistence,1642290,23.0,-1.7631139221828651,1.0719698468167078,-1.6447420861869946
20,R01_prior_efficiency_persistence,1642291,31.0,-0.5619269571735106,0.9338324729639296,-0.6017427894641395
20,R01_prior_efficiency_persistence,1642292,25.0,0.3814356781859457,0.6121607629562628,0.6230972340401344
20,R01_prior_efficiency_persistence,1642298,8.0,-1.41449258481674,0.8044939949073654,-1.7582388355547809
20,R02_opp_efg_allowed,100720,27.0,-2.56566682250077,1.2231683090786085,-2.0975582865071467
20,R02_opp_efg_allowed,100940,78.0,0.7664898558893783,1.2332726918977441,0.6215088203322767
20,R02_opp_efg_allowed,201480,25.0,1.7036063227113372,0.9507754109482938,1.791807300750634
20,R02_opp_efg_allowed,201496,43.0,-1.543679161873775,1.2500819322631593,-1.2348623894428141
20,R02_opp_efg_allowed,201516,28.0,0.07740462018048863,1.479870030294597,0.05230501232941363
20,R02_opp_efg_allowed,201886,102.0,0.3580915531122414,0.804560868112783,0.4450770194083616
20,R02_opp_efg_allowed,201896,8.0,-3.3999157276152263,1.125591971835188,-3.0205579043638116
20,R02_opp_efg_allowed,202250,60.0,0.763795558721323,0.9990781694176227,0.7645002984766953
20,R02_opp_efg_allowed,202252,79.0,-0.012122837156798289,0.6794332035546361,-0.01784257391804585
20,R02_opp_efg_allowed,202633,16.0,2.037856625672597,2.0526651875605384,0.9927856905365359
20,R02_opp_efg_allowed,202658,36.0,-1.0934254238569219,1.2670864924275862,-0.862944582229781
20,R02_opp_efg_allowed,202664,79.0,-1.0230319039883269,0.8147479937365693,-1.2556421272012381
20,R02_opp_efg_allowed,203014,98.0,0.7163367362618254,0.8071091584591267,0.88753389644271
20,R02_opp_efg_allowed,203026,59.0,2.0555313485924662,1.034406714025086,1.987159712637573
20,R02_opp_efg_allowed,203035,31.0,-0.14656826085941432,1.4961673572918441,-0.09796247735595033
20,R02_opp_efg_allowed,203398,52.0,1.314542870707329,1.3558580709328656,0.9695283738679885
20,R02_opp_efg_allowed,203399,38.0,-1.3377550418935014,1.4145947567425712,-0.945680758052567
20,R02_opp_efg_allowed,203400,63.0,1.4338961855907646,1.0253734343950378,1.3984136291152813
20,R02_opp_efg_allowed,203403,30.0,-1.1818061503974375,1.8036499171024871,-0.6552303410941165
20,R02_opp_efg_allowed,203406,25.0,0.27042150599131826,1.1734565818286418,0.23044866778957446
20,R02_opp_efg_allowed,203416,28.0,-1.794056744558582,1.361095967787571,-1.3180971709693465
20,R02_opp_efg_allowed,203822,21.0,0.06904882837231989,1.4381511797342783,0.048012218287842155
20,R02_opp_efg_allowed,203823,12.0,-0.20201124616446645,1.2872979322262388,-0.1569265677410904
20,R02_opp_efg_allowed,203824,20.0,3.9075683187646812,2.410967277311367,1.6207471397630395
20,R02_opp_efg_allowed,203825,97.0,-1.3450714656605336,0.9478086061532133,-1.4191382700349766
20,R02_opp_efg_allowed,203826,105.0,0.5577154790369464,0.6104858627981293,0.9135600232914277
20,R02_opp_efg_allowed,203827,90.0,2.341421381749776,0.9452493774756479,2.477040913798536
20,R02_opp_efg_allowed,203828,54.0,-0.6163176073073691,1.2262460956684809,-0.5026051536346684
20,R02_opp_efg_allowed,203833,90.0,0.03551036608383998,0.7250785948448397,0.048974506124317294
20,R02_opp_efg_allowed,203855,17.0,0.39616478247198644,1.7915817382056527,0.22112570921199654
20,R02_opp_efg_allowed,203866,55.0,2.13748560014205,1.1456547604858431,1.865732744160725
20,R02_opp_efg_allowed,204296,47.0,-0.8147407253062365,1.4570937508737316,-0.5591546356009595
20,R02_opp_efg_allowed,204319,102.0,1.25928527412257,1.0594070427116966,1.1886699100085816
20,R02_opp_efg_allowed,204322,45.0,0.44423853027193105,0.9559815583836136,0.46469361921903124
20,R02_opp_efg_allowed,204323,74.0,-0.1588837188375865,0.89325802778526,-0.1778699030911842
20,R02_opp_efg_allowed,204324,91.0,-0.1097512932352094,0.7734492363896248,-0.14189850874702037
20,R02_opp_efg_allowed,204329,38.0,0.10130667122306836,1.01702893149738,0.09961041233499004
20,R02_opp_efg_allowed,204330,19.0,-0.2325404323241907,2.2187795742052514,-0.1048055584374508
20,R02_opp_efg_allowed,204333,99.0,1.0662125334825618,0.7020336508208865,1.51874847058377
20,R02_opp_efg_allowed,204335,67.0,0.226885328784092,0.7383469046457612,0.3072882507619442
20,R02_opp_efg_allowed,204365,66.0,-0.7176300441660255,0.8835167427326494,-0.8122427221316156
20,R02_opp_efg_allowed,1627668,102.0,1.4746785494468546,0.8648221022427103,1.7051813842669223
20,R02_opp_efg_allowed,1627669,55.0,0.015245075916564283,1.431895359032298,0.010646780730448903
20,R02_opp_efg_allowed,1627671,19.0,3.000114228349956,2.78674647780778,1.0765651817419801
20,R02_opp_efg_allowed,1627672,34.0,-0.6589469353374006,1.8873842709419866,-0.349132365614408
20,R02_opp_efg_allowed,1627673,96.0,1.8883205332083435,0.8716669083497646,2.166332707046666
20,R02_opp_efg_allowed,1627674,94.0,-0.04595845724738406,0.9665154620240753,-0.04755066944416794
20,R02_opp_efg_allowed,1627675,100.0,0.6687522282039889,0.8430472330447468,0.7932559434288461
20,R02_opp_efg_allowed,1627676,31.0,0.9826390843451903,1.32923052556369,0.7392540762848342
20,R02_opp_efg_allowed,1627700,8.0,4.3842982796756385,4.863054532980749,0.901552357667751
20,R02_opp_efg_allowed,1628242,9.0,-4.499003237354798,3.8232393191912557,-1.1767516657331536
20,R02_opp_efg_allowed,1628244,53.0,0.46295481164341956,1.399156776346843,0.33088129898650875
20,R02_opp_efg_allowed,1628263,47.0,-0.5860071251493338,1.3061925301092123,-0.44863763315224064
20,R02_opp_efg_allowed,1628269,33.0,-1.8098816284499104,1.3511461387596468,-1.3395158203326423
20,R02_opp_efg_allowed,1628276,104.0,1.2939745440746246,0.7269407677914418,1.7800274814768182
20,R02_opp_efg_allowed,1628277,100.0,-0.0298314741959635,0.6263951836719515,-0.04762404784323262
20,R02_opp_efg_allowed,1628278,63.0,0.8851589831453165,0.7818889218676888,1.1320776626825044
20,R02_opp_efg_allowed,1628279,76.0,0.8037140326318869,1.1216174389048672,0.716566990449634
20,R02_opp_efg_allowed,1628280,71.0,0.6530860658495199,0.791190563843454,0.8254472382442877
20,R02_opp_efg_allowed,1628317,43.0,0.3569282116017448,1.0918738863929283,0.32689508930457056
20,R02_opp_efg_allowed,1628878,84.0,-0.1533520376295417,0.685139996326532,-0.22382584355279034
20,R02_opp_efg_allowed,1628881,28.0,-2.325869968269153,1.302952858086259,-1.7850760707377595
20,R02_opp_efg_allowed,1628882,38.0,-1.0641282305389075,0.909211999357515,-1.1703851591167544
20,R02_opp_efg_allowed,1628886,74.0,0.1930584842524104,0.6610824851676642,0.29203388167733224
20,R02_opp_efg_allowed,1628890,25.0,0.5952903980542944,1.4588544577307134,0.40805331532542616
20,R02_opp_efg_allowed,1628899,40.0,0.4793383910239032,1.2561643335946877,0.3815889197014615
20,R02_opp_efg_allowed,1628909,101.0,0.4955756889597277,0.7040438611811074,0.7038988851182475
20,R02_opp_efg_allowed,1628915,32.0,1.2231432955550916,1.7991383506415197,0.6798494930192305
20,R02_opp_efg_allowed,1628920,24.0,-0.14167147946335196,1.4743505490922348,-0.09609076996687105
20,R02_opp_efg_allowed,1628922,59.0,-0.5460377419173439,1.170572418431824,-0.4664707055449436
20,R02_opp_efg_allowed,1628927,41.0,0.6686930274968048,1.0880146770849424,0.6145992711131408
20,R02_opp_efg_allowed,1628929,40.0,0.4621687693609794,1.0897542739949586,0.4241036538142703
20,R02_opp_efg_allowed,1628931,43.0,0.8411224968161539,1.1725332428356712,0.717354925291475
20,R02_opp_efg_allowed,1628932,103.0,0.7706273422875082,0.8616796729247398,0.8943315787777852
20,R02_opp_efg_allowed,1629477,101.0,1.2885672823873788,0.9101959415930752,1.4157031728048108
20,R02_opp_efg_allowed,1629478,43.0,-0.9504025885608239,1.2348693844563259,-0.7696381500131338
20,R02_opp_efg_allowed,1629479,69.0,0.2667362969730884,1.1425314404142657,0.23346079375844014
20,R02_opp_efg_allowed,1629480,11.0,-0.8838975072942991,3.6042765113947186,-0.24523576493088323
20,R02_opp_efg_allowed,1629481,98.0,1.6006873032259044,0.9014776631847277,1.775626139832482
20,R02_opp_efg_allowed,1629482,83.0,-0.2372043661601083,0.9698828074889054,-0.24457013190515978
20,R02_opp_efg_allowed,1629483,64.0,1.451789511074353,1.021912992223415,1.4206586295724057
20,R02_opp_efg_allowed,1629484,13.0,5.308438256544455,2.6760907434774395,1.9836540556343085
20,R02_opp_efg_allowed,1629488,66.0,-0.5184727720582589,0.5464555522880171,-0.9487922117131139
20,R02_opp_efg_allowed,1629491,39.0,-0.24520869360651784,1.0638870521525396,-0.23048376527413544
20,R02_opp_efg_allowed,1629496,91.0,0.8383395820990043,0.6228436671456998,1.3459871655127453
20,R02_opp_efg_allowed,1629497,98.0,0.3873392418193815,0.954764134746022,0.40569102642551413
20,R02_opp_efg_allowed,1629498,102.0,0.199241483574022,0.7939162493982981,0.2509603295373099
20,R02_opp_efg_allowed,1629501,66.0,-0.9868340690644778,0.9334140850819599,-1.0572307455354364
20,R02_opp_efg_allowed,1629524,49.0,1.1762976479358591,1.2955473036957816,0.9079542248903291
20,R02_opp_efg_allowed,1629546,26.0,-1.891980901734694,1.8303200923038352,-1.033688538791729
20,R02_opp_efg_allowed,1629567,62.0,0.5785849837674636,1.097796927900769,0.5270419046205989
20,R02_opp_efg_allowed,1629568,9.0,1.88365036987925,1.2641685220518477,1.4900310654958668
20,R02_opp_efg_allowed,1629574,8.0,-1.4625425073954643,4.530610321323998,-0.3228135733748251
20,R02_opp_efg_allowed,1630096,54.0,0.7461964934739608,0.9250410327042194,0.8066631285453
20,R02_opp_efg_allowed,1630101,54.0,-0.8461205468043562,0.9210413895861076,-0.9186563778470164
20,R02_opp_efg_allowed,1630112,60.0,1.9529278541460715,0.8228411366944904,2.3733959898885884
20,R02_opp_efg_allowed,1630134,31.0,-0.6579795854114274,1.454000062396714,-0.4525306445495201
20,R02_opp_efg_allowed,1630142,25.0,3.1359416980971946,1.5561706084641893,2.015165741494185
20,R02_opp_efg_allowed,1630149,49.0,1.3679473803477358,1.3874295812425896,0.9859580614697536
20,R02_opp_efg_allowed,1630150,31.0,1.6248702576543146,1.650532450508123,0.9844521730875948
20,R02_opp_efg_allowed,1630386,11.0,2.1219734952137594,2.068772320664418,1.0257163023779508
20,R02_opp_efg_allowed,1630389,40.0,0.09151752585248668,1.4547739439242149,0.06290841696382088
20,R02_opp_efg_allowed,1630442,8.0,0.6010668878253471,1.418232338030705,0.42381411825650667
20,R02_opp_efg_allowed,1630446,48.0,-0.8198858919435064,1.3647205294874991,-0.6007720073291508
20,R02_opp_efg_allowed,1630462,52.0,1.1006864850120417,0.9790934849732502,1.1241893669041354
20,R02_opp_efg_allowed,1630471,16.0,-0.01051520722478867,2.0630832479236685,-0.005096840971090915
20,R02_opp_efg_allowed,1630996,18.0,-0.41555217505739356,2.459474444738371,-0.16895974501641886
20,R02_opp_efg_allowed,1631007,24.0,0.059825666355541915,1.4911174529169826,0.04012136417457162
20,R02_opp_efg_allowed,1631009,94.0,1.1316607597341661,0.8623871768590803,1.3122420997211637
20,R02_opp_efg_allowed,1631019,80.0,-0.33294285856383354,0.8342105573818364,-0.3991112982419837
20,R02_opp_efg_allowed,1631022,39.0,-0.5218869644933998,0.9473957156484047,-0.5508648137977027
20,R02_opp_efg_allowed,1631031,23.0,1.137178595973813,1.2028225730925526,0.9454250538797557
20,R02_opp_efg_allowed,1631044,40.0,2.000298079201329,1.0445855769096544,1.9149202549006032
20,R02_opp_efg_allowed,1631083,21.0,3.3436360343574543,2.1769394316909754,1.5359343423533962
20,R02_opp_efg_allowed,1631086,37.0,-2.9024274863518533,1.3471134198123087,-2.154553168029641
20,R02_opp_efg_allowed,1631089,13.0,6.455015200539044,4.059410399409631,1.5901361442730233
20,R02_opp_efg_allowed,1631135,21.0,-1.9895931434302194,2.0338571731154715,-0.978236411941627
20,R02_opp_efg_allowed,1631263,8.0,0.2261976776473512,2.8320243487425203,0.07987137460445487
20,R02_opp_efg_allowed,1641602,14.0,-3.4030272492027973,2.17911600319246,-1.561654929896929
20,R02_opp_efg_allowed,1641648,72.0,-0.2254817941173607,0.8858123295222959,-0.25454804206547826
20,R02_opp_efg_allowed,1641649,25.0,-1.106500443589896,1.887024431176912,-0.5863731413905364
20,R02_opp_efg_allowed,1641650,25.0,2.298214760550163,1.327584351566098,1.7311252259331402
20,R02_opp_efg_allowed,1641651,42.0,0.30435736272690983,1.1966627205670506,0.25433846772020025
20,R02_opp_efg_allowed,1641652,15.0,0.7594178988442543,1.3737050252672491,0.5528245765108942
20,R02_opp_efg_allowed,1641657,38.0,1.089820305000111,0.9150693471261342,1.1909701799353234
20,R02_opp_efg_allowed,1641658,11.0,4.299640008187475,3.331322424508048,1.2906706287436056
20,R02_opp_efg_allowed,1641660,8.0,-0.8299494553932669,5.239081458917961,-0.15841506987461085
20,R02_opp_efg_allowed,1642210,31.0,1.4577111842609203,1.1662241206314936,1.2499408634007592
20,R02_opp_efg_allowed,1642244,17.0,-0.8205285634164355,1.5184931688308738,-0.5403570989049501
20,R02_opp_efg_allowed,1642286,36.0,1.6307075521920145,1.3161300170324657,1.2390170660105755
20,R02_opp_efg_allowed,1642287,8.0,-7.986725271631983,4.773642779014682,-1.6730881721485886
20,R02_opp_efg_allowed,1642288,33.0,2.2117956710963793,1.2338692609713928,1.7925689058459005
20,R02_opp_efg_allowed,1642289,26.0,0.2465277294815249,1.265810891499818,0.19475873618801165
20,R02_opp_efg_allowed,1642290,23.0,-0.37938282468968004,1.248667935947031,-0.30383003660772595
20,R02_opp_efg_allowed,1642291,31.0,0.09523283449645228,1.2363522397027051,0.07702726734199317
