relationship,x,n_players,corr_weighted,corr_unweighted,corr_spearman,corr_weighted_drop_top10,p_covariate_permutation,p_covariate_permutation_unweighted,p_covariate_permutation_spearman,cov_null_p95,weighted_var_share_explained,cyclic_spread_ratio,implied_var_share_from_spread,reconciles
R02_opp_efg_allowed,A01_opp_efg_allowed,137,0.269016174656229,0.09920719767548497,0.1673091642242425,0.2509594992771691,0.0013997200559888023,0.249750049990002,0.05298940211957608,0.16534219165957045,0.07236970222667072,0.9886121768350048,-0.02317068633789643,False
R03_opp_ts_allowed,A02_opp_ts_allowed,137,0.34320144776597,0.18916610858388894,0.19834506319189052,0.3183262980971825,0.0001999600079984003,0.02959408118376325,0.021395720855828835,0.1663101408621919,0.11778723374865785,0.9817520672317556,-0.03751969879451855,False
R04_opp_defrtg,A10_opp_defrtg,137,0.4542662734273341,0.31660254743331606,0.32004312356488135,0.4607509824277668,0.0001999600079984003,0.0003999200159968006,0.0001999600079984003,0.17302534367759057,0.20635784717355743,1.0251701573565293,0.04850154117534855,False
R01_prior_efficiency_persistence,refA_ppm_floor,137,0.1402712549885485,0.22310008348926316,0.16958201878021917,0.1912041435519563,0.12297540491901619,0.010797840431913617,0.04619076184763048,0.17609397706633942,0.019676024976062356,0.9477642802428108,-0.11326697623142046,True
R05_teammate_volume_pregame,P01_c04_prevgame,137,-0.12685204539718134,-0.1655022252432286,-0.1113885414527601,-0.15215366595625432,0.16676664667066587,0.05818836232753449,0.20615876824635074,0.17721354700311037,0.01609144142144836,1.0278728642842048,0.05349873612480682,True
R06_own_usage,O01_own_usg_pg,137,0.1796573421034539,0.308198549281889,0.2805225231952508,0.1671174729544281,0.08098380323935213,0.0007998400319936012,0.001799640071985603,0.19722909192508992,0.0322767605716775,1.0497031363391984,0.09245741996679768,True
NC1_noise_eff_frame,G01_noise,137,-0.21373762791667156,-0.15274840051853567,-0.11362872664140235,-0.2082900915879685,0.007598480303939212,0.07358528294341132,0.19376124775044992,0.16013115708222422,0.04568377358744513,0.9969483118565204,-0.006131428802820915,True
NC2_noise_tv_frame,G01_noise_tvframe,137,0.01379997623682487,0.024349773684602605,0.007098586816510164,0.01568351418153011,0.8738252349530093,0.7800439912017596,0.9398120375924816,0.1766893570496676,0.00019043934413720542,1.043291608448547,0.08126857501585882,True
