floor,relationship,x,acf1_x_within_player,acf1_y_within_player,shuffle_ratio,cyclic_ratio,gap_shuffle_minus_cyclic,shuffle_p,cyclic_p
0,R01_prior_efficiency_persistence,refA_ppm_floor,0.6188215937597643,-0.0030159376822620843,1.241907880819411,1.0305231867166198,0.21138469410279126,0.079960019990005,0.6411794102948526
0,R02_opp_efg_allowed,A01_opp_efg_allowed,0.09495437931172322,-0.0030159376822620843,0.9843884879426436,0.9746137486498572,0.009774739292786383,0.607696151924038,0.6656671664167916
0,R03_opp_ts_allowed,A02_opp_ts_allowed,0.06418224962192287,-0.0030159376822620843,1.0059226238168524,0.997687208039498,0.008235415777354427,0.4422788605697151,0.4937531234382808
0,R04_opp_defrtg,A10_opp_defrtg,0.09450901436732898,-0.0030159376822620843,1.040991746447528,1.038760753380258,0.0022309930672699263,0.2128935532233883,0.2168915542228885
0,R05_teammate_volume_pregame,P01_c04_prevgame,0.5470228164275055,-0.0030159376822620843,1.0408992061503946,0.9742628142223864,0.06663639192800819,0.239880059970015,0.6776611694152923
0,R06_own_usage,O01_own_usg_pg,0.9117293383761662,-0.0030159376822620843,1.1976997559717533,1.011665614071369,0.18603414190038436,0.0014992503748125,0.3933033483258371
0,NC1_noise_eff_frame,G01_noise,-0.03334808783074636,-0.0030159376822620843,0.9857646527875836,0.981328700452172,0.004435952335411608,0.5962018990504747,0.632183908045977
0,NC2_noise_tv_frame,G01_noise_tvframe,-0.024719284435009235,-0.0030159376822620843,1.0565180218614307,1.043848009767736,0.012670012093694671,0.1454272863568216,0.191904047976012
10,R01_prior_efficiency_persistence,refA_ppm_floor,0.5882127977486284,0.012596418758358631,1.1334263060220822,0.9384415999586876,0.19498470606339458,0.0149925037481259,0.8580709645177411
10,R02_opp_efg_allowed,A01_opp_efg_allowed,0.09241913633401054,0.012596418758358631,0.9890307898610592,0.9842089206158464,0.004821869245212773,0.5702148925537232,0.5997001499250375
