target,spec,n,cluster,reference,r2_baseline,r2_candidate,dr2_candidate_minus_baseline,mae_baseline,mae_candidate,mae_reference,skill_baseline,skill_candidate,d_skill,p_two_sided_cluster,n_clusters,null_sd_cluster,p_row_level_NAIVE,inflation_cluster_over_row,stratum
ppf,A,5088,opp_team_season,refA_ppf,-0.012543977052672961,-0.011943625843301664,0.0006003512093716494,0.3691809875457359,0.3692837279713771,0.36965946290522633,0.0012943679453786272,0.0010164353183231833,-0.00027793262705544386,0.3967206558688262,36,0.00068263181012762,0.22795440911817635,1.3688344101153125,"DECISION-RELEVANT (>=8 prior, trail5 min >=24)"
ppf,B,5088,opp_team_season,refA_ppf,-0.012543977052672961,-0.012831342608236707,-0.00028736555556351147,0.3691809875457359,0.3693329634376909,0.36965946290522633,0.0012943679453786272,0.0008832439049968333,-0.00041112404038179395,0.7590481903619276,36,0.0009292517149136726,0.667866426714657,1.411946199574567,"DECISION-RELEVANT (>=8 prior, trail5 min >=24)"
ppf,C,5088,opp_team_season,refA_ppf,-0.012543977052672961,-0.011816230950107975,0.0007277461025651316,0.3691809875457359,0.36928088949632615,0.36965946290522633,0.0012943679453786272,0.0010241139396917065,-0.0002702540056869207,0.35552889422115574,36,0.0007674099516178798,0.21635672865426914,1.314842377711133,"DECISION-RELEVANT (>=8 prior, trail5 min >=24)"
ppf,U,5088,opp_team_season,refA_ppf,-0.012543977052672961,-0.020163883114105774,-0.0076199060614325475,0.3691809875457359,0.37281998890008483,0.36965946290522633,0.0012943679453786272,-0.00854983116087249,-0.009844199106251117,0.09278144371125775,36,0.004520379690639547,0.006798640271945611,1.5584379551371879,"DECISION-RELEVANT (>=8 prior, trail5 min >=24)"
ppf,A,7888,opp_team_season,refA_ppf,-0.07046379741765918,-0.07071382822723904,-0.0002500308095799398,0.5952030834820208,0.5953107280707527,0.6130027262582576,0.02903680850635859,0.028861206369335535,-0.0001756021370230565,0.35752849430113975,36,0.0002694916648345097,0.2741451709658068,1.1706635480347227,OFF-STRATUM (everything else)
ppf,B,7888,opp_team_season,refA_ppf,-0.07046379741765918,-0.07123376406157211,-0.0007699666439129773,0.5952030834820208,0.59553713147618,0.6130027262582576,0.02903680850635859,0.02849187129833297,-0.0005449372080256198,0.051789642071585686,36,0.0004041027371310283,0.022595480903819236,1.1745308656173268,OFF-STRATUM (everything else)
ppf,C,7888,opp_team_season,refA_ppf,-0.07046379741765918,-0.070695203591433,-0.00023140617377376754,0.5952030834820208,0.595270054879952,0.6130027262582576,0.02903680850635859,0.028927557119598934,-0.00010925138675965673,0.47910417916416714,36,0.00032470806808455866,0.40311937612477505,1.190289086408396,OFF-STRATUM (everything else)
ppf,U,7888,opp_team_season,refA_ppf,-0.07046379741765918,-0.06883513245589401,0.0016286649617650115,0.5952030834820208,0.5963044196437648,0.6130027262582576,0.02903680850635859,0.02724018328012756,-0.00179662522623103,0.23355328934213157,36,0.0013757533011093711,0.19896020795840832,1.0857142426980269,OFF-STRATUM (everything else)
ppf,A,12976,opp_team_season,refA_ppf,-0.052149132509627494,-0.052223250264778365,-7.411775515088683e-05,0.5065778966660669,0.5066836182907263,0.5175857623294488,0.02126771341978151,0.02106345427597589,-0.0002042591438056185,0.8084383123375325,36,0.00030323026413076325,0.7164567086582684,1.4451421766066144,POOLED
ppf,B,12976,opp_team_season,refA_ppf,-0.052149132509627494,-0.052815490655951036,-0.0006663581463235206,0.5065778966660669,0.5068405526398798,0.5175857623294488,0.02126771341978151,0.020760249743364212,-0.0005074636764172968,0.1221755648870226,36,0.00042855600334481934,0.029194161167766446,1.3820130975925442,POOLED
ppf,C,12976,opp_team_season,refA_ppf,-0.052149132509627494,-0.052182429262070285,-3.329675244295106e-05,0.5065778966660669,0.5066577804138693,0.5175857623294488,0.02126771341978151,0.021113374267477725,-0.00015433915230378403,0.9320135972805439,36,0.0003646818874983266,0.8900219956008798,1.4745614629051538,POOLED
ppf,U,12976,opp_team_season,refA_ppf,-0.052149132509627494,-0.05242710320361543,-0.00027797069398799196,0.5065778966660669,0.5086742729403243,0.5175857623294488,0.02126771341978151,0.017217416006609976,-0.004050297413171533,0.863627274545091,36,0.0017013593516989373,0.8076384723055389,1.4910983883467845,POOLED
ppm,A,5107,opp_team_season,refA_ppm,0.24078238217025394,0.24023481778937839,-0.0005475643808755089,0.15212589651501462,0.15218109183569292,0.1518264746785613,-0.001972131916302633,-0.0023356740508029272,-0.00036354213450029427,0.2535492901419716,36,0.00047812488348714446,0.07218556288742252,1.5709263192635212,"DECISION-RELEVANT (>=8 prior, trail5 min >=24)"
ppm,B,5107,opp_team_season,refA_ppm,0.24078238217025394,0.2407258246259626,-5.655754429131128e-05,0.15212589651501462,0.15218152875990576,0.1518264746785613,-0.001972131916302633,-0.0023385518375247383,-0.0003664199212221053,0.9392121575684863,36,0.0006455298525403728,0.8940211957608478,1.4338227670740524,"DECISION-RELEVANT (>=8 prior, trail5 min >=24)"
ppm,C,5107,opp_team_season,refA_ppm,0.24078238217025394,0.24029310830735795,-0.0004892738628960099,0.15212589651501462,0.15216589480600576,0.1518264746785613,-0.001972131916302633,-0.0022355793227963883,-0.0002634474064937553,0.3727254549090182,36,0.0005538894283008878,0.16296740651869626,1.5629490754805109,"DECISION-RELEVANT (>=8 prior, trail5 min >=24)"
ppm,U,5107,opp_team_season,refA_ppm,0.24078238217025394,0.23168814060504173,-0.009094241565212366,0.15212589651501462,0.15400274536912642,0.1518264746785613,-0.001972131916302633,-0.014333934151949501,-0.012361802235646868,0.008998200359928014,36,0.003516316469545936,0.0001999600079984003,1.9607252662588808,"DECISION-RELEVANT (>=8 prior, trail5 min >=24)"
ppm,A,8772,opp_team_season,refA_ppm,0.03723259884869168,0.036848593644395744,-0.00038400520429588027,0.19898561307448476,0.19903292120580318,0.2007766127418575,0.008920360010632677,0.008684734303672226,-0.0002356257069604517,0.2501499700059988,36,0.0003173465574842825,0.028994201159768047,1.781957154564413,OFF-STRATUM (everything else)
ppm,B,8772,opp_team_season,refA_ppm,0.03723259884869168,0.03657749004646971,-0.000655108802221995,0.19898561307448476,0.19910487676851676,0.2007766127418575,0.008920360010632677,0.008326348126462935,-0.0005940118841697428,0.14977004599080185,36,0.00044561418709437823,0.013797240551889621,1.6422137449459417,OFF-STRATUM (everything else)
