era,cutoff,game_id,game_date,season,season_type,model_margin,market_margin,consensus_home_spread,n_books,edge,side,margin_true,cons_outcome,cons_profit_m110,be_book,be_line_margin,be_price,be_outcome,be_profit,clv_pts
old,T-64m,1022400049,2024-06-04,2024,Regular Season,10.654181263321204,13.083333333333334,-13.083333333333334,12,-2.4291520700121296,away,17.0,loss,-1.0,bovada,13.5,-110.0,loss,-1.0,
old,T-64m,1022400050,2024-06-04,2024,Regular Season,-6.734076514214958,-8.458333333333334,8.458333333333334,12,1.7242568191183762,home,-13.0,loss,-1.0,lowvig,-8.5,-108.0,loss,-1.0,
old,T-64m,1022400053,2024-06-05,2024,Regular Season,-7.750549227919842,-7.25,7.25,12,-0.5005492279198416,away,-24.0,win,0.9090909090909091,draftkings,-7.0,-110.0,win,0.9090909090909091,
old,T-64m,1022400054,2024-06-06,2024,Regular Season,-2.759837160036808,-3.5,3.5,12,0.7401628399631921,home,-8.0,loss,-1.0,wynnbet,-3.5,-110.0,loss,-1.0,
old,T-64m,1022400055,2024-06-06,2024,Regular Season,-8.11426090044792,-5.958333333333333,5.958333333333333,12,-2.1559275671145874,away,-17.0,win,0.9090909090909091,betmgm,-5.5,-115.0,win,0.8695652173913043,
old,T-64m,1022400056,2024-06-07,2024,Regular Season,0.1895397695723113,-3.9583333333333335,3.9583333333333335,12,4.147873102905645,home,-2.0,win,0.9090909090909091,lowvig,-4.5,-108.0,win,0.9259259259259259,
old,T-64m,1022400057,2024-06-07,2024,Regular Season,6.481105238602707,7.454545454545454,-7.454545454545454,11,-0.9734402159427473,away,-13.0,win,0.9090909090909091,betmgm,7.5,-110.0,win,0.9090909090909091,
old,T-64m,1022400058,2024-06-07,2024,Regular Season,-1.0658200724457485,-4.0,4.0,12,2.9341799275542515,home,9.0,win,0.9090909090909091,williamhill_us,-4.5,-110.0,win,0.9090909090909091,
old,T-64m,1022400059,2024-06-07,2024,Regular Season,-9.007239228743156,-4.916666666666667,4.916666666666667,12,-4.090572562076489,away,1.0,loss,-1.0,wynnbet,-4.5,-110.0,loss,-1.0,
old,T-64m,1022400060,2024-06-08,2024,Regular Season,-0.9965045873156309,-2.125,2.125,12,1.1284954126843691,home,-7.0,loss,-1.0,bovada,-2.5,-110.0,loss,-1.0,
old,T-64m,1022400061,2024-06-08,2024,Regular Season,3.3425007873617707,-0.9166666666666666,0.9166666666666666,12,4.259167454028438,home,-9.0,loss,-1.0,lowvig,-1.5,-103.0,loss,-1.0,
old,T-64m,1022400062,2024-06-09,2024,Regular Season,13.315733790634944,14.916666666666666,-14.916666666666666,12,-1.600932876031722,away,5.0,win,0.9090909090909091,wynnbet,15.5,-110.0,win,0.9090909090909091,
old,T-64m,1022400063,2024-06-09,2024,Regular Season,-1.8218368192495733,-1.0,1.0,12,-0.8218368192495733,away,-7.0,win,0.9090909090909091,wynnbet,-0.0,-110.0,win,0.9090909090909091,
old,T-64m,1022400064,2024-06-09,2024,Regular Season,1.460481034966799,-1.0,1.0,12,2.460481034966799,home,19.0,win,0.9090909090909091,williamhill_us,-1.5,-110.0,win,0.9090909090909091,
old,T-64m,1022400065,2024-06-09,2024,Regular Season,-9.744634445384438,-10.363636363636363,10.363636363636363,11,0.6190019182519251,home,4.0,win,0.9090909090909091,mybookieag,-10.5,-110.0,win,0.9090909090909091,
old,T-64m,1022400067,2024-06-11,2024,Regular Season,3.72884455678553,6.916666666666667,-6.916666666666667,12,-3.187822109881137,away,-19.0,win,0.9090909090909091,betrivers,7.0,-109.0,win,0.9174311926605505,
old,T-64m,1022400068,2024-06-11,2024,Regular Season,1.1753352911958648,6.454545454545454,-6.454545454545454,11,-5.279210163349589,away,-14.0,win,0.9090909090909091,fanduel,6.5,-108.0,win,0.9259259259259259,
old,T-64m,1022400069,2024-06-11,2024,Regular Season,7.609655915614577,11.291666666666666,-11.291666666666666,12,-3.682010751052089,away,16.0,loss,-1.0,superbook,11.5,-110.0,loss,-1.0,
old,T-64m,1022400070,2024-06-12,2024,Regular Season,-6.7732558808346015,-7.458333333333333,7.458333333333333,12,0.6850774524987315,home,-8.0,loss,-1.0,lowvig,-7.5,-103.0,loss,-1.0,
old,T-64m,1022400071,2024-06-13,2024,Regular Season,-0.9523024654336962,-2.4583333333333335,2.4583333333333335,12,1.5060308678996372,home,7.0,win,0.9090909090909091,betonlineag,-3.0,-110.0,win,0.9090909090909091,
old,T-64m,1022400072,2024-06-13,2024,Regular Season,-9.55024801191512,-6.708333333333333,6.708333333333333,12,-2.8419146785817864,away,-8.0,win,0.9090909090909091,fanduel,-6.0,-114.0,win,0.8771929824561403,
old,T-64m,1022400073,2024-06-13,2024,Regular Season,-5.923229156146416,-5.136363636363637,5.136363636363637,11,-0.7868655197827792,away,-4.0,loss,-1.0,betonlineag,-5.0,-105.0,loss,-1.0,
old,T-64m,1022400074,2024-06-14,2024,Regular Season,0.5368374717598876,-2.4583333333333335,2.4583333333333335,12,2.9951708050932213,home,2.0,win,0.9090909090909091,lowvig,-2.5,102.0,win,1.02,
old,T-64m,1022400075,2024-06-14,2024,Regular Season,11.151018150135206,12.954545454545455,-12.954545454545455,11,-1.8035273044102489,away,5.0,win,0.9090909090909091,betus,13.0,-110.0,win,0.9090909090909091,
old,T-64m,1022400076,2024-06-15,2024,Regular Season,-9.01742107943623,-6.541666666666667,6.541666666666667,12,-2.4757544127695637,away,-18.0,win,0.9090909090909091,mybookieag,-6.5,-110.0,win,0.9090909090909091,
old,T-64m,1022400077,2024-06-15,2024,Regular Season,0.8243423528130098,2.45,-2.45,10,-1.6256576471869904,away,-8.0,win,0.9090909090909091,betonlineag,2.5,-105.0,win,0.9523809523809523,
old,T-64m,1022400078,2024-06-16,2024,Regular Season,-4.183471086362609,-3.2916666666666665,3.2916666666666665,12,-0.891804419695942,away,9.0,loss,-1.0,lowvig,-3.0,-103.0,loss,-1.0,
old,T-64m,1022400079,2024-06-16,2024,Regular Season,0.4890792427735422,2.4583333333333335,-2.4583333333333335,12,-1.9692540905597913,away,8.0,loss,-1.0,bovada,3.0,-115.0,loss,-1.0,
old,T-64m,1022400080,2024-06-16,2024,Regular Season,3.2660252181111846,5.166666666666667,-5.166666666666667,12,-1.9006414485554823,away,13.0,loss,-1.0,betmgm,5.5,-110.0,loss,-1.0,
old,T-64m,1022400081,2024-06-17,2024,Regular Season,11.417421235312505,15.041666666666666,-15.041666666666666,12,-3.6242454313541614,away,12.0,win,0.9090909090909091,betrivers,16.0,-115.0,win,0.8695652173913043,
old,T-64m,1022400082,2024-06-18,2024,Regular Season,10.330691760144866,13.045454545454545,-13.045454545454545,11,-2.714762785309679,away,9.0,win,0.9090909090909091,bovada,13.5,-115.0,win,0.8695652173913043,
old,T-64m,1022400083,2024-06-18,2024,Regular Season,-6.795389248639007,-5.166666666666667,5.166666666666667,12,-1.6287225819723403,away,6.0,loss,-1.0,williamhill_us,-5.0,-105.0,loss,-1.0,
old,T-64m,1022400084,2024-06-19,2024,Regular Season,1.9178013507973692,5.208333333333333,-5.208333333333333,12,-3.290531982535964,away,7.0,loss,-1.0,betmgm,5.5,-105.0,loss,-1.0,
old,T-64m,1022400086,2024-06-19,2024,Regular Season,1.29643740797964,6.5,-6.5,11,-5.20356259202036,away,11.0,loss,-1.0,bovada,6.5,-105.0,loss,-1.0,
old,T-64m,1022400087,2024-06-20,2024,Regular Season,3.900593402671209,6.416666666666667,-6.416666666666667,12,-2.516073263995458,away,11.0,loss,-1.0,williamhill_us,6.5,-105.0,loss,-1.0,
old,T-64m,1022400088,2024-06-20,2024,Regular Season,11.40643893542492,14.181818181818182,-14.181818181818182,11,-2.7753792463932623,away,13.0,win,0.9090909090909091,betus,14.5,-110.0,win,0.9090909090909091,
old,T-64m,1022400089,2024-06-21,2024,Regular Season,0.8335567247842497,-2.625,2.625,12,3.4585567247842497,home,-12.0,loss,-1.0,betrivers,-3.5,-117.0,loss,-1.0,
old,T-64m,1022400090,2024-06-21,2024,Regular Season,0.8087260119389826,5.318181818181818,-5.318181818181818,11,-4.509455806242836,away,11.0,loss,-1.0,superbook,5.5,-110.0,loss,-1.0,
old,T-64m,1022400091,2024-06-22,2024,Regular Season,4.047049175601322,-3.3333333333333335,3.3333333333333335,12,7.380382508934655,home,28.0,win,0.9090909090909091,williamhill_us,-3.5,-105.0,win,0.9523809523809523,
old,T-64m,1022400092,2024-06-22,2024,Regular Season,12.455522114969671,15.409090909090908,-15.409090909090908,11,-2.953568794121237,away,10.0,win,0.9090909090909091,fanduel,15.5,-108.0,win,0.9259259259259259,
old,T-64m,1022400093,2024-06-22,2024,Regular Season,8.066236741723213,5.625,-5.625,12,2.4412367417232126,home,13.0,win,0.9090909090909091,betmgm,5.5,-105.0,win,0.9523809523809523,
old,T-64m,1022400095,2024-06-23,2024,Regular Season,6.328996286667306,1.1666666666666667,-1.1666666666666667,12,5.162329620000639,home,8.0,win,0.9090909090909091,lowvig,1.0,-103.0,win,0.970873786407767,
old,T-64m,1022400096,2024-06-23,2024,Regular Season,0.9249807264086686,2.25,-2.25,12,-1.3250192735913315,away,1.0,win,0.9090909090909091,williamhill_us,2.5,-105.0,win,0.9523809523809523,
old,T-64m,1022400098,2024-06-27,2024,Regular Season,-8.473985068170013,-9.136363636363637,9.136363636363637,11,0.6623785681936241,home,6.0,win,0.9090909090909091,fanduel,-9.5,-108.0,win,0.9259259259259259,
old,T-64m,1022400099,2024-06-27,2024,Regular Season,-0.4476516454776937,-10.5,10.5,11,10.052348354522307,home,-3.0,win,0.9090909090909091,lowvig,-10.5,-103.0,win,0.970873786407767,
old,T-64m,1022400100,2024-06-27,2024,Regular Season,-4.926977816202189,-10.5,10.5,10,5.573022183797811,home,-12.0,loss,-1.0,betonlineag,-10.5,-105.0,loss,-1.0,
old,T-64m,1022400101,2024-06-27,2024,Regular Season,6.4033319611134205,8.863636363636363,-8.863636363636363,11,-2.460304402522943,away,12.0,loss,-1.0,lowvig,9.0,-108.0,loss,-1.0,
old,T-64m,1022400102,2024-06-28,2024,Regular Season,7.143929044223662,9.708333333333334,-9.708333333333334,12,-2.564404289109672,away,-4.0,win,0.9090909090909091,betrivers,10.0,-112.0,win,0.8928571428571429,
old,T-64m,1022400103,2024-06-28,2024,Regular Season,5.532445085084445,10.125,-10.125,12,-4.592554914915555,away,14.0,loss,-1.0,mybookieag,10.5,-110.0,loss,-1.0,
old,T-64m,1022400104,2024-06-29,2024,Regular Season,-4.409347034158639,-13.272727272727273,13.272727272727273,11,8.863380238568634,home,-11.0,win,0.9090909090909091,williamhill_us,-13.5,-105.0,win,0.9523809523809523,
old,T-64m,1022400106,2024-06-30,2024,Regular Season,11.86127122911884,15.666666666666666,-15.666666666666666,12,-3.8053954375478263,away,6.0,win,0.9090909090909091,lowvig,16.0,-108.0,win,0.9259259259259259,
old,T-64m,1022400107,2024-06-30,2024,Regular Season,-3.839955507093807,-7.083333333333333,7.083333333333333,12,3.243377826239526,home,-8.0,loss,-1.0,wynnbet,-7.5,-110.0,loss,-1.0,
old,T-64m,1022400108,2024-06-30,2024,Regular Season,2.7353228968929413,8.0,-8.0,12,-5.264677103107059,away,-6.0,win,0.9090909090909091,betmgm,8.5,-115.0,win,0.8695652173913043,
old,T-64m,1022400109,2024-07-01,2024,Regular Season,0.5574642758779996,-4.409090909090909,4.409090909090909,11,4.966555184968909,home,-11.0,loss,-1.0,lowvig,-4.5,-103.0,loss,-1.0,
old,T-64m,1022400110,2024-07-01,2024,Regular Season,12.30738033031687,11.409090909090908,-11.409090909090908,11,0.8982894212259609,home,24.0,win,0.9090909090909091,lowvig,11.0,-108.0,win,0.9259259259259259,
old,T-64m,1022400111,2024-07-02,2024,Regular Season,3.694570604438937,4.545454545454546,-4.545454545454546,11,-0.850883941015609,away,9.0,loss,-1.0,betrivers,5.0,-110.0,loss,-1.0,
old,T-64m,1022400112,2024-07-02,2024,Regular Season,2.8168724300851657,-1.1818181818181819,1.1818181818181819,11,3.9986906119033474,home,-8.0,loss,-1.0,betmgm,-1.5,-105.0,loss,-1.0,
old,T-64m,1022400113,2024-07-02,2024,Regular Season,9.821901271433136,13.363636363636363,-13.363636363636363,11,-3.5417350922032274,away,19.0,loss,-1.0,wynnbet,14.0,-110.0,loss,-1.0,
old,T-64m,1022400114,2024-07-02,2024,Regular Season,-3.22852247465135,1.4545454545454546,-1.4545454545454546,11,-4.683067929196804,away,-2.0,win,0.9090909090909091,wynnbet,2.0,-110.0,win,0.9090909090909091,
old,T-64m,1022400116,2024-07-04,2024,Regular Season,0.5973332677064516,3.5833333333333335,-3.5833333333333335,12,-2.986000065626882,away,-5.0,win,0.9090909090909091,lowvig,4.0,-106.0,win,0.9433962264150944,
old,T-64m,1022400117,2024-07-04,2024,Regular Season,8.369005488829249,15.590909090909092,-15.590909090909092,11,-7.221903602079843,away,21.0,loss,-1.0,wynnbet,16.0,-110.0,loss,-1.0,
old,T-64m,1022400118,2024-07-05,2024,Regular Season,-0.2191865372414132,4.5,-4.5,12,-4.719186537241413,away,3.0,win,0.9090909090909091,lowvig,4.5,-103.0,win,0.970873786407767,
old,T-64m,1022400119,2024-07-05,2024,Regular Season,-11.94429449367116,-12.85,12.85,10,0.9057055063288395,home,5.0,win,0.9090909090909091,wynnbet,-13.5,-110.0,win,0.9090909090909091,
old,T-64m,1022400121,2024-07-06,2024,Regular Season,-7.160007388462906,-10.5,10.5,12,3.3399926115370944,home,5.0,win,0.9090909090909091,williamhill_us,-10.5,-105.0,win,0.9523809523809523,
old,T-64m,1022400122,2024-07-06,2024,Regular Season,4.24264134180801,9.208333333333334,-9.208333333333334,12,-4.965691991525324,away,7.0,win,0.9090909090909091,betus,9.5,-110.0,win,0.9090909090909091,
old,T-64m,1022400123,2024-07-07,2024,Regular Season,8.133987380215311,13.875,-13.875,12,-5.741012619784689,away,13.0,win,0.9090909090909091,lowvig,14.0,-104.0,win,0.9615384615384616,
old,T-64m,1022400124,2024-07-07,2024,Regular Season,10.857936438499744,15.454545454545455,-15.454545454545455,11,-4.596609016045711,away,19.0,loss,-1.0,draftkings,15.5,-108.0,loss,-1.0,
old,T-64m,1022400126,2024-07-07,2024,Regular Season,-2.541200588382492,-4.208333333333333,4.208333333333333,12,1.667132744950841,home,-6.0,loss,-1.0,fanduel,-4.5,-108.0,loss,-1.0,
old,T-64m,1022400127,2024-07-09,2024,Regular Season,-3.994118070685541,-4.666666666666667,4.666666666666667,12,0.6725485959811262,home,-15.0,loss,-1.0,superbook,-5.0,-110.0,loss,-1.0,
old,T-64m,1022400128,2024-07-10,2024,Regular Season,0.3042739028589476,-2.1666666666666665,2.1666666666666665,12,2.470940569525614,home,-3.0,loss,-1.0,mybookieag,-2.5,-110.0,loss,-1.0,
old,T-64m,1022400129,2024-07-10,2024,Regular Season,-0.75419408248027,7.0,-7.0,12,-7.75419408248027,away,-5.0,win,0.9090909090909091,betmgm,7.5,-115.0,win,0.8695652173913043,
old,T-64m,1022400130,2024-07-10,2024,Regular Season,1.7582570130514326,7.041666666666667,-7.041666666666667,12,-5.283409653615235,away,9.0,loss,-1.0,betmgm,7.5,-115.0,loss,-1.0,
old,T-64m,1022400131,2024-07-10,2024,Regular Season,1.55053454697155,-4.409090909090909,4.409090909090909,11,5.959625456062459,home,-5.0,loss,-1.0,wynnbet,-4.5,-110.0,loss,-1.0,
old,T-64m,1022400132,2024-07-10,2024,Regular Season,6.52486955045074,7.5,-7.5,12,-0.9751304495492601,away,16.0,loss,-1.0,betmgm,7.5,-105.0,loss,-1.0,
old,T-64m,1022400133,2024-07-11,2024,Regular Season,8.807083373620735,9.5,-9.5,12,-0.6929166263792652,away,15.0,loss,-1.0,wynnbet,10.0,-110.0,loss,-1.0,
old,T-64m,1022400134,2024-07-12,2024,Regular Season,-7.854432641667894,-14.545454545454545,14.545454545454545,11,6.691021903786651,home,-14.0,win,0.9090909090909091,wynnbet,-15.0,-110.0,win,0.9090909090909091,
old,T-64m,1022400135,2024-07-12,2024,Regular Season,-2.3122299366937824,0.5833333333333334,-0.5833333333333334,12,-2.895563270027116,away,9.0,loss,-1.0,williamhill_us,1.5,-105.0,loss,-1.0,
old,T-64m,1022400137,2024-07-13,2024,Regular Season,-5.736822762757639,-3.9583333333333335,3.9583333333333335,12,-1.7784894294243059,away,-14.0,win,0.9090909090909091,wynnbet,-3.5,-110.0,win,0.9090909090909091,
old,T-64m,1022400138,2024-07-13,2024,Regular Season,1.9178014151508511,3.5416666666666665,-3.5416666666666665,12,-1.6238652515158154,away,-6.0,win,0.9090909090909091,betrivers,4.0,-110.0,win,0.9090909090909091,
old,T-64m,1022400139,2024-07-14,2024,Regular Season,5.136054691698192,8.045454545454545,-8.045454545454545,11,-2.9093998537563532,away,27.0,loss,-1.0,bovada,9.0,-110.0,loss,-1.0,
old,T-64m,1022400140,2024-07-14,2024,Regular Season,-5.074458211046724,-12.5,12.5,11,7.425541788953276,home,-12.0,win,0.9090909090909091,fanduel,-13.0,-114.0,win,0.8771929824561403,
old,T-64m,1022400141,2024-07-14,2024,Regular Season,11.145473603328607,14.25,-14.25,12,-3.1045263966713925,away,11.0,win,0.9090909090909091,fanduel,14.5,-108.0,win,0.9259259259259259,
old,T-64m,1022400142,2024-07-14,2024,Regular Season,4.073175665793363,6.166666666666667,-6.166666666666667,12,-2.0934910008733043,away,-7.0,win,0.9090909090909091,bovada,6.5,-105.0,win,0.9523809523809523,
old,T-64m,1022400143,2024-07-16,2024,Regular Season,2.1170986775191647,-4.416666666666667,4.416666666666667,12,6.533765344185832,home,-9.0,loss,-1.0,betmgm,-5.5,-115.0,loss,-1.0,
old,T-64m,1022400144,2024-07-16,2024,Regular Season,-7.963239078395687,-9.333333333333334,9.333333333333334,12,1.370094254937647,home,-6.0,win,0.9090909090909091,lowvig,-9.5,-103.0,win,0.970873786407767,
old,T-64m,1022400145,2024-07-16,2024,Regular Season,3.29452480166122,-2.1818181818181817,2.1818181818181817,11,5.476342983479402,home,8.0,win,0.9090909090909091,williamhill_us,-2.5,100.0,win,1.0,
old,T-64m,1022400146,2024-07-16,2024,Regular Season,10.875786538720613,13.090909090909092,-13.090909090909092,11,-2.215122552188479,away,-8.0,win,0.9090909090909091,wynnbet,13.5,-110.0,win,0.9090909090909091,
old,T-64m,1022400147,2024-07-17,2024,Regular Season,6.039754397189282,7.625,-7.625,12,-1.5852456028107182,away,7.0,win,0.9090909090909091,williamhill_us,8.0,-105.0,win,0.9523809523809523,
old,T-64m,1022400148,2024-07-17,2024,Regular Season,-2.6498087829154384,-4.5,4.5,12,1.8501912170845616,home,8.0,win,0.9090909090909091,betmgm,-4.5,-105.0,win,0.9523809523809523,
old,T-64m,1022400149,2024-08-15,2024,Regular Season,-0.6092067130053465,-5.111111111111111,5.111111111111111,9,4.501904398105764,home,-20.0,loss,-1.0,bovada,-5.5,-115.0,loss,-1.0,
old,T-64m,1022400150,2024-08-15,2024,Regular Season,3.4936827007300835,8.444444444444445,-8.444444444444445,9,-4.950761743714361,away,11.0,loss,-1.0,draftkings,8.5,-108.0,loss,-1.0,
old,T-64m,1022400151,2024-08-15,2024,Regular Season,-8.46934114484657,-11.4,11.4,10,2.93065885515343,home,-35.0,loss,-1.0,betus,-11.5,-110.0,loss,-1.0,
old,T-64m,1022400152,2024-08-16,2024,Regular Season,-9.038351051338736,-7.111111111111111,7.111111111111111,9,-1.9272399402276257,away,2.0,loss,-1.0,lowvig,-7.0,-108.0,loss,-1.0,
old,T-64m,1022400153,2024-08-16,2024,Regular Season,1.6578261250618207,3.0555555555555554,-3.0555555555555554,9,-1.3977294304937347,away,9.0,loss,-1.0,betus,3.5,-110.0,loss,-1.0,
old,T-64m,1022400154,2024-08-16,2024,Regular Season,-7.258209988043794,-5.944444444444445,5.944444444444445,9,-1.3137655435993496,away,-18.0,win,0.9090909090909091,betmgm,-5.5,-115.0,win,0.8695652173913043,
old,T-64m,1022400155,2024-08-17,2024,Regular Season,-1.3147676832226165,-4.1,4.1,10,2.785232316777383,home,-16.0,loss,-1.0,betmgm,-4.5,-110.0,loss,-1.0,
old,T-64m,1022400156,2024-08-17,2024,Regular Season,0.2365977287511675,3.4444444444444446,-3.4444444444444446,9,-3.207846715693277,away,-12.0,win,0.9090909090909091,bovada,4.0,-115.0,win,0.8695652173913043,
old,T-64m,1022400157,2024-08-17,2024,Regular Season,0.2777898297249235,-2.95,2.95,10,3.227789829724924,home,-4.0,loss,-1.0,williamhill_us,-3.0,-105.0,loss,-1.0,
old,T-64m,1022400159,2024-08-18,2024,Regular Season,10.749231418353755,16.375,-16.375,8,-5.625768581646245,away,16.0,win,0.9090909090909091,betrivers,16.5,-108.0,win,0.9259259259259259,
old,T-64m,1022400160,2024-08-18,2024,Regular Season,-2.20575704667596,-3.7222222222222223,3.7222222222222223,9,1.5164651755462621,home,17.0,win,0.9090909090909091,lowvig,-4.0,-103.0,win,0.970873786407767,
old,T-64m,1022400161,2024-08-18,2024,Regular Season,4.178851059382236,7.7,-7.7,10,-3.5211489406177643,away,18.0,loss,-1.0,betrivers,8.0,-107.0,loss,-1.0,
old,T-64m,1022400162,2024-08-20,2024,Regular Season,10.434611900862247,13.61111111111111,-13.61111111111111,9,-3.1764992102488634,away,8.0,win,0.9090909090909091,williamhill_us,14.0,-105.0,win,0.9523809523809523,
old,T-64m,1022400163,2024-08-20,2024,Regular Season,12.12326066532268,10.9,-10.9,10,1.2232606653226803,home,20.0,win,0.9090909090909091,betmgm,10.5,-115.0,win,0.8695652173913043,
old,T-64m,1022400164,2024-08-20,2024,Regular Season,-5.8052736872233925,-7.1,7.1,10,1.294726312776607,home,-6.0,win,0.9090909090909091,bovada,-7.5,-110.0,win,0.9090909090909091,
old,T-64m,1022400165,2024-08-21,2024,Regular Season,-2.0066298406563057,-2.5555555555555554,2.5555555555555554,9,0.5489257148992497,home,9.0,win,0.9090909090909091,fanduel,-3.0,-112.0,win,0.8928571428571429,
old,T-64m,1022400166,2024-08-21,2024,Regular Season,4.957166445642814,7.0,-7.0,8,-2.042833554357186,away,-11.0,win,0.9090909090909091,betmgm,7.5,-115.0,win,0.8695652173913043,
old,T-64m,1022400167,2024-08-22,2024,Regular Season,14.310774810561282,12.88888888888889,-12.88888888888889,9,1.4218859216723931,home,8.0,loss,-1.0,betus,12.0,-110.0,loss,-1.0,
old,T-64m,1022400168,2024-08-23,2024,Regular Season,-0.8701365024834076,-1.8333333333333333,1.8333333333333333,9,0.9631968308499257,home,-2.0,loss,-1.0,bovada,-2.5,-115.0,win,0.8695652173913043,
old,T-64m,1022400169,2024-08-23,2024,Regular Season,7.21911465175593,11.11111111111111,-11.11111111111111,9,-3.8919964593551803,away,2.0,win,0.9090909090909091,betus,11.5,-110.0,win,0.9090909090909091,
old,T-64m,1022400170,2024-08-23,2024,Regular Season,3.813784250575331,4.5,-4.5,9,-0.6862157494246688,away,6.0,loss,-1.0,betmgm,4.5,-105.0,loss,-1.0,
old,T-64m,1022400171,2024-08-23,2024,Regular Season,-0.0791603258185871,-2.875,2.875,8,2.795839674181413,home,13.0,win,0.9090909090909091,williamhill_us,-3.0,-105.0,win,0.9523809523809523,
old,T-64m,1022400172,2024-08-24,2024,Regular Season,4.934546544084219,7.444444444444445,-7.444444444444445,9,-2.509897900360226,away,-8.0,win,0.9090909090909091,betmgm,7.5,-105.0,win,0.9523809523809523,
old,T-64m,1022400173,2024-08-24,2024,Regular Season,3.986857572522077,4.5,-4.5,9,-0.513142427477923,away,10.0,loss,-1.0,lowvig,4.5,-103.0,loss,-1.0,
old,T-64m,1022400174,2024-08-25,2024,Regular Season,-4.031207764271154,-9.4375,9.4375,8,5.406292235728846,home,-2.0,win,0.9090909090909091,bovada,-9.5,-105.0,win,0.9523809523809523,
old,T-64m,1022400175,2024-08-25,2024,Regular Season,1.4588299350927476,6.611111111111111,-6.611111111111111,9,-5.152281176018363,away,3.0,win,0.9090909090909091,bovada,7.0,-110.0,win,0.9090909090909091,
old,T-64m,1022400176,2024-08-26,2024,Regular Season,-2.4802622856075525,-1.5,1.5,8,-0.9802622856075525,away,-5.0,win,0.9090909090909091,lowvig,-1.0,-108.0,win,0.9259259259259259,
old,T-64m,1022400178,2024-08-26,2024,Regular Season,9.599190109717725,10.1875,-10.1875,8,-0.5883098902822752,away,-2.0,win,0.9090909090909091,bovada,10.5,-110.0,win,0.9090909090909091,
