era,cutoff,n_games,model_mae,market_mae_matched,market_mae_pretip,gap_at_matched,gap_at_pretip_same_games,timing_share_of_gap,market_improvement_matched_to_pretip,market_improvement_ci90_low,market_improvement_ci90_high
extension,T-24h,297,10.816338106748473,10.471255666331423,10.46521273339455,0.34508244041705005,0.35112537335392346,0.006042932936873413,0.006042932936872438,-0.12697707947256645,0.13812845496506096
extension,T-8h,355,10.602551852865917,10.210709763632298,10.23583866837388,0.3918420892336183,0.3667131844920366,-0.025128904741581692,-0.0251289047415807,-0.10260320500842839,0.05521840805041645
