target,stratum,variant,n,mae_variant,mae_D094_incumbent,skill_vs_D094_incumbent,r2_variant,r2_D094_incumbent,dr2_own_sst,dr2_on_full_wf_sst,sst_basis,mean_abs_err_diff,p_blockflip,n_blocks
pts,wf_eval_2023_24,V0,9517,4.143440853861892,4.147585220885528,0.0009992240792946472,0.5111159212707546,0.5117875386153183,-0.0006716173445637514,-0.0006716173445637514,own stratum SST + full wf_eval SST (D099),-0.004144367023634114,0.1024487756121939,311
pts,wf_eval_2023_24,V1,9517,4.12506065722295,4.147585220885528,0.005430765725838116,0.5148007451358678,0.5117875386153183,0.003013206520549375,0.003013206520549375,own stratum SST + full wf_eval SST (D099),-0.022524563662576387,0.0004997501249375312,311
pts,wf_eval_2023_24,V2,9517,4.114157645212055,4.147585220885528,0.008059527144890333,0.5187160198262204,0.5117875386153183,0.006928481210902022,0.006928481210902022,own stratum SST + full wf_eval SST (D099),-0.033427575673472,0.0004997501249375312,311
pts,wf_eval_2023_24,V3,9517,4.104486347238209,4.147585220885528,0.010391317200738936,0.5201735374125007,0.5117875386153183,0.008385998797182322,0.008385998797182322,own stratum SST + full wf_eval SST (D099),-0.04309887364731794,0.0004997501249375312,311
pts,wf_eval_2023_24,V4,9517,4.1193318184251755,4.147585220885528,0.006812012521907884,0.5166807096185589,0.5117875386153183,0.0048931710032405614,0.0048931710032405614,own stratum SST + full wf_eval SST (D099),-0.028253402460352187,0.0004997501249375312,311
pts,wf_eval_2023_24,V5,9517,4.143725171069159,4.147585220885528,0.0009306740213393949,0.5111590352966282,0.5117875386153183,-0.0006285033186901117,-0.0006285033186901117,own stratum SST + full wf_eval SST (D099),-0.0038600498163688644,0.15342328835582209,311
pts,decision_stratum_wf,V0,3549,5.049808692039337,5.047955930814263,-0.0003670319730335603,0.3137572048811176,0.31370252025341916,5.468462769843448e-05,2.021508174667449e-05,own stratum SST + full wf_eval SST (D099),0.0018527612250727546,0.4267866066966517,174
pts,decision_stratum_wf,V1,3549,5.037527214452219,5.047955930814263,0.0020659285669242244,0.3150160005329601,0.31370252025341916,0.0013134802795409615,0.0004855498216060001,own stratum SST + full wf_eval SST (D099),-0.010428716362043889,0.00399800099950025,174
pts,decision_stratum_wf,V2,3549,5.0387167377491275,5.047955930814263,0.0018302840182768954,0.31576124678383044,0.31370252025341916,0.0020587265304112513,0.0007610424877685033,own stratum SST + full wf_eval SST (D099),-0.009239193065135626,0.0029985007496251873,174
pts,decision_stratum_wf,V3,3549,5.043060390263873,5.047955930814263,0.0009698065152482505,0.31580176706634244,0.31370252025341916,0.0020992468129232794,0.000776021483838407,own stratum SST + full wf_eval SST (D099),-0.004895540550390025,0.22288855572213892,174
pts,decision_stratum_wf,V4,3549,5.045653675606155,5.047955930814263,0.0004560767248490416,0.3142225832647346,0.31370252025341916,0.0005200630113154562,0.0001922499380472991,own stratum SST + full wf_eval SST (D099),-0.002302255208108999,0.3683158420789605,174
pts,decision_stratum_wf,V5,3549,5.047597334747224,5.047955930814263,7.103787591522526e-05,0.3140393511148024,0.31370252025341916,0.0003368308613833048,0.00012451512763725407,own stratum SST + full wf_eval SST (D099),-0.0003585960670396067,0.8830584707646177,174
pts,fold_2024_only,V0,4769,4.1017537315138535,4.1017537315138535,0.0,0.5202266410038487,0.5202266410038487,0.0,0.0,own stratum SST + full wf_eval SST (D099),0.0,1.0,157
pts,fold_2024_only,V1,4769,4.109522470980855,4.1017537315138535,-0.0018940043638686621,0.5173821054147854,0.5202266410038487,-0.002844535589063455,-0.0013991449062724817,own stratum SST + full wf_eval SST (D099),0.00776873946700212,0.3938030984507746,157
pts,fold_2024_only,V2,4769,4.09769907640699,4.1017537315138535,0.0009885174421154774,0.5210172904739447,0.5202266410038487,0.0007906494700959036,0.0003888976404390639,own stratum SST + full wf_eval SST (D099),-0.004054655106862939,0.39780109945027486,157
pts,fold_2024_only,V3,4769,4.088452299156723,4.1017537315138535,0.0032428646934445915,0.5219079311061747,0.5202266410038487,0.0016812901023259405,0.0008269780457941751,own stratum SST + full wf_eval SST (D099),-0.013301432357130988,0.00399800099950025,157
pts,fold_2024_only,V4,4769,4.098090019976781,4.1017537315138535,0.0008932061203295039,0.5212041726311378,0.5202266410038487,0.00097753162728904,0.00048081957641880635,own stratum SST + full wf_eval SST (D099),-0.0036637115370725996,0.5402298850574713,157
pts,fold_2024_only,V5,4769,4.10232111395494,4.1017537315138535,-0.00013832679342185017,0.5203142940985608,0.5202266410038487,8.765309471193764e-05,4.311402587358915e-05,own stratum SST + full wf_eval SST (D099),0.0005673824410868907,0.7376311844077961,157
pts,data_poor_wf,V0,657,4.649892103222009,4.6526955183567456,0.0006025356964959316,0.3653666945778766,0.369798189841716,-0.004431495263839331,-0.00028787471078878506,own stratum SST + full wf_eval SST (D099),-0.0028034151347357305,0.8715642178910544,311
pts,data_poor_wf,V1,657,4.499489935705573,4.6526955183567456,0.03292834917881804,0.3969783656964847,0.369798189841716,0.02718017585476867,0.001765653531715821,own stratum SST + full wf_eval SST (D099),-0.1532055826511728,0.06346826586706647,311
pts,data_poor_wf,V2,657,4.348394786517955,4.6526955183567456,0.0654031046386343,0.4525511237928983,0.369798189841716,0.08275293395118229,0.005375719821368119,own stratum SST + full wf_eval SST (D099),-0.30430073183879075,0.0004997501249375312,311
pts,data_poor_wf,V3,657,4.212317787905081,4.6526955183567456,0.09465002141537049,0.48196727930316263,0.369798189841716,0.11216908946144666,0.007286625002545878,own stratum SST + full wf_eval SST (D099),-0.44037773045166334,0.0004997501249375312,311
pts,data_poor_wf,V4,657,4.363064943914557,4.6526955183567456,0.062250059841543526,0.4382014237994897,0.369798189841716,0.06840323395777372,0.004443547836616993,own stratum SST + full wf_eval SST (D099),-0.2896305744421885,0.0004997501249375312,311
pts,data_poor_wf,V5,657,4.665340135737169,4.6526955183567456,-0.0027176971565268104,0.3616784250491999,0.369798189841716,-0.00811976479251607,-0.0005274686764063911,own stratum SST + full wf_eval SST (D099),0.012644617380423495,0.5862068965517241,311
minutes,wf_eval_2023_24,V0,9517,4.884528084606726,4.884528084606726,0.0,0.6629114512102121,0.6629114512102121,0.0,0.0,own stratum SST + full wf_eval SST (D099),0.0,1.0,311
minutes,wf_eval_2023_24,V1,9517,4.831337524792361,4.884528084606726,0.010889600570010205,0.672606353333,0.6629114512102121,0.009694902122787983,0.009694902122787983,own stratum SST + full wf_eval SST (D099),-0.05319055981436361,0.0004997501249375312,311
minutes,wf_eval_2023_24,V2,9517,4.818891177419435,4.884528084606726,0.01343771722679632,0.6746350275776314,0.6629114512102121,0.011723576367419334,0.011723576367419334,own stratum SST + full wf_eval SST (D099),-0.06563690718728989,0.0004997501249375312,311
minutes,wf_eval_2023_24,V3,9517,4.819411857083414,4.884528084606726,0.013331119484914278,0.6737692737865584,0.6629114512102121,0.010857822576346361,0.010857822576346361,own stratum SST + full wf_eval SST (D099),-0.06511622752331102,0.0004997501249375312,311
minutes,wf_eval_2023_24,V4,9517,4.828078144349,4.884528084606726,0.011556887232489044,0.6762162278485013,0.6629114512102121,0.013304776638289223,0.013304776638289223,own stratum SST + full wf_eval SST (D099),-0.05644994025772488,0.0004997501249375312,311
minutes,wf_eval_2023_24,V5,9517,4.849184155664852,4.884528084606726,0.007235894303332602,0.6697173433223546,0.6629114512102121,0.006805892112142449,0.006805892112142449,own stratum SST + full wf_eval SST (D099),-0.03534392894187406,0.0004997501249375312,311
minutes,decision_stratum_wf,V0,3549,4.323591891517417,4.323591891517417,0.0,0.2394476349851533,0.2394476349851533,0.0,0.0,own stratum SST + full wf_eval SST (D099),0.0,1.0,174
minutes,decision_stratum_wf,V1,3549,4.323591891517417,4.323591891517417,0.0,0.2394476349851533,0.2394476349851533,0.0,0.0,own stratum SST + full wf_eval SST (D099),0.0,1.0,174
minutes,decision_stratum_wf,V2,3549,4.323591891517417,4.323591891517417,0.0,0.2394476349851533,0.2394476349851533,0.0,0.0,own stratum SST + full wf_eval SST (D099),0.0,1.0,174
minutes,decision_stratum_wf,V3,3549,4.323591891517417,4.323591891517417,0.0,0.2394476349851533,0.2394476349851533,0.0,0.0,own stratum SST + full wf_eval SST (D099),0.0,1.0,174
minutes,decision_stratum_wf,V4,3549,4.316008724444893,4.323591891517417,0.0017539044532398629,0.24627639130076007,0.2394476349851533,0.006828756315606739,0.0008923503303204491,own stratum SST + full wf_eval SST (D099),-0.00758316707252389,0.10794602698650675,174
minutes,decision_stratum_wf,V5,3549,4.323591891517417,4.323591891517417,0.0,0.2394476349851533,0.2394476349851533,0.0,0.0,own stratum SST + full wf_eval SST (D099),0.0,1.0,174
minutes,fold_2024_only,V0,4769,4.901849685017828,4.901849685017828,0.0,0.6578613109736153,0.6578613109736153,0.0,0.0,own stratum SST + full wf_eval SST (D099),0.0,1.0,157
