target,stratum,variant,n,mae_variant,mae_D094_incumbent,skill_vs_D094_incumbent,r2_variant,r2_D094_incumbent,dr2_own_sst,dr2_on_full_wf_sst,sst_basis,mean_abs_err_diff,p_blockflip,n_blocks
minutes,fold_2024_only,V1,4769,4.84424236095607,4.901849685017828,0.0117521604625761,0.6693956625531647,0.6578613109736153,0.011534351579549304,0.005816299577868973,own stratum SST + full wf_eval SST (D099),-0.057607324061758405,0.0004997501249375312,157
minutes,fold_2024_only,V2,4769,4.828129728371487,4.901849685017828,0.015039212008409963,0.6726249710191132,0.6578613109736153,0.014763660045497819,0.007444707151347755,own stratum SST + full wf_eval SST (D099),-0.07371995664634134,0.0004997501249375312,157
minutes,fold_2024_only,V3,4769,4.82079893677869,4.901849685017828,0.01653472738808448,0.6722109849448703,0.6578613109736153,0.014349673971254955,0.00723595098397623,own stratum SST + full wf_eval SST (D099),-0.08105074823913831,0.0004997501249375312,157
minutes,fold_2024_only,V4,4769,4.837737952551904,4.901849685017828,0.013079089850893899,0.6765544344256242,0.6578613109736153,0.01869312345200886,0.009426174093370236,own stratum SST + full wf_eval SST (D099),-0.06411173246592469,0.008995502248875561,157
minutes,fold_2024_only,V5,4769,4.831317461964816,4.901849685017828,0.01438889961652412,0.671358131655382,0.6578613109736153,0.01349682068176662,0.006805892112142449,own stratum SST + full wf_eval SST (D099),-0.07053222305301227,0.0004997501249375312,157
minutes,data_poor_wf,V0,657,7.394540881668156,7.394540881668156,0.0,0.3297592929201021,0.3297592929201021,0.0,0.0,own stratum SST + full wf_eval SST (D099),0.0,1.0,311
minutes,data_poor_wf,V1,657,6.624046882043652,7.394540881668156,0.10419767933593282,0.4592171838420992,0.3297592929201021,0.12945789092199703,0.009694902122787952,own stratum SST + full wf_eval SST (D099),-0.770493999624503,0.0004997501249375312,311
minutes,data_poor_wf,V2,657,6.4437548151515065,7.394540881668156,0.12857945905387425,0.4863064608406199,0.3297592929201021,0.1565471679205178,0.011723576367419303,own stratum SST + full wf_eval SST (D099),-0.9507860665166482,0.0004997501249375312,311
minutes,data_poor_wf,V3,657,6.451297141425613,7.394540881668156,0.12755947331104,0.4747458841137454,0.3297592929201021,0.1449865911936433,0.010857822576346342,own stratum SST + full wf_eval SST (D099),-0.9432437402425432,0.0004997501249375312,311
minutes,data_poor_wf,V4,657,6.509530496187179,7.394540881668156,0.11968429137703607,0.4818273691266106,0.3297592929201021,0.15206807620650845,0.011388144085485434,own stratum SST + full wf_eval SST (D099),-0.8850103854809757,0.0004997501249375312,311
minutes,data_poor_wf,V5,657,6.882564973388376,7.394540881668156,0.06923701098860957,0.4206396780463879,0.3297592929201021,0.09088038512628578,0.006805892112142431,own stratum SST + full wf_eval SST (D099),-0.51197590827978,0.0004997501249375312,311
fga,wf_eval_2023_24,V0,9517,2.5584551333481924,2.558836001322271,0.00014884422990835144,0.6376479686290053,0.6365699287787419,0.0010780398502635105,0.0010780398502635105,own stratum SST + full wf_eval SST (D099),-0.00038086797407869976,0.9000499750124937,311
fga,wf_eval_2023_24,V1,9517,2.554687413206172,2.558836001322271,0.001621279407494458,0.6387924969335883,0.6365699287787419,0.002222568154846428,0.002222568154846428,own stratum SST + full wf_eval SST (D099),-0.004148588116099477,0.3773113443278361,311
fga,wf_eval_2023_24,V2,9517,2.538802720741266,2.558836001322271,0.007829059998629484,0.643693647405474,0.6365699287787419,0.007123718626732034,0.007123718626732034,own stratum SST + full wf_eval SST (D099),-0.020033280581005224,0.0004997501249375312,311
fga,wf_eval_2023_24,V3,9517,2.534197730275751,2.558836001322271,0.009628702673320388,0.6453808297002593,0.6365699287787419,0.008810900921517463,0.008810900921517463,own stratum SST + full wf_eval SST (D099),-0.02463827104652046,0.0004997501249375312,311
fga,wf_eval_2023_24,V4,9517,2.547685642037034,2.558836001322271,0.004357590435446035,0.6422181860044955,0.6365699287787419,0.005648257225753642,0.005648257225753642,own stratum SST + full wf_eval SST (D099),-0.011150359285237303,0.0009995002498750624,311
fga,wf_eval_2023_24,V5,9517,2.559489840072807,2.558836001322271,-0.000255521944430237,0.6375482355127657,0.6365699287787419,0.0009783067340238827,0.0009783067340238827,own stratum SST + full wf_eval SST (D099),0.000653838750536142,0.815592203898051,311
fga,decision_stratum_wf,V0,3549,2.925910178589178,2.928533158462894,0.000895663368583044,0.4639326365704397,0.46428902220368695,-0.000356385633247247,-0.00011280178995981582,own stratum SST + full wf_eval SST (D099),-0.0026229798737151984,0.3523238380809595,174
fga,decision_stratum_wf,V1,3549,2.92290510265598,2.928533158462894,0.001921800267362661,0.46472307135053836,0.46428902220368695,0.00043404914685138754,0.00013738354222994113,own stratum SST + full wf_eval SST (D099),-0.005628055806913599,0.08045977011494253,174
fga,decision_stratum_wf,V2,3549,2.9210956499140956,2.928533158462894,0.002539670253452808,0.4655741704588987,0.46428902220368695,0.0012851482552118122,0.0004067701108788915,own stratum SST + full wf_eval SST (D099),-0.007437508548797846,0.0029985007496251873,174
fga,decision_stratum_wf,V3,3549,2.9194983909264574,2.928533158462894,0.003085082888793056,0.46678267377069516,0.46428902220368695,0.002493651567008209,0.0007892808633491638,own stratum SST + full wf_eval SST (D099),-0.009034767536436384,0.0004997501249375312,174
fga,decision_stratum_wf,V4,3549,2.924083344937422,2.928533158462894,0.0015194683770655137,0.4652278612560481,0.46428902220368695,0.0009388390523611634,0.00029715767334831123,own stratum SST + full wf_eval SST (D099),-0.004449813525471817,0.02948525737131434,174
fga,decision_stratum_wf,V5,3549,2.9259946276231075,2.928533158462894,0.0008668267362624826,0.46391618736756945,0.46428902220368695,-0.0003728348361175285,-0.00011800822746481093,own stratum SST + full wf_eval SST (D099),-0.0025385308397861753,0.3728135932033983,174
fga,fold_2024_only,V0,4769,2.5254402326651273,2.5302840158531135,0.0019143239089517428,0.6516736049258107,0.653126219512638,-0.0014526145868273166,-0.000734257714513858,own stratum SST + full wf_eval SST (D099),-0.004843783187986355,0.14742628685657172,157
fga,fold_2024_only,V1,4769,2.5441242691276162,2.5302840158531135,-0.005469841799493169,0.6466004930886508,0.653126219512638,-0.0065257264239872844,-0.0032985796873243193,own stratum SST + full wf_eval SST (D099),0.013840253274503025,0.06746626686656672,157
fga,fold_2024_only,V2,4769,2.528416999173001,2.5302840158531135,0.0007378684244200295,0.6516734139638689,0.653126219512638,-0.0014528055487691132,-0.0007343542406538364,own stratum SST + full wf_eval SST (D099),-0.0018670166801132246,0.7211394302848576,157
fga,fold_2024_only,V3,4769,2.5251743133205506,2.5302840158531135,0.0020194185714128565,0.6537632137438592,0.653126219512638,0.0006369942312211637,0.00032198349969520505,own stratum SST + full wf_eval SST (D099),-0.005109702532563254,0.22088955522238882,157
fga,fold_2024_only,V4,4769,2.530151558660709,2.5302840158531135,5.234874487403118e-05,0.653377685641036,0.653126219512638,0.00025146612839806935,0.00012710938358294517,own stratum SST + full wf_eval SST (D099),-0.0001324571924050693,0.9775112443778111,157
fga,fold_2024_only,V5,4769,2.5275050898465405,2.5302840158531135,0.0010982664353732519,0.6514762984807088,0.653126219512638,-0.0016499210319292383,-0.0008339908307534607,own stratum SST + full wf_eval SST (D099),-0.002778926006573175,0.3888055972013993,157
fga,data_poor_wf,V0,657,3.207280279780332,3.241461429134673,0.010544981053026259,0.4143820882635303,0.40474857444642887,0.009633513817101357,0.0006461964386810377,own stratum SST + full wf_eval SST (D099),-0.03418114935434101,0.11594202898550725,311
fga,data_poor_wf,V1,657,3.216164598727809,3.241461429134673,0.007804143581500833,0.4203376805677991,0.40474857444642887,0.01558910612137018,0.0010456854112740812,own stratum SST + full wf_eval SST (D099),-0.025296830406863317,0.6356821589205397,311
fga,data_poor_wf,V2,657,3.0196911703488714,3.241461429134673,0.06841675078793219,0.4893689045190831,0.40474857444642887,0.0846203300726542,0.00567615897699685,own stratum SST + full wf_eval SST (D099),-0.22177025878580206,0.0004997501249375312,311
fga,data_poor_wf,V3,657,2.963277824395696,3.241461429134673,0.08582042724267114,0.5086856437213991,0.40474857444642887,0.10393706927497023,0.006971886404854827,own stratum SST + full wf_eval SST (D099),-0.2781836047389772,0.0004997501249375312,311
fga,data_poor_wf,V4,657,3.081448082253957,3.241461429134673,0.04936456915467058,0.47007028079703406,0.40474857444642887,0.06532170635060519,0.0043816466985698915,own stratum SST + full wf_eval SST (D099),-0.1600133468807163,0.0004997501249375312,311
fga,data_poor_wf,V5,657,3.2177667505602128,3.241461429134673,0.007309875219087658,0.41300215373131166,0.40474857444642887,0.008253579284882767,0.0005536332475897787,own stratum SST + full wf_eval SST (D099),-0.023694678574459716,0.26636681659170414,311
ppm,wf_eval_2023_24,V0,9517,0.18029301753872462,0.18029301753872462,0.0,0.1803889778882105,0.1803889778882105,0.0,0.0,own stratum SST + full wf_eval SST (D099),0.0,1.0,311
ppm,wf_eval_2023_24,V1,9517,0.18044917191072782,0.18029301753872462,-0.0008661143628019286,0.18018925160773225,0.1803889778882105,-0.00019972628047827025,-0.00019972628047827025,own stratum SST + full wf_eval SST (D099),0.00015615437200320042,0.4707646176911544,311
ppm,wf_eval_2023_24,V2,9517,0.1797782088664064,0.18029301753872462,0.002855399944746262,0.18869647192989036,0.1803889778882105,0.008307494041679839,0.008307494041679839,own stratum SST + full wf_eval SST (D099),-0.0005148086723181871,0.031984007996002,311
ppm,wf_eval_2023_24,V3,9517,0.17961126333518934,0.18029301753872462,0.0037813677581209904,0.18757147431362664,0.1803889778882105,0.007182496425416092,0.007182496425416092,own stratum SST + full wf_eval SST (D099),-0.0006817542035352537,0.015992003998001,311
ppm,wf_eval_2023_24,V4,9517,0.18000757005079362,0.18029301753872462,0.0015832420568904215,0.18501878522004123,0.1803889778882105,0.004629807331830655,0.004629807331830655,own stratum SST + full wf_eval SST (D099),-0.0002854474879310007,0.19540229885057472,311
ppm,wf_eval_2023_24,V5,9517,0.1802816703035806,0.18029301753872462,6.293774045673661e-05,0.1808267187755216,0.1803889778882105,0.0004377408873110063,0.0004377408873110063,own stratum SST + full wf_eval SST (D099),-1.1347235143990854e-05,0.7401299350324838,311
ppm,decision_stratum_wf,V0,3549,0.1511534710096663,0.1511534710096663,0.0,0.24997584094042047,0.24997584094042047,0.0,0.0,own stratum SST + full wf_eval SST (D099),0.0,1.0,174
ppm,decision_stratum_wf,V1,3549,0.1508886788595955,0.1511534710096663,0.0017518099207517457,0.2519001439892564,0.24997584094042047,0.0019243030488359663,0.000511357438083854,own stratum SST + full wf_eval SST (D099),-0.00026479215007081577,0.06296851574212893,174
ppm,decision_stratum_wf,V2,3549,0.15073345954858577,0.1511534710096663,0.002778708674534336,0.25538449849880474,0.24997584094042047,0.005408657558384202,0.0014372773946397153,own stratum SST + full wf_eval SST (D099),-0.00042001146108053245,0.01249375312343828,174
ppm,decision_stratum_wf,V3,3549,0.15106890845332394,0.1511534710096663,0.0005594483261119887,0.2548852911080355,0.24997584094042047,0.004909450167614989,0.0013046198007276295,own stratum SST + full wf_eval SST (D099),-8.456255634238134e-05,0.6996501749125438,174
ppm,decision_stratum_wf,V4,3549,0.15096116279715532,0.1511534710096663,0.001272271230203459,0.25294345883375624,0.24997584094042047,0.0029676178933356803,0.0007886042087112522,own stratum SST + full wf_eval SST (D099),-0.00019230821251101896,0.11494252873563218,174
ppm,decision_stratum_wf,V5,3549,0.15102617307470786,0.1511534710096663,0.0008421767234858546,0.2506384504913126,0.24997584094042047,0.0006626095508920594,0.0001760795019261748,own stratum SST + full wf_eval SST (D099),-0.00012729793495845886,0.0004997501249375312,174
ppm,fold_2024_only,V0,4769,0.17757987844325862,0.17757987844325862,0.0,0.18299918630697243,0.18299918630697243,0.0,0.0,own stratum SST + full wf_eval SST (D099),0.0,1.0,157
ppm,fold_2024_only,V1,4769,0.17856394726831523,0.17757987844325862,-0.005541555910970164,0.17855321584866757,0.18299918630697243,-0.0044459704583049145,-0.002201237253953434,own stratum SST + full wf_eval SST (D099),0.0009840688250565594,0.0069965017491254375,157
ppm,fold_2024_only,V2,4769,0.17778274481674353,0.17757987844325862,-0.0011423950464619637,0.19007577282805155,0.18299918630697243,0.007076586521079077,0.003503677324694376,own stratum SST + full wf_eval SST (D099),0.00020286637348489777,0.6071964017991005,157
ppm,fold_2024_only,V3,4769,0.1774553007210122,0.17757987844325862,0.0007015306201272331,0.1874437449558134,0.18299918630697243,0.004444558648840985,0.0022005382552496345,own stratum SST + full wf_eval SST (D099),-0.00012457772224641232,0.7391304347826086,157
ppm,fold_2024_only,V4,4769,0.17768268811524457,0.17757987844325862,-0.0005789488814116339,0.18830771356541853,0.18299918630697243,0.005308527258446126,0.0026282963583554916,own stratum SST + full wf_eval SST (D099),0.00010280967198593818,0.7891054472763618,157
ppm,fold_2024_only,V5,4769,0.17755723393982703,0.17757987844325862,0.00012751728196969125,0.18388331774254685,0.18299918630697243,0.0008841314355743879,0.00043774088731117684,own stratum SST + full wf_eval SST (D099),-2.2644503431612673e-05,0.7446276861569215,157
ppm,data_poor_wf,V0,657,0.20198256359683808,0.20198256359683808,0.0,0.08318984306171118,0.08318984306171118,0.0,0.0,own stratum SST + full wf_eval SST (D099),0.0,1.0,311
ppm,data_poor_wf,V1,657,0.20503543357150236,0.20198256359683808,-0.015114522364207073,0.08295884825614519,0.08318984306171118,-0.0002309948055659992,-1.8232540126349535e-05,own stratum SST + full wf_eval SST (D099),0.003052869974664261,0.14742628685657172,311
ppm,data_poor_wf,V2,657,0.19861092805862665,0.20198256359683808,0.016692705935455354,0.12879846449540222,0.08318984306171118,0.04560862143369102,0.003599912207375008,own stratum SST + full wf_eval SST (D099),-0.0033716355382114307,0.08045977011494253,311
ppm,data_poor_wf,V3,657,0.1968377691155709,0.20198256359683808,0.025471478278374038,0.13195712030988727,0.08318984306171118,0.04876727724817602,0.003849226553391635,own stratum SST + full wf_eval SST (D099),-0.005144794481267131,0.047476261869065464,311
ppm,data_poor_wf,V4,657,0.19925816358191922,0.20198256359683808,0.013488293080371139,0.11091581125680583,0.08318984306171118,0.027725968195094652,0.0021884250878296046,own stratum SST + full wf_eval SST (D099),-0.002724400014918871,0.062468765617191405,311
ppm,data_poor_wf,V5,657,0.2023144886793619,0.20198256359683808,-0.0016433353286193775,0.08269671666507383,0.08318984306171118,-0.0004931263966373361,-3.8922722924535716e-05,own stratum SST + full wf_eval SST (D099),0.00033192508252381943,0.4657671164417791,311
