GAME_ID,TEAM_ID,PLAYER_ID,PLAYER_NAME,period1_starter
1022100001,1611661313,204335,Betnijah Laney-Hamilton,1
1022100001,1611661313,1628244,Sami Whitcomb,1
1022100001,1611661313,1629477,Sabrina Ionescu,1
1022100001,1611661313,1630131,Kylee Shook,1
1022100001,1611661313,1630446,Michaela Onyenwere,1
1022100001,1611661325,202650,Jantel Lavender,1
1022100001,1611661325,202658,Danielle Robinson,1
1022100001,1611661325,1628909,Kelsey Mitchell,1
1022100001,1611661325,1628927,Victoria Vivians,1
1022100001,1611661325,1629479,Teaira McCowan,1
1022100002,1611661323,201886,DeWanna Bonner,1
1022100002,1611661323,201896,Briann January,1
1022100002,1611661323,1627673,Jonquel Jones,1
1022100002,1611661323,1628280,Brionna Jones,1
1022100002,1611661323,1629567,Natisha Hiedeman,1
1022100002,1611661330,203403,Tianna Hawkins,1
1022100002,1611661330,203824,Odyssey Sims,1
1022100002,1611661330,204322,Elizabeth Williams,1
1022100002,1611661330,1627675,Courtney Williams,1
1022100002,1611661330,1630150,Chennedy Carter,1
1022100003,1611661317,100940,Diana Taurasi,1
1022100003,1611661317,203398,Brittney Griner,1
1022100003,1611661317,203400,Skylar Diggins,1
1022100003,1611661317,1628915,Kia Nurse,1
1022100003,1611661317,1629488,Brianna Turner,1
1022100003,1611661324,201480,Sylvia Fowles,1
1022100003,1611661324,203024,Damiris Dantas,1
1022100003,1611661324,203825,Kayla McBride,1
1022100003,1611661324,1627672,Aerial Powers,1
1022100003,1611661324,1630101,Crystal Dangerfield,1
1022100004,1611661320,201911,Kristi Toliver,1
1022100004,1611661320,203014,Nneka Ogwumike,1
1022100004,1611661320,203823,Chiney Ogwumike,1
1022100004,1611661320,204365,Erica Wheeler,1
1022100004,1611661320,1628279,Brittney Sykes,1
1022100004,1611661321,203866,Kayla Thornton,1
1022100004,1611661321,1627669,Moriah Jefferson,1
1022100004,1611661321,1628277,Allisha Gray,1
1022100004,1611661321,1629481,Arike Ogunbowale,1
1022100004,1611661321,1630454,Charli Collier,1
1022100005,1611661322,201507,Leilani Mitchell,1
1022100005,1611661322,202250,Tina Charles,1
1022100005,1611661322,203849,Theresa Plaisance,1
1022100005,1611661322,204333,Natasha Cloud,1
1022100005,1611661322,1628878,Ariel Atkins,1
1022100005,1611661329,201496,Candace Parker,1
1022100005,1611661329,202664,Courtney Vandersloot,1
1022100005,1611661329,203828,Stefanie Dolson,1
1022100005,1611661329,1627674,Kahleah Copper,1
1022100005,1611661329,1628890,Diamond DeShields,1
1022100006,1611661319,202633,Liz Cambage,1
1022100006,1611661319,203029,Riquna Williams,1
1022100006,1611661319,203833,Chelsea Gray,1
1022100006,1611661319,1628932,A'ja Wilson,1
1022100006,1611661319,1629498,Jackie Young,1
1022100006,1611661328,100720,Sue Bird,1
1022100006,1611661328,200676,Candice Dupree,1
1022100006,1611661328,204319,Jewell Loyd,1
1022100006,1611661328,1627668,Breanna Stewart,1
1022100006,1611661328,1629478,Katie Lou Samuelson,1
1022100007,1611661313,204335,Betnijah Laney-Hamilton,1
1022100007,1611661313,1628244,Sami Whitcomb,1
1022100007,1611661313,1629477,Sabrina Ionescu,1
1022100007,1611661313,1630131,Kylee Shook,1
1022100007,1611661313,1630446,Michaela Onyenwere,1
1022100007,1611661325,202650,Jantel Lavender,1
1022100007,1611661325,202658,Danielle Robinson,1
1022100007,1611661325,1628909,Kelsey Mitchell,1
1022100007,1611661325,1628927,Victoria Vivians,1
1022100007,1611661325,1629479,Teaira McCowan,1
1022100008,1611661317,100940,Diana Taurasi,1
1022100008,1611661317,203398,Brittney Griner,1
1022100008,1611661317,203400,Skylar Diggins,1
1022100008,1611661317,1628915,Kia Nurse,1
1022100008,1611661317,1629488,Brianna Turner,1
1022100008,1611661323,201886,DeWanna Bonner,1
1022100008,1611661323,201896,Briann January,1
1022100008,1611661323,1627673,Jonquel Jones,1
1022100008,1611661323,1628280,Brionna Jones,1
1022100008,1611661323,1629567,Natisha Hiedeman,1
1022100009,1611661313,204335,Betnijah Laney-Hamilton,1
1022100009,1611661313,1628244,Sami Whitcomb,1
1022100009,1611661313,1629477,Sabrina Ionescu,1
1022100009,1611661313,1630131,Kylee Shook,1
1022100009,1611661313,1630446,Michaela Onyenwere,1
1022100009,1611661324,201480,Sylvia Fowles,1
1022100009,1611661324,203024,Damiris Dantas,1
1022100009,1611661324,203825,Kayla McBride,1
1022100009,1611661324,1627672,Aerial Powers,1
1022100009,1611661324,1629524,Bridget Carleton,1
1022100010,1611661317,100940,Diana Taurasi,1
1022100010,1611661317,203398,Brittney Griner,1
1022100010,1611661317,203400,Skylar Diggins,1
1022100010,1611661317,1628915,Kia Nurse,1
1022100010,1611661317,1629488,Brianna Turner,1
1022100010,1611661322,201507,Leilani Mitchell,1
1022100010,1611661322,202250,Tina Charles,1
1022100010,1611661322,203849,Theresa Plaisance,1
1022100010,1611661322,204333,Natasha Cloud,1
1022100010,1611661322,1628878,Ariel Atkins,1
1022100011,1611661319,202633,Liz Cambage,1
1022100011,1611661319,203029,Riquna Williams,1
1022100011,1611661319,203833,Chelsea Gray,1
1022100011,1611661319,1628932,A'ja Wilson,1
1022100011,1611661319,1629498,Jackie Young,1
1022100011,1611661328,100720,Sue Bird,1
1022100011,1611661328,204319,Jewell Loyd,1
1022100011,1611661328,1627668,Breanna Stewart,1
1022100011,1611661328,1629478,Katie Lou Samuelson,1
1022100011,1611661328,1629496,Ezi Magbegor,1
1022100012,1611661329,202664,Courtney Vandersloot,1
1022100012,1611661329,203838,Astou Ndour-Fall,1
1022100012,1611661329,1627674,Kahleah Copper,1
1022100012,1611661329,1628890,Diamond DeShields,1
1022100012,1611661329,1630113,Ruthy Hebard,1
1022100012,1611661330,203026,Tiffany Hayes,1
1022100012,1611661330,203403,Tianna Hawkins,1
1022100012,1611661330,204322,Elizabeth Williams,1
1022100012,1611661330,1627675,Courtney Williams,1
1022100012,1611661330,1630150,Chennedy Carter,1
1022100013,1611661323,201886,DeWanna Bonner,1
1022100013,1611661323,201896,Briann January,1
1022100013,1611661323,202662,Jasmine Thomas,1
1022100013,1611661323,1627673,Jonquel Jones,1
1022100013,1611661323,1628280,Brionna Jones,1
1022100013,1611661325,202650,Jantel Lavender,1
1022100013,1611661325,202658,Danielle Robinson,1
1022100013,1611661325,1628909,Kelsey Mitchell,1
1022100013,1611661325,1628927,Victoria Vivians,1
1022100013,1611661325,1629479,Teaira McCowan,1
1022100014,1611661324,201480,Sylvia Fowles,1
1022100014,1611661324,203024,Damiris Dantas,1
1022100014,1611661324,203825,Kayla McBride,1
1022100014,1611661324,1627672,Aerial Powers,1
1022100014,1611661324,1629524,Bridget Carleton,1
1022100014,1611661328,100720,Sue Bird,1
1022100014,1611661328,203855,Stephanie Talbot,1
1022100014,1611661328,204319,Jewell Loyd,1
1022100014,1611661328,1627668,Breanna Stewart,1
1022100014,1611661328,1629496,Ezi Magbegor,1
1022100015,1611661325,202638,Jessica Breland,1
1022100015,1611661325,202658,Danielle Robinson,1
1022100015,1611661325,1627676,Tiffany Mitchell,1
1022100015,1611661325,1628909,Kelsey Mitchell,1
1022100015,1611661325,1629479,Teaira McCowan,1
1022100015,1611661330,203026,Tiffany Hayes,1
1022100015,1611661330,203403,Tianna Hawkins,1
1022100015,1611661330,204322,Elizabeth Williams,1
1022100015,1611661330,1627675,Courtney Williams,1
1022100015,1611661330,1630150,Chennedy Carter,1
1022100016,1611661313,204335,Betnijah Laney-Hamilton,1
1022100016,1611661313,1628244,Sami Whitcomb,1
1022100016,1611661313,1629477,Sabrina Ionescu,1
1022100016,1611661313,1630131,Kylee Shook,1
1022100016,1611661313,1630446,Michaela Onyenwere,1
1022100016,1611661322,201507,Leilani Mitchell,1
1022100016,1611661322,202250,Tina Charles,1
1022100016,1611661322,204333,Natasha Cloud,1
1022100016,1611661322,1628286,Erica McCall,1
1022100016,1611661322,1628878,Ariel Atkins,1
1022100017,1611661317,100940,Diana Taurasi,1
1022100017,1611661317,203398,Brittney Griner,1
1022100017,1611661317,203400,Skylar Diggins,1
1022100017,1611661317,1628915,Kia Nurse,1
1022100017,1611661317,1629488,Brianna Turner,1
1022100017,1611661323,201886,DeWanna Bonner,1
1022100017,1611661323,202662,Jasmine Thomas,1
1022100017,1611661323,1627673,Jonquel Jones,1
1022100017,1611661323,1628280,Brionna Jones,1
1022100017,1611661323,1629567,Natisha Hiedeman,1
1022100018,1611661319,202633,Liz Cambage,1
1022100018,1611661319,203029,Riquna Williams,1
1022100018,1611661319,203833,Chelsea Gray,1
1022100018,1611661319,1628932,A'ja Wilson,1
1022100018,1611661319,1629498,Jackie Young,1
1022100018,1611661320,201911,Kristi Toliver,1
1022100018,1611661320,203014,Nneka Ogwumike,1
1022100018,1611661320,203823,Chiney Ogwumike,1
1022100018,1611661320,204365,Erica Wheeler,1
1022100018,1611661320,1628279,Brittney Sykes,1
1022100019,1611661321,203866,Kayla Thornton,1
1022100019,1611661321,1627669,Moriah Jefferson,1
1022100019,1611661321,1629481,Arike Ogunbowale,1
1022100019,1611661321,1629497,Marina Mabrey,1
1022100019,1611661321,1630454,Charli Collier,1
1022100019,1611661328,100720,Sue Bird,1
1022100019,1611661328,200676,Candice Dupree,1
