GAME_ID,TEAM_ID,PLAYER_ID,PLAYER_NAME,period1_starter
1022100019,1611661328,203855,Stephanie Talbot,1
1022100019,1611661328,204319,Jewell Loyd,1
1022100019,1611661328,1627668,Breanna Stewart,1
1022100020,1611661313,203827,Natasha Howard,1
1022100020,1611661313,204335,Betnijah Laney-Hamilton,1
1022100020,1611661313,1628244,Sami Whitcomb,1
1022100020,1611661313,1629477,Sabrina Ionescu,1
1022100020,1611661313,1630446,Michaela Onyenwere,1
1022100020,1611661329,202664,Courtney Vandersloot,1
1022100020,1611661329,203838,Astou Ndour-Fall,1
1022100020,1611661329,1627674,Kahleah Copper,1
1022100020,1611661329,1628890,Diamond DeShields,1
1022100020,1611661329,1630113,Ruthy Hebard,1
1022100021,1611661322,201507,Leilani Mitchell,1
1022100021,1611661322,202250,Tina Charles,1
1022100021,1611661322,204333,Natasha Cloud,1
1022100021,1611661322,1628286,Erica McCall,1
1022100021,1611661322,1628878,Ariel Atkins,1
1022100021,1611661325,202638,Jessica Breland,1
1022100021,1611661325,202658,Danielle Robinson,1
1022100021,1611661325,1627676,Tiffany Mitchell,1
1022100021,1611661325,1628909,Kelsey Mitchell,1
1022100021,1611661325,1629479,Teaira McCowan,1
1022100022,1611661319,202633,Liz Cambage,1
1022100022,1611661319,203029,Riquna Williams,1
1022100022,1611661319,203833,Chelsea Gray,1
1022100022,1611661319,1628932,A'ja Wilson,1
1022100022,1611661319,1629498,Jackie Young,1
1022100022,1611661323,201886,DeWanna Bonner,1
1022100022,1611661323,202662,Jasmine Thomas,1
1022100022,1611661323,1627673,Jonquel Jones,1
1022100022,1611661323,1628280,Brionna Jones,1
1022100022,1611661323,1629567,Natisha Hiedeman,1
1022100023,1611661322,202250,Tina Charles,1
1022100023,1611661322,204333,Natasha Cloud,1
1022100023,1611661322,1628282,Sydney Wiese,1
1022100023,1611661322,1628878,Ariel Atkins,1
1022100023,1611661322,1628899,Myisha Hines-Allen,1
1022100023,1611661325,202638,Jessica Breland,1
1022100023,1611661325,202658,Danielle Robinson,1
1022100023,1611661325,1627676,Tiffany Mitchell,1
1022100023,1611661325,1628909,Kelsey Mitchell,1
1022100023,1611661325,1629479,Teaira McCowan,1
1022100024,1611661313,203827,Natasha Howard,1
1022100024,1611661313,204335,Betnijah Laney-Hamilton,1
1022100024,1611661313,1628244,Sami Whitcomb,1
1022100024,1611661313,1629477,Sabrina Ionescu,1
1022100024,1611661313,1630446,Michaela Onyenwere,1
1022100024,1611661321,203866,Kayla Thornton,1
1022100024,1611661321,204330,Isabelle Harrison,1
1022100024,1611661321,1629481,Arike Ogunbowale,1
1022100024,1611661321,1629497,Marina Mabrey,1
1022100024,1611661321,1630112,Tyasha Harris,1
1022100025,1611661329,202664,Courtney Vandersloot,1
1022100025,1611661329,203838,Astou Ndour-Fall,1
1022100025,1611661329,1627674,Kahleah Copper,1
1022100025,1611661329,1628890,Diamond DeShields,1
1022100025,1611661329,1630113,Ruthy Hebard,1
1022100025,1611661330,203026,Tiffany Hayes,1
1022100025,1611661330,203403,Tianna Hawkins,1
1022100025,1611661330,204322,Elizabeth Williams,1
1022100025,1611661330,1627675,Courtney Williams,1
1022100025,1611661330,1630150,Chennedy Carter,1
1022100026,1611661323,201886,DeWanna Bonner,1
1022100026,1611661323,202662,Jasmine Thomas,1
1022100026,1611661323,1627673,Jonquel Jones,1
1022100026,1611661323,1628280,Brionna Jones,1
1022100026,1611661323,1629567,Natisha Hiedeman,1
1022100026,1611661328,100720,Sue Bird,1
1022100026,1611661328,203855,Stephanie Talbot,1
1022100026,1611661328,204319,Jewell Loyd,1
1022100026,1611661328,1627668,Breanna Stewart,1
1022100026,1611661328,1628920,Mercedes Russell,1
1022100027,1611661317,203398,Brittney Griner,1
1022100027,1611661317,203400,Skylar Diggins,1
1022100027,1611661317,1628915,Kia Nurse,1
1022100027,1611661317,1629488,Brianna Turner,1
1022100027,1611661317,1630136,Megan Walker,1
1022100027,1611661319,202633,Liz Cambage,1
1022100027,1611661319,203029,Riquna Williams,1
1022100027,1611661319,203833,Chelsea Gray,1
1022100027,1611661319,1628932,A'ja Wilson,1
1022100027,1611661319,1629498,Jackie Young,1
1022100028,1611661321,203866,Kayla Thornton,1
1022100028,1611661321,1627669,Moriah Jefferson,1
1022100028,1611661321,1629481,Arike Ogunbowale,1
1022100028,1611661321,1629497,Marina Mabrey,1
1022100028,1611661321,1630454,Charli Collier,1
1022100028,1611661330,203026,Tiffany Hayes,1
1022100028,1611661330,203403,Tianna Hawkins,1
1022100028,1611661330,204322,Elizabeth Williams,1
1022100028,1611661330,1627675,Courtney Williams,1
1022100028,1611661330,1630150,Chennedy Carter,1
1022100029,1611661322,202250,Tina Charles,1
1022100029,1611661322,204333,Natasha Cloud,1
1022100029,1611661322,1628282,Sydney Wiese,1
1022100029,1611661322,1628878,Ariel Atkins,1
1022100029,1611661322,1628899,Myisha Hines-Allen,1
1022100029,1611661323,201886,DeWanna Bonner,1
1022100029,1611661323,201896,Briann January,1
1022100029,1611661323,202662,Jasmine Thomas,1
1022100029,1611661323,1627673,Jonquel Jones,1
1022100029,1611661323,1628280,Brionna Jones,1
1022100030,1611661320,201911,Kristi Toliver,1
1022100030,1611661320,203014,Nneka Ogwumike,1
1022100030,1611661320,203823,Chiney Ogwumike,1
1022100030,1611661320,204365,Erica Wheeler,1
1022100030,1611661320,1630441,Arella Guirantes,1
1022100030,1611661329,202664,Courtney Vandersloot,1
1022100030,1611661329,203838,Astou Ndour-Fall,1
1022100030,1611661329,1627674,Kahleah Copper,1
1022100030,1611661329,1628890,Diamond DeShields,1
1022100030,1611661329,1630113,Ruthy Hebard,1
1022100031,1611661324,201480,Sylvia Fowles,1
1022100031,1611661324,203024,Damiris Dantas,1
1022100031,1611661324,203825,Kayla McBride,1
1022100031,1611661324,1629483,Napheesa Collier,1
1022100031,1611661324,1630101,Crystal Dangerfield,1
1022100031,1611661328,100720,Sue Bird,1
1022100031,1611661328,203855,Stephanie Talbot,1
1022100031,1611661328,204319,Jewell Loyd,1
1022100031,1611661328,1627668,Breanna Stewart,1
1022100031,1611661328,1628920,Mercedes Russell,1
1022100032,1611661319,202633,Liz Cambage,1
1022100032,1611661319,203029,Riquna Williams,1
1022100032,1611661319,203833,Chelsea Gray,1
1022100032,1611661319,1628932,A'ja Wilson,1
1022100032,1611661319,1629498,Jackie Young,1
1022100032,1611661325,202638,Jessica Breland,1
1022100032,1611661325,202658,Danielle Robinson,1
1022100032,1611661325,1627676,Tiffany Mitchell,1
1022100032,1611661325,1628909,Kelsey Mitchell,1
1022100032,1611661325,1629479,Teaira McCowan,1
1022100033,1611661313,204335,Betnijah Laney-Hamilton,1
1022100033,1611661313,1628244,Sami Whitcomb,1
1022100033,1611661313,1629477,Sabrina Ionescu,1
1022100033,1611661313,1630131,Kylee Shook,1
1022100033,1611661313,1630446,Michaela Onyenwere,1
1022100033,1611661330,203026,Tiffany Hayes,1
1022100033,1611661330,203403,Tianna Hawkins,1
1022100033,1611661330,204322,Elizabeth Williams,1
1022100033,1611661330,1627675,Courtney Williams,1
1022100033,1611661330,1630150,Chennedy Carter,1
1022100034,1611661317,203398,Brittney Griner,1
1022100034,1611661317,203400,Skylar Diggins,1
1022100034,1611661317,1628915,Kia Nurse,1
1022100034,1611661317,1629488,Brianna Turner,1
1022100034,1611661317,1630136,Megan Walker,1
1022100034,1611661321,203866,Kayla Thornton,1
1022100034,1611661321,1627669,Moriah Jefferson,1
1022100034,1611661321,1629481,Arike Ogunbowale,1
1022100034,1611661321,1629497,Marina Mabrey,1
1022100034,1611661321,1630454,Charli Collier,1
1022100035,1611661320,201911,Kristi Toliver,1
1022100035,1611661320,203014,Nneka Ogwumike,1
1022100035,1611661320,204365,Erica Wheeler,1
1022100035,1611661320,1627678,Bria Holmes,1
1022100035,1611661320,1630441,Arella Guirantes,1
1022100035,1611661329,202664,Courtney Vandersloot,1
1022100035,1611661329,203838,Astou Ndour-Fall,1
1022100035,1611661329,1627674,Kahleah Copper,1
1022100035,1611661329,1628890,Diamond DeShields,1
1022100035,1611661329,1630113,Ruthy Hebard,1
1022100036,1611661319,202633,Liz Cambage,1
1022100036,1611661319,203029,Riquna Williams,1
1022100036,1611661319,203833,Chelsea Gray,1
1022100036,1611661319,1628932,A'ja Wilson,1
1022100036,1611661319,1629498,Jackie Young,1
1022100036,1611661325,202638,Jessica Breland,1
1022100036,1611661325,202658,Danielle Robinson,1
1022100036,1611661325,1627676,Tiffany Mitchell,1
1022100036,1611661325,1628909,Kelsey Mitchell,1
1022100036,1611661325,1629479,Teaira McCowan,1
1022100037,1611661323,201886,DeWanna Bonner,1
1022100037,1611661323,201896,Briann January,1
1022100037,1611661323,202662,Jasmine Thomas,1
1022100037,1611661323,1627673,Jonquel Jones,1
1022100037,1611661323,1628280,Brionna Jones,1
1022100037,1611661324,201480,Sylvia Fowles,1
1022100037,1611661324,203024,Damiris Dantas,1
1022100037,1611661324,203825,Kayla McBride,1
1022100037,1611661324,1629483,Napheesa Collier,1
1022100037,1611661324,1630101,Crystal Dangerfield,1
1022100038,1611661319,202633,Liz Cambage,1
1022100038,1611661319,203029,Riquna Williams,1
1022100038,1611661319,203833,Chelsea Gray,1
1022100038,1611661319,1628932,A'ja Wilson,1
1022100038,1611661319,1629498,Jackie Young,1
1022100038,1611661323,201886,DeWanna Bonner,1
1022100038,1611661323,201896,Briann January,1
1022100038,1611661323,202662,Jasmine Thomas,1
1022100038,1611661323,1627673,Jonquel Jones,1
1022100038,1611661323,1628280,Brionna Jones,1
1022100039,1611661317,203398,Brittney Griner,1
1022100039,1611661317,203400,Skylar Diggins,1
1022100039,1611661317,1628915,Kia Nurse,1
1022100039,1611661317,1629488,Brianna Turner,1
1022100039,1611661317,1630136,Megan Walker,1
1022100039,1611661329,202664,Courtney Vandersloot,1
1022100039,1611661329,203838,Astou Ndour-Fall,1
1022100039,1611661329,1627674,Kahleah Copper,1
1022100039,1611661329,1628890,Diamond DeShields,1
1022100039,1611661329,1630113,Ruthy Hebard,1
1022100040,1611661320,201911,Kristi Toliver,1
1022100040,1611661320,203014,Nneka Ogwumike,1
1022100040,1611661320,204365,Erica Wheeler,1
1022100040,1611661320,1628269,Nia Coffey,1
1022100040,1611661320,1630099,Te'a Cooper,1
1022100040,1611661321,203866,Kayla Thornton,1
1022100040,1611661321,1627669,Moriah Jefferson,1
1022100040,1611661321,1629481,Arike Ogunbowale,1
1022100040,1611661321,1629497,Marina Mabrey,1
1022100040,1611661321,1630454,Charli Collier,1
1022100041,1611661325,202650,Jantel Lavender,1
1022100041,1611661325,202658,Danielle Robinson,1
1022100041,1611661325,1627676,Tiffany Mitchell,1
1022100041,1611661325,1628909,Kelsey Mitchell,1
1022100041,1611661325,1629479,Teaira McCowan,1
1022100041,1611661328,100720,Sue Bird,1
1022100041,1611661328,203855,Stephanie Talbot,1
1022100041,1611661328,204319,Jewell Loyd,1
1022100041,1611661328,1627668,Breanna Stewart,1
1022100041,1611661328,1628920,Mercedes Russell,1
1022100042,1611661313,204335,Betnijah Laney-Hamilton,1
1022100042,1611661313,1628244,Sami Whitcomb,1
1022100042,1611661313,1629477,Sabrina Ionescu,1
1022100042,1611661313,1630131,Kylee Shook,1
1022100042,1611661313,1630446,Michaela Onyenwere,1
1022100042,1611661319,202633,Liz Cambage,1
1022100042,1611661319,203029,Riquna Williams,1
1022100042,1611661319,203833,Chelsea Gray,1
1022100042,1611661319,1628932,A'ja Wilson,1
1022100042,1611661319,1629498,Jackie Young,1
1022100043,1611661317,203398,Brittney Griner,1
1022100043,1611661317,203400,Skylar Diggins,1
1022100043,1611661317,1628915,Kia Nurse,1
1022100043,1611661317,1629488,Brianna Turner,1
1022100043,1611661317,1630136,Megan Walker,1
1022100043,1611661329,202664,Courtney Vandersloot,1
1022100043,1611661329,203828,Stefanie Dolson,1
1022100043,1611661329,203838,Astou Ndour-Fall,1
1022100043,1611661329,1627674,Kahleah Copper,1
1022100043,1611661329,1628890,Diamond DeShields,1
1022100044,1611661320,201911,Kristi Toliver,1
1022100044,1611661320,204320,Amanda Zahui B,1
1022100044,1611661320,204365,Erica Wheeler,1
1022100044,1611661320,1628269,Nia Coffey,1
1022100044,1611661320,1630099,Te'a Cooper,1
1022100044,1611661325,202650,Jantel Lavender,1
1022100044,1611661325,202658,Danielle Robinson,1
1022100044,1611661325,1627676,Tiffany Mitchell,1
1022100044,1611661325,1628909,Kelsey Mitchell,1
1022100044,1611661325,1629479,Teaira McCowan,1
1022100045,1611661324,201480,Sylvia Fowles,1
1022100045,1611661324,203024,Damiris Dantas,1
1022100045,1611661324,203406,Layshia Clarendon,1
1022100045,1611661324,203825,Kayla McBride,1
1022100045,1611661324,1629483,Napheesa Collier,1
1022100045,1611661330,203026,Tiffany Hayes,1
1022100045,1611661330,203403,Tianna Hawkins,1
1022100045,1611661330,203824,Odyssey Sims,1
1022100045,1611661330,204322,Elizabeth Williams,1
1022100045,1611661330,1627675,Courtney Williams,1
1022100046,1611661321,204330,Isabelle Harrison,1
1022100046,1611661321,1627669,Moriah Jefferson,1
1022100046,1611661321,1629481,Arike Ogunbowale,1
1022100046,1611661321,1629497,Marina Mabrey,1
1022100046,1611661321,1630454,Charli Collier,1
1022100046,1611661328,100720,Sue Bird,1
1022100046,1611661328,203855,Stephanie Talbot,1
1022100046,1611661328,204319,Jewell Loyd,1
1022100046,1611661328,1627668,Breanna Stewart,1
1022100046,1611661328,1628920,Mercedes Russell,1
1022100047,1611661319,202633,Liz Cambage,1
1022100047,1611661319,203029,Riquna Williams,1
1022100047,1611661319,203833,Chelsea Gray,1
1022100047,1611661319,1628932,A'ja Wilson,1
1022100047,1611661319,1629498,Jackie Young,1
1022100047,1611661322,201919,Shavonte Zellous,1
1022100047,1611661322,202250,Tina Charles,1
1022100047,1611661322,204333,Natasha Cloud,1
1022100047,1611661322,1628878,Ariel Atkins,1
1022100047,1611661322,1628899,Myisha Hines-Allen,1
1022100048,1611661320,201911,Kristi Toliver,1
1022100048,1611661320,204320,Amanda Zahui B,1
1022100048,1611661320,204365,Erica Wheeler,1
1022100048,1611661320,1628269,Nia Coffey,1
1022100048,1611661320,1630099,Te'a Cooper,1
1022100048,1611661329,201516,Allie Quigley,1
1022100048,1611661329,202664,Courtney Vandersloot,1
1022100048,1611661329,203828,Stefanie Dolson,1
1022100048,1611661329,1627674,Kahleah Copper,1
1022100048,1611661329,1628890,Diamond DeShields,1
1022100049,1611661313,204335,Betnijah Laney-Hamilton,1
1022100049,1611661313,1628244,Sami Whitcomb,1
1022100049,1611661313,1629477,Sabrina Ionescu,1
1022100049,1611661313,1630131,Kylee Shook,1
1022100049,1611661313,1630446,Michaela Onyenwere,1
1022100049,1611661323,201886,DeWanna Bonner,1
1022100049,1611661323,201896,Briann January,1
1022100049,1611661323,202662,Jasmine Thomas,1
1022100049,1611661323,1627673,Jonquel Jones,1
1022100049,1611661323,1628280,Brionna Jones,1
1022100050,1611661324,201480,Sylvia Fowles,1
1022100050,1611661324,203406,Layshia Clarendon,1
1022100050,1611661324,203825,Kayla McBride,1
1022100050,1611661324,1629483,Napheesa Collier,1
1022100050,1611661324,1629524,Bridget Carleton,1
1022100050,1611661330,203026,Tiffany Hayes,1
1022100050,1611661330,203403,Tianna Hawkins,1
1022100050,1611661330,203824,Odyssey Sims,1
1022100050,1611661330,204322,Elizabeth Williams,1
1022100050,1611661330,1627675,Courtney Williams,1
1022100051,1611661321,1627669,Moriah Jefferson,1
1022100051,1611661321,1628277,Allisha Gray,1
1022100051,1611661321,1629481,Arike Ogunbowale,1
1022100051,1611661321,1630149,Satou Sabally,1
1022100051,1611661321,1630454,Charli Collier,1
1022100051,1611661328,100720,Sue Bird,1
1022100051,1611661328,203855,Stephanie Talbot,1
1022100051,1611661328,204319,Jewell Loyd,1
1022100051,1611661328,1627668,Breanna Stewart,1
1022100051,1611661328,1628920,Mercedes Russell,1
1022100052,1611661322,201919,Shavonte Zellous,1
1022100052,1611661322,202250,Tina Charles,1
1022100052,1611661322,204333,Natasha Cloud,1
1022100052,1611661322,1628878,Ariel Atkins,1
1022100052,1611661322,1628899,Myisha Hines-Allen,1
1022100052,1611661324,201480,Sylvia Fowles,1
1022100052,1611661324,203406,Layshia Clarendon,1
1022100052,1611661324,203825,Kayla McBride,1
1022100052,1611661324,1629483,Napheesa Collier,1
1022100052,1611661324,1629524,Bridget Carleton,1
1022100053,1611661328,100720,Sue Bird,1
1022100053,1611661328,204319,Jewell Loyd,1
1022100053,1611661328,1627668,Breanna Stewart,1
1022100053,1611661328,1628920,Mercedes Russell,1
1022100053,1611661328,1629478,Katie Lou Samuelson,1
1022100053,1611661330,203026,Tiffany Hayes,1
1022100053,1611661330,203824,Odyssey Sims,1
1022100053,1611661330,204322,Elizabeth Williams,1
1022100053,1611661330,204323,Cheyenne Parker-Tyus,1
1022100053,1611661330,1627675,Courtney Williams,1
1022100054,1611661325,202638,Jessica Breland,1
1022100054,1611661325,202650,Jantel Lavender,1
1022100054,1611661325,202658,Danielle Robinson,1
1022100054,1611661325,1627676,Tiffany Mitchell,1
1022100054,1611661325,1628909,Kelsey Mitchell,1
1022100054,1611661329,201496,Candace Parker,1
1022100054,1611661329,202664,Courtney Vandersloot,1
1022100054,1611661329,203828,Stefanie Dolson,1
1022100054,1611661329,1627674,Kahleah Copper,1
1022100054,1611661329,1628890,Diamond DeShields,1
1022100055,1611661317,203398,Brittney Griner,1
1022100055,1611661317,203400,Skylar Diggins,1
1022100055,1611661317,1628915,Kia Nurse,1
1022100055,1611661317,1629488,Brianna Turner,1
1022100055,1611661317,1630136,Megan Walker,1
1022100055,1611661321,1627669,Moriah Jefferson,1
1022100055,1611661321,1628277,Allisha Gray,1
1022100055,1611661321,1629481,Arike Ogunbowale,1
1022100055,1611661321,1630149,Satou Sabally,1
1022100055,1611661321,1630454,Charli Collier,1
1022100056,1611661320,201911,Kristi Toliver,1
1022100056,1611661320,204320,Amanda Zahui B,1
1022100056,1611661320,204365,Erica Wheeler,1
1022100056,1611661320,1628269,Nia Coffey,1
1022100056,1611661320,1630099,Te'a Cooper,1
1022100056,1611661322,201919,Shavonte Zellous,1
1022100056,1611661322,202250,Tina Charles,1
1022100056,1611661322,204333,Natasha Cloud,1
1022100056,1611661322,1628878,Ariel Atkins,1
1022100056,1611661322,1628899,Myisha Hines-Allen,1
1022100057,1611661328,100720,Sue Bird,1
1022100057,1611661328,204319,Jewell Loyd,1
1022100057,1611661328,1627668,Breanna Stewart,1
