feature,target,level,rationale,real_r2,p_correct_level,null_sd_correct,p_row_level_NAIVE,null_sd_row,inflation_correct_over_row
draft_bucket,pts,ps_block,"player-season: draft slot is constant within a player; reassigns WHOSE draft slot a player gets, inside the same season",0.1278236391282076,0.001996007984031936,0.025660474778322062,0.001996007984031936,0.01934397752651396,1.3265355970947728
draft_bucket,minutes,ps_block,"player-season: draft slot is constant within a player; reassigns WHOSE draft slot a player gets, inside the same season",0.07928168364420063,0.001996007984031936,0.022825166315383047,0.001996007984031936,0.016332278655363856,1.3975494048949988
pos_group,pts,ps_block,player-season: listed position is constant within a player,-0.028285666302112933,0.1996007984031936,0.006861412979823082,0.1217564870259481,0.004857895595712083,1.4124249573991345
pos_group,minutes,ps_block,player-season: listed position is constant within a player,-0.05556194513910828,0.1497005988023952,0.00868437910981121,0.08982035928143713,0.005871884588860545,1.4789764646066446
depth_bucket,pts,gt_block,"game-team: reshuffles WHO occupies which depth slot on the same roster on the same night, preserving that night's depth-slot marginal exactly",0.33875294551690527,0.001996007984031936,0.021603850421679248,0.001996007984031936,0.029292246777962258,0.7375279399166027
depth_bucket,minutes,gt_block,"game-team: reshuffles WHO occupies which depth slot on the same roster on the same night, preserving that night's depth-slot marginal exactly",0.487898239345254,0.001996007984031936,0.027293525199624094,0.001996007984031936,0.033248732581209375,0.8208891912785005
