P0_champion,P1_ref_D076,P2_position,P3_draft_bin,P3_draft_ols,P4_teamrole,P5a_draft_x_depth,P5b_pos_x_draft,P5c_additive,league,P1full_running_mean,P5d_blend_k1,P5e_careerblend_k1,P5d_blend_k2,P5e_careerblend_k2,P5d_blend_k3,P5e_careerblend_k3,P5d_blend_k5,P5e_careerblend_k5,P5d_blend_k10,P5e_careerblend_k10,P1c_career_mean
21.739087169223925,21.44873549967577,22.546596398509326,24.790925091117252,27.605982715276447,20.95364364364364,22.06525215691882,24.76224654257145,24.81572969783479,21.737717717717715,21.6,23.207864848917396,27.731284738318223,23.74381979855653,27.645533119480476,24.01179727337609,27.564681593147743,24.27977474819566,27.4160895988065,24.523390634395263,27.106522943928915,27.82239583333333
21.739087169223925,29.916666666666668,22.546596398509326,24.790925091117252,27.605982715276447,28.748264123890163,26.979315701840452,24.76224654257145,32.61035017808131,21.737717717717715,25.758333333333333,28.042338948249323,28.02481422092396,29.184341755707322,28.1558295339856,29.86954344018212,28.279566218543813,30.652631079581887,28.50750221641421,31.468347370623317,28.9845775607941,27.885858585858585
28.507103825136614,30.858333333333334,22.546596398509326,24.790925091117252,27.605982715276447,28.748264123890163,26.979315701840452,24.76224654257145,32.61035017808131,21.737717717717715,27.772222222222222,28.981754211186995,28.1326766717547,29.70747340456586,28.257056491374886,30.191286200151765,28.374713077502086,30.796052194634154,28.59192523650615,31.493859111344594,29.04856443441242,28.000980392156862
29.419331526648605,30.972222222222225,22.546596398509326,24.790925091117252,27.605982715276447,26.322990219949677,24.56428108436305,24.76224654257145,30.185076274140826,21.737717717717715,28.629166666666666,28.9403485881615,28.150511377985392,29.147803202491385,28.205499618422028,29.29598506986988,28.25759374094094,29.4935608930412,28.353967867600936,29.740530672005352,28.557424357216483,28.092380952380953
27.1924163096938,28.7125,22.546596398509326,24.790925091117252,27.605982715276447,24.2870967657553,23.30322579072579,24.76224654257145,28.14918281994645,21.737717717717715,27.29,27.43319713665774,27.92745539153008,27.535480805698988,27.933290323856827,27.61219355747992,27.93882602888477,27.719591409973226,27.949087335765828,27.862788546630966,27.970836844915894,27.921296296296294
26.449069014369567,27.860000000000003,22.546596398509326,24.790925091117252,27.605982715276447,24.2870967657553,23.30322579072579,24.76224654257145,28.14918281994645,21.737717717717715,26.816666666666666,27.007026117135208,27.83594340754245,27.149795704986612,27.84397518734768,27.260838717759928,27.851605378162652,27.422355827248385,27.865775732533308,27.64948926246653,27.895925422683643,27.827477477477476
27.16634570220761,28.097222222222225,22.546596398509326,24.790925091117252,27.605982715276447,24.2870967657553,23.30322579072579,24.76224654257145,28.14918281994645,21.737717717717715,27.16904761904762,27.291564519159973,27.873055969742218,27.38685544146958,27.879959140997325,27.46308817931727,27.886525572191207,27.577437286088802,27.898742188365866,27.745597737223402,27.924829754155514,27.865789473684213
26.841992449247236,27.771428571428572,22.546596398509326,24.790925091117252,27.605982715276447,24.2870967657553,23.30322579072579,24.76224654257145,28.14918281994645,21.737717717717715,27.0,27.127686979994053,27.82164623716533,27.22983656398929,27.82963493430633,27.313413496349032,27.83724321729776,27.441993392287095,27.85142229014543,27.63843489997025,27.881806017676148,27.813247863247863
27.25195099767532,27.877083333333335,22.546596398509326,24.790925091117252,27.605982715276447,24.2870967657553,23.30322579072579,24.76224654257145,28.14918281994645,21.737717717717715,27.17962962962963,27.276584948661313,27.841036979348285,27.35591202786905,27.848373785076816,27.422017927208834,27.85536934402727,27.52589862617135,27.86842772073479,27.689920782427958,27.896503230655956,27.833333333333332
26.78472625694009,27.575925925925926,22.546596398509326,24.790925091117252,27.605982715276447,24.2870967657553,23.30322579072579,24.76224654257145,28.14918281994645,21.737717717717715,26.978333333333335,27.08477419575271,27.777361495713013,27.173474914435523,27.786008503253324,27.24852936870559,27.79426246499635,27.368616495537708,27.80969378477679,27.563758076639893,27.842977023518912,27.76829268292683
26.89381863624597,27.54666666666667,22.546596398509326,24.790925091117252,27.605982715276447,24.2870967657553,23.30322579072579,24.76224654257145,28.14918281994645,21.737717717717715,27.006060606060604,27.101320790551092,27.76587246868092,27.18192556204304,27.77458406757332,27.251015366179,27.782908484292722,27.363286297899933,27.79849462623544,27.550404517434814,27.832214644861494,27.75674603174603
27.095586991455306,27.572727272727274,22.546596398509326,24.790925091117252,27.605982715276447,24.2870967657553,23.30322579072579,24.76224654257145,28.14918281994645,21.737717717717715,27.075,27.157629447688187,27.767405670150296,27.22845468856378,27.775889606812434,27.28983656398929,27.784004676663173,27.39093612351366,27.79922043263331,27.563264918157476,27.832235752191153,27.758527131782945
