P0_champion,P1_ref_D076,P1full_running_mean,P1c_career_mean,P2_position,P3_draft_bin,P3_draft_ols,P4_teamrole,P5a_draft_x_depth,P5b_pos_x_draft,P5c_additive,P5d_blend_k1,P5d_blend_k2,P5d_blend_k3,P5d_blend_k5,P5d_blend_k10,P5e_careerblend_k2,P5e_careerblend_k3,P5e_careerblend_k5,league
-0.0,0.04698855116609544,0.07296304484364372,0.05023891609515179,-0.005536950931564971,0.0020509492257780562,-0.012158537335350335,0.07164068281986827,0.044261479097204494,-0.005117647940278564,0.06715922382089223,0.0819298835053314,0.08125683425633262,0.07969965834216979,0.07705895689335297,0.07345810269237722,0.05148397818964366,0.05093996810843624,0.05057352731435303,4.26153627569042e-05
-0.0,-0.00018861367666409305,0.003584760259397942,-0.005225460254492643,0.005651066482402057,0.03426668195808763,0.04135228938673679,0.011961431352393071,0.007951770400147882,0.033470740503997704,0.014009144510243338,0.008452004430043993,0.008885095444726137,0.009415568598516305,0.010287932219431984,0.01153716289061434,-0.00698524932359059,-0.006619574821442323,-0.006086520139911944,-1.539993210423975e-05
-0.0,-0.009094231776723772,-0.022569686087707364,0.0001165023694356231,0.000555131056459378,0.010021810415018349,0.026756932416910035,-0.020826306051728093,-0.012698054757121123,0.005209398609340304,-0.007879387180578325,-0.021766444916200042,-0.02006576637757625,-0.018420025015873028,-0.016052256717357584,-0.013052285578293334,-1.0847714051476679e-05,0.0003012356100668289,0.0009588637199255258,-7.624684204249717e-07
-0.0,-0.008617071997621191,0.01848276330359162,0.004172378169290727,0.009292415892609427,-0.02733184294898836,-0.05271522509210647,0.018929752548157507,0.012571602289410715,-0.01956118169799692,0.006955234144152775,0.010195766191556035,0.008541465577003825,0.007863390276916463,0.00732006503159332,0.00699118005980023,0.008404230701839205,0.009272656901184466,0.010275798183197762,1.0588848711277781e-05
-0.0,0.016274967927061252,0.05660588095153088,0.009043682488227147,0.0050317507533136525,-0.028027927849854455,-0.02679561517306292,-0.004795890949424487,-0.019190411185970896,-0.016186178637161038,-0.024091923390602208,0.01671523329063668,0.004182264044908125,-0.0022874272670729404,-0.009025936497297516,-0.015523984774649773,0.010790174630474174,0.01038587558867409,0.009457473021178072,-1.1821860735677896e-05
-0.0,0.032893369958186945,0.05502766042687511,0.0282525211009783,-0.0021691279570223497,-0.028355554573465055,-0.035915945762218196,0.031928429663490555,0.007703221456821295,-0.029663352963315306,0.009571233391640406,0.03431613380048416,0.02628346077667003,0.022148395218264633,0.017920292614669646,0.014037415615846713,0.023197979034614704,0.02245489299573633,0.021453848622947656,-1.9863244045282348e-05
-0.0,0.03533191769678809,0.00926516964961612,0.03061199351981819,-0.002037912115407256,0.033681204556209425,0.01844247096306896,0.015029046771627407,0.021122346366082657,0.030647283354508073,0.0354455896308397,0.02180134905542689,0.025001519052916418,0.026975056815666896,0.02930959460369631,0.031830801990393835,0.03072363133407511,0.03148115579621027,0.032469904437627276,-1.6604637886815437e-05
-0.0,-0.0301798733976637,-0.04456340504861122,-0.02578824528341945,-0.0010361509638074924,0.015186851987877762,0.007911824106997574,-0.026426524441142497,-0.016824537360835848,0.013085259416859028,-0.020957882856451313,-0.039902371380249144,-0.03659986868449118,-0.03422867779190239,-0.031114632272230616,-0.02734251482006305,-0.02517806672938448,-0.02536053388284445,-0.025466560355122708,8.083390876764876e-07
-0.0,0.004261990817912981,-0.026781991791504724,-0.017337976184344545,0.016451605268342363,0.005060472822390918,0.00170108066666209,-0.011113203106185666,-0.0012133526416846527,0.016686162184185522,-0.006822035838227106,-0.020164335126983905,-0.01801927627195255,-0.016365766446455387,-0.014141391524532572,-0.011419881325143245,-0.014112231045831978,-0.01436294698510659,-0.014664156491865005,-2.5999079997072934e-05
-0.0,-0.03405339847224338,-0.07750655431923324,-0.07361354949553531,0.0027683825079339508,0.002705891903002232,-0.0033861329252629084,-0.022431223814699197,-0.021542994162880674,0.00314676317866824,-0.01335515378595555,-0.056486488700041707,-0.045793607798346354,-0.03943281511441356,-0.032130242104579765,-0.02441952266556916,-0.0697322378432559,-0.06796954503099488,-0.06469583219457951,1.3137244932047041e-05
-0.0,-0.011865539933038866,-0.05164987958880625,-0.11470057436633646,-0.006534176570660408,-0.028182869226016115,-0.020687426552707913,-0.04669059527879728,-0.027960402583357438,-0.025217451813507773,-0.06972680478647096,-0.06098423112138625,-0.06362332264037715,-0.06497276289075948,-0.06637885034200955,-0.0677624837359734,-0.10894471020195762,-0.10670201693142511,-0.10347896838954243,-2.8649870727619902e-05
-0.0,0.047111615407632576,0.06000658841663775,0.024916468760541648,-0.0023569305913533254,-0.002027629225592544,0.01607342052554753,0.013228697683979199,0.003917767166418144,-0.009704483121409492,0.019915673463866825,0.04748554285366501,0.040253117941858416,0.036099935891748036,0.03144492861428983,0.026645635060389534,0.030561170436746717,0.0299351187033642,0.02890104537852321,5.1647593824673043e-05
-0.0,0.020924191950443993,0.034021393334892194,0.0339217484077134,0.00575715283610615,0.041714007212506926,0.05459787516510392,0.03535043471915955,0.03187429629662659,0.0367100259596799,0.06471068810987485,0.04877589981694434,0.05363371473863046,0.05622031364291645,0.058927828178764435,0.06150091958141483,0.034188953428716896,0.03426913730694273,0.03459581765295128,8.199409214143005e-06
-0.0,-0.03319181364037064,-0.026602900021903277,-0.02168498365734328,-0.012378932162918792,-0.02640214972583639,-0.0208199745136898,-0.0075825407979729096,-0.023432197554123513,-0.029461364741822937,-0.03820222695632632,-0.028820363126581594,-0.031084746592662894,-0.032450217732606354,-0.03402693191558763,-0.035710431957326684,-0.022840278223944507,-0.023766482960633002,-0.02504836772589625,-2.1718968650222673e-05
-0.0,0.003946967000252624,0.024487175518725614,0.058009589900135196,-0.006291487855300254,0.026749606217362217,0.038541065128018345,-0.001920460564345011,0.006357511259375494,0.022970227399378117,0.020714702961393994,0.024167672179153582,0.024071548010726185,0.023739779914411386,0.02313573104362605,0.022274473484281923,0.061543879248164214,0.061598257003042806,0.06103627693981962,8.521452594289078e-06
-0.0,-0.006627885070200347,-0.032883525973856714,-0.05457298970924759,0.0057800007811568644,0.013158297213995165,0.011433346483505491,0.021332768262382364,0.016221879814730118,0.015347723117097168,0.01702573753175121,-0.007865846583849345,-0.0012596530794021122,0.0023670036269136767,0.006394859095497724,0.01063137164252724,-0.04972352808059229,-0.04835658514828243,-0.04568195399097419,-1.1785495159402098e-05
-0.0,-0.006680442987316177,-0.03827474588021603,-0.0557319929758097,-0.005345878144537189,-0.012523928644333862,-0.04818518015636315,-0.029449279788927158,-0.014459477352820575,-0.008756283284465571,-0.03871237972650306,-0.041863983774538954,-0.04257329353862482,-0.04251592687523896,-0.04203822443474463,-0.04105751329195773,-0.05048873257911923,-0.04921155521566954,-0.047511986325443865,1.5972967412330256e-05
-0.0,-0.022331209193103496,-0.09849003487873102,-0.11276711146044968,-0.006303031734729108,-0.03224264779457462,-0.05933240601292798,-0.04617275221861417,-0.04588137054866522,-0.025000459609872613,-0.08160844826979108,-0.09866954517487007,-0.09632257880007163,-0.09435307164703437,-0.09157209886060107,-0.08800522788366319,-0.10366547707222583,-0.10191675893444571,-0.0997630255779913,1.7264541766503258e-05
-0.0,-0.01423045442600021,-0.007873500576897284,0.007662357809154343,-0.005788327789574407,0.03196605750217711,0.048232182893677214,-0.01165276772905086,0.013036884377785293,0.023469971609244748,0.006221280138979773,-0.004223292434080103,-0.0013720895083715575,0.00034359771477182816,0.0022285943898701414,0.004045176443302456,0.012928841949169255,0.013112545176171268,0.012820440206156315,5.414153516429306e-05
-0.0,0.0020650717579943243,0.03355722239510878,-0.007379975973493442,-0.004767054059817123,-0.010928064641354542,-0.0015309480876226434,-0.005320672855722853,-0.010735361239068366,-0.017825564237844423,-0.009480482496548148,0.009983419771865579,0.0037994809515047995,0.0007102414546300001,-0.00246109550225374,-0.005495838824716273,-0.008819543659497378,-0.009920057648428744,-0.011812319946971865,2.580134516655478e-05
-0.0,-0.013902682160886479,-0.017960719887835087,-0.04463460144376925,0.005435855505493787,-0.02009854598943211,-0.023289454746561383,0.00957826352744126,-0.004716301971699077,-0.015443880059689632,0.0011928001633296557,-0.015757943147453195,-0.013274198463541484,-0.011290206776596211,-0.008540117662075358,-0.005049831625091064,-0.03843302805647958,-0.03744146718484386,-0.03569071353994352,-2.6391743626997116e-05
-0.0,-0.00881302667802719,0.03938679592677347,0.017884104006841213,0.0028268376776598844,-0.023426017016094383,-0.04205473307501095,0.026717953377106453,0.0012353526729083958,-0.015989371578315138,0.013210119900454887,0.019532096721210947,0.015929387181657657,0.01457976879786411,0.013593120131165464,0.013094001113568997,0.028291498458522316,0.02925440559739666,0.030122402064706538,-1.1446253427375348e-05
-0.0,0.06594739049709064,0.060884683916454005,0.07142985907827795,-0.0068873819842036705,0.047924051165387296,0.05427195422424643,0.02600674731027924,0.03457670785441486,0.041475789850013794,0.06498210720287298,0.07316042614810889,0.07396718118765348,0.07334733079002181,0.07184224719898007,0.06949133030672626,0.08592360694991566,0.08798991504814134,0.09065694911374969,-1.7020021263158972e-06
-0.0,-0.017410957893265924,-0.03192952114981445,0.007032042737693359,0.008507185432199093,-0.029273842815845767,-0.03165742904410565,-0.0371785454668158,-0.03819211180760763,-0.01813148208840081,-0.05211999771196525,-0.042018446061268484,-0.045589894435164494,-0.04728113518600418,-0.04891910690873586,-0.05037578758756671,0.00014853341570298206,-0.0011630404155512613,-0.003580064386286821,-5.1369715513237176e-05
-0.0,-0.03755355493272795,-0.035450496056026036,-0.062010392835411286,-0.005663179378831355,-0.032100700587134656,-0.03301202033884012,-0.036106489179795385,-0.025735324022361554,-0.02662089175808771,-0.06435988938789475,-0.045317665659542775,-0.04957437168618912,-0.05220104211256212,-0.05535180769026009,-0.05887336251926638,-0.07232443739117117,-0.07262317752706277,-0.07259057663130161,1.895576643985324e-05
-0.0,-0.05170435791589865,-0.08760287360772373,-0.011940582677187455,-0.00536047674591544,-0.015760972291908686,0.00889042719355438,-0.04083393058518647,-0.03485254151115472,-0.012544480572789826,-0.05360595410078544,-0.06952969612606631,-0.06438642143215059,-0.061758693090260525,-0.05906658027317478,-0.056569307066558626,-0.016019860973531606,-0.01707107726075137,-0.01877038563801992,-2.5271698139715373e-05
-0.0,-0.07331115282957835,-0.06608986486832275,-0.08069480101143375,-0.0068073274519112,-0.05881706160612314,-0.06856208030568711,-0.022192325597114787,-0.02186421473764832,-0.05061684499834873,-0.06018399990743265,-0.06389761904636247,-0.06281036690065946,-0.06229068116711702,-0.06173258556097859,-0.06113525290080055,-0.0857760187737979,-0.08584642703691334,-0.08577549204708991,-2.1426242345946182e-05
-0.0,0.04232193755467033,0.03286436926526044,0.06012355347409799,0.0013360378607707123,-0.0055808922820644305,0.004357421962648394,0.03309815051003239,0.012077021064555462,-0.004135100724066422,0.035555670922900164,0.036235091060817605,0.03663698037326283,0.03673157970231539,0.03669091175903195,0.03643879149618622,0.050271920232041974,0.04823508209692413,0.04563585156422308,6.047208079411936e-06
-0.0,0.022347920991783714,0.02325088085377142,0.06269114040847112,0.002348966381160728,0.008707449721598886,0.012240893735847623,0.027325204894127354,0.024598369879833413,0.007707371475610846,0.03558936374703817,0.03928028908995852,0.041353397757465694,0.041559187009736015,0.04095670684736618,0.0394118078077541,0.06354865292735007,0.06416877243957608,0.06509920734938547,-5.3150072747231974e-06
-0.0,-0.049633377442990415,-0.04960498833575595,-0.018090856908153444,0.0037356083905125915,0.014507283658451867,0.021235738709324874,-0.016293146646688572,-0.014099675866947131,0.013099255073453615,-0.0066896079973331034,-0.03933911835056385,-0.032226394071550174,-0.027762976118812517,-0.02237794333256905,-0.01631631037122353,-0.018926394414438885,-0.018934287006369944,-0.018783897031106778,3.3989314939535973e-06
-0.0,0.06916086756729903,0.03712400887483071,0.07000298833755107,-0.007572933704441016,0.041817192873542824,0.05603484728331875,0.051183955904367695,0.037693897950230065,0.03322817634217877,0.05674365230979395,0.04556365399199969,0.0496537361597066,0.05155113776708558,0.053351144962587235,0.05491407750078321,0.0665377802520569,0.06552100053235155,0.06395997865483666,1.319948258862783e-05
-0.0,0.07977720682953529,0.09028510893008174,0.08849399549518593,-0.00815440816775377,0.024496812919858762,0.005954590943545286,0.044800799077420336,0.026785223271446616,0.012765991098748252,0.05866246086882462,0.07611468647488559,0.07164007629006139,0.0690092250089628,0.06602838711238275,0.0629434602689205,0.09285103584722612,0.09260347254734218,0.09183180437490736,8.534408830058667e-06
-0.0,0.023074274376551393,0.0012076642997225805,-0.02034516612040364,0.0051467787878064775,-0.041181089727522276,-0.03958930016292685,-0.001186472641185945,0.0008580469818065032,-0.037904491768064895,-0.03522871295312204,-0.00991713904854239,-0.015153769905897032,-0.018656060107542376,-0.022957872350265623,-0.027787418222444554,-0.02669877637967476,-0.027515417332604476,-0.02835687354790654,-5.438640676419758e-06
-0.0,0.02029545804541836,0.09938108314273833,0.13660693174833466,-0.0034087175964319988,0.0041761157019522795,0.034220282047701195,0.051025436975319374,0.024842587521284275,0.0016664899974804866,0.05141872751457366,0.08557520536481941,0.07818212867926275,0.0733312567990076,0.06745833676906896,0.06099778709092578,0.12667958063825221,0.12519358225072533,0.1229523612837297,7.235187020500313e-06
-0.0,-0.003712747813686153,0.03264070574320124,0.03276126880103351,-0.004504497296324053,0.014452941005240891,0.021411281491409712,0.03260469401216728,0.028391086942746026,0.006525827765945035,0.028792194137484843,0.03312458929597702,0.03303026163186057,0.032722483700640674,0.03209634948829335,0.03106704922783942,0.03491305886910813,0.03466506060851249,0.03394909429278471,1.614212552696927e-05
-0.0,0.04508141354246638,0.028592593269829894,-0.0394283473864447,0.00965409373009414,0.012493281693886261,-0.0016468380385327682,0.01748462582226585,-0.0020941478958205104,0.011259764106374586,0.026350365124689423,0.02749562556800076,0.02688697193408303,0.026597269798563517,0.02636058365853063,0.02624415649466232,-0.021858177180410894,-0.01988759548162913,-0.017657609525861144,-1.8900707421232758e-06
-0.0,-0.04618554245148325,-0.04107225185531279,0.02805405701261611,0.0029291289644978935,-0.029847442186318986,-0.028615653880893148,-0.011716855260292685,-0.023236941711832975,-0.020304660754364542,-0.032839029745185704,-0.03413901614752987,-0.03183550815927823,-0.03109796351490288,-0.03082017519128999,-0.031175175225256917,0.014566828803517689,0.012845466441122614,0.01060287965019631,-6.296477534330106e-06
-0.0,-0.012634360290414115,-0.04414852938074995,-0.03010382862516108,-0.003225885855702773,-0.008996874578931835,0.00018140799039644486,-0.030526377039408026,-0.017291839248279192,-0.008528491409097675,-0.03376980202811231,-0.035348661514061706,-0.0337031255134465,-0.03317401702727918,-0.03291098317658274,-0.032995827863698535,-0.02528426265349292,-0.02449599700195721,-0.02355614099968685,-3.4846514620762298e-06
-0.0,0.027747329228448435,0.011984768428587492,0.07274805005777561,-0.0027433797865572714,0.027713164274488906,0.03441586600400418,0.05436170535689172,0.04385910954914747,0.02004020968196763,0.0646475184424598,0.046573004295944444,0.05340388886188814,0.05647428145519322,0.05933015192375552,0.06177259398411465,0.06853917466075854,0.06715648360464901,0.06549313300531308,8.33615546193928e-06
-0.0,0.0551834648883589,0.07206880225362315,0.06812459518398294,0.006929578744805225,0.01579500855198837,0.02396764033444146,0.02631051416726826,0.02550891806925477,0.025887648836933713,0.05952219252340039,0.06485204149065477,0.06300779764588382,0.06203448600309422,0.061054641887121064,0.060221069038435715,0.07332490488940463,0.07320451085241095,0.07275305433773743,-6.2715158312093556e-06
-0.0,-0.027082295360256504,0.025233280234251233,0.051735457008028625,-0.003130152973735132,0.023306141688872465,0.04313976375498207,0.03367326519441236,0.030523354160712075,0.018740320464366984,0.04007615874143609,0.03669659740472684,0.039422013479543924,0.04037890785465399,0.04093423174683804,0.040950506566890484,0.047898855332383285,0.04802565969130268,0.04847286422155955,2.3142981295232734e-05
-0.0,0.026991947882829742,0.034968106334463386,0.04575672976578121,0.0033814268102220035,-0.00896872758321699,0.003269027608194868,0.05498737122285222,0.04885301887610738,-0.0015408410028601993,0.05702654944153317,0.04499754325835988,0.04958537268820073,0.051679410921740714,0.05362427221001638,0.05525219564699975,0.04111502768812602,0.04071843846115943,0.04060877171882306,1.2816529442266194e-05
-0.0,0.027155805805289097,0.05887794239026488,0.0136291568995555,0.008138285397097295,0.02343940148652435,0.021748677335866322,0.004091351972053432,0.005553764784478385,0.026115645635380092,0.03591197888765489,0.04184064326450035,0.03842866576608616,0.037126512151730955,0.036162507681448776,0.035682109064842656,0.017146575720473532,0.016437779840669405,0.015488502869289515,-3.9478075777502766e-05
