target,real_dr2,random_tier_mean,random_tier_sd,random_tier_max
pts,0.0347460002892453,0.002797134980416647,0.0009961005902157391,0.006537566999060829
minutes,0.053708063781484204,0.00013048013776484124,0.0010677215688421537,0.002688858240306735
