cell,target,placeholder,n,n_clusters,r2_placeholder,r2_champion,dr2_vs_champion,p_cluster_vs_champion,p_row_NAIVE_vs_champion,inflation_vs_champion,dr2_vs_P1refD076,p_cluster_vs_P1refD076,dr2_vs_P1full,p_cluster_vs_P1full,p_row_NAIVE_vs_P1full,inflation_vs_P1full,mae,mae_champion,mae_P1refD076,mae_P1full,skill_mae_vs_P1full
TIER_DATA_POOR (fallback),pts,P5d_blend_k1,1061,475,0.4697732811151498,-0.029110794437623655,0.49888407555277353,0.0004997501249375312,0.0004997501249375312,1.2558163266441644,0.31382016988657,0.0004997501249375312,0.10729619275027626,0.0004997501249375312,0.0004997501249375312,1.0082905511642433,3.9927267709102225,6.0639561358648475,5.111809205696288,4.252019916011727,0.06098116900278161
TIER_DATA_POOR (fallback),pts,P5d_blend_k2,1061,475,0.4724053288230693,-0.029110794437623655,0.501516123260693,0.0004997501249375312,0.0004997501249375312,1.2588367208102562,0.3164522175944895,0.0004997501249375312,0.10992824045819564,0.0004997501249375312,0.0004997501249375312,1.0182454500735043,4.0245044008137585,6.0639561358648475,5.111809205696288,4.252019916011727,0.05350763159439087
TIER_DATA_POOR (fallback),pts,P5d_blend_k3,1061,475,0.46593081110239787,-0.029110794437623655,0.4950416055400215,0.0004997501249375312,0.0004997501249375312,1.2560297356011674,0.30997769987381807,0.0004997501249375312,0.10345372273752429,0.0004997501249375312,0.0004997501249375312,1.0261062400509993,4.073148405760102,6.0639561358648475,5.111809205696288,4.252019916011727,0.04206742061062618
TIER_DATA_POOR (fallback),pts,P5d_blend_k5,1061,475,0.4525894191201657,-0.029110794437623655,0.48170021355778947,0.0004997501249375312,0.0004997501249375312,1.248961189427885,0.2966363078915859,0.0004997501249375312,0.09011233075529211,0.0004997501249375312,0.0004997501249375312,1.03753376123258,4.142364176793263,6.0639561358648475,5.111809205696288,4.252019916011727,0.025789093509542504
TIER_DATA_POOR (fallback),pts,P5d_blend_k10,1061,475,0.43272626490655675,-0.029110794437623655,0.46183705934418046,0.0004997501249375312,0.0004997501249375312,1.2374032943966986,0.27677315367797695,0.0004997501249375312,0.07024917654168315,0.0069965017491254375,0.00849575212393803,1.052135647861326,4.234289452653505,6.0639561358648475,5.111809205696288,4.252019916011727,0.004169891888665456
TIER_DATA_POOR (fallback),pts,P5e_careerblend_k2,1061,475,0.4651717079370852,-0.029110794437623655,0.49428250237470883,0.0004997501249375312,0.0004997501249375312,1.3007369712414902,0.3092185967085054,0.0004997501249375312,0.10269461957221158,0.001999000499750125,0.0009995002498750624,0.9816773625856351,4.113231503514206,6.0639561358648475,5.111809205696288,4.252019916011727,0.0326405838257926
TIER_DATA_POOR (fallback),pts,P5e_careerblend_k3,1061,475,0.46610909589797556,-0.029110794437623655,0.4952198903355992,0.0004997501249375312,0.0004997501249375312,1.3004217938342386,0.3101559846693957,0.0004997501249375312,0.10363200753310192,0.001999000499750125,0.0009995002498750624,0.9823299303066177,4.125533585536922,6.0639561358648475,5.111809205696288,4.252019916011727,0.029747351370227215
TIER_DATA_POOR (fallback),pts,P5e_careerblend_k5,1061,475,0.4678913611340998,-0.029110794437623655,0.4970021555717234,0.0004997501249375312,0.0004997501249375312,1.2995725449723694,0.3119382499055199,0.0004997501249375312,0.10541427276922614,0.001999000499750125,0.0009995002498750624,0.9838558704489933,4.135276419657165,6.0639561358648475,5.111809205696288,4.252019916011727,0.02745600882887289
TIER_DATA_POOR (fallback),pts,league,1061,475,-0.029126126839823296,-0.029110794437623655,-1.5332402199838292e-05,0.6136931534232883,0.5077461269365318,1.328880359623548,-0.18507923806840335,0.0004997501249375312,-0.39160321520469715,0.0004997501249375312,0.0004997501249375312,1.20100927829012,6.064167466435654,6.0639561358648475,5.111809205696288,4.252019916011727,-0.42618510407252974
TIER_DATA_POOR (fallback),minutes,P0_champion,1061,475,-0.05962428675568443,-0.05962428675568443,-0.0,1.0,1.0,inf,-0.36823294936316986,0.0004997501249375312,-0.6391109812642335,0.0004997501249375312,0.0004997501249375312,1.2891339249051423,9.748011180732442,9.748011180732442,7.270426946350769,5.471450670279611,-0.7816136465750652
TIER_DATA_POOR (fallback),minutes,P1_ref_D076,1061,475,0.3086086626074853,-0.05962428675568443,0.36823294936316986,0.0004997501249375312,0.0004997501249375312,1.1202207441709418,-0.0,1.0,-0.27087803190106347,0.0004997501249375312,0.0004997501249375312,0.9650117382640332,7.270426946350769,9.748011180732442,7.270426946350769,5.471450670279611,-0.32879329166632565
TIER_DATA_POOR (fallback),minutes,P1full_running_mean,1061,475,0.5794866945085488,-0.05962428675568443,0.6391109812642335,0.0004997501249375312,0.0004997501249375312,1.2891339249051423,0.27087803190106347,0.0004997501249375312,-0.0,1.0,1.0,inf,5.471450670279611,9.748011180732442,7.270426946350769,5.471450670279611,0.0
TIER_DATA_POOR (fallback),minutes,P1c_career_mean,1061,475,0.47106380317851626,-0.05962428675568443,0.5306880899342009,0.0004997501249375312,0.0004997501249375312,1.387286773914447,0.16245514057103097,0.0004997501249375312,-0.10842289133003254,0.0004997501249375312,0.0004997501249375312,1.1886734667185526,6.352970605990485,9.748011180732442,7.270426946350769,5.471450670279611,-0.16111265345024584
TIER_DATA_POOR (fallback),minutes,P2_position,1061,475,-0.05556194513910828,-0.05962428675568443,0.0040623416165761535,0.6376811594202898,0.5047476261869065,1.4734661013627228,-0.36417060774659366,0.0004997501249375312,-0.6350486396476571,0.0004997501249375312,0.0004997501249375312,1.2882149595952745,9.716539823749464,9.748011180732442,7.270426946350769,5.471450670279611,-0.775861724666324
TIER_DATA_POOR (fallback),minutes,P3_draft_bin,1061,475,0.07928168364420063,-0.05962428675568443,0.13890597039988528,0.0004997501249375312,0.0004997501249375312,1.4398368995622666,-0.22932697896328458,0.0004997501249375312,-0.5002050108643481,0.0004997501249375312,0.0004997501249375312,1.2564331558130177,8.953290994802833,9.748011180732442,7.270426946350769,5.471450670279611,-0.63636511308349
TIER_DATA_POOR (fallback),minutes,P3_draft_ols,1061,475,0.12380898322210943,-0.05962428675568443,0.18343326997779402,0.0004997501249375312,0.0004997501249375312,1.4431583210868453,-0.18479967938537584,0.0004997501249375312,-0.4556777112864393,0.0004997501249375312,0.0004997501249375312,1.2517454872306062,8.631427173398263,9.748011180732442,7.270426946350769,5.471450670279611,-0.5775390647828258
TIER_DATA_POOR (fallback),minutes,P4_teamrole,1061,475,0.487898239345254,-0.05962428675568443,0.5475225261009387,0.0004997501249375312,0.0004997501249375312,1.380138847625714,0.17928957673776877,0.0004997501249375312,-0.09158845516329475,0.0004997501249375312,0.0004997501249375312,1.073765025510727,6.459229473823684,9.748011180732442,7.270426946350769,5.471450670279611,-0.18053325581633972
TIER_DATA_POOR (fallback),minutes,P5a_draft_x_depth,1061,475,0.2827408822170344,-0.05962428675568443,0.342365168972719,0.0004997501249375312,0.0004997501249375312,1.3974183059046574,-0.02586778039045086,0.27586206896551724,-0.29674581229151437,0.0004997501249375312,0.0004997501249375312,1.1849805730700447,7.814905608213443,9.748011180732442,7.270426946350769,5.471450670279611,-0.4283059610978952
TIER_DATA_POOR (fallback),minutes,P5b_pos_x_draft,1061,475,0.06035156540978015,-0.05962428675568443,0.1199758521654647,0.0004997501249375312,0.0004997501249375312,1.459312630188875,-0.24825709719770514,0.0004997501249375312,-0.5191351290987688,0.0004997501249375312,0.0004997501249375312,1.2631530650731022,9.036395555943237,9.748011180732442,7.270426946350769,5.471450670279611,-0.6515538749217022
TIER_DATA_POOR (fallback),minutes,P5c_additive,1061,475,0.5232540299416608,-0.05962428675568443,0.5828783166973452,0.0004997501249375312,0.0004997501249375312,1.3663605240185241,0.2146453673341754,0.0004997501249375312,-0.05623266456688807,0.004997501249375313,0.001999000499750125,1.125411543951561,6.064635245809886,9.748011180732442,7.270426946350769,5.471450670279611,-0.10841449759428445
TIER_DATA_POOR (fallback),minutes,P5d_blend_k1,1061,475,0.6205311496361363,-0.05962428675568443,0.680155436391821,0.0004997501249375312,0.0004997501249375312,1.3556579223746221,0.31192248702865105,0.0004997501249375312,0.0410444551275875,0.0004997501249375312,0.0004997501249375312,1.0246586718544668,5.293838216046719,9.748011180732442,7.270426946350769,5.471450670279611,0.03246167514543552
TIER_DATA_POOR (fallback),minutes,P5d_blend_k2,1061,475,0.6079056064598362,-0.05962428675568443,0.6675298932155207,0.0004997501249375312,0.0004997501249375312,1.363196473569379,0.29929694385235084,0.0004997501249375312,0.028418911951287353,0.017491254372813594,0.011494252873563218,1.039241059367774,5.437187654968994,9.748011180732442,7.270426946350769,5.471450670279611,0.0062621446075956655
TIER_DATA_POOR (fallback),minutes,P5d_blend_k3,1061,475,0.5960761130139847,-0.05962428675568443,0.6557003997696691,0.0004997501249375312,0.0004997501249375312,1.3658578422132615,0.2874674504064994,0.0004997501249375312,0.016589418505435875,0.21639180409795103,0.19440279860069964,1.0523543392918142,5.546649511182256,9.748011180732442,7.270426946350769,5.471450670279611,-0.01374385797008415
TIER_DATA_POOR (fallback),minutes,P5d_blend_k5,1061,475,0.5792860333182672,-0.05962428675568443,0.6389103200739518,0.0004997501249375312,0.0004997501249375312,1.3675858423472491,0.27067737071078185,0.0004997501249375312,-0.00020066119028167416,0.9945027486256871,0.9880059970014993,1.0706416104480616,5.679540890139215,9.748011180732442,7.270426946350769,5.471450670279611,-0.03803200145620056
TIER_DATA_POOR (fallback),minutes,P5d_blend_k10,1061,475,0.5583632601685427,-0.05962428675568443,0.6179875469242272,0.0004997501249375312,0.0004997501249375312,1.368059153468978,0.2497545975610573,0.0004997501249375312,-0.021123434340006176,0.22338830584707647,0.19140429785107446,1.0924231454251612,5.833085610025899,9.748011180732442,7.270426946350769,5.471450670279611,-0.0660948917461055
TIER_DATA_POOR (fallback),minutes,P5e_careerblend_k2,1061,475,0.4938725713511116,-0.05962428675568443,0.5534968581067963,0.0004997501249375312,0.0004997501249375312,1.4197044708559343,0.18526390874362636,0.0004997501249375312,-0.08561412315743716,0.0014992503748125937,0.0004997501249375312,1.1553113319968333,6.316428206194858,9.748011180732442,7.270426946350769,5.471450670279611,-0.1544339128387071
TIER_DATA_POOR (fallback),minutes,P5e_careerblend_k3,1061,475,0.49485308744036194,-0.05962428675568443,0.5544773741960465,0.0004997501249375312,0.0004997501249375312,1.4202176844586665,0.18624442483287662,0.0004997501249375312,-0.08463360706818689,0.0014992503748125937,0.0004997501249375312,1.1471950137746179,6.335695762216398,9.748011180732442,7.270426946350769,5.471450670279611,-0.15795538405039133
TIER_DATA_POOR (fallback),minutes,P5e_careerblend_k5,1061,475,0.4979690565849053,-0.05962428675568443,0.5575933433405899,0.0004997501249375312,0.0004997501249375312,1.4199597247262665,0.18936039397742008,0.0004997501249375312,-0.08151763792364346,0.0024987506246876563,0.0004997501249375312,1.1360634710089796,6.3424196039195015,9.748011180732442,7.270426946350769,5.471450670279611,-0.1591842796593066
TIER_DATA_POOR (fallback),minutes,league,1061,475,-0.0568222555868203,-0.05962428675568443,0.0028020311688642437,0.0004997501249375312,0.0004997501249375312,1.435430694905342,-0.3654309181943057,0.0004997501249375312,-0.6363089500953691,0.0004997501249375312,0.0004997501249375312,1.2884264187386258,9.738812594942605,9.748011180732442,7.270426946350769,5.471450670279611,-0.7799324496961819
TIER_DATA_POOR (fallback),ppm,P0_champion,1061,475,-0.04997504841093248,-0.04997504841093248,-0.0,1.0,1.0,inf,0.22701881607630364,0.0004997501249375312,0.1623085066148409,0.009495252373813094,0.009495252373813094,1.0753842051944331,0.22334483172668512,0.22334483172668512,0.23189421455452203,0.2178737312893015,-0.025111335841212057
TIER_DATA_POOR (fallback),ppm,P1_ref_D076,1061,475,-0.27699386448723584,-0.04997504841093248,-0.22701881607630364,0.0004997501249375312,0.0004997501249375312,1.0064859386879548,-0.0,1.0,-0.0647103094614627,0.255872063968016,0.3458270864567716,0.7998824175802429,0.23189421455452203,0.22334483172668512,0.23189421455452203,0.2178737312893015,-0.06435141667722943
TIER_DATA_POOR (fallback),ppm,P1full_running_mean,1061,475,-0.21228355502577334,-0.04997504841093248,-0.1623085066148409,0.009495252373813094,0.009495252373813094,1.0753842051944331,0.0647103094614627,0.255872063968016,-0.0,1.0,1.0,inf,0.2178737312893015,0.22334483172668512,0.23189421455452203,0.2178737312893015,0.0
TIER_DATA_POOR (fallback),ppm,P1c_career_mean,1061,475,0.08217480446239922,-0.04997504841093248,0.1321498528733316,0.0009995002498750624,0.0009995002498750624,1.0258724503882601,0.35916866894963523,0.0004997501249375312,0.2944583594881725,0.0004997501249375312,0.0004997501249375312,1.0919742928920768,0.19108360012878023,0.22334483172668512,0.23189421455452203,0.2178737312893015,0.12296173109987385
TIER_DATA_POOR (fallback),ppm,P2_position,1061,475,-0.0020395658443896902,-0.04997504841093248,0.04793548256654277,0.0004997501249375312,0.0004997501249375312,1.1215313206259618,0.2749542986428464,0.0004997501249375312,0.21024398918138368,0.0009995002498750624,0.0004997501249375312,1.065606737765713,0.2165417005363582,0.22334483172668512,0.23189421455452203,0.2178737312893015,0.00611377399680435
TIER_DATA_POOR (fallback),ppm,P3_draft_bin,1061,475,0.04544842289603335,-0.04997504841093248,0.09542347130696585,0.0004997501249375312,0.0004997501249375312,1.111490580029435,0.32244228738326947,0.0004997501249375312,0.25773197792180674,0.0004997501249375312,0.0004997501249375312,1.0533950986366538,0.2090884457340576,0.22334483172668512,0.23189421455452203,0.2178737312893015,0.04032283058290509
TIER_DATA_POOR (fallback),ppm,P3_draft_ols,1061,475,0.06763965095862012,-0.04997504841093248,0.1176146993695524,0.0004997501249375312,0.0004997501249375312,1.120515722596617,0.344633515445856,0.0004997501249375312,0.2799232059843933,0.0004997501249375312,0.0004997501249375312,1.0539842309724337,0.20546509735929247,0.22334483172668512,0.23189421455452203,0.2178737312893015,0.05695332730834046
TIER_DATA_POOR (fallback),ppm,P4_teamrole,1061,475,0.06969370909085248,-0.04997504841093248,0.11966875750178498,0.0004997501249375312,0.0004997501249375312,1.0873239825607683,0.3466875735780886,0.0004997501249375312,0.2819772641166259,0.0004997501249375312,0.0004997501249375312,1.0460800086910287,0.2046971545043385,0.22334483172668512,0.23189421455452203,0.2178737312893015,0.06047804252026412
TIER_DATA_POOR (fallback),ppm,P5a_draft_x_depth,1061,475,0.05558382014438268,-0.04997504841093248,0.10555886855531507,0.0004997501249375312,0.0004997501249375312,1.138156928220313,0.3325776846316187,0.0004997501249375312,0.26786737517015596,0.0004997501249375312,0.0004997501249375312,1.0532224673306643,0.20796377839870708,0.22334483172668512,0.23189421455452203,0.2178737312893015,0.04548484496938077
TIER_DATA_POOR (fallback),ppm,P5b_pos_x_draft,1061,475,0.04121789230979378,-0.04997504841093248,0.09119294072072606,0.0004997501249375312,0.0004997501249375312,1.1204112100160981,0.3182117567970297,0.0004997501249375312,0.25350144733556695,0.0004997501249375312,0.0004997501249375312,1.062240675084076,0.2101379939626565,0.22334483172668512,0.23189421455452203,0.2178737312893015,0.0355055989580183
TIER_DATA_POOR (fallback),ppm,P5c_additive,1061,475,0.09802860960014104,-0.04997504841093248,0.14800365801107346,0.0004997501249375312,0.0004997501249375312,1.092535591427524,0.3750224740873771,0.0004997501249375312,0.3103121646259143,0.0004997501249375312,0.0004997501249375312,1.0260113238663267,0.1988045424625632,0.22334483172668512,0.23189421455452203,0.2178737312893015,0.08752403841387124
TIER_DATA_POOR (fallback),ppm,P5d_blend_k1,1061,475,0.055394559522411346,-0.04997504841093248,0.1053696079333437,0.004497751124437781,0.005497251374312844,1.0937387100619893,0.3323884240096473,0.0004997501249375312,0.26767811454818463,0.0004997501249375312,0.0004997501249375312,1.0699565151734158,0.1970697316356216,0.22334483172668512,0.23189421455452203,0.2178737312893015,0.09548649821421329
TIER_DATA_POOR (fallback),ppm,P5d_blend_k2,1061,475,0.10389892758688646,-0.04997504841093248,0.153873975997819,0.0004997501249375312,0.0004997501249375312,1.1065396036083086,0.38089279207412263,0.0004997501249375312,0.3161824826126599,0.0004997501249375312,0.0004997501249375312,1.065795832833225,0.193652473547039,0.22334483172668512,0.23189421455452203,0.2178737312893015,0.11117107876626275
TIER_DATA_POOR (fallback),ppm,P5d_blend_k3,1061,475,0.1180926353843329,-0.04997504841093248,0.16806768379526532,0.0004997501249375312,0.0004997501249375312,1.1125400881182193,0.3950864998715689,0.0004997501249375312,0.3303761904101062,0.0004997501249375312,0.0004997501249375312,1.0606017241924421,0.19295234059627353,0.22334483172668512,0.23189421455452203,0.2178737312893015,0.11438455910013468
TIER_DATA_POOR (fallback),ppm,P5d_blend_k5,1061,475,0.12371067091046961,-0.04997504841093248,0.17368571932140198,0.0004997501249375312,0.0004997501249375312,1.1152955040994808,0.40070453539770556,0.0004997501249375312,0.33599422593624284,0.0004997501249375312,0.0004997501249375312,1.052669131309473,0.19319267718730776,0.22334483172668512,0.23189421455452203,0.2178737312893015,0.1132814587419042
TIER_DATA_POOR (fallback),ppm,P5d_blend_k10,1061,475,0.11937223056162027,-0.04997504841093248,0.16934727897255267,0.0004997501249375312,0.0004997501249375312,1.1113785688451592,0.39636609504885634,0.0004997501249375312,0.3316557855873936,0.0004997501249375312,0.0004997501249375312,1.0425397382284192,0.19452763803873616,0.22334483172668512,0.23189421455452203,0.2178737312893015,0.10715423613673491
TIER_DATA_POOR (fallback),ppm,P5e_careerblend_k2,1061,475,0.16222383706791765,-0.04997504841093248,0.21219888547885013,0.0004997501249375312,0.0004997501249375312,1.1118510876677334,0.43921770155515366,0.0004997501249375312,0.37450739209369105,0.0004997501249375312,0.0004997501249375312,1.0450406199096336,0.1880164544680285,0.22334483172668512,0.23189421455452203,0.2178737312893015,0.1370393605717768
TIER_DATA_POOR (fallback),ppm,P5e_careerblend_k3,1061,475,0.165552947418119,-0.04997504841093248,0.21552799582905147,0.0004997501249375312,0.0004997501249375312,1.1196545882584592,0.44254681190535505,0.0004997501249375312,0.3778365024438924,0.0004997501249375312,0.0004997501249375312,1.0382391141568865,0.18812395102631796,0.22334483172668512,0.23189421455452203,0.2178737312893015,0.13654597131528712
TIER_DATA_POOR (fallback),ppm,P5e_careerblend_k5,1061,475,0.16706607738943402,-0.04997504841093248,0.21704112580036664,0.0004997501249375312,0.0004997501249375312,1.126864671478077,0.4440599418766703,0.0004997501249375312,0.3793496324152076,0.0004997501249375312,0.0004997501249375312,1.0314812346687974,0.1886776675257291,0.22334483172668512,0.23189421455452203,0.2178737312893015,0.1340045153254602
TIER_DATA_POOR (fallback),ppm,league,1061,475,-0.006180851754500116,-0.04997504841093248,0.04379419665643256,0.0004997501249375312,0.0004997501249375312,1.1033420191152552,0.27081301273273617,0.0004997501249375312,0.20610270327127342,0.0009995002498750624,0.0004997501249375312,1.0684167804941185,0.21705839697579585,0.22334483172668512,0.23189421455452203,0.2178737312893015,0.0037422332131586966
sub: 0 prior appearances,pts,P0_champion,71,71,-0.9159762893453283,-0.9159762893453283,-0.0,1.0,1.0,inf,0.027562343932238664,0.2158920539730135,-0.07362871110907396,0.0004997501249375312,0.0004997501249375312,1.0,5.8280496117639915,5.8280496117639915,5.876319708128176,5.7179783693207815,-0.01925002777796192
sub: 0 prior appearances,pts,P1_ref_D076,71,71,-0.9435386332775657,-0.9159762893453283,-0.027562343932238664,0.2158920539730135,0.2158920539730135,1.0,-0.0,1.0,-0.10119105504131266,0.0004997501249375312,0.0004997501249375312,1.0,5.876319708128176,5.8280496117639915,5.876319708128176,5.7179783693207815,-0.027691839419498043
sub: 0 prior appearances,pts,P1full_running_mean,71,71,-0.8423475782362531,-0.9159762893453283,0.07362871110907396,0.0004997501249375312,0.0004997501249375312,1.0,0.10119105504131266,0.0004997501249375312,-0.0,1.0,1.0,inf,5.7179783693207815,5.8280496117639915,5.876319708128176,5.7179783693207815,0.0
sub: 0 prior appearances,pts,P1c_career_mean,71,71,-0.43148046737237555,-0.9159762893453283,0.4844958219729514,0.03398300849575212,0.03398300849575212,1.0,0.5120581659051903,0.025987006496751622,0.41086711086387756,0.07946026986506746,0.07946026986506746,1.0,4.650284575396609,5.8280496117639915,5.876319708128176,5.7179783693207815,0.18672574902569983
sub: 0 prior appearances,pts,P2_position,71,71,-0.9571153387809177,-0.9159762893453283,-0.04113904943559023,0.33933033483258374,0.33933033483258374,1.0,-0.013576705503351553,0.7736131934032984,-0.11476776054466417,0.005997001499250375,0.005997001499250375,1.0,5.90709021064572,5.8280496117639915,5.876319708128176,5.7179783693207815,-0.03307319984622503
sub: 0 prior appearances,pts,P3_draft_bin,71,71,-0.6086527043340013,-0.9159762893453283,0.30732358501132623,0.0384807596201899,0.0384807596201899,1.0,0.33488592894356506,0.025987006496751622,0.23369487390225235,0.10844577711144428,0.10844577711144428,1.0,5.125529102353155,5.8280496117639915,5.876319708128176,5.7179783693207815,0.1036116663445864
sub: 0 prior appearances,pts,P3_draft_ols,71,71,-0.3891213342948805,-0.9159762893453283,0.5268549550504469,0.0014992503748125937,0.0014992503748125937,1.0,0.5544172989826855,0.0014992503748125937,0.45322624394137284,0.004997501249375313,0.004997501249375313,1.0,4.8015196387794,5.8280496117639915,5.876319708128176,5.7179783693207815,0.1602767046931387
sub: 0 prior appearances,pts,P4_teamrole,71,71,-0.5907039989121945,-0.9159762893453283,0.32527229043313294,0.0004997501249375312,0.0004997501249375312,1.0,0.35283463436537166,0.0004997501249375312,0.251643579324059,0.0004997501249375312,0.0004997501249375312,1.0,5.280376787021098,5.8280496117639915,5.876319708128176,5.7179783693207815,0.07653082156581592
sub: 0 prior appearances,pts,P5a_draft_x_depth,71,71,-0.7232227730615155,-0.9159762893453283,0.19275351628381202,0.0009995002498750624,0.0009995002498750624,1.0,0.22031586021605068,0.0004997501249375312,0.11912480517473807,0.015992003998001,0.015992003998001,1.0,5.489455740264032,5.8280496117639915,5.876319708128176,5.7179783693207815,0.03996563370768669
sub: 0 prior appearances,pts,P5b_pos_x_draft,71,71,-0.6752954757008545,-0.9159762893453283,0.24068081364447297,0.04097951024487756,0.04097951024487756,1.0,0.2682431575767116,0.026486756621689155,0.16705210253539896,0.1454272863568216,0.1454272863568216,1.0,5.299511956374981,5.8280496117639915,5.876319708128176,5.7179783693207815,0.0731843294810346
sub: 0 prior appearances,pts,P5c_additive,71,71,-0.3490353580220864,-0.9159762893453283,0.566940931323241,0.0014992503748125937,0.0014992503748125937,1.0,0.5945032752554797,0.0009995002498750624,0.49331222021416704,0.001999000499750125,0.001999000499750125,1.0,4.608729147995687,5.8280496117639915,5.876319708128176,5.7179783693207815,0.19399325245381405
sub: 0 prior appearances,pts,P5d_blend_k1,71,71,-0.3490353580220864,-0.9159762893453283,0.566940931323241,0.0014992503748125937,0.0014992503748125937,1.0,0.5945032752554797,0.0009995002498750624,0.49331222021416704,0.001999000499750125,0.001999000499750125,1.0,4.608729147995687,5.8280496117639915,5.876319708128176,5.7179783693207815,0.19399325245381405
sub: 0 prior appearances,pts,P5d_blend_k2,71,71,-0.3490353580220864,-0.9159762893453283,0.566940931323241,0.0014992503748125937,0.0014992503748125937,1.0,0.5945032752554797,0.0009995002498750624,0.49331222021416704,0.001999000499750125,0.001999000499750125,1.0,4.608729147995687,5.8280496117639915,5.876319708128176,5.7179783693207815,0.19399325245381405
