depth_quintile,n,median_prior_games,mean_team_game_idx,mean_newfaces,fallback_rate,mae_minutes,ref_mae_minutes,mae_pts,ref_mae_pts,skill_minutes,skill_pts
0,2778,3.0,6.6594672426205905,1.4683225341972643,0.38192944564434844,6.573393840623821,5.710522334641369,4.6181852180849745,4.3306201945921865,-0.15110202804883022,-0.06640273461336599
1,2894,10.0,13.786109191430546,0.10124395300621976,0.0,4.735160200320016,4.88173584347133,3.9988551926069,4.014148615340737,0.030025312276439342,0.003809879553385409
2,2961,17.0,21.31678486997636,0.09152313407632556,0.0,4.69592827031695,5.21637563723139,3.9419436222441657,4.005539217965112,0.0997718345281341,0.01587691251048451
3,2552,25.0,28.510971786833856,0.07170846394984326,0.0,4.622076265529267,5.194892400966246,4.112182132343293,4.210871570387324,0.11026525502827278,0.023436819763883898
4,2694,35.0,37.374907201187824,0.024870081662954714,0.0,4.76470953818158,5.346981167026246,4.304894111281336,4.373745784051537,0.10889726570114322,0.015742038099530675
