axis,bin,lo,hi,n,pct_rows,skill_mae_pts,champ_mae_pts,ref_mae_pts,dr2_pts,skill_mae_minutes,champ_mae_minutes,ref_mae_minutes,dr2_minutes,skill_mae_ppm,champ_mae_ppm,ref_mae_ppm,dr2_ppm,n_players,fallback_rate,mean_career_prior
pl_games_prior,0,0,1,71,0.511564233734419,0.008214341418050664,5.8280496117639915,5.876319708128176,0.027562343932237443,-0.0002815579685420122,11.112378344987338,11.109250446999457,-0.011576534606961175,0.020173576063998166,0.22763200639384465,0.2323187054697278,0.03326656285021068,71,1.0,30.169014084507044
pl_games_prior,1,1,2,470,3.386411124720801,-0.04898624272981378,6.001693496618619,5.721422505027522,-0.031344813127699434,-0.10137815419948715,9.628160117799373,8.741920366849289,-0.14519493060322786,0.035323157865881805,0.22222594562954046,0.23036309769592725,0.11887801134204157,470,1.0,40.85957446808511
pl_games_prior,2,2,3,458,3.2999495640896317,-0.3911248669300904,6.134037400539083,4.4094082036471445,-0.3413061139822867,-0.8175062778579112,9.675949145204605,5.32375005417233,-0.6327457316743132,0.0420934683867481,0.2210201115378609,0.23073244021588554,0.3727458176093914,458,1.0,42.76637554585153
pl_games_prior,3,3,4,452,3.256718783774047,0.025843019905060105,3.9896613487885313,4.0955014749262535,0.036466680063709345,-0.035631226203311606,5.144774335407928,4.967766715830876,-0.014224527292452604,0.062496710781790754,0.19886862482408618,0.21212578890248393,0.14252630051661863,452,0.12831858407079647,44.18141592920354
pl_games_prior,4,4,5,448,3.2278982635636573,0.009554224487075325,3.855479677112904,3.8926711309523805,0.004579253206290934,-0.012307654195180762,4.800985796811121,4.742615327380952,-0.009330882322790335,0.03213234365340456,0.20325137230757795,0.20999913673610063,-0.010401845427109091,448,0.006696428571428571,45.526785714285715
pl_games_prior,5,5,6,441,3.1774623531954753,0.017250565129671602,3.7880422377875913,3.85453514739229,0.013999478997616777,0.03715658667237798,4.7156463057612275,4.89762534643487,0.026151583133628864,0.01691320302809729,0.1829226928014086,0.18606972788653642,-0.0005483484286066265,441,0.0022675736961451248,46.816326530612244
pl_games_prior,6-7,6,8,873,6.290078535917574,0.01693197460197282,3.742246065754861,3.806701030927835,0.007899620735974167,0.032086687759604327,4.491200878863202,4.640085865197549,0.02539177751276045,0.016876170562920345,0.1942519395936892,0.1975864420913433,0.0086954380859382,439,0.0,48.41122565864834
pl_games_prior,8-9,8,10,850,6.124360544707832,0.005053990054240787,3.9837085490444895,4.0039444444444445,-0.00966492173831457,0.010196825589454006,4.760821926685218,4.809867304699658,0.008275136621965551,-0.003834632800793658,0.19230016376620068,0.19156558010921085,-0.022738101987695325,431,0.0,50.74
pl_games_prior,10-12,10,13,1214,8.747027883853304,-0.0020368592732040725,4.014549744207946,4.006389293024384,-0.007052829877355782,0.03371780551596981,4.744999040929837,4.910572778859435,0.028105022136630242,0.006232872649551302,0.18349684343814388,0.1846477292193972,-0.003930295853941224,416,0.0,54.378912685337724
pl_games_prior,13-16,13,17,1541,11.10310541105267,0.01414627263471957,3.9941597687704617,4.051473010549909,0.006005214976445905,0.08483698205389123,4.663471375285978,5.095782154475779,0.06821929250850678,0.006054731040496142,0.17558914253501345,0.1766587638359869,-0.00028428225471022195,395,0.0,58.83517196625568
pl_games_prior,17-24,17,25,2830,20.390518048850783,0.017950963704851164,4.020074991231596,4.093558307839311,0.01531634057690534,0.09884304882357975,4.817022476020599,5.345375708118536,0.08282211131681438,0.006702292732067128,0.17580489650348005,0.17699114295454454,-0.00226592045569185,374,0.0,65.51696113074205
pl_games_prior,25+,25,999,4231,30.484905252539807,0.01844013235235764,4.221715934451487,4.301027449878368,0.006424401620036768,0.11287421567619293,4.644893434655319,5.235890464164324,0.08016601877324969,0.0005151994984228248,0.1690017387180093,0.16908885321037218,-0.00621608673011198,324,0.0,85.54691562278421
pl_career_games_prior,1-2,1,3,211,1.5202824410980618,-0.41649555527657944,6.138276472933362,4.333424450269331,-0.7445784853392388,-0.4807088108878508,11.343553461251968,7.660894145993659,-0.8226799221736394,-0.11720585235599179,0.27908881213644854,0.24980965821822276,0.04028585843491728,111,1.0,1.4881516587677726
pl_career_games_prior,3-5,3,6,297,2.1399236256214427,-0.03178363737380541,3.397379285024249,3.2927245228191295,-0.008662239567273633,-0.04846917064513789,5.2018840818755985,4.961408716171221,-0.03140826781406569,0.024165818572709274,0.22247377855069325,0.22798317868441026,0.013740695699528294,104,0.08417508417508418,4.0
pl_career_games_prior,6-9,6,10,402,2.8964622811441747,0.013772200056204276,3.072775479139046,3.1156853206877364,0.0023026827598742194,0.03471297148692298,5.073023384944092,5.255455874879568,0.025212774545072758,0.024184575461084323,0.19714286425971664,0.20202884613436908,0.030438361064162867,105,0.03233830845771144,7.490049751243781
pl_career_games_prior,10-19,10,20,964,6.945745370703941,-0.015991997431305416,3.272426538569825,3.220917632071295,-0.021799777126959463,0.04892650224854578,5.335927521916599,5.610426044392887,0.03485026525426316,0.02266392422370822,0.19719537740054946,0.2017682374447484,0.050041946464581044,125,0.05912863070539419,14.553941908713693
pl_career_games_prior,20-39,20,40,2444,17.609337848548165,0.013456140458065757,3.8328311170222693,3.8851096988246474,0.008280712572361293,0.02659354438353867,5.4102078534786715,5.55801517676639,0.021028532021352353,0.03011094350918786,0.19879325607823073,0.20496494392615505,0.03581824435117131,239,0.1239770867430442,30.4120294599018
pl_career_games_prior,40-79,40,80,4961,35.74465019093595,0.011345557807985962,4.203880452475564,4.252123161612313,0.004109765687072997,0.06005037182123707,4.9874945820542305,5.306129639859479,0.04519726774667143,0.006781312798769146,0.17787947041465776,0.17909396259538815,0.008158288649297019,254,0.054222938923604115,57.997177988308806
pl_career_games_prior,80+,80,9999,4578,32.985085380791126,-0.002401688513804734,4.6135540330605584,4.602500261048815,-0.0055961098933083875,0.05243725303059399,4.616763407100382,4.872250858179256,0.04926077914864513,0.006694546332280948,0.16467302505184886,0.1657828661302562,0.005701281870014174,163,0.035168195718654434,111.5740498034076
pl_minutes_prior,0,0,1,80,0.576410404207796,0.00608581842954492,6.101801152375579,6.139162983603171,0.020582936034001964,-0.0017972912134744945,11.733596642186233,11.712545786556637,-0.018177099275487052,0.016101307992466563,0.24059635022192638,0.24453366202877747,0.02779882520469501,80,1.0,27.7875
pl_minutes_prior,1-24,1,25,655,4.71936018445133,-0.3017730841209392,4.7114244803422425,3.6192363613999374,-0.4737172689079938,-0.4248680082234697,8.683944805415877,6.094560868303197,-0.7788666287064889,0.02593204748354927,0.27580012995392594,0.28314259722990737,0.16918198292564401,314,0.7022900763358778,26.978625954198474
pl_minutes_prior,25-59,25,60,1023,7.37084804380719,-0.015213286480048493,3.8354153893950946,3.777940498290031,-0.006589596749445925,-0.03337679858828113,5.895177756176037,5.7047707711548865,-0.016060798848196445,0.033501905597021264,0.2269629905334982,0.23483025144886277,0.032920585741464725,450,0.396871945259042,38.437927663734115
pl_minutes_prior,60-119,60,120,1487,10.714028388212407,-0.004839675711161728,3.5843867508459843,3.5671230321485696,-0.0394531235719604,-0.05034146995950195,5.428987416233298,5.168783268590379,-0.03157077130570063,0.03309010563389003,0.1985403534093108,0.20533490717816116,0.02801947823915263,424,0.0773369199731002,43.788164088769335
pl_minutes_prior,120-249,120,250,2513,18.10649182217739,0.01673855048289341,3.706678845412105,3.769779489709992,0.010845417170990412,0.0612969701633006,4.827881438748042,5.143140359936752,0.056410644915197095,0.016115330502366243,0.1816785693161397,0.18465433495259542,0.005582415860637235,390,0.0,53.291683247115
