response,rung,dr2,n_draws,swap_null_mean,swap_null_sd,swap_null_p95,z,p_swap
ppm,L1_pooled_defence_main,0.01677187129916075,500,-0.00023945589766073157,0.0011786424695356301,0.0014907656060556265,14.432983399557731,0.001996007984031936
ppm,L2_pooled_linear_interaction,0.021237448321943624,500,-0.0007699110347878873,0.0019468471171098663,0.0019905577323268676,11.304102496451739,0.001996007984031936
ppm,L3_pooled_tier_dummy_x_defence,0.021986191345725888,500,-0.0012187853625940282,0.002221152579729869,0.001955574115371943,10.447268197640906,0.001996007984031936
ppm,L4_tier_restricted_refit,0.023862917871899685,500,-0.0012040160869682239,0.001957893123224803,0.001442641767576754,12.803014455447247,0.001996007984031936
points,L1_pooled_defence_main,0.013552542566170023,500,-0.00021783600996052915,0.0008721054544283932,0.001036704722397176,15.78980902619869,0.001996007984031936
points,L2_pooled_linear_interaction,0.01883494301849796,500,-0.0006740643621673913,0.0016406033526861156,0.001746303381012521,11.891361399892167,0.001996007984031936
points,L3_pooled_tier_dummy_x_defence,0.017707063229555987,500,-0.0009764633004650868,0.0016829751497069577,0.001414204720712528,11.101486871790282,0.001996007984031936
points,L4_tier_restricted_refit,0.018702810112816298,500,-0.0009647074945331858,0.0016174523536219155,0.0013890484134085215,12.159565358020325,0.001996007984031936
