variant,response,statistic,observed,n_draws,null_mean,null_sd,null_p95,null_max,z,p_onesided
ROWSHUFFLE,ppm,defence,0.023862917871899685,500,0.005339394387067026,0.010056400647045745,0.016327084572635712,0.05869290087714986,1.8419635548504414,0.017964071856287425
ROWSHUFFLE,ppm,refit,0.03331856149479662,500,-0.035233642221550426,0.08671020147075029,0.04935099062267986,0.09253708031558822,0.7905898331867164,0.11177644710578842
ROWSHUFFLE,points,defence,0.018702810112816298,500,0.0036714407594884914,0.007050434580565515,0.011510362649572522,0.043209412493998324,2.1319777074113553,0.017964071856287425
ROWSHUFFLE,points,refit,0.01819272297084565,500,-0.02452925577435714,0.05828494576385771,0.030760325250134814,0.06054827257351287,0.7329847902456922,0.1377245508982036
PLAYERBLOCK,ppm,defence,0.023862917871899685,500,0.008385381010860431,0.05160170974610071,0.019806464247898118,0.6484743949418591,0.2999423262755129,0.04590818363273453
PLAYERBLOCK,ppm,refit,0.03331856149479662,500,-0.10364076045853468,0.391395093583947,0.08932422193672383,0.16171969566661107,0.3499260062235708,0.1936127744510978
PLAYERBLOCK,points,defence,0.018702810112816298,500,0.00541089496340603,0.034470984904592265,0.012906635628436138,0.4319977365563916,0.3855971967786596,0.03592814371257485
PLAYERBLOCK,points,refit,0.01819272297084565,500,-0.07160798389179229,0.26429116348115245,0.056720200454991695,0.10534669456605864,0.33977945263025017,0.19560878243512975
