response,increment,observed,null_mean,null_sd,null_p95,z,p_swap,n_draws
ppm,L3_over_L1_concentration,0.0061506835338027525,-4.296597769568154e-05,0.0017460803279658779,0.002354582084509957,3.547173295694716,0.001996007984031936,500
points,L3_over_L1_concentration,0.004058693505415102,-0.0008544544484754207,0.0013442642239943495,0.0009745912228480135,3.6548975016917318,0.001996007984031936,500
