game_id,date,season,role
1022300238,2023-09-10,2023,abc_fit_row (also tuning pool)
1042300111,2023-09-15,2023,abc_fit_row (also tuning pool)
1042300112,2023-09-19,2023,abc_fit_row (also tuning pool)
1042300211,2023-09-24,2023,abc_fit_row (also tuning pool)
1042300212,2023-09-26,2023,abc_fit_row (also tuning pool)
1042300303,2023-10-15,2023,abc_fit_row (also tuning pool)
1042300304,2023-10-18,2023,abc_fit_row (also tuning pool)
1022100043,2021-06-03,2021,abc_fit_row (also tuning pool)
1022100055,2021-06-08,2021,abc_fit_row (also tuning pool)
1022100058,2021-06-11,2021,abc_fit_row (also tuning pool)
1022100064,2021-06-13,2021,abc_fit_row (also tuning pool)
1022100089,2021-06-27,2021,abc_fit_row (also tuning pool)
1022100095,2021-06-30,2021,abc_fit_row (also tuning pool)
1022100100,2021-07-03,2021,abc_fit_row (also tuning pool)
1022100112,2021-07-09,2021,abc_fit_row (also tuning pool)
1022100123,2021-08-15,2021,abc_fit_row (also tuning pool)
1022100129,2021-08-17,2021,abc_fit_row (also tuning pool)
1022100133,2021-08-19,2021,abc_fit_row (also tuning pool)
1022100158,2021-08-31,2021,abc_fit_row (also tuning pool)
1022100176,2021-09-11,2021,abc_fit_row (also tuning pool)
1022100189,2021-09-19,2021,abc_fit_row (also tuning pool)
1042100101,2021-09-23,2021,abc_fit_row (also tuning pool)
1042100313,2021-10-03,2021,abc_fit_row (also tuning pool)
1042100314,2021-10-06,2021,abc_fit_row (also tuning pool)
1042100401,2021-10-10,2021,abc_fit_row (also tuning pool)
1042100402,2021-10-13,2021,abc_fit_row (also tuning pool)
1022200061,2022-06-03,2022,abc_fit_row (also tuning pool)
1022200067,2022-06-05,2022,abc_fit_row (also tuning pool)
1022200077,2022-06-10,2022,abc_fit_row (also tuning pool)
1022200099,2022-06-21,2022,abc_fit_row (also tuning pool)
1022200112,2022-06-27,2022,abc_fit_row (also tuning pool)
1022200117,2022-06-29,2022,abc_fit_row (also tuning pool)
1022200135,2022-07-07,2022,abc_fit_row (also tuning pool)
1022200145,2022-07-14,2022,abc_fit_row (also tuning pool)
1022200152,2022-07-17,2022,abc_fit_row (also tuning pool)
1022200163,2022-07-22,2022,abc_fit_row (also tuning pool)
1022200172,2022-07-28,2022,abc_fit_row (also tuning pool)
1022200194,2022-08-06,2022,abc_fit_row (also tuning pool)
1022200204,2022-08-10,2022,abc_fit_row (also tuning pool)
1022200210,2022-08-12,2022,abc_fit_row (also tuning pool)
1022200214,2022-08-14,2022,abc_fit_row (also tuning pool)
1022300054,2023-06-13,2023,abc_fit_row (also tuning pool)
1022300070,2023-06-21,2023,abc_fit_row (also tuning pool)
1022300084,2023-06-27,2023,abc_fit_row (also tuning pool)
1022300088,2023-06-29,2023,abc_fit_row (also tuning pool)
1022300093,2023-07-01,2023,abc_fit_row (also tuning pool)
1022300110,2023-07-09,2023,abc_fit_row (also tuning pool)
1022300121,2023-07-18,2023,abc_fit_row (also tuning pool)
1022300126,2023-07-20,2023,abc_fit_row (also tuning pool)
1022300156,2023-08-03,2023,abc_fit_row (also tuning pool)
1022300161,2023-08-05,2023,abc_fit_row (also tuning pool)
1022300170,2023-08-08,2023,abc_fit_row (also tuning pool)
1022300172,2023-08-10,2023,abc_fit_row (also tuning pool)
1022300186,2023-08-18,2023,abc_fit_row (also tuning pool)
1022300191,2023-08-20,2023,abc_fit_row (also tuning pool)
1022300207,2023-08-27,2023,abc_fit_row (also tuning pool)
1022300227,2023-09-05,2023,abc_fit_row (also tuning pool)
1022300234,2023-09-08,2023,abc_fit_row (also tuning pool)
1022100032,2021-05-28,2021,abc_fit_row (also tuning pool)
1022100036,2021-05-30,2021,abc_fit_row (also tuning pool)
1022100063,2021-06-13,2021,abc_fit_row (also tuning pool)
1022100067,2021-06-15,2021,abc_fit_row (also tuning pool)
1022100073,2021-06-17,2021,abc_fit_row (also tuning pool)
1022100091,2021-06-27,2021,abc_fit_row (also tuning pool)
1022100104,2021-07-04,2021,abc_fit_row (also tuning pool)
1022100108,2021-07-07,2021,abc_fit_row (also tuning pool)
1022100113,2021-07-09,2021,abc_fit_row (also tuning pool)
1022100122,2021-08-15,2021,abc_fit_row (also tuning pool)
1022100128,2021-08-17,2021,abc_fit_row (also tuning pool)
1022100161,2021-09-02,2021,abc_fit_row (also tuning pool)
1022100171,2021-09-08,2021,abc_fit_row (also tuning pool)
1022100180,2021-09-13,2021,abc_fit_row (also tuning pool)
1042100311,2021-09-28,2021,abc_fit_row (also tuning pool)
1042100312,2021-09-30,2021,abc_fit_row (also tuning pool)
1042100315,2021-10-08,2021,abc_fit_row (also tuning pool)
1022200029,2022-05-19,2022,abc_fit_row (also tuning pool)
1022200034,2022-05-21,2022,abc_fit_row (also tuning pool)
1022200038,2022-05-23,2022,abc_fit_row (also tuning pool)
1022200054,2022-05-31,2022,abc_fit_row (also tuning pool)
1022200058,2022-06-02,2022,abc_fit_row (also tuning pool)
1022200066,2022-06-05,2022,abc_fit_row (also tuning pool)
1022200096,2022-06-19,2022,abc_fit_row (also tuning pool)
1022200098,2022-06-21,2022,abc_fit_row (also tuning pool)
1022200109,2022-06-25,2022,abc_fit_row (also tuning pool)
1022200133,2022-07-06,2022,abc_fit_row (also tuning pool)
1022200155,2022-07-19,2022,abc_fit_row (also tuning pool)
1022200160,2022-07-21,2022,abc_fit_row (also tuning pool)
1022200165,2022-07-23,2022,abc_fit_row (also tuning pool)
1022200201,2022-08-09,2022,abc_fit_row (also tuning pool)
1022200205,2022-08-11,2022,abc_fit_row (also tuning pool)
1022200215,2022-08-14,2022,abc_fit_row (also tuning pool)
1042200101,2022-08-17,2022,abc_fit_row (also tuning pool)
1042200102,2022-08-20,2022,abc_fit_row (also tuning pool)
1042200201,2022-08-28,2022,abc_fit_row (also tuning pool)
1042200202,2022-08-31,2022,abc_fit_row (also tuning pool)
1042200301,2022-09-11,2022,abc_fit_row (also tuning pool)
1042200302,2022-09-13,2022,abc_fit_row (also tuning pool)
1022300047,2023-06-11,2023,abc_fit_row (also tuning pool)
1022300058,2023-06-15,2023,abc_fit_row (also tuning pool)
1022300066,2023-06-18,2023,abc_fit_row (also tuning pool)
1022300076,2023-06-24,2023,abc_fit_row (also tuning pool)
1022300081,2023-06-26,2023,abc_fit_row (also tuning pool)
1022300087,2023-06-29,2023,abc_fit_row (also tuning pool)
1022300092,2023-07-01,2023,abc_fit_row (also tuning pool)
1022300100,2023-07-05,2023,abc_fit_row (also tuning pool)
1022300114,2023-07-11,2023,abc_fit_row (also tuning pool)
1022300149,2023-07-30,2023,abc_fit_row (also tuning pool)
1022300153,2023-08-01,2023,abc_fit_row (also tuning pool)
1022300175,2023-08-11,2023,abc_fit_row (also tuning pool)
1022300181,2023-08-13,2023,abc_fit_row (also tuning pool)
1022300182,2023-08-17,2023,abc_fit_row (also tuning pool)
1022300188,2023-08-19,2023,abc_fit_row (also tuning pool)
1022300214,2023-08-31,2023,abc_fit_row (also tuning pool)
1022300219,2023-09-02,2023,abc_fit_row (also tuning pool)
1022300239,2023-09-10,2023,abc_fit_row (also tuning pool)
1042300101,2023-09-13,2023,abc_fit_row (also tuning pool)
1042300102,2023-09-17,2023,abc_fit_row (also tuning pool)
1042300201,2023-09-24,2023,abc_fit_row (also tuning pool)
1042300202,2023-09-26,2023,abc_fit_row (also tuning pool)
1042300301,2023-10-08,2023,abc_fit_row (also tuning pool)
1042300302,2023-10-11,2023,abc_fit_row (also tuning pool)
1022100044,2021-06-03,2021,abc_fit_row (also tuning pool)
1022100048,2021-06-05,2021,abc_fit_row (also tuning pool)
1022100068,2021-06-16,2021,abc_fit_row (also tuning pool)
1022100074,2021-06-18,2021,abc_fit_row (also tuning pool)
1022100078,2021-06-20,2021,abc_fit_row (also tuning pool)
1022100085,2021-06-24,2021,abc_fit_row (also tuning pool)
1022100096,2021-06-30,2021,abc_fit_row (also tuning pool)
1022100099,2021-07-02,2021,abc_fit_row (also tuning pool)
1022100105,2021-07-04,2021,abc_fit_row (also tuning pool)
1022100119,2021-07-11,2021,abc_fit_row (also tuning pool)
1022100125,2021-08-15,2021,abc_fit_row (also tuning pool)
1022100130,2021-08-17,2021,abc_fit_row (also tuning pool)
1022100134,2021-08-19,2021,abc_fit_row (also tuning pool)
1022100172,2021-09-09,2021,abc_fit_row (also tuning pool)
1022100179,2021-09-12,2021,abc_fit_row (also tuning pool)
1022200043,2022-05-25,2022,abc_fit_row (also tuning pool)
1022200055,2022-05-31,2022,abc_fit_row (also tuning pool)
1022200078,2022-06-11,2022,abc_fit_row (also tuning pool)
1022200100,2022-06-21,2022,abc_fit_row (also tuning pool)
1022200105,2022-06-23,2022,abc_fit_row (also tuning pool)
1022200113,2022-06-27,2022,abc_fit_row (also tuning pool)
1022200127,2022-07-03,2022,abc_fit_row (also tuning pool)
1022200128,2022-07-04,2022,abc_fit_row (also tuning pool)
1022200136,2022-07-07,2022,abc_fit_row (also tuning pool)
1022200141,2022-07-12,2022,abc_fit_row (also tuning pool)
1022200146,2022-07-14,2022,abc_fit_row (also tuning pool)
1022200156,2022-07-19,2022,abc_fit_row (also tuning pool)
1022200159,2022-07-21,2022,abc_fit_row (also tuning pool)
1022200181,2022-07-31,2022,abc_fit_row (also tuning pool)
1022200202,2022-08-09,2022,abc_fit_row (also tuning pool)
1022200206,2022-08-11,2022,abc_fit_row (also tuning pool)
1022200216,2022-08-14,2022,abc_fit_row (also tuning pool)
1022300044,2023-06-09,2023,abc_fit_row (also tuning pool)
1022300060,2023-06-16,2023,abc_fit_row (also tuning pool)
1022300065,2023-06-18,2023,abc_fit_row (also tuning pool)
1022300068,2023-06-20,2023,abc_fit_row (also tuning pool)
1022300075,2023-06-23,2023,abc_fit_row (also tuning pool)
1022300080,2023-06-25,2023,abc_fit_row (also tuning pool)
1022300101,2023-07-05,2023,abc_fit_row (also tuning pool)
1022300119,2023-07-12,2023,abc_fit_row (also tuning pool)
1022300139,2023-07-25,2023,abc_fit_row (also tuning pool)
1022300141,2023-07-27,2023,abc_fit_row (also tuning pool)
1022300150,2023-07-30,2023,abc_fit_row (also tuning pool)
1022300154,2023-08-01,2023,abc_fit_row (also tuning pool)
1022300176,2023-08-12,2023,abc_fit_row (also tuning pool)
1022300197,2023-08-23,2023,abc_fit_row (also tuning pool)
1022300212,2023-08-29,2023,abc_fit_row (also tuning pool)
1022300215,2023-08-31,2023,abc_fit_row (also tuning pool)
1022300223,2023-09-03,2023,abc_fit_row (also tuning pool)
1022100072,2021-06-17,2021,abc_fit_row (also tuning pool)
1022100077,2021-06-19,2021,abc_fit_row (also tuning pool)
1022100087,2021-06-26,2021,abc_fit_row (also tuning pool)
1022100094,2021-06-30,2021,abc_fit_row (also tuning pool)
1022100098,2021-07-02,2021,abc_fit_row (also tuning pool)
1022100115,2021-07-11,2021,abc_fit_row (also tuning pool)
1022100121,2021-08-15,2021,abc_fit_row (also tuning pool)
1022100136,2021-08-20,2021,abc_fit_row (also tuning pool)
1022100159,2021-09-02,2021,abc_fit_row (also tuning pool)
1022100166,2021-09-05,2021,abc_fit_row (also tuning pool)
1022100168,2021-09-07,2021,abc_fit_row (also tuning pool)
1022100175,2021-09-11,2021,abc_fit_row (also tuning pool)
1022100191,2021-09-19,2021,abc_fit_row (also tuning pool)
1022200035,2022-05-21,2022,abc_fit_row (also tuning pool)
1022200075,2022-06-10,2022,abc_fit_row (also tuning pool)
1022200080,2022-06-12,2022,abc_fit_row (also tuning pool)
1022200085,2022-06-15,2022,abc_fit_row (also tuning pool)
1022200090,2022-06-17,2022,abc_fit_row (also tuning pool)
1022200095,2022-06-19,2022,abc_fit_row (also tuning pool)
1022200102,2022-06-23,2022,abc_fit_row (also tuning pool)
1022200107,2022-06-25,2022,abc_fit_row (also tuning pool)
1022200120,2022-07-01,2022,abc_fit_row (also tuning pool)
1022200130,2022-07-05,2022,abc_fit_row (also tuning pool)
1022200149,2022-07-16,2022,abc_fit_row (also tuning pool)
1022200171,2022-07-28,2022,abc_fit_row (also tuning pool)
1022200190,2022-08-04,2022,abc_fit_row (also tuning pool)
1022200193,2022-08-06,2022,abc_fit_row (also tuning pool)
1022200199,2022-08-08,2022,abc_fit_row (also tuning pool)
1022200203,2022-08-10,2022,abc_fit_row (also tuning pool)
1042200123,2022-08-24,2022,abc_fit_row (also tuning pool)
1022300042,2023-06-09,2023,abc_fit_row (also tuning pool)
1022300055,2023-06-14,2023,abc_fit_row (also tuning pool)
1022300061,2023-06-17,2023,abc_fit_row (also tuning pool)
1022300067,2023-06-20,2023,abc_fit_row (also tuning pool)
1022300096,2023-07-02,2023,abc_fit_row (also tuning pool)
1022300105,2023-07-07,2023,abc_fit_row (also tuning pool)
1022300131,2023-07-22,2023,abc_fit_row (also tuning pool)
1022300138,2023-07-25,2023,abc_fit_row (also tuning pool)
1022300144,2023-07-28,2023,abc_fit_row (also tuning pool)
1022300159,2023-08-04,2023,abc_fit_row (also tuning pool)
1022300165,2023-08-06,2023,abc_fit_row (also tuning pool)
1022300169,2023-08-08,2023,abc_fit_row (also tuning pool)
1022300177,2023-08-12,2023,abc_fit_row (also tuning pool)
1022300201,2023-08-24,2023,abc_fit_row (also tuning pool)
1022300221,2023-09-03,2023,abc_fit_row (also tuning pool)
1022300226,2023-09-05,2023,abc_fit_row (also tuning pool)
1022300233,2023-09-08,2023,abc_fit_row (also tuning pool)
1042300131,2023-09-15,2023,abc_fit_row (also tuning pool)
1042300132,2023-09-19,2023,abc_fit_row (also tuning pool)
1042300203,2023-09-29,2023,abc_fit_row (also tuning pool)
1022100047,2021-06-05,2021,abc_fit_row (also tuning pool)
1022100052,2021-06-08,2021,abc_fit_row (also tuning pool)
1022100056,2021-06-10,2021,abc_fit_row (also tuning pool)
1022100070,2021-06-17,2021,abc_fit_row (also tuning pool)
1022100076,2021-06-19,2021,abc_fit_row (also tuning pool)
1022100093,2021-06-29,2021,abc_fit_row (also tuning pool)
1022100140,2021-08-22,2021,abc_fit_row (also tuning pool)
1022100144,2021-08-24,2021,abc_fit_row (also tuning pool)
1022100148,2021-08-26,2021,abc_fit_row (also tuning pool)
1022100153,2021-08-28,2021,abc_fit_row (also tuning pool)
1022100156,2021-08-31,2021,abc_fit_row (also tuning pool)
1022100173,2021-09-10,2021,abc_fit_row (also tuning pool)
1022100190,2021-09-19,2021,abc_fit_row (also tuning pool)
1022200040,2022-05-24,2022,abc_fit_row (also tuning pool)
1022200059,2022-06-03,2022,abc_fit_row (also tuning pool)
1022200072,2022-06-08,2022,abc_fit_row (also tuning pool)
1022200081,2022-06-12,2022,abc_fit_row (also tuning pool)
1022200083,2022-06-14,2022,abc_fit_row (also tuning pool)
1022200094,2022-06-19,2022,abc_fit_row (also tuning pool)
1022200114,2022-06-28,2022,abc_fit_row (also tuning pool)
1022200151,2022-07-17,2022,abc_fit_row (also tuning pool)
1022200158,2022-07-21,2022,abc_fit_row (also tuning pool)
1022200175,2022-07-30,2022,abc_fit_row (also tuning pool)
1022200180,2022-07-31,2022,abc_fit_row (also tuning pool)
1022200184,2022-08-02,2022,abc_fit_row (also tuning pool)
1022200196,2022-08-07,2022,abc_fit_row (also tuning pool)
1022200213,2022-08-14,2022,abc_fit_row (also tuning pool)
1022300030,2023-06-03,2023,abc_fit_row (also tuning pool)
1022300059,2023-06-16,2023,abc_fit_row (also tuning pool)
1022300063,2023-06-18,2023,abc_fit_row (also tuning pool)
1022300086,2023-06-28,2023,abc_fit_row (also tuning pool)
1022300103,2023-07-07,2023,abc_fit_row (also tuning pool)
1022300113,2023-07-11,2023,abc_fit_row (also tuning pool)
1022300122,2023-07-19,2023,abc_fit_row (also tuning pool)
1022300128,2023-07-21,2023,abc_fit_row (also tuning pool)
1022300134,2023-07-23,2023,abc_fit_row (also tuning pool)
1022300158,2023-08-04,2023,abc_fit_row (also tuning pool)
1022300164,2023-08-06,2023,abc_fit_row (also tuning pool)
1022300178,2023-08-13,2023,abc_fit_row (also tuning pool)
1022300189,2023-08-20,2023,abc_fit_row (also tuning pool)
1022300194,2023-08-22,2023,abc_fit_row (also tuning pool)
1022300203,2023-08-26,2023,abc_fit_row (also tuning pool)
1022300211,2023-08-29,2023,abc_fit_row (also tuning pool)
1022300231,2023-09-08,2023,abc_fit_row (also tuning pool)
1022100029,2021-05-28,2021,abc_fit_row (also tuning pool)
1022100038,2021-06-01,2021,abc_fit_row (also tuning pool)
1022100049,2021-06-05,2021,abc_fit_row (also tuning pool)
1022100061,2021-06-13,2021,abc_fit_row (also tuning pool)
1022100079,2021-06-22,2021,abc_fit_row (also tuning pool)
1022100090,2021-06-27,2021,abc_fit_row (also tuning pool)
1022100110,2021-07-09,2021,abc_fit_row (also tuning pool)
1022100126,2021-08-17,2021,abc_fit_row (also tuning pool)
1022100132,2021-08-19,2021,abc_fit_row (also tuning pool)
1022100143,2021-08-24,2021,abc_fit_row (also tuning pool)
1022100147,2021-08-26,2021,abc_fit_row (also tuning pool)
1022100152,2021-08-28,2021,abc_fit_row (also tuning pool)
1022100182,2021-09-15,2021,abc_fit_row (also tuning pool)
1022100188,2021-09-19,2021,abc_fit_row (also tuning pool)
1042100301,2021-09-28,2021,abc_fit_row (also tuning pool)
1042100302,2021-09-30,2021,abc_fit_row (also tuning pool)
1022200039,2022-05-24,2022,abc_fit_row (also tuning pool)
1022200044,2022-05-26,2022,abc_fit_row (also tuning pool)
1022200048,2022-05-28,2022,abc_fit_row (also tuning pool)
1022200071,2022-06-08,2022,abc_fit_row (also tuning pool)
1022200073,2022-06-10,2022,abc_fit_row (also tuning pool)
1022200086,2022-06-15,2022,abc_fit_row (also tuning pool)
1022200089,2022-06-17,2022,abc_fit_row (also tuning pool)
1022200101,2022-06-22,2022,abc_fit_row (also tuning pool)
1022200124,2022-07-03,2022,abc_fit_row (also tuning pool)
1022200150,2022-07-17,2022,abc_fit_row (also tuning pool)
1022200154,2022-07-19,2022,abc_fit_row (also tuning pool)
1022200170,2022-07-28,2022,abc_fit_row (also tuning pool)
1022200177,2022-07-31,2022,abc_fit_row (also tuning pool)
1022200182,2022-08-02,2022,abc_fit_row (also tuning pool)
1022200189,2022-08-04,2022,abc_fit_row (also tuning pool)
1022200211,2022-08-14,2022,abc_fit_row (also tuning pool)
1042200121,2022-08-18,2022,abc_fit_row (also tuning pool)
1042200122,2022-08-21,2022,abc_fit_row (also tuning pool)
1042200213,2022-09-04,2022,abc_fit_row (also tuning pool)
1042200214,2022-09-06,2022,abc_fit_row (also tuning pool)
1042200303,2022-09-15,2022,abc_fit_row (also tuning pool)
1042200304,2022-09-18,2022,abc_fit_row (also tuning pool)
1022300032,2023-06-04,2023,abc_fit_row (also tuning pool)
1022300035,2023-06-06,2023,abc_fit_row (also tuning pool)
1022300040,2023-06-08,2023,abc_fit_row (also tuning pool)
1022300056,2023-06-15,2023,abc_fit_row (also tuning pool)
1022300078,2023-06-25,2023,abc_fit_row (also tuning pool)
1022300082,2023-06-27,2023,abc_fit_row (also tuning pool)
1022300102,2023-07-06,2023,abc_fit_row (also tuning pool)
1022300108,2023-07-09,2023,abc_fit_row (also tuning pool)
1022300124,2023-07-20,2023,abc_fit_row (also tuning pool)
1022300145,2023-07-30,2023,abc_fit_row (also tuning pool)
1022300151,2023-08-01,2023,abc_fit_row (also tuning pool)
1022300183,2023-08-18,2023,abc_fit_row (also tuning pool)
1022300198,2023-08-24,2023,abc_fit_row (also tuning pool)
1022300205,2023-08-27,2023,abc_fit_row (also tuning pool)
1022300213,2023-08-31,2023,abc_fit_row (also tuning pool)
1022300224,2023-09-05,2023,abc_fit_row (also tuning pool)
1022300230,2023-09-08,2023,abc_fit_row (also tuning pool)
1022300236,2023-09-10,2023,abc_fit_row (also tuning pool)
1042300121,2023-09-13,2023,abc_fit_row (also tuning pool)
1042300122,2023-09-17,2023,abc_fit_row (also tuning pool)
1042300213,2023-09-29,2023,abc_fit_row (also tuning pool)
1042300214,2023-10-01,2023,abc_fit_row (also tuning pool)
1022100045,2021-06-04,2021,abc_fit_row (also tuning pool)
1022100050,2021-06-06,2021,abc_fit_row (also tuning pool)
1022100060,2021-06-12,2021,abc_fit_row (also tuning pool)
1022100066,2021-06-15,2021,abc_fit_row (also tuning pool)
1022100086,2021-06-25,2021,abc_fit_row (also tuning pool)
1022100107,2021-07-07,2021,abc_fit_row (also tuning pool)
1022100124,2021-08-15,2021,abc_fit_row (also tuning pool)
1022100141,2021-08-24,2021,abc_fit_row (also tuning pool)
1022100157,2021-08-31,2021,abc_fit_row (also tuning pool)
1022100160,2021-09-02,2021,abc_fit_row (also tuning pool)
1022100164,2021-09-04,2021,abc_fit_row (also tuning pool)
1022100174,2021-09-10,2021,abc_fit_row (also tuning pool)
1022100178,2021-09-12,2021,abc_fit_row (also tuning pool)
1042100201,2021-09-26,2021,abc_fit_row (also tuning pool)
1022200042,2022-05-24,2022,abc_fit_row (also tuning pool)
1022200051,2022-05-29,2022,abc_fit_row (also tuning pool)
1022200076,2022-06-10,2022,abc_fit_row (also tuning pool)
1022200082,2022-06-12,2022,abc_fit_row (also tuning pool)
1022200084,2022-06-14,2022,abc_fit_row (also tuning pool)
1022200103,2022-06-23,2022,abc_fit_row (also tuning pool)
1022200115,2022-06-28,2022,abc_fit_row (also tuning pool)
1022200121,2022-07-01,2022,abc_fit_row (also tuning pool)
1022200126,2022-07-03,2022,abc_fit_row (also tuning pool)
1022200131,2022-07-06,2022,abc_fit_row (also tuning pool)
1022200140,2022-07-12,2022,abc_fit_row (also tuning pool)
1022200144,2022-07-14,2022,abc_fit_row (also tuning pool)
1022200161,2022-07-22,2022,abc_fit_row (also tuning pool)
1022200168,2022-07-24,2022,abc_fit_row (also tuning pool)
1022200198,2022-08-07,2022,abc_fit_row (also tuning pool)
1022200209,2022-08-12,2022,abc_fit_row (also tuning pool)
1022300025,2023-06-01,2023,abc_fit_row (also tuning pool)
1022300043,2023-06-09,2023,abc_fit_row (also tuning pool)
1022300051,2023-06-11,2023,abc_fit_row (also tuning pool)
1022300072,2023-06-22,2023,abc_fit_row (also tuning pool)
1022300083,2023-06-27,2023,abc_fit_row (also tuning pool)
1022300099,2023-07-05,2023,abc_fit_row (also tuning pool)
1022300106,2023-07-07,2023,abc_fit_row (also tuning pool)
1022300111,2023-07-09,2023,abc_fit_row (also tuning pool)
1022300117,2023-07-12,2023,abc_fit_row (also tuning pool)
1022300125,2023-07-20,2023,abc_fit_row (also tuning pool)
1022300132,2023-07-22,2023,abc_fit_row (also tuning pool)
1022300140,2023-07-26,2023,abc_fit_row (also tuning pool)
1022300160,2023-08-04,2023,abc_fit_row (also tuning pool)
1022300192,2023-08-20,2023,abc_fit_row (also tuning pool)
1022300196,2023-08-22,2023,abc_fit_row (also tuning pool)
1022300204,2023-08-26,2023,abc_fit_row (also tuning pool)
1022300218,2023-09-01,2023,abc_fit_row (also tuning pool)
1022300222,2023-09-03,2023,abc_fit_row (also tuning pool)
1042300123,2023-09-20,2023,abc_fit_row (also tuning pool)
1022100059,2021-06-12,2021,abc_fit_row (also tuning pool)
1022100065,2021-06-15,2021,abc_fit_row (also tuning pool)
1022100069,2021-06-17,2021,abc_fit_row (also tuning pool)
1022100083,2021-06-24,2021,abc_fit_row (also tuning pool)
1022100097,2021-07-01,2021,abc_fit_row (also tuning pool)
1022100102,2021-07-03,2021,abc_fit_row (also tuning pool)
1022100111,2021-07-09,2021,abc_fit_row (also tuning pool)
1022100151,2021-08-28,2021,abc_fit_row (also tuning pool)
1022100155,2021-08-31,2021,abc_fit_row (also tuning pool)
1022100163,2021-09-04,2021,abc_fit_row (also tuning pool)
1022100167,2021-09-06,2021,abc_fit_row (also tuning pool)
1022100184,2021-09-17,2021,abc_fit_row (also tuning pool)
1022200045,2022-05-27,2022,abc_fit_row (also tuning pool)
1022200052,2022-05-31,2022,abc_fit_row (also tuning pool)
1022200074,2022-06-10,2022,abc_fit_row (also tuning pool)
1022200087,2022-06-15,2022,abc_fit_row (also tuning pool)
1022200093,2022-06-19,2022,abc_fit_row (also tuning pool)
1022200129,2022-07-05,2022,abc_fit_row (also tuning pool)
1022200134,2022-07-07,2022,abc_fit_row (also tuning pool)
1022200142,2022-07-13,2022,abc_fit_row (also tuning pool)
1022200147,2022-07-15,2022,abc_fit_row (also tuning pool)
1022200166,2022-07-24,2022,abc_fit_row (also tuning pool)
1022200173,2022-07-29,2022,abc_fit_row (also tuning pool)
1022200179,2022-07-31,2022,abc_fit_row (also tuning pool)
1022200207,2022-08-12,2022,abc_fit_row (also tuning pool)
1022300049,2023-06-11,2023,abc_fit_row (also tuning pool)
1022300052,2023-06-13,2023,abc_fit_row (also tuning pool)
1022300064,2023-06-18,2023,abc_fit_row (also tuning pool)
1022300095,2023-07-02,2023,abc_fit_row (also tuning pool)
1022300109,2023-07-09,2023,abc_fit_row (also tuning pool)
1022300115,2023-07-12,2023,abc_fit_row (also tuning pool)
1022300147,2023-07-30,2023,abc_fit_row (also tuning pool)
