season,n,challenger_mae,incumbent_mae,bookie_mae,challenger_minus_bookie,incumbent_minus_bookie,paired_delta_bookie_minus_challenger,delta_ci90_lo,delta_ci90_hi,incumbent_delta_ci90_lo,incumbent_delta_ci90_hi,share_challenger_closer_than_bookie
pooled,365,15.512590091418065,15.203485613306052,14.908929016189292,0.6036610752287732,0.29455659711675963,-0.603661075228776,-1.033934847703307,-0.15096665279937893,-0.6199622014982454,0.05375457584801154,0.4191780821917808
2025,197,13.53493989616678,13.490988633092208,13.254660821412088,0.2802790747546915,0.23632781168011974,-0.2802790747546923,-0.8076247623588051,0.24455666819473643,-0.7132001141858442,0.2552204400097192,0.4365482233502538
2026,168,17.83162037989725,17.211592191294898,16.84875541125541,0.982864968641838,0.36283678003948694,-0.9828649686418384,-1.6787658091601385,-0.31766127970843594,-0.7759587743567177,0.04643396726643711,0.39880952380952384
