variant,pooled_mae,pooled_bias_pred_minus_true,mae_2024,bias_2024,mae_2025,bias_2025,mae_2026,bias_2026
incumbent (per-side cal sum),14.223623518386729,-1.1350997975348285,13.068014321046839,-0.02632753719437562,13.363680652960138,0.2790131483300202,17.211592191294898,-4.969647539657817
recal_only: a*uncal+b,14.314591719138907,-1.229503926521002,13.130942744264477,0.1546982121947914,13.364072696026218,0.373153263703341,17.489584966908815,-5.749240082877164
env_only: b+c*env_dev,15.066716447071773,-1.637033097707302,13.774236606277952,1.0503511418570732,13.649383898303098,0.7459793637967181,19.156964464940454,-9.215142801489158
incumbent_plus_env: a*str_total_cal+b+c*env_dev,14.378810556705647,-1.507618160614113,13.131216501913832,0.25542945241908843,13.327777845330596,0.4842543071206846,17.806096669127307,-7.183181877753443
challenger: a*uncal+b+c*env_dev,14.387732670001524,-1.5010386813652403,13.133359328309087,0.2642860857412645,13.332219481541694,0.4969574730240597,17.83162037989725,-7.189766718739267
"posthoc_diag: incumbent + 1.0*env_dev (c:=1 a priori, NOT fitted, outside the registered family)",14.392646993881261,0.7660490430595467,13.332684274024853,-0.5678204526520583,13.724358908878079,-0.25300749381357074,16.935378983809798,4.258404511481797
