window,arm,team_MAE,team_bias,team_corr,sum_w_per_team_game,brier_all,brier_tierA,brier_tierB,AUC_all,logloss_all,uncond_pts_MAE,appeared_rows_with_NO_forecast
FULL 2022-2024,X0,18.263036606875854,8.138903497093473,0.001300684334125199,10.338078968855559,0.13024815294437733,0.09320082283304329,0.2904591945074953,0.9025728794531128,0.4055811157463799,3.90738194538658,0
FULL 2022-2024,Xa,10.957277321886721,1.1272894465744,0.055862161890672335,9.560941876323165,0.09467673937054161,0.09334864312064847,0.10042008667389703,0.928451619808592,0.314125161035731,3.454724000429465,0
FULL 2022-2024,Xa_plus,10.69702097645437,0.3080822234423576,0.06839259784588814,9.466143278474329,0.09288818141507796,0.09334864312064847,0.090896916478369,0.9317176878706621,0.30502241903789445,3.391019073908524,0
FULL 2022-2024,Z_R3_union_S2,10.296098544107092,-0.34178698771003735,0.09158494945573585,9.389202237526575,0.09034699972738364,0.09334864312064847,0.07736640401398598,0.9338996368658428,0.3009001429230504,3.3469686742257108,7
CLEAN 2023-2024,X0,19.916137245347873,9.899087283123412,0.008318291244880753,10.513154483991991,0.13196868646128415,0.09186179337468467,0.28256299859316986,0.9066583209550246,0.41000937116620945,3.8911655692597664,0
CLEAN 2023-2024,Xa,10.386339292393377,0.8995317550435367,0.10533807831917684,9.52046917037009,0.0884162040534031,0.0920278440851308,0.07485513251710553,0.9365543810128584,0.2967827560374128,3.3037150351024382,0
CLEAN 2023-2024,Xa_plus,9.9152241226771,-0.39849421233919574,0.1387737713494714,9.370348033326104,0.08487730206633558,0.0920278440851308,0.058028277526700915,0.9421416002813755,0.28157565790727257,3.207160163446815,0
CLEAN 2023-2024,Z_R3_union_S2,9.947965738559805,-0.5410742955249226,0.141283300031647,9.353965259280825,0.08485801822806485,0.0920278440851308,0.05793658627573506,0.9421325370841428,0.2840180078349871,3.197722822627632,5
