src,n,mean_p_active,appeared_rate,sum_p,sum_appeared,share_of_tier_B,excess_players_per_team_game
NEITHER S1 NOR S2 -> S_TX,506,0.5932337592728325,0.36363636363636365,300.17628219205324,184,0.13414634146341464,0.0834599728391187
S2 prior-season affiliation,3266,0.5143038772741778,0.06093080220453154,1679.7164631774647,199,0.8658536585365854,1.063733091363121
