2025-07-02 18:10:09,923 - INFO - 🚀 Starting WNBA odds scraping...
2025-07-02 18:10:09,923 - INFO - 📅 Years: [2022]
2025-07-02 18:10:09,923 - INFO - 🔍 Source: oddsportal
2025-07-02 18:10:09,923 - INFO - 🎯 Scraping OddsPortal historical WNBA data...
2025-07-02 18:10:09,923 - INFO - 📅 Processing 2022 season...
2025-07-02 18:10:56,524 - INFO - ✅ Found data at: https://www.oddsportal.com/basketball/usa/wnba-2022/results/
2025-07-02 18:10:56,850 - WARNING - Rate limited, waiting 10s
2025-07-02 18:11:07,167 - WARNING - Rate limited, waiting 20s
2025-07-02 18:11:27,481 - WARNING - Rate limited, waiting 30s
2025-07-02 18:11:57,795 - WARNING - Rate limited, waiting 10s
2025-07-02 18:12:54,293 - WARNING - Rate limited, waiting 10s
2025-07-02 18:13:04,608 - WARNING - Rate limited, waiting 20s
2025-07-02 18:13:24,922 - WARNING - Rate limited, waiting 30s
2025-07-02 18:13:55,342 - WARNING - Rate limited, waiting 10s
2025-07-02 18:14:05,659 - WARNING - Rate limited, waiting 20s
2025-07-02 18:14:25,973 - WARNING - Rate limited, waiting 30s
2025-07-02 18:15:42,684 - WARNING - Rate limited, waiting 10s
2025-07-02 18:15:53,000 - WARNING - Rate limited, waiting 20s
2025-07-02 18:17:46,725 - WARNING - Rate limited, waiting 10s
2025-07-02 18:17:57,041 - WARNING - Rate limited, waiting 20s
2025-07-02 18:18:17,354 - WARNING - Rate limited, waiting 30s
2025-07-02 18:18:47,668 - WARNING - Rate limited, waiting 10s
2025-07-02 18:20:30,164 - INFO - 📊 OddsPortal collected 0 records
2025-07-02 18:20:30,164 - WARNING - ❌ No data collected
