target,estimator,split,n,mae,rmse
reb,RATE36_a0.40_m0.15,SELECT_2021_2022,7463,1.8845261714041772,2.50610643879315
reb,RATE36_a0.40_m0.15,2023,4435,1.842431203309817,2.461775743562615
reb,RATE36_a0.40_m0.15,2024,4447,1.8488712398256302,2.461538628117868
reb,RATE36_a0.40_m0.15,SCORE_pooled,8882,1.8456555719639287,2.4616570285181476
reb,RATE36CTX_a0.40_m0.15,SELECT_2021_2022,7463,1.884811561300144,2.4993102598372587
reb,RATE36CTX_a0.40_m0.15,2023,4435,1.8464237765053577,2.465951504795811
reb,RATE36CTX_a0.40_m0.15,2024,4447,1.8586320413011943,2.473702903335157
reb,RATE36CTX_a0.40_m0.15,SCORE_pooled,8882,1.8525361558734148,2.469835481213793
reb,RATE36_a0.40_m0.20,SELECT_2021_2022,7463,1.8819064999254558,2.5032219115953254
reb,RATE36_a0.40_m0.20,2023,4435,1.8403613827107816,2.4599747833166883
reb,RATE36_a0.40_m0.20,2024,4447,1.8446422263496256,2.4578898243459784
reb,RATE36_a0.40_m0.20,SCORE_pooled,8882,1.8425046963408132,2.4589311163749983
reb,RATE36CTX_a0.40_m0.20,SELECT_2021_2022,7463,1.881761119122982,2.4970112688931683
reb,RATE36CTX_a0.40_m0.20,2023,4435,1.8436928210625032,2.464333765120059
reb,RATE36CTX_a0.40_m0.20,2024,4447,1.8545272794658993,2.470302179242096
reb,RATE36CTX_a0.40_m0.20,SCORE_pooled,8882,1.8491173691957954,2.467323808669093
reb,RATE36_a0.40_m0.25,SELECT_2021_2022,7463,1.8810575911354273,2.5027991171657096
reb,RATE36_a0.40_m0.25,2023,4435,1.839224818735927,2.4602022612514394
reb,RATE36_a0.40_m0.25,2024,4447,1.842645601276099,2.457030425855484
reb,RATE36_a0.40_m0.25,SCORE_pooled,8882,1.8409375208251122,2.4586147123974604
reb,RATE36CTX_a0.40_m0.25,SELECT_2021_2022,7463,1.8801838971292824,2.497178662573351
reb,RATE36CTX_a0.40_m0.25,2023,4435,1.8424243304845385,2.4646812049741853
reb,RATE36CTX_a0.40_m0.25,2024,4447,1.8523494425101592,2.4697483232282895
reb,RATE36CTX_a0.40_m0.25,SCORE_pooled,8882,1.8473935911440673,2.467219487898087
reb,RATE36_a0.40_m0.30,SELECT_2021_2022,7463,1.8813991390505542,2.504079789441418
reb,RATE36_a0.40_m0.30,2023,4435,1.839243054345138,2.4620242471126246
reb,RATE36_a0.40_m0.30,2024,4447,1.8417536493011124,2.4580636499435373
reb,RATE36_a0.40_m0.30,SCORE_pooled,8882,1.840500047789094,2.460042070106151
reb,RATE36CTX_a0.40_m0.30,SELECT_2021_2022,7463,1.8802378579730163,2.4990211529227544
reb,RATE36CTX_a0.40_m0.30,2023,4435,1.8424816009138292,2.466580643251051
reb,RATE36CTX_a0.40_m0.30,2024,4447,1.8518664353662564,2.471102743759075
reb,RATE36CTX_a0.40_m0.30,SCORE_pooled,8882,1.8471803578165475,2.4688457836608246
reb,RATE36_a0.40_m0.40,SELECT_2021_2022,7463,1.8849623660134902,2.510289793811355
reb,RATE36_a0.40_m0.40,2023,4435,1.8421388201275013,2.469278672234868
reb,RATE36_a0.40_m0.40,2024,4447,1.8431923789778324,2.463889771999039
reb,RATE36_a0.40_m0.40,SCORE_pooled,8882,1.8426663112564614,2.4665820534703498
reb,RATE36CTX_a0.40_m0.40,SELECT_2021_2022,7463,1.8836064125509775,2.506254693075977
reb,RATE36CTX_a0.40_m0.40,2023,4435,1.8459044215872835,2.4739095612428406
reb,RATE36CTX_a0.40_m0.40,2024,4447,1.8542095284150315,2.477564309558306
reb,RATE36CTX_a0.40_m0.40,SCORE_pooled,8882,1.850062585296245,2.4757400786715746
reb,RATE36_a0.40_m0.50,SELECT_2021_2022,7463,1.891603381146988,2.520413904984862
reb,RATE36_a0.40_m0.50,2023,4435,1.8492710821598568,2.4802014630769396
reb,RATE36_a0.40_m0.50,2024,4447,1.8488087209642141,2.4732208708623453
reb,RATE36_a0.40_m0.50,SCORE_pooled,8882,1.8490395892261682,2.4767089107577944
reb,RATE36CTX_a0.40_m0.50,SELECT_2021_2022,7463,1.8905344352928108,2.517296882680627
reb,RATE36CTX_a0.40_m0.50,2023,4435,1.8530213567071214,2.484847212097942
reb,RATE36CTX_a0.40_m0.50,2024,4447,1.860037203893742,2.487513187558387
reb,RATE36CTX_a0.40_m0.50,SCORE_pooled,8882,1.8565340196702946,2.486182358103025
reb,RATE36_a0.40_m0.70,SELECT_2021_2022,7463,1.9132357272350153,2.5517457957722316
reb,RATE36_a0.40_m0.70,2023,4435,1.87132371335591,2.5107393514392164
reb,RATE36_a0.40_m0.70,2024,4447,1.8657503054501512,2.5002083401849973
reb,RATE36_a0.40_m0.70,SCORE_pooled,8882,1.868533244434844,2.5054722648609
reb,RATE36CTX_a0.40_m0.70,SELECT_2021_2022,7463,1.9139074851835285,2.5502394990080717
reb,RATE36CTX_a0.40_m0.70,2023,4435,1.8748447052728148,2.515375452113276
reb,RATE36CTX_a0.40_m0.70,2024,4447,1.8789445540104184,2.5157913250741135
reb,RATE36CTX_a0.40_m0.70,SCORE_pooled,8882,1.8768973991859115,2.515583678119596
reb,RATE36_a0.50_m0.05,SELECT_2021_2022,7463,1.9365889993249434,2.5787289797971544
reb,RATE36_a0.50_m0.05,2023,4435,1.8900213142926614,2.527058492821686
reb,RATE36_a0.50_m0.05,2024,4447,1.9083560949634375,2.540972108085814
reb,RATE36_a0.50_m0.05,SCORE_pooled,8882,1.8992010902038232,2.534034248860217
reb,RATE36CTX_a0.50_m0.05,SELECT_2021_2022,7463,1.9379989124131214,2.5734275224098555
reb,RATE36CTX_a0.50_m0.05,2023,4435,1.896208456398263,2.531651318544955
reb,RATE36CTX_a0.50_m0.05,2024,4447,1.9211341143235792,2.556820426352322
reb,RATE36CTX_a0.50_m0.05,SCORE_pooled,8882,1.9086881232293684,2.5442839978075598
reb,RATE36_a0.50_m0.08,SELECT_2021_2022,7463,1.930680391675854,2.5707705072934934
reb,RATE36_a0.50_m0.08,2023,4435,1.8860354999301794,2.5218088930841622
reb,RATE36_a0.50_m0.08,2024,4447,1.9009092899929367,2.531870312180316
reb,RATE36_a0.50_m0.08,SCORE_pooled,8882,1.8934824425567367,2.526851407174309
reb,RATE36CTX_a0.50_m0.08,SELECT_2021_2022,7463,1.9319136456766899,2.5655308935064993
reb,RATE36CTX_a0.50_m0.08,2023,4435,1.8919760271687327,2.526705697096672
reb,RATE36CTX_a0.50_m0.08,2024,4447,1.9132515793550469,2.547578944039215
reb,RATE36CTX_a0.50_m0.08,SCORE_pooled,8882,1.9026281753980205,2.537177886395556
reb,RATE36_a0.50_m0.10,SELECT_2021_2022,7463,1.927476449818402,2.5666237953859437
reb,RATE36_a0.50_m0.10,2023,4435,1.8838441963228696,2.519051687347749
reb,RATE36_a0.50_m0.10,2024,4447,1.8965043851276326,2.5270194157469255
reb,RATE36_a0.50_m0.10,SCORE_pooled,8882,1.8901828429806924,2.523044079174676
reb,RATE36CTX_a0.50_m0.10,SELECT_2021_2022,7463,1.9286181548043735,2.561483118305833
reb,RATE36CTX_a0.50_m0.10,2023,4435,1.8896814177621375,2.5241226074542884
reb,RATE36CTX_a0.50_m0.10,2024,4447,1.9089573466324232,2.5426903227406736
reb,RATE36CTX_a0.50_m0.10,SCORE_pooled,8882,1.899332403540809,2.5334360185493545
reb,RATE36_a0.50_m0.15,SELECT_2021_2022,7463,1.9220356003550234,2.5597555368699587
reb,RATE36_a0.50_m0.15,2023,4435,1.8794507604823942,2.514314900914245
reb,RATE36_a0.50_m0.15,2024,4447,1.8882611013330506,2.518723469848889
reb,RATE36_a0.50_m0.15,SCORE_pooled,8882,1.8838618825002804,2.5165231288655163
reb,RATE36CTX_a0.50_m0.15,SELECT_2021_2022,7463,1.9227756837412253,2.554999874014572
reb,RATE36CTX_a0.50_m0.15,2023,4435,1.8851044284636875,2.519719714302058
reb,RATE36CTX_a0.50_m0.15,2024,4447,1.9009563163134007,2.534455048137103
reb,RATE36CTX_a0.50_m0.15,SCORE_pooled,8882,1.8930410807117934,2.5271080753339046
reb,RATE36_a0.50_m0.20,SELECT_2021_2022,7463,1.9193561609204235,2.556619718742136
reb,RATE36_a0.50_m0.20,2023,4435,1.8769318331210814,2.5121171088583614
reb,RATE36_a0.50_m0.20,2024,4447,1.8837002280752149,2.514667042926902
reb,RATE36_a0.50_m0.20,SCORE_pooled,8882,1.880320602808205,2.5133941218081817
reb,RATE36CTX_a0.50_m0.20,SELECT_2021_2022,7463,1.9193866873947316,2.552339424153748
reb,RATE36CTX_a0.50_m0.20,2023,4435,1.8822768353375912,2.5177460950720323
reb,RATE36CTX_a0.50_m0.20,2024,4447,1.8967653292606566,2.5305940208295405
reb,RATE36CTX_a0.50_m0.20,SCORE_pooled,8882,1.8895308696176938,2.5241869113999353
reb,RATE36_a0.50_m0.25,SELECT_2021_2022,7463,1.9183358548396725,2.5559710015206885
reb,RATE36_a0.50_m0.25,2023,4435,1.8757359649053098,2.511949930461933
reb,RATE36_a0.50_m0.25,2024,4447,1.8814887397183722,2.5134926619122364
reb,RATE36_a0.50_m0.25,SCORE_pooled,8882,1.8786162384465945,2.512722456736756
reb,RATE36CTX_a0.50_m0.25,SELECT_2021_2022,7463,1.9179478580429243,2.5521751746807766
reb,RATE36CTX_a0.50_m0.25,2023,4435,1.8809558205860568,2.5177333569240843
reb,RATE36CTX_a0.50_m0.25,2024,4447,1.894855600482249,2.529670857283616
reb,RATE36CTX_a0.50_m0.25,SCORE_pooled,8882,1.887915100162545,2.5237172293982577
reb,RATE36_a0.50_m0.30,SELECT_2021_2022,7463,1.9184790260424467,2.5570626483330865
reb,RATE36_a0.50_m0.30,2023,4435,1.8755143139875543,2.5134184705032316
reb,RATE36_a0.50_m0.30,2024,4447,1.8805033208187207,2.5143008451309377
reb,RATE36_a0.50_m0.30,SCORE_pooled,8882,1.878012187594647,2.5138602925964486
reb,RATE36CTX_a0.50_m0.30,SELECT_2021_2022,7463,1.9180403517993645,2.553730443439282
reb,RATE36CTX_a0.50_m0.30,2023,4435,1.8808553722945702,2.5193097385891234
reb,RATE36CTX_a0.50_m0.30,2024,4447,1.8940840466045628,2.5307472745531463
reb,RATE36CTX_a0.50_m0.30,SCORE_pooled,8882,1.8874786457303432,2.5250427088832006
reb,RATE36_a0.50_m0.40,SELECT_2021_2022,7463,1.9218236331644334,2.563019476431744
reb,RATE36_a0.50_m0.40,2023,4435,1.8784246012538188,2.520138399922358
reb,RATE36_a0.50_m0.40,2024,4447,1.8821743318253594,2.519906531213116
reb,RATE36_a0.50_m0.40,SCORE_pooled,8882,1.8803019995708241,2.52002231160176
reb,RATE36CTX_a0.50_m0.40,SELECT_2021_2022,7463,1.9215458344206353,2.5605409714112906
reb,RATE36CTX_a0.50_m0.40,2023,4435,1.8845279771029466,2.5261511802024748
reb,RATE36CTX_a0.50_m0.40,2024,4447,1.8962991481649698,2.5368919099880185
reb,RATE36CTX_a0.50_m0.40,SCORE_pooled,8882,1.890421514336995,2.5315344970186517
reb,RATE36_a0.50_m0.50,SELECT_2021_2022,7463,1.92847097242422,2.573042069356995
reb,RATE36_a0.50_m0.50,2023,4435,1.8853422561113498,2.5307472061704206
reb,RATE36_a0.50_m0.50,2024,4447,1.8885260658991447,2.5292462291000453
reb,RATE36_a0.50_m0.50,SCORE_pooled,8882,1.886936311743676,2.529995815000764
reb,RATE36CTX_a0.50_m0.50,SELECT_2021_2022,7463,1.9286572757169818,2.571345388761231
reb,RATE36CTX_a0.50_m0.50,2023,4435,1.8921376406304395,2.5367990787516637
reb,RATE36CTX_a0.50_m0.50,2024,4447,1.902080359595519,2.54676656762216
reb,RATE36CTX_a0.50_m0.50,SCORE_pooled,8882,1.8971157166535997,2.5417944423169483
reb,RATE36_a0.50_m0.70,SELECT_2021_2022,7463,1.950183812013745,2.604510045886158
reb,RATE36_a0.50_m0.70,2023,4435,1.9073931264462778,2.5611504500990447
reb,RATE36_a0.50_m0.70,2024,4447,1.9065076363857993,2.556616754100313
reb,RATE36_a0.50_m0.70,SCORE_pooled,8882,1.9069497832466666,2.5588815435511743
reb,RATE36CTX_a0.50_m0.70,SELECT_2021_2022,7463,1.9518517895760301,2.604227154040612
reb,RATE36CTX_a0.50_m0.70,2023,4435,1.9126270527035958,2.567170797625036
reb,RATE36CTX_a0.50_m0.70,2024,4447,1.9203735692699848,2.5752967653979786
reb,RATE36CTX_a0.50_m0.70,SCORE_pooled,8882,1.9165055439410124,2.571242480879803
reb,RATE36_a0.70_m0.05,SELECT_2021_2022,7463,2.0316452962501192,2.716271113122518
reb,RATE36_a0.70_m0.05,2023,4435,1.9874067251815468,2.66682933385553
reb,RATE36_a0.70_m0.05,2024,4447,2.007544921697367,2.6899135570799517
reb,RATE36_a0.70_m0.05,SCORE_pooled,8882,1.99748942726507,2.6784119087517344
reb,RATE36CTX_a0.70_m0.05,SELECT_2021_2022,7463,2.0355062175289897,2.7166350149848557
reb,RATE36CTX_a0.70_m0.05,2023,4435,1.9948910007302465,2.673741331129151
reb,RATE36CTX_a0.70_m0.05,2024,4447,2.024720476511144,2.714561431402854
reb,RATE36CTX_a0.70_m0.05,SCORE_pooled,8882,2.009825889133495,2.694256264248097
reb,RATE36_a0.70_m0.08,SELECT_2021_2022,7463,2.025482567346614,2.7078526365333024
reb,RATE36_a0.70_m0.08,2023,4435,1.9830401005722589,2.661261915994813
reb,RATE36_a0.70_m0.08,2024,4447,2.000057636529101,2.6801456157785686
reb,RATE36_a0.70_m0.08,SCORE_pooled,8882,1.9915603642966535,2.6707332121898495
reb,RATE36CTX_a0.70_m0.08,SELECT_2021_2022,7463,2.0291222998349383,2.7082004067392065
reb,RATE36CTX_a0.70_m0.08,2023,4435,1.9909801378968282,2.668572032564552
reb,RATE36CTX_a0.70_m0.08,2024,4447,2.0172115257071366,2.7046684476108234
reb,RATE36CTX_a0.70_m0.08,SCORE_pooled,8882,2.0041135517216917,2.686705244945913
reb,RATE36_a0.70_m0.10,SELECT_2021_2022,7463,2.0221314612570747,2.703399908523655
reb,RATE36_a0.70_m0.10,2023,4435,1.9806918030347789,2.658193779781987
reb,RATE36_a0.70_m0.10,2024,4447,1.9956603631251721,2.674799281636561
reb,RATE36_a0.70_m0.10,SCORE_pooled,8882,1.9881861946945378,2.666520674270602
reb,RATE36CTX_a0.70_m0.10,SELECT_2021_2022,7463,2.025956820412458,2.7037908320969444
reb,RATE36CTX_a0.70_m0.10,2023,4435,1.9889247884230785,2.665735614902788
reb,RATE36CTX_a0.70_m0.10,2024,4447,2.0130603026694387,2.6992889454730165
reb,RATE36CTX_a0.70_m0.10,SCORE_pooled,8882,2.0010088496540583,2.682587406562707
reb,RATE36_a0.70_m0.15,SELECT_2021_2022,7463,2.0163248794270094,2.695759438021015
reb,RATE36_a0.70_m0.15,2023,4435,1.9763566143178877,2.652420134029979
reb,RATE36_a0.70_m0.15,2024,4447,1.9878148470432728,2.6652120267665698
reb,RATE36_a0.70_m0.15,SCORE_pooled,8882,1.982093470986407,2.658832414494743
reb,RATE36CTX_a0.70_m0.15,SELECT_2021_2022,7463,2.019968318587051,2.6963819867273666
reb,RATE36CTX_a0.70_m0.15,2023,4435,1.9849814186874362,2.6604196064550574
reb,RATE36CTX_a0.70_m0.15,2024,4447,2.005742331128782,2.6897440764825093
reb,RATE36CTX_a0.70_m0.15,SCORE_pooled,8882,1.9953758993929829,2.6751418323261023
reb,RATE36_a0.70_m0.20,SELECT_2021_2022,7463,2.01335831815428,2.691835177607721
reb,RATE36_a0.70_m0.20,2023,4435,1.9737564732426367,2.6489755652998093
reb,RATE36_a0.70_m0.20,2024,4447,1.9831608512035654,2.659917886347645
reb,RATE36_a0.70_m0.20,SCORE_pooled,8882,1.9784650151017058,2.6544597559744068
reb,RATE36CTX_a0.70_m0.20,SELECT_2021_2022,7463,2.016661394003264,2.692767031662397
reb,RATE36CTX_a0.70_m0.20,2023,4435,1.981979154877492,2.6573021841212014
reb,RATE36CTX_a0.70_m0.20,2024,4447,2.0012498207311653,2.684586264656439
reb,RATE36CTX_a0.70_m0.20,SCORE_pooled,8882,1.9916275055925658,2.6709974937483323
reb,RATE36_a0.70_m0.25,SELECT_2021_2022,7463,2.0118805685879,2.6903912842935833
reb,RATE36_a0.70_m0.25,2023,4435,1.9722656537609828,2.6475049843196365
reb,RATE36_a0.70_m0.25,2024,4447,1.9802232728957723,2.657627588121469
reb,RATE36_a0.70_m0.25,SCORE_pooled,8882,1.9762498388873517,2.6525779529299554
reb,RATE36CTX_a0.70_m0.25,SELECT_2021_2022,7463,2.0153753984684335,2.691638503646687
reb,RATE36CTX_a0.70_m0.25,2023,4435,1.980270242314542,2.656077473711632
reb,RATE36CTX_a0.70_m0.25,2024,4447,1.9983615220410893,2.6824612737030784
reb,RATE36CTX_a0.70_m0.25,SCORE_pooled,8882,1.989328103262972,2.6693197942099176
reb,RATE36_a0.70_m0.30,SELECT_2021_2022,7463,2.0115452676232293,2.6907012719852377
reb,RATE36_a0.70_m0.30,2023,4435,1.9715654802415845,2.6477031081074047
reb,RATE36_a0.70_m0.30,2024,4447,1.9789993522902056,2.657457306431667
reb,RATE36_a0.70_m0.30,SCORE_pooled,8882,1.9752874380213883,2.6525912800141094
reb,RATE36CTX_a0.70_m0.30,SELECT_2021_2022,7463,2.0153120211885254,2.6922461773884985
reb,RATE36CTX_a0.70_m0.30,2023,4435,1.9794078183715111,2.6564664259692097
reb,RATE36CTX_a0.70_m0.30,2024,4447,1.9974959840938102,2.682459793861771
reb,RATE36CTX_a0.70_m0.30,SCORE_pooled,8882,1.9884641202142344,2.6695123067522406
reb,RATE36_a0.70_m0.40,SELECT_2021_2022,7463,2.013896122424189,2.6952080659374156
reb,RATE36_a0.70_m0.40,2023,4435,1.9729781935126876,2.652128865554637
reb,RATE36_a0.70_m0.40,2024,4447,1.9803115419157802,2.661500007970989
reb,RATE36_a0.70_m0.40,SCORE_pooled,8882,1.9766498215636392,2.656824898917817
reb,RATE36CTX_a0.70_m0.40,SELECT_2021_2022,7463,2.0179502840068477,2.6972955575167425
reb,RATE36CTX_a0.70_m0.40,2023,4435,1.9806082219894845,2.661151218843777
reb,RATE36CTX_a0.70_m0.40,2024,4447,1.9991122635837586,2.686831204590731
reb,RATE36CTX_a0.70_m0.40,SCORE_pooled,8882,1.9898727427021317,2.6740393863093437
reb,RATE36_a0.70_m0.50,SELECT_2021_2022,7463,2.0196913313403932,2.703999345319056
reb,RATE36_a0.70_m0.50,2023,4435,1.9782913908085213,2.660832282141253
reb,RATE36_a0.70_m0.50,2024,4447,1.9852123054119963,2.66972342729496
reb,RATE36_a0.70_m0.50,SCORE_pooled,8882,1.9817565233509276,2.6652875683932256
reb,RATE36CTX_a0.70_m0.50,SELECT_2021_2022,7463,2.0236517691860363,2.7065885852680838
reb,RATE36CTX_a0.70_m0.50,2023,4435,1.9858617993019652,2.669985019538826
reb,RATE36CTX_a0.70_m0.50,2024,4447,2.0038647324246366,2.695380839335409
reb,RATE36CTX_a0.70_m0.50,SCORE_pooled,8882,1.9948754272682476,2.682730135925493
reb,RATE36_a0.70_m0.70,SELECT_2021_2022,7463,2.0414140611220093,2.733754381040488
reb,RATE36_a0.70_m0.70,2023,4435,1.9968389695717685,2.688534184102029
reb,RATE36_a0.70_m0.70,2024,4447,2.0032644522641156,2.6957676267717705
reb,RATE36_a0.70_m0.70,SCORE_pooled,8882,2.000056051482697,2.6921582211970505
reb,RATE36CTX_a0.70_m0.70,SELECT_2021_2022,7463,2.0449273174293907,2.737268537414593
reb,RATE36CTX_a0.70_m0.70,2023,4435,2.0041511374657195,2.697688317133817
reb,RATE36CTX_a0.70_m0.70,2024,4447,2.021692949065521,2.722178627922126
reb,RATE36CTX_a0.70_m0.70,SCORE_pooled,8882,2.0129338931721277,2.709977681541137
reb,RATE100_a0.05_p0.05,SELECT_2021_2022,7463,1.8282891405806423,2.409185341800284
reb,RATE100_a0.05_p0.05,2023,4435,1.7808782988177418,2.371454071221902
reb,RATE100_a0.05_p0.05,2024,4447,1.7874133567656785,2.3650293850247106
reb,RATE100_a0.05_p0.05,SCORE_pooled,8882,1.7841502423771287,2.3682395667474108
reb,RATE100_a0.05_p0.08,SELECT_2021_2022,7463,1.8219799931128178,2.4013831741203866
reb,RATE100_a0.05_p0.08,2023,4435,1.776413552093645,2.3657886717334686
reb,RATE100_a0.05_p0.08,2024,4447,1.7802653227583256,2.3563673167930506
reb,RATE100_a0.05_p0.08,SCORE_pooled,8882,1.7783420393877043,2.361076329142572
reb,RATE100_a0.05_p0.10,SELECT_2021_2022,7463,1.8187408803946858,2.3973068651599228
reb,RATE100_a0.05_p0.10,2023,4435,1.7740394067761214,2.3629343256048285
reb,RATE100_a0.05_p0.10,2024,4447,1.776248860496749,2.3517723619943833
reb,RATE100_a0.05_p0.10,SCORE_pooled,8882,1.7751456261744138,2.357352410055731
reb,RATE100_a0.05_p0.15,SELECT_2021_2022,7463,1.8127680882888264,2.3904602960636265
reb,RATE100_a0.05_p0.15,2023,4435,1.7694302673237836,2.358370825314671
reb,RATE100_a0.05_p0.15,2024,4447,1.767737928103373,2.343784178350358
reb,RATE100_a0.05_p0.15,SCORE_pooled,8882,1.768582954498613,2.3510789605894824
reb,RATE100_a0.05_p0.20,SELECT_2021_2022,7463,1.8090779037991904,2.387100762003557
reb,RATE100_a0.05_p0.20,2023,4435,1.7670963219699816,2.3566022644142053
reb,RATE100_a0.05_p0.20,2024,4447,1.7620354079327338,2.3395266368801475
reb,RATE100_a0.05_p0.20,SCORE_pooled,8882,1.7645624461848388,2.3480684378581214
reb,RATE100_a0.05_p0.25,SELECT_2021_2022,7463,1.8066584082510984,2.385994135456624
reb,RATE100_a0.05_p0.25,2023,4435,1.766427205487768,2.35683720073412
reb,RATE100_a0.05_p0.25,2024,4447,1.7591481620835157,2.337753057095886
reb,RATE100_a0.05_p0.25,SCORE_pooled,8882,1.762782766620541,2.347301632023443
reb,RATE100_a0.05_p0.30,SELECT_2021_2022,7463,1.8054607922963677,2.386438765598139
reb,RATE100_a0.05_p0.30,2023,4435,1.7671279687561818,2.358557496308747
reb,RATE100_a0.05_p0.30,2024,4447,1.7580186856404885,2.3376818580641237
reb,RATE100_a0.05_p0.30,SCORE_pooled,8882,1.7625671736632424,2.3481287741863555
reb,RATE100_a0.05_p0.40,SELECT_2021_2022,7463,1.8065356232009957,2.3907676596261696
reb,RATE100_a0.05_p0.40,2023,4435,1.7705299945744262,2.3652713963597845
reb,RATE100_a0.05_p0.40,2024,4447,1.7587894313212389,2.34103117558208
reb,RATE100_a0.05_p0.40,SCORE_pooled,8882,1.7646517819210912,2.3531661239260426
reb,RATE100_a0.05_p0.50,SELECT_2021_2022,7463,1.811130900017163,2.399036038391724
reb,RATE100_a0.05_p0.50,2023,4435,1.7769983894471268,2.3753457349913707
reb,RATE100_a0.05_p0.50,2024,4447,1.762292964094684,2.347875345767312
reb,RATE100_a0.05_p0.50,SCORE_pooled,8882,1.7696357429100507,2.3616319255310283
reb,RATE100_a0.05_p0.70,SELECT_2021_2022,7463,1.8296825066146507,2.4273269795612125
reb,RATE100_a0.05_p0.70,2023,4435,1.7973687686788489,2.4037495295240014
reb,RATE100_a0.05_p0.70,2024,4447,1.775770583312768,2.3708674168593915
reb,RATE100_a0.05_p0.70,SCORE_pooled,8882,1.7865550859133723,2.387342873919619
reb,RATE100_a0.08_p0.05,SELECT_2021_2022,7463,1.829861876879863,2.4122323014464038
reb,RATE100_a0.08_p0.05,2023,4435,1.7814894816824267,2.3716884855352784
reb,RATE100_a0.08_p0.05,2024,4447,1.789539712861146,2.3675519677627053
reb,RATE100_a0.08_p0.05,SCORE_pooled,8882,1.7855200353923755,2.369618334945044
reb,RATE100_a0.08_p0.08,SELECT_2021_2022,7463,1.8237319892663206,2.4045382040626446
reb,RATE100_a0.08_p0.08,2023,4435,1.7772225767105834,2.3661851773241254
reb,RATE100_a0.08_p0.08,2024,4447,1.7823356402528083,2.359021418808407
reb,RATE100_a0.08_p0.08,SCORE_pooled,8882,1.779782562476433,2.362601173973224
reb,RATE100_a0.08_p0.10,SELECT_2021_2022,7463,1.8205446325352652,2.4005278105462833
reb,RATE100_a0.08_p0.10,2023,4435,1.7748522877223047,2.3634048032590513
reb,RATE100_a0.08_p0.10,2024,4447,1.7782975697897403,2.3545031460441734
reb,RATE100_a0.08_p0.10,SCORE_pooled,8882,1.7765772561251292,2.3589521602405497
reb,RATE100_a0.08_p0.15,SELECT_2021_2022,7463,1.814737438322555,2.393829345082221
reb,RATE100_a0.08_p0.15,2023,4435,1.7704180508774936,2.3589565995396162
reb,RATE100_a0.08_p0.15,2024,4447,1.7700063742772951,2.346681831468039
reb,RATE100_a0.08_p0.15,SCORE_pooled,8882,1.770211934480164,2.3528189283641527
reb,RATE100_a0.08_p0.20,SELECT_2021_2022,7463,1.8109680247025346,2.3906029791906556
reb,RATE100_a0.08_p0.20,2023,4435,1.768017108487275,2.357263983312628
reb,RATE100_a0.08_p0.20,2024,4447,1.7642899211833505,2.3425642378730647
reb,RATE100_a0.08_p0.20,SCORE_pooled,8882,1.7661509970325853,2.349915674739333
reb,RATE100_a0.08_p0.25,SELECT_2021_2022,7463,1.8085758001553585,2.389620128867675
reb,RATE100_a0.08_p0.25,2023,4435,1.7674905054886754,2.3575694913926557
reb,RATE100_a0.08_p0.25,2024,4447,1.7613316522869973,2.340909549584233
reb,RATE100_a0.08_p0.25,SCORE_pooled,8882,1.7644069184375761,2.3492430345748487
reb,RATE100_a0.08_p0.30,SELECT_2021_2022,7463,1.8076488999238454,2.390179318547726
reb,RATE100_a0.08_p0.30,2023,4435,1.7679828645918523,2.359362292375408
reb,RATE100_a0.08_p0.30,2024,4447,1.760198676306718,2.3409408850117375
reb,RATE100_a0.08_p0.30,SCORE_pooled,8882,1.7640855120469308,2.350157193867252
reb,RATE100_a0.08_p0.40,SELECT_2021_2022,7463,1.808755038183099,2.3947037364960266
reb,RATE100_a0.08_p0.40,2023,4435,1.771145811844774,2.3662220399376297
reb,RATE100_a0.08_p0.40,2024,4447,1.7610238766780635,2.3444573421976296
reb,RATE100_a0.08_p0.40,SCORE_pooled,8882,1.7660780066560369,2.355350128274668
reb,RATE100_a0.08_p0.50,SELECT_2021_2022,7463,1.8134223323631662,2.403119043089134
reb,RATE100_a0.08_p0.50,2023,4435,1.777432721557903,2.3764336738297076
reb,RATE100_a0.08_p0.50,2024,4447,1.7646072450109225,2.35142589271915
reb,RATE100_a0.08_p0.50,SCORE_pooled,8882,1.7710113193732124,2.3639459592321623
reb,RATE100_a0.08_p0.70,SELECT_2021_2022,7463,1.8324274991590601,2.43158393848047
reb,RATE100_a0.08_p0.70,2023,4435,1.7979375420622572,2.405078979061257
reb,RATE100_a0.08_p0.70,2024,4447,1.7783733117145935,2.374556515829438
reb,RATE100_a0.08_p0.70,SCORE_pooled,8882,1.7881422107904645,2.3898458572890036
reb,RATE100_a0.10_p0.05,SELECT_2021_2022,7463,1.8315511579223673,2.415379152961048
reb,RATE100_a0.10_p0.05,2023,4435,1.7831213909275334,2.3734335861046048
reb,RATE100_a0.10_p0.05,2024,4447,1.792196557992799,2.3704979087270837
reb,RATE100_a0.10_p0.05,SCORE_pooled,8882,1.7876651049490642,2.371964218466004
reb,RATE100_a0.10_p0.08,SELECT_2021_2022,7463,1.8255775166693484,2.4077496578771838
reb,RATE100_a0.10_p0.08,2023,4435,1.7789095925984841,2.368031408161475
reb,RATE100_a0.10_p0.08,2024,4447,1.7848982295434777,2.3620414855670986
reb,RATE100_a0.10_p0.08,SCORE_pooled,8882,1.7819079565361542,2.365034296862618
