candidate,dependent,sd_abs,mean_abs,sd_signed_recovered,fold_factor_sd
pl_abs_min_trend5,fga_absres,0.7125110926235035,1.056745047093412,1.2745125153045758,1.788761646659778
pl_abs_min_trend5,fga_sqres,0.8094004332646451,1.5648526584847313,1.7617868498021338,2.176656667573209
pl_start_switch5,pts_absres,0.7355162373722035,3.9093778141485207,3.9779666953350463,5.408400920620357
pl_start_switch5,pts_sqres,0.6476983814667877,4.451644700070349,4.498516836582822,6.945388417360889
pl_start_switch5,minutes_absres,0.7959198315804655,4.143058233933708,4.218817358937096,5.3005556483744725
pl_start_switch5,minutes_sqres,0.7842807534290743,2.715442801527966,2.826433425462083,3.6038541212495647
pl_start_switch5,fga_absres,0.7671054332911147,2.3633007609441394,2.4846813140650243,3.2390349569093635
pl_start_switch5,fga_sqres,0.6877147777125949,2.880863755239892,2.9618115388625212,4.306744067233497
pl_rest_days,pts_absres,0.8925811691376896,2.3392260123052773,2.5037331088086954,2.8050480957687216
pl_rest_days,pts_sqres,0.7517686768239031,1.5189974432585913,1.6948478917235317,2.2544805922002236
pl_rest_days,minutes_absres,1.1006597313746243,2.3216620807174597,2.5693514086848817,2.3343739535887216
pl_rest_days,minutes_sqres,1.2198526315884501,3.1702701799849864,3.3968593519448675,2.7846473122918085
pl_rest_days,fga_absres,0.726344963112495,1.0574448432436947,1.2828743515799097,1.7662053386900411
pl_rest_days,fga_sqres,0.568902236789488,0.7630841380331818,0.9518125638706009,1.673068767038091
pl_teamgames_since_appear,pts_absres,0.8560357735129408,3.3604644498774467,3.4677829465559156,4.050979005614527
pl_teamgames_since_appear,pts_sqres,0.7517911011411291,2.208433700575958,2.332888610627308,3.1031075083041837
pl_teamgames_since_appear,minutes_absres,1.084585642244319,2.8780951612998424,3.0756719221757196,2.835803649227065
pl_teamgames_since_appear,minutes_sqres,1.184332108317567,3.8714432190690795,4.0485448177422825,3.418420212801243
pl_teamgames_since_appear,fga_absres,0.7876883515313982,1.3011759328719734,1.5210232567004036,1.9309962547285098
pl_teamgames_since_appear,fga_sqres,0.5761593341722386,0.8190606566187595,1.001408976180337,1.738076460427478
pl_dnp_frac5,pts_absres,0.713321232261531,9.100221591768998,9.128135636574086,12.796668911191698
pl_dnp_frac5,pts_sqres,0.6475960566361899,6.4139806553775776,6.446590455436775,9.954647483374618
pl_dnp_frac5,minutes_absres,0.8541368684572368,5.97937182390919,6.0400693041236755,7.071547344670179
pl_dnp_frac5,minutes_sqres,0.9149876254079503,7.900057627523525,7.952868216740568,8.69177680211222
pl_dnp_frac5,fga_absres,0.727464115398016,4.316131628080683,4.377007684492937,6.016802192501486
pl_dnp_frac5,fga_sqres,0.6830859262955982,2.7231137891166197,2.8074819841238856,4.109998282864604
tm_rest_days,pts_absres,0.6212084886990175,0.8139749862519458,1.0239410455077835,1.648304979946748
tm_rest_days,pts_sqres,0.6190104882799633,0.8164745468042988,1.02459976097005,1.6552219717909666
tm_rest_days,minutes_absres,0.6362395595064038,0.8438252280362718,1.056807358297324,1.6610211397687968
