candidate,dependent,sd_abs,mean_abs,sd_signed_recovered,fold_factor_sd
pts__is_fallback,minutes_absres,1.0026667902628266,5.139763077489332,5.236650187383015,5.2227222824547175
pts__is_fallback,minutes_sqres,1.0602280693220256,6.066384252233811,6.158335932273319,5.808501123924529
pts__is_fallback,fga_absres,0.8687367119171865,1.585850515594673,1.8082105332191203,2.0814252562535778
pts__is_fallback,fga_sqres,0.8669640806331576,1.4950874284845417,1.728268826288496,1.9934722382342691
pts__fallback_level,pts_absres,0.5514782014103079,0.730856223313903,0.9155757892099429,1.6602211780420693
pts__fallback_level,pts_sqres,0.5659666301525339,0.7978526508309266,0.9782060513430448,1.7283811433889806
pts__fallback_level,minutes_absres,1.0137211364127952,5.665952256880309,5.75592264712245,5.67801384460686
pts__fallback_level,minutes_sqres,1.0806104453425927,6.67937955375168,6.766227173075074,6.2614859982497535
pts__fallback_level,fga_absres,0.8895039481880602,1.7625008028704008,1.9742407031466438,2.219485036764836
pts__fallback_level,fga_sqres,0.88500715955917,1.64688527768511,1.8696172844534122,2.1125448130664677
pts__is_cold_start,pts_absres,0.5072807864129708,0.6634287377330624,0.8351475835526597,1.6463221275500404
pts__is_cold_start,pts_sqres,0.42935565825702815,0.5999572250995744,0.7377634805454302,1.7183038498674628
pts__is_cold_start,minutes_absres,1.1282722306776867,5.291693110049966,5.4106389823632375,4.7955084200852705
pts__is_cold_start,minutes_sqres,1.2965700142065983,6.208643330916549,6.342581951561543,4.8918160084418725
pts__is_cold_start,fga_absres,0.9226287873795049,1.8094470348306848,2.031093905056813,2.2014204768373036
pts__is_cold_start,fga_sqres,0.8755577100433394,1.6114259919538554,1.833928851171932,2.0945836352479312
pts__n_prior_games,pts_absres,0.8745943197515555,3.5479243538364633,3.6541322423644678,4.178088240274063
pts__n_prior_games,pts_sqres,0.9212959279290067,2.8642194693534617,3.008743816851477,3.2657734888884966
pts__n_prior_games,minutes_absres,0.823809172538929,6.869465532379565,6.918686165256387,8.398408752761787
pts__n_prior_games,minutes_sqres,0.7893817088499843,7.7261546182818925,7.7663755167945325,9.83855520051133
pts__n_prior_games,fga_absres,0.5798367685674266,0.8286162731378884,1.0113434660349763,1.7441865036148905
pts__n_prior_games,fga_sqres,0.5027314763509688,0.656770530236969,0.8270951980889347,1.6452027314707462
minutes__pred_point,pts_absres,1.184529632340614,1.6306179584537803,2.015446693992417,1.7014742721209284
minutes__pred_point,pts_sqres,1.041136413850084,1.4101213202429805,1.7528283344493323,1.6835722112220028
minutes__pred_point,minutes_absres,1.1663988085905475,1.6608385386474287,2.0295001434190576,1.7399710360399494
minutes__pred_point,minutes_sqres,1.0921478608354604,1.638255663446389,1.96892573977325,1.8028014432652744
minutes__pred_point,fga_absres,1.1499810149111918,1.582744528864756,1.9564091030015918,1.7012533925637694
minutes__pred_point,fga_sqres,1.035009046086279,1.4142237877501393,1.7525046782587432,1.6932264359288056
minutes__pred_sd,pts_absres,1.2628090107891147e-29,6.559134596260986e-14,6.559134596260986e-14,5194082826636040.0
minutes__pred_sd,pts_sqres,2.5256180215782295e-29,7.420389731975112e-14,7.420389731975112e-14,2938049090787765.5
minutes__pred_sd,minutes_absres,1.2628090107891147e-29,6.510791323340995e-14,6.510791323340995e-14,5155800495335773.0
minutes__pred_sd,minutes_sqres,1.2628090107891147e-29,1.0430002112382748e-13,1.0430002112382748e-13,8259366240873717.0
minutes__pred_sd,fga_absres,5.051236043156459e-29,2.2773010108221097e-13,2.2773010108221097e-13,4508403470686059.0
minutes__pred_sd,fga_sqres,1.2628090107891147e-29,3.500794353963473e-14,3.500794353963473e-14,2772227885653007.0
minutes__pred_width,pts_absres,1.4161308320497894,2.063494317957495,2.502685624229479,1.767270062616282
minutes__pred_width,pts_sqres,1.18692116041318,1.756984352724867,2.1203244696877386,1.786407168736996
minutes__pred_width,minutes_absres,1.327372942301794,3.5541356781796103,3.7939160964449594,2.8582141277235467
minutes__pred_width,minutes_sqres,1.1950367051386472,3.7341523867728776,3.9207150845566696,3.2808323524270255
minutes__pred_width,fga_absres,1.4307433885469998,2.7725672476505214,3.119960862994172,2.1806571939938633
minutes__pred_width,fga_sqres,1.2597557882853831,2.6983683171536503,2.977948324121349,2.363909220988417
minutes__pred_iqr,pts_absres,1.0202018100023102,1.4409865557990558,1.7655746903276608,1.730613171842601
minutes__pred_iqr,pts_sqres,0.8740978468369892,1.263326387782303,1.5362423662665154,1.7575176186802914
minutes__pred_iqr,minutes_absres,1.0584472289974443,1.5894781982345103,1.9096469514638545,1.8041966563346405
minutes__pred_iqr,minutes_sqres,0.9620989009679982,1.5891834731583805,1.8577239855811636,1.9309075020375228
minutes__pred_iqr,fga_absres,1.0030842116103258,1.4298627831640942,1.7466211707922468,1.741250784904954
minutes__pred_iqr,fga_sqres,0.8905530815109128,1.3728749593164993,1.63642000871013,1.8375322512317613
minutes__pred_cv,pts_absres,1.4038636382584218,2.0263884506867993,2.4651740847049766,1.7559925462298995
minutes__pred_cv,pts_sqres,1.1636011426975366,1.7244683797451208,2.0803266118635735,1.7878347962436887
minutes__pred_cv,minutes_absres,1.3503652211388053,3.389182147359046,3.648293006111013,2.7017083593387374
minutes__pred_cv,minutes_sqres,1.2170753353475683,3.543708431244504,3.746884281317583,3.078596839896982
minutes__pred_cv,fga_absres,1.4487736386036445,2.690318218814436,3.055610769453093,2.109101579455952
minutes__pred_cv,fga_sqres,1.2804151441994733,2.6082301600583344,2.9055683625296584,2.2692392976547033
fga__pred_point,pts_absres,1.2438824614932176,1.6310213279318457,2.0512128485798318,1.6490407350204577
fga__pred_point,pts_sqres,1.0702532433498166,1.4230529798783873,1.7805959082401486,1.663714564103548
fga__pred_point,minutes_absres,1.1205050015537485,1.5288268443463362,1.8954796170101493,1.6916297690610769
fga__pred_point,minutes_sqres,1.0474284248640273,1.4657418485303029,1.8015286486054467,1.7199539422842314
fga__pred_point,fga_absres,1.1262589741740643,1.506628467319731,1.8810605028668848,1.6701846964161595
fga__pred_point,fga_sqres,1.00560300986764,1.3360270243411012,1.6721858817800712,1.662868811421088
fga__pred_sd,pts_absres,0.0,0.0,0.0,
fga__pred_sd,pts_sqres,0.0,0.0,0.0,
fga__pred_sd,minutes_absres,0.0,0.0,0.0,
fga__pred_sd,minutes_sqres,0.0,0.0,0.0,
fga__pred_sd,fga_absres,0.0,0.0,0.0,
fga__pred_sd,fga_sqres,0.0,0.0,0.0,
fga__pred_width,pts_absres,1.7250569413296166,2.918709665785727,3.390381625124305,1.9653737473217037
fga__pred_width,pts_sqres,1.480804546415064,2.4004402353629146,2.820442417109892,1.9046689341534018
fga__pred_width,minutes_absres,1.4174782898513112,5.696741654241592,5.870443780275136,4.141469976863579
fga__pred_width,minutes_sqres,1.2620925234295448,5.996163407221172,6.127548705950445,4.855070917700837
fga__pred_width,fga_absres,1.5701743339772194,4.495734146731513,4.76204503938891,3.032812940794127
fga__pred_width,fga_sqres,1.3652794740048464,4.399453401611039,4.606427930087031,3.373981677593638
fga__pred_iqr,pts_absres,1.34281251737054,1.9187040354291034,2.3419160173624785,1.7440379703552038
fga__pred_iqr,pts_sqres,1.1235011145525309,1.613278089058862,1.9659402195993125,1.7498337955653112
fga__pred_iqr,minutes_absres,1.328814984212245,3.0317745313944706,3.3101972858848083,2.491089674043055
fga__pred_iqr,minutes_sqres,1.2004268458975826,3.176803665480377,3.396042717835154,2.829029298570765
fga__pred_iqr,fga_absres,1.3782492267986592,2.4599092465125634,2.8197028978686935,2.0458585015267405
fga__pred_iqr,fga_sqres,1.2171893816036632,2.3784330685622743,2.6717959975116483,2.195053652202849
fga__pred_cv,pts_absres,1.3830682408650274,1.9765485392628817,2.412389248639554,1.7442300946269629
fga__pred_cv,pts_sqres,1.1534732256994533,1.6608407335664777,2.0221009927002007,1.7530541218015885
fga__pred_cv,minutes_absres,1.3156822679046067,3.311739060034316,3.5635144775678387,2.708491681082845
fga__pred_cv,minutes_sqres,1.1787378806409539,3.476392183606794,3.6707935934209566,3.1141729248786976
fga__pred_cv,fga_absres,1.3966901550215949,2.6728577027102953,3.0157771283820036,2.1592313209477556
fga__pred_cv,fga_sqres,1.220538907633566,2.595501086780203,2.8681598833615527,2.3499127028424405
