label,n_blocks,seasons,lam,w_between,rho,K,t_crit_fw,seed,n,n_blocks_actual,regime,t_crit_used,sd_signed_true,sd_signed_recovered,sd_abs,mean_abs,mean_signed,fold_factor_sd,recovery_rel_err,q_threshold,type1_at_delta0,type1_family_level,max_power,power_monotone,E_inj,E_inj_status,null_sd_drift_top_vs_zero,A_pub_folded,A_pub_signed,A_cor,ratio_A_pub_folded,ratio_A_pub_signed,ratio_A_cor,status
C001,36,4,12,0.1,0.0,348,6.686212,20418726,465,36,per_cell,1.959964,1.336158646097764,1.3640109360748796,0.8043356410877026,1.1016215367393212,0.2763046693309351,1.6611953739745728,0.0208450471494967,2.661818004215148,0.0475,0.0475,1.0,True,0.0264748921529718,OK,1.007688428072837,0.010920168835094,0.030134971082291,0.0308311893735194,0.4124726466116406,1.138247170495396,1.164544474643254,OK
C001,36,4,12,0.1,0.0,348,6.686212,20418726,465,36,family_wise,6.686212,1.336158646097764,1.3640109360748796,0.8043356410877026,1.1016215367393212,0.2763046693309351,1.6611953739745728,0.0208450471494967,5.110492385271619,0.0,0.294,1.0,True,0.0783563745014006,OK,1.007688428072837,0.0788427297869357,0.2175720373976914,0.0836034891622314,1.0062069651464844,2.776698625761486,1.0669647452963382,OK_FORMULA_ONLY__BAR_NOT_ESTIMABLE_AT_K348_FROM_1000_DRAWS
C002,36,4,30,0.1,0.0,348,6.686212,20426645,1052,36,per_cell,1.959964,1.4319022942554782,1.4318117847261578,0.8823321135736991,1.1276413562109515,0.0318220176647186,1.6228609071655136,6.320929136264699e-05,2.7635006215453357,0.0558333333333333,0.0558333333333333,1.0,True,0.0151414448576096,OK,0.9998892003738892,0.0058083945863341,0.0152974382725869,0.0149714303031762,0.3836090043556886,1.010302412777925,0.9887715765548012,OK
C002,36,4,30,0.1,0.0,348,6.686212,20426645,1052,36,family_wise,6.686212,1.4319022942554782,1.4318117847261578,0.8823321135736991,1.1276413562109515,0.0318220176647186,1.6228609071655136,6.320929136264699e-05,5.169504650574424,0.0,0.2935,1.0,True,0.0395538218077529,OK,0.9998892003738892,0.0419361359500722,0.1104462586953684,0.038627216226789,1.0602296828331352,2.7923030859617173,0.9765735512116228,OK_FORMULA_ONLY__BAR_NOT_ESTIMABLE_AT_K348_FROM_1000_DRAWS
C003,36,4,12,0.1,0.5,348,6.686212,20434564,479,36,per_cell,1.959964,1.0254054408433528,1.0308606727429466,0.6219554647302955,0.8220980029778462,-0.1090047531756888,1.6486798476608115,0.0053200730972395,2.046264131259079,0.0391666666666666,0.0391666666666666,1.0,True,0.0190039943908558,OK,0.998693637139129,0.0063385619907354,0.0172291321040877,0.0176698020765753,0.3335384056830362,0.9066058297921764,0.9297941113410088,OK
C003,36,4,12,0.1,0.5,348,6.686212,20434564,479,36,family_wise,6.686212,1.0254054408433528,1.0308606727429466,0.6219554647302955,0.8220980029778462,-0.1090047531756888,1.6486798476608115,0.0053200730972395,4.069796570049687,0.0,0.2885,1.0,True,0.0535727972110403,OK,0.998693637139129,0.0457639014396235,0.1243929308657347,0.0507985626716127,0.8542376695274098,2.321942055325418,0.9482156115817696,OK_FORMULA_ONLY__BAR_NOT_ESTIMABLE_AT_K348_FROM_1000_DRAWS
C004,36,4,30,0.1,0.5,348,6.686212,20442483,1145,36,per_cell,1.959964,1.5563885298975582,1.5857868437188811,0.9491119885248096,1.2703961378052016,0.3064248511534988,1.639836551128839,0.0188888013864108,3.1299379249865944,0.0408333333333333,0.0408333333333333,1.0,True,0.0154320739660685,OK,1.0042592380194149,0.0061750021193134,0.0166049753705012,0.017215780574273,0.4001407803572503,1.0760041331457906,1.115584373955598,OK
C004,36,4,30,0.1,0.5,348,6.686212,20442483,1145,36,family_wise,6.686212,1.5563885298975582,1.5857868437188811,0.9491119885248096,1.2703961378052016,0.3064248511534988,1.639836551128839,0.0188888013864108,5.417852062743831,0.0,0.2775,1.0,True,0.0376308421153209,OK,1.0042592380194149,0.0445830124862344,0.1198865700727857,0.039530574973079,1.1847466062441103,3.185859346580377,1.0504834000774246,OK_FORMULA_ONLY__BAR_NOT_ESTIMABLE_AT_K348_FROM_1000_DRAWS
C005,36,4,12,0.5,0.0,348,6.686212,20450402,441,36,per_cell,1.959964,2.207114848941887,2.2274140650598926,1.2806663146183952,1.8224344179773309,0.3053665183904221,1.723411339666218,0.009197172556624,4.323894360276859,0.0425,0.0425,1.0,True,0.0793670719771355,OK,1.001255844502685,0.0291904683247162,0.0866999715807792,0.0866447001232493,0.3677906668035523,1.0923922153226993,1.091695812442348,OK
C005,36,4,12,0.5,0.0,348,6.686212,20450402,441,36,family_wise,6.686212,2.207114848941887,2.2274140650598926,1.2806663146183952,1.8224344179773309,0.3053665183904221,1.723411339666218,0.009197172556624,6.189825887566963,0.0,0.2975,0.9991666666666666,True,0.1363394624871194,OK,1.001255844502685,0.210752804396534,0.625966735048149,0.1468488314559474,1.5457945964576816,4.591236635594678,1.0770823705559265,OK_FORMULA_ONLY__BAR_NOT_ESTIMABLE_AT_K348_FROM_1000_DRAWS
C006,36,4,30,0.5,0.0,348,6.686212,20458321,1100,36,per_cell,1.959964,2.302330003053244,2.301653036898395,1.397061356793562,1.8291599896175663,-0.0152381860063928,1.6479805928763154,0.0002940352399313,4.684957783208646,0.04,0.04,1.0,True,0.0416083203029463,OK,0.9983550048996236,0.0139266273349667,0.0378224920618225,0.0398722374909221,0.3347077515643087,0.9090127115548164,0.9582755852823674,OK
C006,36,4,30,0.5,0.0,348,6.686212,20458321,1100,36,family_wise,6.686212,2.302330003053244,2.301653036898395,1.397061356793562,1.8291599896175663,-0.0152381860063928,1.6479805928763154,0.0002940352399313,7.958102120692376,0.0,0.291,1.0,True,0.0915898417730528,OK,0.9983550048996236,0.100549115347508,0.2730753128940164,0.089024270981159,1.0978195114328846,2.9815021798013355,0.9719884788287884,OK_FORMULA_ONLY__BAR_NOT_ESTIMABLE_AT_K348_FROM_1000_DRAWS
C007,36,4,12,0.5,0.5,348,6.686212,20466240,501,36,per_cell,1.959964,2.092156462457216,2.1009775885232567,1.2758126105317829,1.66925402808712,-0.1993428827967452,1.639861877196186,0.0042162841184834,4.166539424728324,0.0525,0.0525,1.0,True,0.0732820664924277,OK,1.001482719168113,0.0255002086866283,0.0685738090841911,0.0701265305571218,0.3479733843103792,0.9357515742446612,0.956939861464852,OK
C007,36,4,12,0.5,0.5,348,6.686212,20466240,501,36,family_wise,6.686212,2.092156462457216,2.1009775885232567,1.2758126105317829,1.66925402808712,-0.1993428827967452,1.639861877196186,0.0042162841184834,6.321199958030356,0.0041666666666666,0.3035,0.9983333333333332,True,0.1335038941860342,OK,1.001482719168113,0.1841094302982897,0.4950973177915365,0.1303767998152468,1.379056629177707,3.708485964474048,0.9765767553834052,OK_FORMULA_ONLY__BAR_NOT_ESTIMABLE_AT_K348_FROM_1000_DRAWS
C008,36,4,30,0.5,0.5,348,6.686212,20474159,1123,36,per_cell,1.959964,2.65648228568729,2.656354879318312,1.5621649482347024,2.148455705707025,0.0627666274106967,1.7005133092310143,4.796055658434349e-05,5.033933462380242,0.0658333333333333,0.0658333333333333,1.0,True,0.0469733598598849,OK,0.9997007754058924,0.0170561772625006,0.0493221240996949,0.0470599512399688,0.3631031996301074,1.0500020489659685,1.0018434146576325,OK
C008,36,4,30,0.5,0.5,348,6.686212,20474159,1123,36,family_wise,6.686212,2.65648228568729,2.656354879318312,1.5621649482347024,2.148455705707025,0.0627666274106967,1.7005133092310143,4.796055658434349e-05,8.613208659760717,0.0016666666666666,0.2915,1.0,True,0.107275519822799,OK,0.9997007754058924,0.1231442109927629,0.3561017198207507,0.1048084997232038,1.147924626197815,3.319505889218438,0.9770029536685508,OK_FORMULA_ONLY__BAR_NOT_ESTIMABLE_AT_K348_FROM_1000_DRAWS
C009,36,4,12,0.8,0.0,348,6.686212,20482078,461,36,per_cell,1.959964,2.985544955984345,2.9922134164732723,1.7914027661563654,2.396709673517002,-0.2134638150429603,1.6665961515679313,0.002233582339988,5.826037372302907,0.0483333333333333,0.0483333333333333,0.9883333333333332,True,0.1614893220452316,OK,0.9974833111655488,0.054637803884816,0.1517588350957168,0.1508340739450221,0.3383369450861435,0.9397453229335536,0.9340188690790028,OK
C009,36,4,12,0.8,0.0,348,6.686212,20482078,461,36,family_wise,6.686212,2.985544955984345,2.9922134164732723,1.7914027661563654,2.396709673517002,-0.2134638150429603,1.6665961515679313,0.002233582339988,9.456793150836544,0.0,0.3095,0.7533333333333333,True,,ABOVE_GRID_MAX,0.9974833111655488,0.3944804950266166,1.0956864320430328,0.3107781325336898,,,,OK_FORMULA_ONLY__BAR_NOT_ESTIMABLE_AT_K348_FROM_1000_DRAWS
C010,36,4,30,0.8,0.0,348,6.686212,20489997,1099,36,per_cell,1.959964,3.440388594156558,3.4492472720011262,2.0995535864921497,2.736636892401906,-0.2616509373591519,1.6386286190983208,0.0025749061776377,6.850593904071507,0.04,0.04,1.0,True,0.0870246868682134,OK,0.9953680922920042,0.0314821159431934,0.0845327476188139,0.0864298691177588,0.3617607494626055,0.9713651454652964,0.9931649538555032,OK
C010,36,4,30,0.8,0.0,348,6.686212,20489997,1099,36,family_wise,6.686212,3.440388594156558,3.4492472720011262,2.0995535864921497,2.736636892401906,-0.2616509373591519,1.6386286190983208,0.0025749061776377,12.385109290877594,0.0,0.292,0.9516666666666668,True,0.2146847652649495,OK,0.9953680922920042,0.2272983135987202,0.6103195545144677,0.2124632805958439,1.058753811981972,2.8428638322856874,0.9896523413463272,OK_FORMULA_ONLY__BAR_NOT_ESTIMABLE_AT_K348_FROM_1000_DRAWS
C011,36,4,12,0.8,0.5,348,6.686212,20497916,489,36,per_cell,1.959964,2.54989791267243,2.551275643655237,1.539824945346579,2.0341943239515854,-0.105635994622884,1.6559661021068253,0.0005403082907593,5.082259495815531,0.0458333333333333,0.0458333333333333,0.9991666666666666,True,0.1094446238687271,OK,1.0051143033976278,0.038057610953984,0.1043624839156207,0.1068475102905458,0.347733946252418,0.9535642796013242,0.9762700671227452,OK
C011,36,4,12,0.8,0.5,348,6.686212,20497916,489,36,family_wise,6.686212,2.54989791267243,2.551275643655237,1.539824945346579,2.0341943239515854,-0.105635994622884,1.6559661021068253,0.0005403082907593,7.56054337045124,0.0016666666666666,0.276,0.97,True,0.1955288162153929,OK,1.0051143033976278,0.2747728521502703,0.7534886358908416,0.1926746839157997,1.405280599906987,3.853593810238204,0.9854030093628292,OK_FORMULA_ONLY__BAR_NOT_ESTIMABLE_AT_K348_FROM_1000_DRAWS
C012,36,4,30,0.8,0.5,348,6.686212,20505835,1156,36,per_cell,1.959964,4.053239109046385,4.0563201229286,2.3416116659484745,3.312187758199934,0.1895554448000949,1.7309612725236454,0.0007601362266881,7.8860255824770995,0.0566666666666666,0.0566666666666666,0.9983333333333332,True,0.1201477005465159,OK,1.001778885077859,0.0372288474649549,0.1115460752348055,0.1104060439398301,0.3098590093327803,0.9284079073291942,0.9189193254438168,OK
C012,36,4,30,0.8,0.5,348,6.686212,20505835,1156,36,family_wise,6.686212,4.053239109046385,4.0563201229286,2.3416116659484745,3.312187758199934,0.1895554448000949,1.7309612725236454,0.0007601362266881,13.30850982769252,0.0,0.272,0.8916666666666667,True,0.2592315813358956,OK,1.001778885077859,0.2687892472436493,0.8053535802732139,0.2418267962501809,1.0368692188602189,3.106695473302262,0.932860089823845,OK_FORMULA_ONLY__BAR_NOT_ESTIMABLE_AT_K348_FROM_1000_DRAWS
C013,36,4,12,1.0,0.0,348,6.686212,20513754,453,36,per_cell,1.959964,2.4056436348646133,2.4049035638191896,1.424645863114278,1.937510081517413,-0.0140484436249849,1.68859061549926,0.0003076395168004,4.712482129557007,0.0475,0.0475,1.0,True,0.0988212611593341,OK,1.0056225266851964,0.0351660281985116,0.1002702418921021,0.1001960814046554,0.3558548816920259,1.0146626415790398,1.0139121908503534,OK
C013,36,4,12,1.0,0.0,348,6.686212,20513754,453,36,family_wise,6.686212,2.4056436348646133,2.4049035638191896,1.424645863114278,1.937510081517413,-0.0140484436249849,1.68859061549926,0.0003076395168004,7.089123913345319,0.0041666666666666,0.2895,0.9816666666666668,True,0.1862196500187653,OK,1.0056225266851964,0.253895860110219,0.7239429817022233,0.1833569681790831,1.3634214224150565,3.887575675441724,0.9846273911512894,OK_FORMULA_ONLY__BAR_NOT_ESTIMABLE_AT_K348_FROM_1000_DRAWS
C014,36,4,30,1.0,0.0,348,6.686212,20521673,1093,36,per_cell,1.959964,4.178416370668086,4.177421560353477,2.4937620451923808,3.3514178723137458,0.0541095228924395,1.675547343710471,0.0002380830980828,8.19951376104153,0.0475,0.0475,0.9958333333333332,True,0.1264041061718401,OK,0.9967645607737118,0.0446578220578763,0.1253750000363385,0.1255886105048819,0.3532940773076329,0.9918586020132724,0.993548503354396,OK
