label,n_blocks,seasons,lam,w_between,rho,K,t_crit_fw,seed,n,n_blocks_actual,regime,t_crit_used,sd_signed_true,sd_signed_recovered,sd_abs,mean_abs,mean_signed,fold_factor_sd,recovery_rel_err,q_threshold,type1_at_delta0,max_power,power_monotone,E_inj,E_inj_status,null_sd_drift_top_vs_zero,A_pub_folded,A_pub_signed,A_cor,ratio_A_pub_folded,ratio_A_pub_signed,ratio_A_cor,status
C027,475,4,12,0.8,0.5,348,6.686212,20624620,6091,472,per_cell,1.959964,2.447525714667775,2.45113370144261,1.463896108195288,1.9659767564135746,-0.1499451108679793,1.6719258292756305,0.0014741364118107398,4.857537227475303,0.0425,0.0525,True,,ABOVE_GRID_MAX,1.044139692094431,0.0027614653124102685,0.007719223341433563,0.007855983265169985,,,,OK
C027,475,4,12,0.8,0.5,348,6.686212,20624620,6091,472,family_wise,6.686212,2.447525714667775,2.45113370144261,1.463896108195288,1.9659767564135746,-0.1499451108679793,1.6719258292756305,0.0014741364118107398,7.699971196164125,0.00125,0.00125,True,,ABOVE_GRID_MAX,1.044139692094431,0.019937554696285362,0.05573216396781202,0.015638627972210523,,,,OK
C028,475,4,30,0.8,0.5,348,6.686212,20632539,14615,472,per_cell,1.959964,3.6955696389395905,3.694241133076378,2.1948760392130136,2.9715209441971013,0.035103927447960606,1.6837259020170725,0.00035948608550476414,7.235843387816111,0.05,0.05375,True,,ABOVE_GRID_MAX,1.0287103337122567,0.002587193161476732,0.007334519046077664,0.007324123141626285,,,,OK
C028,475,4,30,0.8,0.5,348,6.686212,20632539,14615,472,family_wise,6.686212,3.6955696389395905,3.694241133076378,2.1948760392130136,2.9715209441971013,0.035103927447960606,1.6837259020170725,0.00035948608550476414,12.190977368374972,0.00125,0.00125,True,,ABOVE_GRID_MAX,1.0287103337122567,0.01867932395709711,0.05295463028086539,0.01601971722909573,,,,OK
C029,475,4,12,1.0,0.0,348,6.686212,20640458,6155,472,per_cell,1.959964,2.4012433863984404,2.4002867802987096,1.4430801303129681,1.918044933043189,-0.0033449779171920847,1.6639709299286594,0.00039837948337489987,4.690589865584263,0.0575,0.09875,True,,ABOVE_GRID_MAX,1.1232577147714826,0.002655586890324061,0.007352787005236911,0.007318375063875735,,,,OK
C029,475,4,12,1.0,0.0,348,6.686212,20640458,6155,472,family_wise,6.686212,2.4012433863984404,2.4002867802987096,1.4430801303129681,1.918044933043189,-0.0033449779171920847,1.6639709299286594,0.00039837948337489987,6.758242505075899,0.00625,0.01625,True,,ABOVE_GRID_MAX,1.1232577147714826,0.019173121110242,0.053086523458480236,0.012522177120045127,,,,OK
C030,475,4,30,1.0,0.0,348,6.686212,20648377,14630,472,per_cell,1.959964,3.8314853203598633,3.8317890686573555,2.29199195980268,3.070729607582191,0.11879192867909304,1.671683578108939,7.927690493242076e-05,7.401532869819579,0.045,0.0675,True,,ABOVE_GRID_MAX,1.079305628665212,0.0028183150050556842,0.007875854516442855,0.007718110881210208,,,,OK
C030,475,4,30,1.0,0.0,348,6.686212,20648377,14630,472,family_wise,6.686212,3.8314853203598633,3.8317890686573555,2.29199195980268,3.070729607582191,0.11879192867909304,1.671683578108939,7.927690493242076e-05,14.795810753578577,0.0,0.0,True,,ABOVE_GRID_MAX,1.079305628665212,0.02034800484805486,0.05686302829728845,0.022196674273318354,,,,OK
C031,475,4,12,1.0,0.5,348,6.686212,20656296,6216,472,per_cell,1.959964,2.769485144709084,2.776817128321969,1.7029506832749466,2.1933244936569825,-0.21593495791404982,1.6262861701802682,0.0026474175631136286,5.540389478798498,0.0425,0.07625,True,,ABOVE_GRID_MAX,1.0936720130575548,0.003661852239019677,0.009684891362972552,0.009967266580097058,,,,OK
C031,475,4,12,1.0,0.5,348,6.686212,20656296,6216,472,family_wise,6.686212,2.769485144709084,2.776817128321969,1.7029506832749466,2.1933244936569825,-0.21593495791404982,1.6262861701802682,0.0026474175631136286,9.486330363218293,0.00125,0.00125,True,,ABOVE_GRID_MAX,1.0936720130575548,0.026438274990116212,0.0699241270238195,0.022465561307212268,,,,OK
C032,475,4,30,1.0,0.5,348,6.686212,20664215,14586,472,per_cell,1.959964,3.9756029610135517,3.974510385928325,2.4545997681978555,3.125967495962675,-0.05949246031541918,1.6196542558677103,0.0002748199696853836,8.125206036909052,0.0275,0.0625,True,,ABOVE_GRID_MAX,1.0995126096385182,0.003242148089066358,0.008505061942592805,0.009021490722951017,,,,OK
C032,475,4,30,1.0,0.5,348,6.686212,20664215,14586,472,family_wise,6.686212,3.9756029610135517,3.974510385928325,2.4545997681978555,3.125967495962675,-0.05949246031541918,1.6196542558677103,0.0002748199696853836,13.380390471934135,0.0,0.00125,True,,ABOVE_GRID_MAX,1.0995126096385182,0.023408045202928125,0.061405854679280586,0.019180757444182617,,,,OK
C033,489,4,12,0.1,0.0,318,6.974475,20672134,6464,488,per_cell,1.959964,1.2521568994833066,1.2526913141177576,0.7454201832870769,1.006769228182077,-0.05102876254150539,1.6798001014161896,0.0004267952639733508,2.392008154036587,0.03,0.0475,True,,ABOVE_GRID_MAX,0.9904793646895529,0.0006746967637516108,0.0019038110066564007,0.001836924836417313,,,,OK
C033,489,4,12,0.1,0.0,318,6.974475,20672134,6464,488,family_wise,6.974475,1.2521568994833066,1.2526913141177576,0.7454201832870769,1.006769228182077,-0.05102876254150539,1.6798001014161896,0.0004267952639733508,4.606022201246858,0.0,0.0,True,,ABOVE_GRID_MAX,0.9904793646895529,0.0052514682412845215,0.014818216976870944,0.00495576437216412,,,,OK
C034,489,4,30,0.1,0.0,318,6.974475,20680053,14960,488,per_cell,1.959964,1.4393887995569283,1.4446223449432698,0.8489584926752413,1.168846952010388,0.12954725088539057,1.6954760591664744,0.003635949778095016,2.7712544956037384,0.06625,0.07375,True,,ABOVE_GRID_MAX,0.9871839709129591,0.0003781368484442461,0.001087006957288241,0.001060273900293438,,,,OK
C034,489,4,30,0.1,0.0,318,6.974475,20680053,14960,488,family_wise,6.974475,1.4393887995569283,1.4446223449432698,0.8489584926752413,1.168846952010388,0.12954725088539057,1.6954760591664744,0.003635949778095016,4.682586073934322,0.0,0.005,True,,ABOVE_GRID_MAX,0.9871839709129591,0.0029432090935527866,0.008460663843284796,0.0023221463694469797,,,,OK
C035,489,4,12,0.1,0.5,318,6.974475,20687972,6322,488,per_cell,1.959964,1.326473093762243,1.32680077581621,0.7873932588349022,1.0679008168588735,0.04789424429762023,1.6846386210176754,0.00024703256742089673,2.5114575503788434,0.07125,0.075,True,,ABOVE_GRID_MAX,0.9488721150709266,0.00076972673728961,0.002184490086674362,0.0020818194823852038,,,,OK
C035,489,4,12,0.1,0.5,318,6.974475,20687972,6322,488,family_wise,6.974475,1.326473093762243,1.32680077581621,0.7873932588349022,1.0679008168588735,0.04789424429762023,1.6846386210176754,0.00024703256742089673,3.7681940160752796,0.005,0.0075,True,,ABOVE_GRID_MAX,0.9488721150709266,0.00599112924874214,0.017002868443866757,0.003773986191810723,,,,OK
C036,489,4,30,0.1,0.5,318,6.974475,20695891,15017,488,per_cell,1.959964,1.5383741109794535,1.5377500902113024,0.9105924393015252,1.2391516248755705,0.0014849264517458672,1.689421133519922,0.0004056365507567301,3.0541295591883415,0.05375,0.05375,True,,ABOVE_GRID_MAX,0.9558792046480749,0.00043338370560443384,0.0012369394018031802,0.0012594103234403768,,,,OK
