label,n_blocks,seasons,lam,w_between,rho,K,t_crit_fw,seed,n,n_blocks_actual,regime,t_crit_used,sd_signed_true,sd_signed_recovered,sd_abs,mean_abs,mean_signed,fold_factor_sd,recovery_rel_err,q_threshold,type1_at_delta0,max_power,power_monotone,E_inj,E_inj_status,null_sd_drift_top_vs_zero,A_pub_folded,A_pub_signed,A_cor,ratio_A_pub_folded,ratio_A_pub_signed,ratio_A_cor,status
C011,36,4,12,0.8,0.5,348,6.686212,20497916,489,36,per_cell,1.959964,2.572730932122387,2.579196812261353,1.5476186720407359,2.0632820074652893,-0.19644725347688743,1.6623803903386016,0.0025132360552108093,4.97218974774179,0.05625,0.09375,True,,ABOVE_GRID_MAX,1.1766099052586059,0.038443838306984196,0.10623987632450355,0.10417844581019363,,,,OK
C011,36,4,12,0.8,0.5,348,6.686212,20497916,489,36,family_wise,6.686212,2.572730932122387,2.579196812261353,1.5476186720407359,2.0632820074652893,-0.19644725347688743,1.6623803903386016,0.0025132360552108093,7.56054337045124,0.0025,0.005,True,,ABOVE_GRID_MAX,1.1766099052586059,0.2775613821893894,0.7670432562115371,0.19343833964044943,,,,OK
C012,36,4,30,0.8,0.5,348,6.686212,20505835,1156,36,per_cell,1.959964,3.996854999588881,4.004168906439696,2.2924314607450405,3.2830057308943013,0.2681757882746686,1.743500326195097,0.001829915483941024,7.462388923407529,0.0625,0.13125,True,,ABOVE_GRID_MAX,1.1669896077018342,0.035681455800612966,0.1084642533970219,0.10139030290531628,,,,OK
C012,36,4,30,0.8,0.5,348,6.686212,20505835,1156,36,family_wise,6.686212,3.996854999588881,4.004168906439696,2.2924314607450405,3.2830057308943013,0.2681757882746686,1.743500326195097,0.001829915483941024,13.30850982769252,0.0,0.00125,True,,ABOVE_GRID_MAX,1.1669896077018342,0.25761720542739075,0.7831030775495751,0.2404560408824958,,,,OK
C013,36,4,12,1.0,0.0,348,6.686212,20513754,453,36,per_cell,1.959964,2.4286332214055144,2.4285995692520608,1.4378225520727597,1.9572332963962855,-0.06800882808760948,1.689104971892676,1.385641650498317e-05,4.794392784121104,0.04375,0.115,True,,ABOVE_GRID_MAX,1.261527651006475,0.03581954457497515,0.10219586884749023,0.10323061668905592,,,,OK
C013,36,4,12,1.0,0.0,348,6.686212,20513754,453,36,family_wise,6.686212,2.4286332214055144,2.4285995692520608,1.4378225520727597,1.9572332963962855,-0.06800882808760948,1.689104971892676,1.385641650498317e-05,7.089123913345319,0.00625,0.02625,True,,ABOVE_GRID_MAX,1.261527651006475,0.258614195134057,0.7378458515210663,0.18413632835104973,,,,OK
C014,36,4,30,1.0,0.0,348,6.686212,20521673,1093,36,per_cell,1.959964,4.156217485575681,4.155098249821145,2.4830998787743686,3.3315246446180553,0.06769879419902343,1.673801976756225,0.0002692919122784931,8.20047354549806,0.045,0.0975,True,,ABOVE_GRID_MAX,1.2063786852813123,0.04427676626670895,0.12404636651195179,0.12520893703230698,,,,OK
C014,36,4,30,1.0,0.0,348,6.686212,20521673,1093,36,family_wise,6.686212,4.156217485575681,4.155098249821145,2.4830998787743686,3.3315246446180553,0.06769879419902343,1.673801976756225,0.0002692919122784931,13.58348080463778,0.0,0.00125,True,,ABOVE_GRID_MAX,1.2063786852813123,0.31967464709764937,0.8956046654262887,0.2669493598096165,,,,OK
C015,36,4,12,1.0,0.5,348,6.686212,20529592,457,36,per_cell,1.959964,2.79982953066433,2.7989867992149593,1.655884023486608,2.2566291682377515,-0.04065794235430294,1.6908367318920352,0.0003009938427111668,5.465610841805094,0.045,0.1,True,,ABOVE_GRID_MAX,1.191729662988596,0.04709245280527673,0.13463397212665199,0.13388138024819138,,,,OK
C015,36,4,12,1.0,0.5,348,6.686212,20529592,457,36,family_wise,6.686212,2.79982953066433,2.7989867992149593,1.655884023486608,2.2566291682377515,-0.04065794235430294,1.6908367318920352,0.0003009938427111668,9.890359142276367,0.0,0.0025,True,,ABOVE_GRID_MAX,1.191729662988596,0.34000367463169107,0.9720463158417841,0.32819039629775565,,,,OK
C016,36,4,30,1.0,0.5,348,6.686212,20537511,1096,36,per_cell,1.959964,3.372860611755053,3.3814490241676918,2.0304952375398115,2.7039390883251757,0.25898917730629967,1.6611024489974564,0.0025463288885127703,6.390147379086424,0.05875,0.1125,True,,ABOVE_GRID_MAX,1.2886525291182296,0.029525759345434454,0.08146928647508499,0.07771084916163366,,,,OK
C016,36,4,30,1.0,0.5,348,6.686212,20537511,1096,36,family_wise,6.686212,3.372860611755053,3.3814490241676918,2.0304952375398115,2.7039390883251757,0.25898917730629967,1.6611024489974564,0.0025463288885127703,12.63479850960764,0.0,0.00125,True,,ABOVE_GRID_MAX,1.2886525291182296,0.21317357826419794,0.5882016145068376,0.21845644345781567,,,,OK
C017,475,4,12,0.1,0.0,348,6.686212,20545430,6165,472,per_cell,1.959964,1.3375886494120879,1.33705937135528,0.8094400637472886,1.064206063565587,0.0013435831646351425,1.6524863412613215,0.00039569568494801215,2.6030600789280047,0.0325,0.0425,True,,ABOVE_GRID_MAX,0.9768217975704472,0.000834149686646272,0.0022778218151057635,0.0022553077809441733,,,,OK
C017,475,4,12,0.1,0.0,348,6.686212,20545430,6165,472,family_wise,6.686212,1.3375886494120879,1.33705937135528,0.8094400637472886,1.064206063565587,0.0013435831646351425,1.6524863412613215,0.00039569568494801215,4.6191528314883445,0.0,0.0,True,,ABOVE_GRID_MAX,0.9768217975704472,0.0060224928148322554,0.01644568802764524,0.005353419013717639,,,,OK
C018,475,4,30,0.1,0.0,348,6.686212,20553349,14680,472,per_cell,1.959964,1.5284929794995659,1.5391299537829304,0.8841698411942294,1.2598272526637992,0.18593922220113185,1.7287323184820045,0.006959125377760717,2.878259578796403,0.04875,0.06375,True,,ABOVE_GRID_MAX,0.9719951274450894,0.0004179776097675686,0.0012491325357519426,0.0011815048081015916,,,,OK
C018,475,4,30,0.1,0.0,348,6.686212,20553349,14680,472,family_wise,6.686212,1.5284929794995659,1.5391299537829304,0.8841698411942294,1.2598272526637992,0.18593922220113185,1.7287323184820045,0.006959125377760717,5.274389017387138,0.00125,0.00125,True,,ABOVE_GRID_MAX,0.9719951274450894,0.0030177643076348837,0.009018635194344215,0.002932160212363399,,,,OK
C019,475,4,12,0.1,0.5,348,6.686212,20561268,6085,472,per_cell,1.959964,1.2655069853052245,1.2657742554124165,0.7770722223644609,0.9991712700505428,-0.04385908312307844,1.6285577439051462,0.00021119607421803477,2.544770842698431,0.0475,0.05125,True,,ABOVE_GRID_MAX,0.988800517054421,0.0007788787697711004,0.002065742526504318,0.0021414963712007204,,,,OK
C019,475,4,12,0.1,0.5,348,6.686212,20561268,6085,472,family_wise,6.686212,1.2655069853052245,1.2657742554124165,0.7770722223644609,0.9991712700505428,-0.04385908312307844,1.6285577439051462,0.00021119607421803477,4.345830302781556,0.00125,0.00125,True,,ABOVE_GRID_MAX,0.988800517054421,0.005623441295568101,0.014914492833036757,0.0048114911737101055,,,,OK
C020,475,4,30,0.1,0.5,348,6.686212,20569187,14728,472,per_cell,1.959964,1.5176157675049657,1.5171684034988684,0.9074123771419805,1.2158958600081033,-0.022182138988502763,1.6724653594487044,0.0002947808105821401,2.8976359789130357,0.06125,0.06125,True,,ABOVE_GRID_MAX,0.9337836084129587,0.0004388067518941188,0.001227404084105993,0.0011834422086470422,,,,OK
C020,475,4,30,0.1,0.5,348,6.686212,20569187,14728,472,family_wise,6.686212,1.5176157675049657,1.5171684034988684,0.9074123771419805,1.2158958600081033,-0.022182138988502763,1.6724653594487044,0.0002947808105821401,5.215083904298487,0.0,0.0,True,,ABOVE_GRID_MAX,0.9337836084129587,0.0031681490177228495,0.008861757542754744,0.0028619295840567965,,,,OK
C021,475,4,12,0.5,0.0,348,6.686212,20577106,6167,472,per_cell,1.959964,2.001510541310831,2.013261285680276,1.2282098851976813,1.595218318074895,0.22427324538768512,1.6296160496938896,0.005870938037502961,4.0273736979258805,0.04375,0.055,True,,ABOVE_GRID_MAX,1.0071761945230109,0.0019199013229995344,0.005098583009860989,0.005290361351587752,,,,OK
C021,475,4,12,0.5,0.0,348,6.686212,20577106,6167,472,family_wise,6.686212,2.001510541310831,2.013261285680276,1.2282098851976813,1.595218318074895,0.22427324538768512,1.6296160496938896,0.005870938037502961,6.482474134269809,0.0,0.00125,True,,ABOVE_GRID_MAX,1.0071761945230109,0.013861531219222104,0.036811354166143576,0.010815581553648075,,,,OK
C022,475,4,30,0.5,0.0,348,6.686212,20585025,14531,472,per_cell,1.959964,2.581150378627992,2.582632592898246,1.5664020292700864,2.0533815506619493,0.11364301676137321,1.6478211406753343,0.0005742456086737631,5.142484422425228,0.05125,0.05125,True,,ABOVE_GRID_MAX,0.9871937514529942,0.0013253135883558964,0.0035986432189583943,0.003682252890739877,,,,OK
C022,475,4,30,0.5,0.0,348,6.686212,20585025,14531,472,family_wise,6.686212,2.581150378627992,2.582632592898246,1.5664020292700864,2.0533815506619493,0.11364301676137321,1.6478211406753343,0.0005742456086737631,7.467848494624551,0.00125,0.00375,True,,ABOVE_GRID_MAX,0.9871937514529942,0.009568656190909346,0.025981911012228517,0.0063955299452759535,,,,OK
C023,475,4,12,0.5,0.5,348,6.686212,20592944,6148,472,per_cell,1.959964,2.0544632693490277,2.0619693861229123,1.2441960096121087,1.644291348567341,0.18503896541611095,1.6512376293422837,0.003653565817345055,4.154067608299574,0.03375,0.04375,True,,ABOVE_GRID_MAX,1.0157071303361578,0.00197629343891265,0.005388533446452073,0.005629704738903602,,,,OK
C023,475,4,12,0.5,0.5,348,6.686212,20592944,6148,472,family_wise,6.686212,2.0544632693490277,2.0619693861229123,1.2441960096121087,1.644291348567341,0.18503896541611095,1.6512376293422837,0.003653565817345055,6.5960029740058,0.0,0.00125,True,,ABOVE_GRID_MAX,1.0157071303361578,0.014268677704243738,0.038904772708381545,0.01127309776245034,,,,OK
C024,475,4,30,0.5,0.5,348,6.686212,20600863,14474,472,per_cell,1.959964,2.6701827279524633,2.669358980755256,1.6591484042234472,2.09110113119895,0.03275584604090324,1.6093694338344757,0.0003084984366739943,5.056046738601718,0.07875,0.0875,True,,ABOVE_GRID_MAX,1.0487170069703502,0.001492758588141152,0.003866349198412022,0.0036851331833087954,,,,OK
C024,475,4,30,0.5,0.5,348,6.686212,20600863,14474,472,family_wise,6.686212,2.6701827279524633,2.669358980755256,1.6591484042234472,2.09110113119895,0.03275584604090324,1.6093694338344757,0.0003084984366739943,9.791938716010193,0.0,0.00125,True,,ABOVE_GRID_MAX,1.0487170069703502,0.010777595454725102,0.02791472638524537,0.010014014580579989,,,,OK
C025,475,4,12,0.8,0.0,348,6.686212,20608782,6071,472,per_cell,1.959964,2.4168794048721565,2.4159426195207976,1.455789272207231,1.9280706251959117,-0.011187613132369592,1.6601849258084893,0.000387601197424426,4.781940771563774,0.0375,0.0425,True,,ABOVE_GRID_MAX,1.0444828737159921,0.0027399615976478847,0.007551920481695896,0.007652507207960552,,,,OK
C025,475,4,12,0.8,0.0,348,6.686212,20608782,6071,472,family_wise,6.686212,2.4168794048721565,2.4159426195207976,1.455789272207231,1.9280706251959117,-0.011187613132369592,1.6601849258084893,0.000387601197424426,6.924196163646568,0.005,0.0075,True,,ABOVE_GRID_MAX,1.0444828737159921,0.019782299626695466,0.05452425094356575,0.013218747632007274,,,,OK
C026,475,4,30,0.8,0.0,348,6.686212,20616701,14553,472,per_cell,1.959964,3.5564709638598653,3.556519614126724,2.153481516883109,2.8304326740113295,-0.10178311614069563,1.6514982533991773,1.3679365683848917e-05,6.875946922635505,0.035,0.0525,True,,ABOVE_GRID_MAX,1.0849491487835932,0.002501136806234601,0.006821716780615451,0.006692784318608051,,,,OK
C026,475,4,30,0.8,0.0,348,6.686212,20616701,14553,472,family_wise,6.686212,3.5564709638598653,3.556519614126724,2.153481516883109,2.8304326740113295,-0.10178311614069563,1.6514982533991773,1.3679365683848917e-05,12.018926342526072,0.0,0.0,True,,ABOVE_GRID_MAX,1.0849491487835932,0.01805800407960591,0.049252239680453266,0.015485740517622179,,,,OK
