season,season_type,team_id,zone,fga,fgm,pts,games,team_abbr,attempt_share,fg_pct,pps,league_fg_pct,league_share,k_conversion,k_share,fg_pct_shrunk,share_shrunk,pts_value,pps_shrunk
2022,Playoffs,1611661313,Restricted Area,96,61,122,3,NYL,0.426667,0.635417,1.270833,0.616541,0.296591,343.740841,109.530113,0.620662,0.383224,2,1.241324
2022,Playoffs,1611661313,In The Paint (Non-RA),31,17,34,3,NYL,0.137778,0.548387,1.096774,0.407752,0.205479,1231.180672,149.517590,0.411206,0.164440,2,0.822412
2022,Playoffs,1611661313,Mid-Range,24,11,22,3,NYL,0.106667,0.458333,0.916667,0.396985,0.190188,1807.084576,122.307775,0.397789,0.135777,2,0.795578
2022,Playoffs,1611661313,Corner 3,7,4,12,3,NYL,0.031111,0.571429,1.714286,0.403670,0.034724,5000.000000,490.572701,0.403904,0.033514,3,1.211713
2022,Playoffs,1611661313,Above the Break 3,67,17,51,3,NYL,0.297778,0.253731,0.761194,0.343126,0.271105,4515.440280,333.689182,0.341819,0.281221,3,1.025456
2022,Playoffs,1611661313,Backcourt,0,0,0,3,NYL,0.000000,,,0.166667,0.001911,122.411748,5000.000000,0.166667,0.001825,3,0.500000
2022,Playoffs,1611661317,Restricted Area,11,10,20,2,PHO,0.085938,0.909091,1.818182,0.616541,0.296591,343.740841,109.530113,0.625613,0.193037,2,1.251226
2022,Playoffs,1611661317,In The Paint (Non-RA),26,12,24,2,PHO,0.203125,0.461538,0.923077,0.407752,0.205479,1231.180672,149.517590,0.408864,0.215517,2,0.817729
2022,Playoffs,1611661317,Mid-Range,27,13,26,2,PHO,0.210938,0.481481,0.962963,0.396985,0.190188,1807.084576,122.307775,0.398229,0.211726,2,0.796458
2022,Playoffs,1611661317,Corner 3,7,5,15,2,PHO,0.054688,0.714286,2.142857,0.403670,0.034724,5000.000000,490.572701,0.404104,0.040970,3,1.212312
2022,Playoffs,1611661317,Above the Break 3,57,27,81,2,PHO,0.445312,0.473684,1.421053,0.343126,0.271105,4515.440280,333.689182,0.344753,0.336785,3,1.034260
2022,Playoffs,1611661317,Backcourt,0,0,0,2,PHO,0.000000,,,0.166667,0.001911,122.411748,5000.000000,0.166667,0.001965,3,0.500000
2022,Playoffs,1611661319,Restricted Area,162,103,206,10,LVA,0.225313,0.635802,1.271605,0.616541,0.296591,343.740841,109.530113,0.622711,0.233850,2,1.245422
2022,Playoffs,1611661319,In The Paint (Non-RA),199,78,156,10,LVA,0.276773,0.391960,0.783920,0.407752,0.205479,1231.180672,149.517590,0.405555,0.263502,2,0.811109
2022,Playoffs,1611661319,Mid-Range,164,64,128,10,LVA,0.228095,0.390244,0.780488,0.396985,0.190188,1807.084576,122.307775,0.396424,0.221744,2,0.792848
2022,Playoffs,1611661319,Corner 3,20,6,18,10,LVA,0.027816,0.300000,0.900000,0.403670,0.034724,5000.000000,490.572701,0.403257,0.030503,3,1.209770
2022,Playoffs,1611661319,Above the Break 3,172,58,174,10,LVA,0.239221,0.337209,1.011628,0.343126,0.271105,4515.440280,333.689182,0.342909,0.248388,3,1.028726
