season,season_type,team_id,zone,fga,fgm,pts,games,team_abbr,attempt_share,fg_pct,pps,league_fg_pct,league_share,k_conversion,k_share,fg_pct_shrunk,share_shrunk,pts_value,pps_shrunk
2021,Regular Season,1611661323,In The Paint (Non-RA),355,133,266,32,CON,0.169048,0.374648,0.749296,0.401290,0.200731,226.127746,117.251986,0.385015,0.170638,2,0.770029
2021,Regular Season,1611661323,Mid-Range,409,137,274,32,CON,0.194762,0.334963,0.669927,0.365863,0.208306,321.344996,62.001013,0.348559,0.195053,2,0.697117
2021,Regular Season,1611661323,Corner 3,44,12,36,32,CON,0.020952,0.272727,0.818182,0.392297,0.026685,654.722812,240.143215,0.384767,0.021530,3,1.154302
2021,Regular Season,1611661323,Above the Break 3,575,211,633,32,CON,0.273810,0.366957,1.100870,0.341295,0.280521,1509.093100,96.498325,0.348375,0.273968,3,1.045124
2021,Regular Season,1611661323,Backcourt,6,0,0,32,CON,0.002857,0.000000,0.000000,0.000000,0.002170,4.802415,5000.000000,0.000000,0.002372,3,0.000000
2021,Regular Season,1611661324,Restricted Area,636,394,788,32,MIN,0.296365,0.619497,1.238994,0.609031,0.281587,251.698868,75.025548,0.616529,0.295901,2,1.233059
2021,Regular Season,1611661324,In The Paint (Non-RA),465,203,406,32,MIN,0.216682,0.436559,0.873118,0.401290,0.200731,226.127746,117.251986,0.425019,0.215881,2,0.850039
2021,Regular Season,1611661324,Mid-Range,410,169,338,32,MIN,0.191053,0.412195,0.824390,0.365863,0.208306,321.344996,62.001013,0.391837,0.191560,2,0.783674
2021,Regular Season,1611661324,Corner 3,48,24,72,32,MIN,0.022367,0.500000,1.500000,0.392297,0.026685,654.722812,240.143215,0.399653,0.022804,3,1.198960
2021,Regular Season,1611661324,Above the Break 3,582,192,576,32,MIN,0.271202,0.329897,0.989691,0.341295,0.280521,1509.093100,96.498325,0.338122,0.271635,3,1.014367
2021,Regular Season,1611661324,Backcourt,5,0,0,32,MIN,0.002330,0.000000,0.000000,0.000000,0.002170,4.802415,5000.000000,0.000000,0.002218,3,0.000000
2021,Regular Season,1611661325,Restricted Area,714,404,808,32,IND,0.327073,0.565826,1.131653,0.609031,0.281587,251.698868,75.025548,0.577087,0.324878,2,1.154174
2021,Regular Season,1611661325,In The Paint (Non-RA),313,110,220,32,IND,0.143381,0.351438,0.702875,0.401290,0.200731,226.127746,117.251986,0.372347,0.145997,2,0.744694
2021,Regular Season,1611661325,Mid-Range,604,238,476,32,IND,0.276683,0.394040,0.788079,0.365863,0.208306,321.344996,62.001013,0.384255,0.274218,2,0.768509
2021,Regular Season,1611661325,Corner 3,48,15,45,32,IND,0.021988,0.312500,0.937500,0.392297,0.026685,654.722812,240.143215,0.386846,0.022406,3,1.160538
2021,Regular Season,1611661325,Above the Break 3,499,142,426,32,IND,0.228585,0.284569,0.853707,0.341295,0.280521,1509.093100,96.498325,0.327199,0.230299,3,0.981596
2021,Regular Season,1611661325,Backcourt,5,0,0,32,IND,0.002290,0.000000,0.000000,0.000000,0.002170,4.802415,5000.000000,0.000000,0.002202,3,0.000000
2021,Regular Season,1611661328,Restricted Area,548,337,674,32,SEA,0.248752,0.614964,1.229927,0.609031,0.281587,251.698868,75.025548,0.613096,0.250078,2,1.226192
2021,Regular Season,1611661328,In The Paint (Non-RA),488,221,442,32,SEA,0.221516,0.452869,0.905738,0.401290,0.200731,226.127746,117.251986,0.436536,0.220682,2,0.873073
2021,Regular Season,1611661328,Mid-Range,442,159,318,32,SEA,0.200635,0.359729,0.719457,0.365863,0.208306,321.344996,62.001013,0.362311,0.201042,2,0.724622
2021,Regular Season,1611661328,Corner 3,60,25,75,32,SEA,0.027236,0.416667,1.250000,0.392297,0.026685,654.722812,240.143215,0.394343,0.027208,3,1.183028
2021,Regular Season,1611661328,Above the Break 3,659,250,750,32,SEA,0.299138,0.379363,1.138088,0.341295,0.280521,1509.093100,96.498325,0.352866,0.298649,3,1.058597
2021,Regular Season,1611661328,Backcourt,6,0,0,32,SEA,0.002724,0.000000,0.000000,0.000000,0.002170,4.802415,5000.000000,0.000000,0.002341,3,0.000000
2021,Regular Season,1611661329,Restricted Area,734,442,884,32,CHI,0.328265,0.602180,1.204360,0.609031,0.281587,251.698868,75.025548,0.603929,0.326768,2,1.207858
2021,Regular Season,1611661329,In The Paint (Non-RA),425,180,360,32,CHI,0.190072,0.423529,0.847059,0.401290,0.200731,226.127746,117.251986,0.415806,0.190613,2,0.831612
2021,Regular Season,1611661329,Mid-Range,398,131,262,32,CHI,0.177996,0.329146,0.658291,0.365863,0.208306,321.344996,62.001013,0.345548,0.178824,2,0.691096
2021,Regular Season,1611661329,Corner 3,63,29,87,32,CHI,0.028175,0.460317,1.380952,0.392297,0.026685,654.722812,240.143215,0.398267,0.028032,3,1.194802
2021,Regular Season,1611661329,Above the Break 3,611,204,612,32,CHI,0.273256,0.333879,1.001637,0.341295,0.280521,1509.093100,96.498325,0.339157,0.273572,3,1.017472
2021,Regular Season,1611661329,Backcourt,5,0,0,32,CHI,0.002236,0.000000,0.000000,0.000000,0.002170,4.802415,5000.000000,0.000000,0.002190,3,0.000000
2021,Regular Season,1611661330,Restricted Area,656,382,764,32,ATL,0.278912,0.582317,1.164634,0.609031,0.281587,251.698868,75.025548,0.589725,0.278756,2,1.179449
2021,Regular Season,1611661330,In The Paint (Non-RA),432,164,328,32,ATL,0.183673,0.379630,0.759259,0.401290,0.200731,226.127746,117.251986,0.387072,0.184326,2,0.774144
2021,Regular Season,1611661330,Mid-Range,632,238,476,32,ATL,0.268707,0.376582,0.753165,0.365863,0.208306,321.344996,62.001013,0.372969,0.266928,2,0.745938
2021,Regular Season,1611661330,Corner 3,68,27,81,32,ATL,0.028912,0.397059,1.191176,0.392297,0.026685,654.722812,240.143215,0.392745,0.028681,3,1.178234
2021,Regular Season,1611661330,Above the Break 3,559,169,507,32,ATL,0.237670,0.302326,0.906977,0.341295,0.280521,1509.093100,96.498325,0.330761,0.239155,3,0.992284
2021,Regular Season,1611661330,Backcourt,5,0,0,32,ATL,0.002126,0.000000,0.000000,0.000000,0.002170,4.802415,5000.000000,0.000000,0.002154,3,0.000000
2022,Playoffs,1611661313,Restricted Area,64,37,74,3,NYL,0.313725,0.578125,1.156250,0.616541,0.296591,251.698868,75.025548,0.608753,0.309919,2,1.217507
2022,Playoffs,1611661313,In The Paint (Non-RA),36,15,30,3,NYL,0.176471,0.416667,0.833333,0.407752,0.205479,226.127746,117.251986,0.408976,0.187543,2,0.817953
2022,Playoffs,1611661313,Mid-Range,37,14,28,3,NYL,0.181373,0.378378,0.756757,0.396985,0.190188,321.344996,62.001013,0.395064,0.183903,2,0.790128
2022,Playoffs,1611661313,Corner 3,9,1,3,3,NYL,0.044118,0.111111,0.333333,0.403670,0.034724,654.722812,240.143215,0.399703,0.039140,3,1.199108
2022,Playoffs,1611661313,Above the Break 3,57,20,60,3,NYL,0.279412,0.350877,1.052632,0.343126,0.271105,1509.093100,96.498325,0.343408,0.277461,3,1.030224
2022,Playoffs,1611661313,Backcourt,1,0,0,3,NYL,0.004902,0.000000,0.000000,0.166667,0.001911,4.802415,5000.000000,0.137943,0.002034,3,0.413829
2022,Playoffs,1611661317,Restricted Area,31,21,42,2,PHO,0.209459,0.677419,1.354839,0.616541,0.296591,251.698868,75.025548,0.623217,0.240686,2,1.246434
2022,Playoffs,1611661317,In The Paint (Non-RA),41,13,26,2,PHO,0.277027,0.317073,0.634146,0.407752,0.205479,226.127746,117.251986,0.393834,0.247369,2,0.787668
2022,Playoffs,1611661317,Mid-Range,35,13,26,2,PHO,0.236486,0.371429,0.742857,0.396985,0.190188,321.344996,62.001013,0.394475,0.224605,2,0.788950
2022,Playoffs,1611661317,Corner 3,6,0,0,2,PHO,0.040541,0.000000,0.000000,0.403670,0.034724,654.722812,240.143215,0.400004,0.037239,3,1.200012
2022,Playoffs,1611661317,Above the Break 3,34,10,30,2,PHO,0.229730,0.294118,0.882353,0.343126,0.271105,1509.093100,96.498325,0.342046,0.248034,3,1.026138
2022,Playoffs,1611661317,Backcourt,1,0,0,2,PHO,0.006757,0.000000,0.000000,0.166667,0.001911,4.802415,5000.000000,0.137943,0.002067,3,0.413829
2022,Playoffs,1611661319,Restricted Area,125,92,184,10,LVA,0.191131,0.736000,1.472000,0.616541,0.296591,251.698868,75.025548,0.656181,0.202602,2,1.312363
2022,Playoffs,1611661319,In The Paint (Non-RA),143,62,124,10,LVA,0.218654,0.433566,0.867133,0.407752,0.205479,226.127746,117.251986,0.417752,0.217314,2,0.835505
2022,Playoffs,1611661319,Mid-Range,129,62,124,10,LVA,0.197248,0.480620,0.961240,0.396985,0.190188,321.344996,62.001013,0.420942,0.197238,2,0.841884
2022,Playoffs,1611661319,Corner 3,31,17,51,10,LVA,0.047401,0.548387,1.645161,0.403670,0.034724,654.722812,240.143215,0.410212,0.044131,3,1.230636
2022,Playoffs,1611661319,Above the Break 3,226,81,243,10,LVA,0.345566,0.358407,1.075221,0.343126,0.271105,1509.093100,96.498325,0.345116,0.337019,3,1.035348
2022,Playoffs,1611661319,Backcourt,0,0,0,10,LVA,0.000000,,,0.166667,0.001911,4.802415,5000.000000,0.166667,0.001696,3,0.500000
2022,Playoffs,1611661321,Restricted Area,57,37,74,3,DAL,0.295337,0.649123,1.298246,0.616541,0.296591,251.698868,75.025548,0.622557,0.294103,2,1.245115
2022,Playoffs,1611661321,In The Paint (Non-RA),36,13,26,3,DAL,0.186528,0.361111,0.722222,0.407752,0.205479,226.127746,117.251986,0.401346,0.192652,2,0.802693
2022,Playoffs,1611661321,Mid-Range,37,12,24,3,DAL,0.191710,0.324324,0.648649,0.396985,0.190188,321.344996,62.001013,0.389483,0.190314,2,0.778965
2022,Playoffs,1611661321,Corner 3,1,0,0,3,DAL,0.005181,0.000000,0.000000,0.403670,0.034724,654.722812,240.143215,0.403054,0.021445,3,1.209162
2022,Playoffs,1611661321,Above the Break 3,61,19,57,3,DAL,0.316062,0.311475,0.934426,0.343126,0.271105,1509.093100,96.498325,0.341896,0.299463,3,1.025688
2022,Playoffs,1611661321,Backcourt,1,1,3,3,DAL,0.005181,1.000000,3.000000,0.166667,0.001911,4.802415,5000.000000,0.310285,0.002022,3,0.930855
2022,Playoffs,1611661322,Restricted Area,31,17,34,2,WAS,0.236641,0.548387,1.096774,0.616541,0.296591,251.698868,75.025548,0.609068,0.259213,2,1.218135
2022,Playoffs,1611661322,In The Paint (Non-RA),28,13,26,2,WAS,0.213740,0.464286,0.928571,0.407752,0.205479,226.127746,117.251986,0.413981,0.210440,2,0.827962
2022,Playoffs,1611661322,Mid-Range,26,10,20,2,WAS,0.198473,0.384615,0.769231,0.396985,0.190188,321.344996,62.001013,0.396059,0.196373,2,0.792118
2022,Playoffs,1611661322,Corner 3,5,4,12,2,WAS,0.038168,0.800000,2.400000,0.403670,0.034724,654.722812,240.143215,0.406673,0.036043,3,1.220020
2022,Playoffs,1611661322,Above the Break 3,41,17,51,2,WAS,0.312977,0.414634,1.243902,0.343126,0.271105,1509.093100,96.498325,0.345017,0.296063,3,1.035051
2022,Playoffs,1611661322,Backcourt,0,0,0,2,WAS,0.000000,,,0.166667,0.001911,4.802415,5000.000000,0.166667,0.001868,3,0.500000
2022,Playoffs,1611661323,Restricted Area,332,189,378,12,CON,0.399519,0.569277,1.138554,0.616541,0.296591,251.698868,75.025548,0.589658,0.389192,2,1.179316
2022,Playoffs,1611661323,In The Paint (Non-RA),165,69,138,12,CON,0.198556,0.418182,0.836364,0.407752,0.205479,226.127746,117.251986,0.412152,0.198492,2,0.824304
2022,Playoffs,1611661323,Mid-Range,170,55,110,12,CON,0.204573,0.323529,0.647059,0.396985,0.190188,321.344996,62.001013,0.371570,0.202635,2,0.743140
2022,Playoffs,1611661323,Corner 3,20,6,18,12,CON,0.024067,0.300000,0.900000,0.403670,0.034724,654.722812,240.143215,0.400597,0.026335,3,1.201790
2022,Playoffs,1611661323,Above the Break 3,143,50,150,12,CON,0.172082,0.349650,1.048951,0.343126,0.271105,1509.093100,96.498325,0.343690,0.181543,3,1.031071
2022,Playoffs,1611661323,Backcourt,1,0,0,12,CON,0.001203,0.000000,0.000000,0.166667,0.001911,4.802415,5000.000000,0.137943,0.001802,3,0.413829
2022,Playoffs,1611661328,Restricted Area,78,54,108,6,SEA,0.186158,0.692308,1.384615,0.616541,0.296591,251.698868,75.025548,0.634466,0.204088,2,1.268932
2022,Playoffs,1611661328,In The Paint (Non-RA),120,49,98,6,SEA,0.286396,0.408333,0.816667,0.407752,0.205479,226.127746,117.251986,0.407954,0.270239,2,0.815907
2022,Playoffs,1611661328,Mid-Range,83,38,76,6,SEA,0.198091,0.457831,0.915663,0.396985,0.190188,321.344996,62.001013,0.409475,0.198198,2,0.818950
