season,player_id,player_name,team_id,team_abbr,n_teams,zone,fga,fgm,fg_pct_raw,attempt_share,fga_total,league_fg_pct,team_prior_fg_pct,k_player,fg_pct_shrunk,data_weight,prior_dominated,pts_value,pps_shrunk
2021,203024,Damiris Dantas,1611661324,MIN,1,Corner 3,8,6,0.750000,0.045714,175,0.391360,0.398214,260.325606,0.408702,0.029815,True,3,1.226106
2021,203024,Damiris Dantas,1611661324,MIN,1,Above the Break 3,94,28,0.297872,0.537143,175,0.342263,0.340358,262.841529,0.329166,0.263422,True,3,0.987499
2021,203024,Damiris Dantas,1611661324,MIN,1,Backcourt,0,0,,0.000000,175,0.000000,0.000000,30.401406,0.000000,0.000000,True,3,0.000000
2021,203026,Tiffany Hayes,1611661330,ATL,1,Restricted Area,89,51,0.573034,0.370833,240,0.606885,0.589130,72.089964,0.580237,0.552486,False,2,1.160474
2021,203026,Tiffany Hayes,1611661330,ATL,1,In The Paint (Non-RA),48,15,0.312500,0.200000,240,0.399965,0.386617,103.196074,0.363087,0.317469,True,2,0.726174
2021,203026,Tiffany Hayes,1611661330,ATL,1,Mid-Range,19,5,0.263158,0.079167,240,0.367672,0.373579,126.590601,0.359169,0.130503,True,2,0.718337
2021,203026,Tiffany Hayes,1611661330,ATL,1,Corner 3,10,7,0.700000,0.041667,240,0.391360,0.391896,260.325606,0.403293,0.036992,True,3,1.209880
2021,203026,Tiffany Hayes,1611661330,ATL,1,Above the Break 3,73,27,0.369863,0.304167,240,0.342263,0.331468,262.841529,0.339814,0.217364,True,3,1.019441
2021,203026,Tiffany Hayes,1611661330,ATL,1,Backcourt,1,0,0.000000,0.004167,240,0.000000,0.000000,30.401406,0.000000,0.031846,True,3,0.000000
2021,203029,Riquna Williams,1611661319,LVA,1,Restricted Area,26,18,0.692308,0.084967,306,0.606885,0.644257,72.089964,0.656993,0.265063,True,2,1.313987
2021,203029,Riquna Williams,1611661319,LVA,1,In The Paint (Non-RA),20,14,0.700000,0.065359,306,0.399965,0.435820,103.196074,0.478708,0.162343,True,2,0.957416
2021,203029,Riquna Williams,1611661319,LVA,1,Mid-Range,80,36,0.450000,0.261438,306,0.367672,0.385593,126.590601,0.410534,0.387239,True,2,0.821068
2021,203029,Riquna Williams,1611661319,LVA,1,Corner 3,17,6,0.352941,0.055556,306,0.391360,0.389783,260.325606,0.387525,0.061300,True,3,1.162574
2021,203029,Riquna Williams,1611661319,LVA,1,Above the Break 3,162,67,0.413580,0.529412,306,0.342263,0.350489,262.841529,0.374547,0.381319,True,3,1.123641
2021,203029,Riquna Williams,1611661319,LVA,1,Backcourt,1,0,0.000000,0.003268,306,0.000000,0.000000,30.401406,0.000000,0.031846,True,3,0.000000
2021,203035,Shey Peddy,1611661317,PHO,1,Restricted Area,43,26,0.604651,0.199074,216,0.606885,0.602704,72.089964,0.603431,0.373621,True,2,1.206863
2021,203035,Shey Peddy,1611661317,PHO,1,In The Paint (Non-RA),40,20,0.500000,0.185185,216,0.399965,0.419162,103.196074,0.441743,0.279337,True,2,0.883486
2021,203035,Shey Peddy,1611661317,PHO,1,Mid-Range,21,6,0.285714,0.097222,216,0.367672,0.387674,126.590601,0.373166,0.142285,True,2,0.746333
