cell,quantity,n,SST,response_mean,response_sd,MAE_LEVEL_TEAM_pts,R2_LEVEL_TEAM_pts,bias_LEVEL_TEAM_pts,corr_LEVEL_TEAM_pts,MAE_LEVEL_PLAYER_pts,R2_LEVEL_PLAYER_pts,bias_LEVEL_PLAYER_pts,corr_LEVEL_PLAYER_pts,MAE_LEVEL_PLAYER_NORM_pts,R2_LEVEL_PLAYER_NORM_pts,bias_LEVEL_PLAYER_NORM_pts,corr_LEVEL_PLAYER_NORM_pts,dMAE_team_minus_player,MAE_advantage_TEAM_over_PLAYER,N1_p,N1_null_mean,N1_null_sd,N1_n_blocks,MDE80_MAE,winner,verdict,preregistered,NORM_MAE_advantage_TEAM_over_PLAYER,NORM_N1_p,NORM_N1_null_mean,NORM_N1_null_sd,NORM_MDE80_MAE,NORM_winner,NORM_verdict,MAE_LEVEL_TEAM_fga,R2_LEVEL_TEAM_fga,bias_LEVEL_TEAM_fga,corr_LEVEL_TEAM_fga,MAE_LEVEL_PLAYER_fga,R2_LEVEL_PLAYER_fga,bias_LEVEL_PLAYER_fga,corr_LEVEL_PLAYER_fga,MAE_LEVEL_PLAYER_NORM_fga,R2_LEVEL_PLAYER_NORM_fga,bias_LEVEL_PLAYER_NORM_fga,corr_LEVEL_PLAYER_NORM_fga,MAE_LEVEL_TEAM_fta,R2_LEVEL_TEAM_fta,bias_LEVEL_TEAM_fta,corr_LEVEL_TEAM_fta,MAE_LEVEL_PLAYER_fta,R2_LEVEL_PLAYER_fta,bias_LEVEL_PLAYER_fta,corr_LEVEL_PLAYER_fta,MAE_LEVEL_PLAYER_NORM_fta,R2_LEVEL_PLAYER_NORM_fta,bias_LEVEL_PLAYER_NORM_fta,corr_LEVEL_PLAYER_NORM_fta,MAE_LEVEL_TEAM_ftm,R2_LEVEL_TEAM_ftm,bias_LEVEL_TEAM_ftm,corr_LEVEL_TEAM_ftm,MAE_LEVEL_PLAYER_ftm,R2_LEVEL_PLAYER_ftm,bias_LEVEL_PLAYER_ftm,corr_LEVEL_PLAYER_ftm,MAE_LEVEL_PLAYER_NORM_ftm,R2_LEVEL_PLAYER_NORM_ftm,bias_LEVEL_PLAYER_NORM_ftm,corr_LEVEL_PLAYER_NORM_ftm,MAE_LEVEL_TEAM_reb,R2_LEVEL_TEAM_reb,bias_LEVEL_TEAM_reb,corr_LEVEL_TEAM_reb,MAE_LEVEL_PLAYER_reb,R2_LEVEL_PLAYER_reb,bias_LEVEL_PLAYER_reb,corr_LEVEL_PLAYER_reb,MAE_LEVEL_PLAYER_NORM_reb,R2_LEVEL_PLAYER_NORM_reb,bias_LEVEL_PLAYER_NORM_reb,corr_LEVEL_PLAYER_NORM_reb,MAE_LEVEL_TEAM_ast,R2_LEVEL_TEAM_ast,bias_LEVEL_TEAM_ast,corr_LEVEL_TEAM_ast,MAE_LEVEL_PLAYER_ast,R2_LEVEL_PLAYER_ast,bias_LEVEL_PLAYER_ast,corr_LEVEL_PLAYER_ast,MAE_LEVEL_PLAYER_NORM_ast,R2_LEVEL_PLAYER_NORM_ast,bias_LEVEL_PLAYER_NORM_ast,corr_LEVEL_PLAYER_NORM_ast
P09,pts,1392,168710.4073275862,82.22198275862068,11.013043940159491,8.48020742289359,0.05702624234271014,-0.5594109208463486,0.25258528802494706,14.759281724426721,-3.7821341699469713,6.277409237425066,0.025721418226558178,10.791474274744987,-0.520121143349977,0.10193850332801332,0.18234937456448702,-6.279074301533129,6.279074301533129,4.999750012499375e-05,0.009286023883592951,1.154747782346143,36,3.2332937905692,TEAM,DECIDED,True,2.311266851851397,4.999750012499375e-05,-0.008456358978363155,0.46641468199614944,1.3059611095892183,TEAM,DECIDED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P10,fga,1392,51225.82686781609,68.20617816091954,6.068493955185563,,,,,,,,,,,,,-5.884107006786672,5.884107006786672,4.999750012499375e-05,0.00835764325025668,1.0611319880300691,36,2.9711695664841935,TEAM,DECIDED,True,2.327457668389231,4.999750012499375e-05,-0.007698147883928323,0.44169437324383065,1.2367442450827257,TEAM,DECIDED,4.697728525077772,0.025001575588346037,0.10577341650239729,0.181998929441852,10.581835531864442,-9.245259124107843,5.422125788209201,0.08614794196018719,7.025186193467002,-1.209549539773704,0.055708240010945695,0.0822574866272567,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P11,fta,1392,53729.49353448276,18.247844827586206,6.2150239766088,,,,,,,,,,,,,-0.9312866440154414,0.9312866440154414,4.999750012499375e-05,0.0009048473935158139,0.18344695396878388,36,0.5136514711125948,TEAM,DECIDED,True,0.3542822503158509,4.999750012499375e-05,-0.0017834435269051352,0.07614034535958555,0.21319296700683954,TEAM,DECIDED,,,,,,,,,,,,,4.867416090380144,0.013987483380701882,-0.26244295667582246,0.160145118149948,5.798702734395584,-0.5062731503903373,1.6260688224338264,0.08710132008917987,5.221698340695994,-0.11371106838745693,0.2706731220222481,0.09356698290219066,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
P12,ftm,1392,39234.73275862069,14.469827586206897,5.310944761728224,,,,,,,,,,,,,-0.6954598944968389,0.6954598944968389,4.999750012499375e-05,0.0005259825438480225,0.14268960984790108,36,0.399530907574123,TEAM,DECIDED,True,0.27693686241364973,4.999750012499375e-05,-0.0013993680493404547,0.06534987856706623,0.18297965998778543,TEAM,DECIDED,,,,,,,,,,,,,,,,,,,,,,,,,4.220232142762853,0.0018281545835759916,-0.1556022501772931,0.12831180740818374,4.915692037259692,-0.4463379152847524,1.3603418850797582,0.07919620771298147,4.497169005176504,-0.1145672408956695,0.2939236093166505,0.0872765789023644,,,,,,,,,,,,,,,,,,,,,,,,
P13,reb,1392,44802.878591954024,34.32399425287356,5.67530745702949,,,,,,,,,,,,,-2.720312574420045,2.720312574420045,4.999750012499375e-05,0.004191499379797391,0.5039342765208639,36,1.4110159742584187,TEAM,DECIDED,True,0.6917161882280013,4.999750012499375e-05,-0.002741212366331703,0.15541951684419927,0.4351746471637579,TEAM,DECIDED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.399947628617945,0.052225605643338224,0.24717907113835594,0.2403799342091636,7.12026020303799,-2.9599449059946603,3.0322059039773612,0.11561284294595665,5.091663816845946,-0.27207719930995555,0.19745344644568102,0.13994769312503516,,,,,,,,,,,,
P14,ast,1392,25204.850574712647,20.195402298850574,4.256753468273307,,,,,,,,,,,,,-1.378273077873328,1.378273077873328,4.999750012499375e-05,0.0015522765214537972,0.26514412990850633,36,0.7424035637438177,TEAM,DECIDED,True,0.35417208137406037,4.999750012499375e-05,-0.0016367414982621795,0.08223609613124076,0.23026106916747413,TEAM,DECIDED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.2329504784582674,0.07975979938566169,-0.40525438314610185,0.3072616139217228,4.611223556331596,-1.4764523429543694,1.188605193919195,0.04708824802395299,3.5871225598323275,-0.12796222728823214,-0.28577491057579957,0.26365714189915485
