game_id,team_id,season,season_type,game_date,pts,n_cand,n_app,pts_app,gap,pts_in_univ,unreachable
1042200213,1611661323,2022,Playoffs,2022-09-04,72.0,12,8,72.0,0.0,72.0,0.0
1042200214,1611661323,2022,Playoffs,2022-09-06,104.0,12,10,104.0,0.0,104.0,0.0
1042200215,1611661323,2022,Playoffs,2022-09-08,72.0,12,8,72.0,0.0,72.0,0.0
1042200301,1611661323,2022,Playoffs,2022-09-11,64.0,12,8,64.0,0.0,64.0,0.0
1042200302,1611661323,2022,Playoffs,2022-09-13,71.0,12,10,71.0,0.0,71.0,0.0
1042200303,1611661323,2022,Playoffs,2022-09-15,105.0,12,10,105.0,0.0,105.0,0.0
1042200304,1611661323,2022,Playoffs,2022-09-18,71.0,12,8,71.0,0.0,71.0,0.0
1022200004,1611661324,2022,Regular Season,2022-05-06,74.0,20,9,74.0,0.0,60.0,14.0
1022200009,1611661324,2022,Regular Season,2022-05-08,66.0,22,10,66.0,0.0,66.0,0.0
1022200011,1611661324,2022,Regular Season,2022-05-10,76.0,22,9,76.0,0.0,76.0,0.0
1022200020,1611661324,2022,Regular Season,2022-05-14,78.0,25,10,78.0,0.0,78.0,0.0
1022200027,1611661324,2022,Regular Season,2022-05-17,87.0,23,10,87.0,0.0,87.0,0.0
1022200029,1611661324,2022,Regular Season,2022-05-19,87.0,16,9,87.0,0.0,87.0,0.0
1022200035,1611661324,2022,Regular Season,2022-05-21,78.0,16,10,78.0,0.0,78.0,0.0
1022200042,1611661324,2022,Regular Season,2022-05-24,84.0,16,9,84.0,0.0,84.0,0.0
1022200051,1611661324,2022,Regular Season,2022-05-29,83.0,13,9,83.0,0.0,83.0,0.0
1022200056,1611661324,2022,Regular Season,2022-06-01,76.0,13,10,76.0,0.0,74.0,2.0
1022200063,1611661324,2022,Regular Season,2022-06-05,84.0,14,9,84.0,0.0,84.0,0.0
1022200069,1611661324,2022,Regular Season,2022-06-07,69.0,14,10,69.0,0.0,69.0,0.0
1022200076,1611661324,2022,Regular Season,2022-06-10,59.0,13,10,59.0,0.0,59.0,0.0
1022200082,1611661324,2022,Regular Season,2022-06-12,80.0,13,8,80.0,0.0,80.0,0.0
1022200084,1611661324,2022,Regular Season,2022-06-14,79.0,13,9,79.0,0.0,79.0,0.0
1022200096,1611661324,2022,Regular Season,2022-06-19,95.0,13,9,95.0,0.0,95.0,0.0
1022200099,1611661324,2022,Regular Season,2022-06-21,84.0,13,10,84.0,0.0,84.0,0.0
1022200103,1611661324,2022,Regular Season,2022-06-23,100.0,12,9,100.0,0.0,100.0,0.0
1022200111,1611661324,2022,Regular Season,2022-06-26,85.0,12,10,85.0,0.0,85.0,0.0
1022200115,1611661324,2022,Regular Season,2022-06-28,92.0,12,10,92.0,0.0,92.0,0.0
1022200121,1611661324,2022,Regular Season,2022-07-01,85.0,12,10,85.0,0.0,85.0,0.0
1022200126,1611661324,2022,Regular Season,2022-07-03,102.0,11,10,102.0,0.0,102.0,0.0
1022200131,1611661324,2022,Regular Season,2022-07-06,81.0,11,9,81.0,0.0,81.0,0.0
1022200140,1611661324,2022,Regular Season,2022-07-12,118.0,10,10,118.0,0.0,118.0,0.0
1022200144,1611661324,2022,Regular Season,2022-07-14,87.0,10,10,87.0,0.0,87.0,0.0
1022200147,1611661324,2022,Regular Season,2022-07-15,87.0,10,10,87.0,0.0,87.0,0.0
1022200151,1611661324,2022,Regular Season,2022-07-17,57.0,10,10,57.0,0.0,57.0,0.0
1022200161,1611661324,2022,Regular Season,2022-07-22,84.0,11,10,84.0,0.0,84.0,0.0
1022200168,1611661324,2022,Regular Season,2022-07-24,79.0,11,9,79.0,0.0,79.0,0.0
1022200169,1611661324,2022,Regular Season,2022-07-28,92.0,11,10,92.0,0.0,92.0,0.0
1022200181,1611661324,2022,Regular Season,2022-07-31,84.0,11,10,84.0,0.0,84.0,0.0
1022200188,1611661324,2022,Regular Season,2022-08-03,77.0,11,10,77.0,0.0,77.0,0.0
1022200198,1611661324,2022,Regular Season,2022-08-07,81.0,11,10,81.0,0.0,75.0,6.0
1022200204,1611661324,2022,Regular Season,2022-08-10,86.0,12,10,86.0,0.0,86.0,0.0
1022200209,1611661324,2022,Regular Season,2022-08-12,69.0,12,10,69.0,0.0,69.0,0.0
1022200211,1611661324,2022,Regular Season,2022-08-14,83.0,12,10,83.0,0.0,83.0,0.0
1022200001,1611661325,2022,Regular Season,2022-05-06,70.0,23,10,70.0,0.0,65.0,5.0
1022200007,1611661325,2022,Regular Season,2022-05-08,77.0,24,10,77.0,0.0,77.0,0.0
1022200011,1611661325,2022,Regular Season,2022-05-10,82.0,24,9,82.0,0.0,82.0,0.0
1022200017,1611661325,2022,Regular Season,2022-05-13,92.0,24,10,92.0,0.0,92.0,0.0
1022200022,1611661325,2022,Regular Season,2022-05-15,79.0,22,10,79.0,0.0,79.0,0.0
1022200024,1611661325,2022,Regular Season,2022-05-17,79.0,12,10,79.0,0.0,79.0,0.0
1022200031,1611661325,2022,Regular Season,2022-05-20,85.0,12,10,85.0,0.0,85.0,0.0
1022200036,1611661325,2022,Regular Season,2022-05-22,70.0,13,10,70.0,0.0,70.0,0.0
1022200041,1611661325,2022,Regular Season,2022-05-24,90.0,12,9,90.0,0.0,90.0,0.0
1022200045,1611661325,2022,Regular Season,2022-05-27,101.0,12,10,101.0,0.0,101.0,0.0
1022200052,1611661325,2022,Regular Season,2022-05-31,75.0,12,10,75.0,0.0,75.0,0.0
1022200057,1611661325,2022,Regular Season,2022-06-01,74.0,12,9,74.0,0.0,74.0,0.0
1022200064,1611661325,2022,Regular Season,2022-06-05,66.0,12,11,66.0,0.0,66.0,0.0
1022200071,1611661325,2022,Regular Season,2022-06-08,69.0,13,11,69.0,0.0,69.0,0.0
1022200074,1611661325,2022,Regular Season,2022-06-10,83.0,13,11,83.0,0.0,83.0,0.0
1022200082,1611661325,2022,Regular Season,2022-06-12,84.0,12,10,84.0,0.0,84.0,0.0
1022200087,1611661325,2022,Regular Season,2022-06-15,80.0,13,10,80.0,0.0,80.0,0.0
1022200093,1611661325,2022,Regular Season,2022-06-19,89.0,13,10,89.0,0.0,89.0,0.0
1022200102,1611661325,2022,Regular Season,2022-06-23,68.0,12,12,68.0,0.0,68.0,0.0
1022200112,1611661325,2022,Regular Season,2022-06-27,71.0,12,10,71.0,0.0,71.0,0.0
1022200117,1611661325,2022,Regular Season,2022-06-29,78.0,12,12,78.0,0.0,78.0,0.0
1022200122,1611661325,2022,Regular Season,2022-07-01,57.0,12,11,57.0,0.0,57.0,0.0
1022200129,1611661325,2022,Regular Season,2022-07-05,73.0,12,10,73.0,0.0,73.0,0.0
1022200134,1611661325,2022,Regular Season,2022-07-07,84.0,12,10,84.0,0.0,84.0,0.0
1022200142,1611661325,2022,Regular Season,2022-07-13,81.0,12,9,81.0,0.0,81.0,0.0
1022200147,1611661325,2022,Regular Season,2022-07-15,77.0,12,9,77.0,0.0,77.0,0.0
1022200153,1611661325,2022,Regular Season,2022-07-17,65.0,13,11,65.0,0.0,65.0,0.0
1022200156,1611661325,2022,Regular Season,2022-07-19,79.0,13,10,79.0,0.0,79.0,0.0
1022200160,1611661325,2022,Regular Season,2022-07-21,77.0,13,10,77.0,0.0,77.0,0.0
1022200166,1611661325,2022,Regular Season,2022-07-24,86.0,13,10,86.0,0.0,86.0,0.0
1022200173,1611661325,2022,Regular Season,2022-07-29,72.0,12,12,72.0,0.0,72.0,0.0
1022200179,1611661325,2022,Regular Season,2022-07-31,69.0,12,10,69.0,0.0,69.0,0.0
1022200186,1611661325,2022,Regular Season,2022-08-03,81.0,12,10,81.0,0.0,81.0,0.0
1022200193,1611661325,2022,Regular Season,2022-08-06,91.0,12,8,91.0,0.0,91.0,0.0
1022200207,1611661325,2022,Regular Season,2022-08-12,70.0,12,9,70.0,0.0,70.0,0.0
1022200213,1611661325,2022,Regular Season,2022-08-14,83.0,12,10,83.0,0.0,83.0,0.0
1022200004,1611661328,2022,Regular Season,2022-05-06,97.0,25,10,97.0,0.0,97.0,0.0
1022200008,1611661328,2022,Regular Season,2022-05-08,74.0,25,10,74.0,0.0,74.0,0.0
1022200014,1611661328,2022,Regular Season,2022-05-11,77.0,25,9,77.0,0.0,77.0,0.0
1022200018,1611661328,2022,Regular Season,2022-05-14,64.0,27,8,64.0,0.0,64.0,0.0
1022200028,1611661328,2022,Regular Season,2022-05-18,74.0,22,10,74.0,0.0,74.0,0.0
1022200033,1611661328,2022,Regular Season,2022-05-20,83.0,13,10,83.0,0.0,83.0,0.0
1022200046,1611661328,2022,Regular Season,2022-05-27,79.0,13,8,79.0,0.0,79.0,0.0
1022200050,1611661328,2022,Regular Season,2022-05-29,92.0,14,9,92.0,0.0,92.0,0.0
1022200062,1611661328,2022,Regular Season,2022-06-03,51.0,14,10,51.0,0.0,51.0,0.0
1022200068,1611661328,2022,Regular Season,2022-06-05,86.0,13,10,86.0,0.0,86.0,0.0
1022200070,1611661328,2022,Regular Season,2022-06-07,72.0,13,10,72.0,0.0,72.0,0.0
1022200075,1611661328,2022,Regular Season,2022-06-10,89.0,13,10,89.0,0.0,89.0,0.0
1022200080,1611661328,2022,Regular Season,2022-06-12,84.0,13,10,84.0,0.0,84.0,0.0
1022200084,1611661328,2022,Regular Season,2022-06-14,81.0,12,9,81.0,0.0,81.0,0.0
1022200089,1611661328,2022,Regular Season,2022-06-17,71.0,11,10,71.0,0.0,71.0,0.0
1022200092,1611661328,2022,Regular Season,2022-06-19,81.0,11,8,81.0,0.0,81.0,0.0
1022200104,1611661328,2022,Regular Season,2022-06-23,85.0,11,9,85.0,0.0,85.0,0.0
1022200108,1611661328,2022,Regular Season,2022-06-25,77.0,11,9,77.0,0.0,77.0,0.0
1022200118,1611661328,2022,Regular Season,2022-06-29,88.0,12,10,88.0,0.0,88.0,0.0
1022200122,1611661328,2022,Regular Season,2022-07-01,73.0,12,10,73.0,0.0,73.0,0.0
1022200125,1611661328,2022,Regular Season,2022-07-03,76.0,12,10,76.0,0.0,76.0,0.0
1022200129,1611661328,2022,Regular Season,2022-07-05,95.0,12,10,95.0,0.0,95.0,0.0
1022200136,1611661328,2022,Regular Season,2022-07-07,106.0,11,9,106.0,0.0,106.0,0.0
1022200137,1611661328,2022,Regular Season,2022-07-12,83.0,11,9,83.0,0.0,83.0,0.0
1022200153,1611661328,2022,Regular Season,2022-07-17,81.0,11,9,81.0,0.0,81.0,0.0
1022200157,1611661328,2022,Regular Season,2022-07-20,74.0,11,9,74.0,0.0,74.0,0.0
1022200163,1611661328,2022,Regular Season,2022-07-22,78.0,11,10,78.0,0.0,78.0,0.0
1022200167,1611661328,2022,Regular Season,2022-07-24,82.0,11,9,82.0,0.0,82.0,0.0
1022200170,1611661328,2022,Regular Season,2022-07-28,83.0,11,10,83.0,0.0,83.0,0.0
1022200175,1611661328,2022,Regular Season,2022-07-30,82.0,11,9,82.0,0.0,82.0,0.0
1022200180,1611661328,2022,Regular Season,2022-07-31,75.0,11,9,75.0,0.0,75.0,0.0
1022200188,1611661328,2022,Regular Season,2022-08-03,89.0,11,10,89.0,0.0,89.0,0.0
1022200197,1611661328,2022,Regular Season,2022-08-07,81.0,11,9,81.0,0.0,81.0,0.0
1022200200,1611661328,2022,Regular Season,2022-08-09,111.0,11,9,111.0,0.0,111.0,0.0
1022200209,1611661328,2022,Regular Season,2022-08-12,96.0,11,10,96.0,0.0,96.0,0.0
1022200215,1611661328,2022,Regular Season,2022-08-14,100.0,11,9,100.0,0.0,100.0,0.0
1042200131,1611661328,2022,Playoffs,2022-08-18,86.0,11,9,86.0,0.0,86.0,0.0
1042200132,1611661328,2022,Playoffs,2022-08-21,97.0,11,9,97.0,0.0,97.0,0.0
1042200201,1611661328,2022,Playoffs,2022-08-28,76.0,11,8,76.0,0.0,76.0,0.0
1042200202,1611661328,2022,Playoffs,2022-08-31,73.0,11,8,73.0,0.0,73.0,0.0
1042200203,1611661328,2022,Playoffs,2022-09-04,98.0,11,9,98.0,0.0,98.0,0.0
1042200204,1611661328,2022,Playoffs,2022-09-06,92.0,11,9,92.0,0.0,92.0,0.0
1022200002,1611661329,2022,Regular Season,2022-05-06,91.0,19,10,91.0,0.0,83.0,8.0
1022200013,1611661329,2022,Regular Season,2022-05-11,83.0,23,10,83.0,0.0,83.0,0.0
1022200020,1611661329,2022,Regular Season,2022-05-14,82.0,23,9,82.0,0.0,82.0,0.0
1022200028,1611661329,2022,Regular Season,2022-05-18,71.0,23,9,71.0,0.0,71.0,0.0
1022200037,1611661329,2022,Regular Season,2022-05-22,82.0,21,9,82.0,0.0,82.0,0.0
1022200041,1611661329,2022,Regular Season,2022-05-24,95.0,13,9,95.0,0.0,95.0,0.0
1022200047,1611661329,2022,Regular Season,2022-05-28,76.0,13,10,76.0,0.0,76.0,0.0
1022200053,1611661329,2022,Regular Season,2022-05-31,73.0,12,9,73.0,0.0,73.0,0.0
1022200060,1611661329,2022,Regular Season,2022-06-03,73.0,12,9,73.0,0.0,73.0,0.0
1022200065,1611661329,2022,Regular Season,2022-06-05,91.0,11,10,91.0,0.0,91.0,0.0
1022200072,1611661329,2022,Regular Season,2022-06-08,82.0,10,9,82.0,0.0,82.0,0.0
1022200073,1611661329,2022,Regular Season,2022-06-10,83.0,10,10,83.0,0.0,83.0,0.0
1022200079,1611661329,2022,Regular Season,2022-06-12,88.0,11,10,88.0,0.0,88.0,0.0
1022200091,1611661329,2022,Regular Season,2022-06-17,106.0,11,10,106.0,0.0,106.0,0.0
1022200093,1611661329,2022,Regular Season,2022-06-19,87.0,11,10,87.0,0.0,87.0,0.0
1022200098,1611661329,2022,Regular Season,2022-06-21,104.0,11,8,104.0,0.0,104.0,0.0
1022200105,1611661329,2022,Regular Season,2022-06-23,82.0,11,11,82.0,0.0,82.0,0.0
1022200111,1611661329,2022,Regular Season,2022-06-26,88.0,11,8,88.0,0.0,88.0,0.0
1022200116,1611661329,2022,Regular Season,2022-06-29,91.0,11,10,91.0,0.0,91.0,0.0
1022200123,1611661329,2022,Regular Season,2022-07-02,91.0,11,11,91.0,0.0,91.0,0.0
1022200131,1611661329,2022,Regular Season,2022-07-06,78.0,11,9,78.0,0.0,78.0,0.0
1022200134,1611661329,2022,Regular Season,2022-07-07,93.0,11,11,93.0,0.0,93.0,0.0
1022200139,1611661329,2022,Regular Season,2022-07-12,90.0,11,11,90.0,0.0,90.0,0.0
1022200146,1611661329,2022,Regular Season,2022-07-14,80.0,11,11,80.0,0.0,80.0,0.0
1022200149,1611661329,2022,Regular Season,2022-07-16,89.0,11,8,89.0,0.0,89.0,0.0
1022200157,1611661329,2022,Regular Season,2022-07-20,78.0,11,8,78.0,0.0,78.0,0.0
1022200162,1611661329,2022,Regular Season,2022-07-22,89.0,11,9,89.0,0.0,89.0,0.0
1022200164,1611661329,2022,Regular Season,2022-07-23,80.0,11,9,80.0,0.0,80.0,0.0
1022200174,1611661329,2022,Regular Season,2022-07-29,89.0,11,10,89.0,0.0,89.0,0.0
1022200177,1611661329,2022,Regular Season,2022-07-31,95.0,11,9,95.0,0.0,95.0,0.0
1022200185,1611661329,2022,Regular Season,2022-08-02,78.0,11,10,78.0,0.0,78.0,0.0
1022200192,1611661329,2022,Regular Season,2022-08-05,93.0,11,10,93.0,0.0,93.0,0.0
1022200195,1611661329,2022,Regular Season,2022-08-07,94.0,11,8,94.0,0.0,94.0,0.0
1022200200,1611661329,2022,Regular Season,2022-08-09,100.0,11,8,100.0,0.0,100.0,0.0
1022200205,1611661329,2022,Regular Season,2022-08-11,78.0,11,10,78.0,0.0,78.0,0.0
1022200214,1611661329,2022,Regular Season,2022-08-14,82.0,11,10,82.0,0.0,82.0,0.0
1042200111,1611661329,2022,Playoffs,2022-08-17,91.0,11,8,91.0,0.0,91.0,0.0
1042200112,1611661329,2022,Playoffs,2022-08-20,100.0,11,10,100.0,0.0,100.0,0.0
1042200113,1611661329,2022,Playoffs,2022-08-23,90.0,11,10,90.0,0.0,90.0,0.0
1042200211,1611661329,2022,Playoffs,2022-08-28,63.0,11,8,63.0,0.0,63.0,0.0
1042200212,1611661329,2022,Playoffs,2022-08-31,85.0,11,10,85.0,0.0,85.0,0.0
1042200213,1611661329,2022,Playoffs,2022-09-04,76.0,10,8,76.0,0.0,76.0,0.0
1042200214,1611661329,2022,Playoffs,2022-09-06,80.0,10,10,80.0,0.0,80.0,0.0
1042200215,1611661329,2022,Playoffs,2022-09-08,63.0,10,8,63.0,0.0,63.0,0.0
1022200006,1611661330,2022,Regular Season,2022-05-07,66.0,23,9,66.0,0.0,66.0,0.0
1022200012,1611661330,2022,Regular Season,2022-05-11,77.0,23,10,77.0,0.0,77.0,0.0
1022200016,1611661330,2022,Regular Season,2022-05-13,73.0,23,10,73.0,0.0,73.0,0.0
1022200022,1611661330,2022,Regular Season,2022-05-15,85.0,23,9,85.0,0.0,85.0,0.0
1022200024,1611661330,2022,Regular Season,2022-05-17,101.0,22,10,101.0,0.0,101.0,0.0
1022200032,1611661330,2022,Regular Season,2022-05-20,73.0,11,9,73.0,0.0,73.0,0.0
1022200040,1611661330,2022,Regular Season,2022-05-24,50.0,11,10,50.0,0.0,50.0,0.0
1022200049,1611661330,2022,Regular Season,2022-05-29,81.0,12,11,81.0,0.0,81.0,0.0
1022200056,1611661330,2022,Regular Season,2022-06-01,84.0,12,10,84.0,0.0,84.0,0.0
1022200060,1611661330,2022,Regular Season,2022-06-03,65.0,12,10,65.0,0.0,65.0,0.0
1022200064,1611661330,2022,Regular Season,2022-06-05,75.0,12,10,75.0,0.0,75.0,0.0
1022200070,1611661330,2022,Regular Season,2022-06-07,60.0,12,10,60.0,0.0,60.0,0.0
1022200077,1611661330,2022,Regular Season,2022-06-10,88.0,12,9,88.0,0.0,82.0,6.0
1022200086,1611661330,2022,Regular Season,2022-06-15,92.0,13,10,92.0,0.0,88.0,4.0
1022200091,1611661330,2022,Regular Season,2022-06-17,100.0,14,10,100.0,0.0,100.0,0.0
1022200097,1611661330,2022,Regular Season,2022-06-21,80.0,15,9,80.0,0.0,80.0,0.0
1022200106,1611661330,2022,Regular Season,2022-06-24,77.0,16,9,77.0,0.0,77.0,0.0
1022200110,1611661330,2022,Regular Season,2022-06-26,61.0,15,9,61.0,0.0,61.0,0.0
1022200114,1611661330,2022,Regular Season,2022-06-28,74.0,15,10,74.0,0.0,74.0,0.0
1022200119,1611661330,2022,Regular Season,2022-06-30,92.0,15,10,92.0,0.0,92.0,0.0
1022200125,1611661330,2022,Regular Season,2022-07-03,90.0,15,11,90.0,0.0,90.0,0.0
1022200132,1611661330,2022,Regular Season,2022-07-06,66.0,14,10,66.0,0.0,66.0,0.0
1022200139,1611661330,2022,Regular Season,2022-07-12,75.0,14,11,75.0,0.0,75.0,0.0
1022200148,1611661330,2022,Regular Season,2022-07-15,68.0,12,10,68.0,0.0,68.0,0.0
1022200152,1611661330,2022,Regular Season,2022-07-17,85.0,12,9,85.0,0.0,85.0,0.0
1022200155,1611661330,2022,Regular Season,2022-07-19,92.0,12,10,92.0,0.0,92.0,0.0
1022200159,1611661330,2022,Regular Season,2022-07-21,78.0,12,10,78.0,0.0,78.0,0.0
1022200167,1611661330,2022,Regular Season,2022-07-24,72.0,12,8,72.0,0.0,72.0,0.0
1022200169,1611661330,2022,Regular Season,2022-07-28,85.0,12,9,85.0,0.0,85.0,0.0
1022200176,1611661330,2022,Regular Season,2022-07-30,68.0,12,9,68.0,0.0,68.0,0.0
1022200186,1611661330,2022,Regular Season,2022-08-03,91.0,12,9,91.0,0.0,81.0,10.0
1022200191,1611661330,2022,Regular Season,2022-08-05,88.0,13,9,88.0,0.0,88.0,0.0
1022200198,1611661330,2022,Regular Season,2022-08-07,71.0,13,8,71.0,0.0,71.0,0.0
1022200201,1611661330,2022,Regular Season,2022-08-09,90.0,13,7,90.0,0.0,90.0,0.0
1022200208,1611661330,2022,Regular Season,2022-08-12,70.0,14,9,70.0,0.0,70.0,0.0
1022200212,1611661330,2022,Regular Season,2022-08-14,83.0,14,8,83.0,0.0,83.0,0.0
1022300002,1611661313,2023,Regular Season,2023-05-19,64.0,27,10,64.0,0.0,50.0,14.0
1022300008,1611661313,2023,Regular Season,2023-05-21,90.0,30,10,90.0,0.0,90.0,0.0
1022300016,1611661313,2023,Regular Season,2023-05-27,81.0,30,10,81.0,0.0,81.0,0.0
1022300024,1611661313,2023,Regular Season,2023-05-30,86.0,30,8,86.0,0.0,86.0,0.0
1022300028,1611661313,2023,Regular Season,2023-06-02,77.0,28,9,77.0,0.0,77.0,0.0
1022300033,1611661313,2023,Regular Season,2023-06-04,82.0,12,9,82.0,0.0,82.0,0.0
1022300041,1611661313,2023,Regular Season,2023-06-09,106.0,12,11,106.0,0.0,106.0,0.0
1022300046,1611661313,2023,Regular Season,2023-06-11,102.0,11,11,102.0,0.0,102.0,0.0
1022300053,1611661313,2023,Regular Season,2023-06-13,79.0,11,9,79.0,0.0,79.0,0.0
1022300062,1611661313,2023,Regular Season,2023-06-18,89.0,11,10,89.0,0.0,89.0,0.0
1022300074,1611661313,2023,Regular Season,2023-06-23,110.0,12,10,110.0,0.0,110.0,0.0
1022300079,1611661313,2023,Regular Season,2023-06-25,89.0,12,8,89.0,0.0,89.0,0.0
1022300082,1611661313,2023,Regular Season,2023-06-27,89.0,12,8,89.0,0.0,89.0,0.0
1022300087,1611661313,2023,Regular Season,2023-06-29,81.0,11,10,81.0,0.0,81.0,0.0
1022300097,1611661313,2023,Regular Season,2023-07-02,81.0,11,8,81.0,0.0,81.0,0.0
1022300098,1611661313,2023,Regular Season,2023-07-05,99.0,11,9,99.0,0.0,99.0,0.0
1022300107,1611661313,2023,Regular Season,2023-07-08,80.0,12,8,80.0,0.0,80.0,0.0
1022300115,1611661313,2023,Regular Season,2023-07-12,95.0,12,9,95.0,0.0,95.0,0.0
1022300123,1611661313,2023,Regular Season,2023-07-19,88.0,12,10,88.0,0.0,88.0,0.0
1022300128,1611661313,2023,Regular Season,2023-07-21,96.0,12,10,96.0,0.0,96.0,0.0
1022300133,1611661313,2023,Regular Season,2023-07-23,101.0,12,10,101.0,0.0,101.0,0.0
1022300136,1611661313,2023,Regular Season,2023-07-25,86.0,12,9,86.0,0.0,86.0,0.0
1022300142,1611661313,2023,Regular Season,2023-07-27,95.0,12,10,95.0,0.0,95.0,0.0
1022300038,1611661313,2023,Regular Season,2023-07-28,83.0,12,9,83.0,0.0,83.0,0.0
1022300150,1611661313,2023,Regular Season,2023-07-30,87.0,11,9,87.0,0.0,87.0,0.0
1022300154,1611661313,2023,Regular Season,2023-08-01,76.0,11,9,76.0,0.0,76.0,0.0
1022300160,1611661313,2023,Regular Season,2023-08-04,76.0,11,9,76.0,0.0,76.0,0.0
1022300163,1611661313,2023,Regular Season,2023-08-06,99.0,11,10,99.0,0.0,99.0,0.0
1022300174,1611661313,2023,Regular Season,2023-08-11,89.0,11,10,89.0,0.0,89.0,0.0
1022300180,1611661313,2023,Regular Season,2023-08-13,100.0,11,10,100.0,0.0,100.0,0.0
1022300182,1611661313,2023,Regular Season,2023-08-17,75.0,11,10,75.0,0.0,75.0,0.0
1022300186,1611661313,2023,Regular Season,2023-08-18,85.0,11,10,85.0,0.0,85.0,0.0
1022300198,1611661313,2023,Regular Season,2023-08-24,95.0,12,8,95.0,0.0,95.0,0.0
1022300204,1611661313,2023,Regular Season,2023-08-26,111.0,11,10,111.0,0.0,111.0,0.0
1022300209,1611661313,2023,Regular Season,2023-08-28,94.0,11,8,94.0,0.0,94.0,0.0
1022300217,1611661313,2023,Regular Season,2023-09-01,89.0,11,10,89.0,0.0,89.0,0.0
1022300220,1611661313,2023,Regular Season,2023-09-03,86.0,11,10,86.0,0.0,86.0,0.0
1022300226,1611661313,2023,Regular Season,2023-09-05,94.0,11,9,94.0,0.0,94.0,0.0
1022300229,1611661313,2023,Regular Season,2023-09-07,96.0,11,8,96.0,0.0,96.0,0.0
1022300238,1611661313,2023,Regular Season,2023-09-10,88.0,11,8,88.0,0.0,88.0,0.0
1042300111,1611661313,2023,Playoffs,2023-09-15,90.0,11,8,90.0,0.0,90.0,0.0
1042300112,1611661313,2023,Playoffs,2023-09-19,90.0,11,8,90.0,0.0,90.0,0.0
1042300211,1611661313,2023,Playoffs,2023-09-24,63.0,11,9,63.0,0.0,63.0,0.0
1042300212,1611661313,2023,Playoffs,2023-09-26,84.0,11,8,84.0,0.0,84.0,0.0
1042300213,1611661313,2023,Playoffs,2023-09-29,92.0,11,8,92.0,0.0,92.0,0.0
1042300214,1611661313,2023,Playoffs,2023-10-01,87.0,10,7,87.0,0.0,87.0,0.0
1042300301,1611661313,2023,Playoffs,2023-10-08,82.0,10,10,82.0,0.0,82.0,0.0
1042300302,1611661313,2023,Playoffs,2023-10-11,76.0,10,10,76.0,0.0,76.0,0.0
1042300303,1611661313,2023,Playoffs,2023-10-15,87.0,10,10,87.0,0.0,87.0,0.0
1042300304,1611661313,2023,Playoffs,2023-10-18,69.0,10,8,69.0,0.0,69.0,0.0
1022300004,1611661317,2023,Regular Season,2023-05-19,71.0,29,9,71.0,0.0,64.0,7.0
1022300009,1611661317,2023,Regular Season,2023-05-21,69.0,31,9,69.0,0.0,69.0,0.0
1022300013,1611661317,2023,Regular Season,2023-05-25,90.0,31,9,90.0,0.0,90.0,0.0
1022300029,1611661317,2023,Regular Season,2023-06-02,93.0,31,10,93.0,0.0,93.0,0.0
1022300039,1611661317,2023,Regular Season,2023-06-07,79.0,30,10,79.0,0.0,79.0,0.0
1022300042,1611661317,2023,Regular Season,2023-06-09,77.0,13,11,77.0,0.0,77.0,0.0
1022300049,1611661317,2023,Regular Season,2023-06-11,85.0,13,9,85.0,0.0,85.0,0.0
1022300054,1611661317,2023,Regular Season,2023-06-13,69.0,12,11,69.0,0.0,69.0,0.0
1022300059,1611661317,2023,Regular Season,2023-06-16,69.0,11,9,69.0,0.0,69.0,0.0
1022300062,1611661317,2023,Regular Season,2023-06-18,71.0,11,9,71.0,0.0,71.0,0.0
1022300070,1611661317,2023,Regular Season,2023-06-21,79.0,11,9,79.0,0.0,79.0,0.0
1022300077,1611661317,2023,Regular Season,2023-06-24,74.0,13,10,74.0,0.0,74.0,0.0
1022300084,1611661317,2023,Regular Season,2023-06-27,62.0,13,9,62.0,0.0,62.0,0.0
1022300088,1611661317,2023,Regular Season,2023-06-29,85.0,14,10,85.0,0.0,85.0,0.0
1022300093,1611661317,2023,Regular Season,2023-07-01,76.0,14,10,76.0,0.0,76.0,0.0
1022300098,1611661317,2023,Regular Season,2023-07-05,95.0,14,10,95.0,0.0,95.0,0.0
1022300106,1611661317,2023,Regular Season,2023-07-07,64.0,12,10,64.0,0.0,64.0,0.0
1022300110,1611661317,2023,Regular Season,2023-07-09,78.0,12,9,78.0,0.0,78.0,0.0
1022300114,1611661317,2023,Regular Season,2023-07-11,72.0,12,11,72.0,0.0,72.0,0.0
1022300121,1611661317,2023,Regular Season,2023-07-18,72.0,11,10,72.0,0.0,72.0,0.0
1022300126,1611661317,2023,Regular Season,2023-07-20,80.0,11,10,80.0,0.0,80.0,0.0
1022300134,1611661317,2023,Regular Season,2023-07-23,69.0,12,10,69.0,0.0,69.0,0.0
1022300135,1611661317,2023,Regular Season,2023-07-25,65.0,12,10,65.0,0.0,65.0,0.0
1022300148,1611661317,2023,Regular Season,2023-07-30,85.0,12,10,85.0,0.0,85.0,0.0
1022300152,1611661317,2023,Regular Season,2023-08-01,71.0,12,10,71.0,0.0,71.0,0.0
1022300156,1611661317,2023,Regular Season,2023-08-03,91.0,11,10,91.0,0.0,91.0,0.0
1022300161,1611661317,2023,Regular Season,2023-08-05,91.0,11,10,91.0,0.0,91.0,0.0
