cell,arm_A,arm_B,MAE_A,MAE_B,mean_MAE_advantage_A_over_B,N1_teamseason_p,N1_null_mean,N1_null_sd,N1_n_blocks,N1b_game_p,N1b_null_mean,N1b_null_sd,N1b_n_blocks,N2_rowlevel_NAIVE_p,N2_null_sd,null_inflation_N1_over_N2,is_ORACLE
P01,A_TEAM,B1_BOTTOMUP_AVAIL,8.685506242216618,18.263036606875854,9.57753036465924,4.999750012499375e-05,0.013874616443921874,1.7721727034941526,36,4.999750012499375e-05,-0.004525287360252271,1.0978435488922846,696,4.999750012499375e-05,0.8077646934428174,2.1939219649980983,False
P02,A_TEAM,R2_TEAM_EWMA,8.685506242216618,8.48020742289359,-0.20529881932302735,0.015949202539873007,0.0006062852337854764,0.08979888732677016,36,0.002849857507124644,0.0004495750651779168,0.06786247958768858,696,0.0022998850057497125,0.06691978277453994,1.3418885059641097,False
P03,B1_BOTTOMUP_AVAIL,R2_TEAM_EWMA,18.263036606875854,8.48020742289359,-9.782829183982267,4.999750012499375e-05,-0.013268331210136387,1.7849029312492033,36,4.999750012499375e-05,0.004974862425430187,1.100644422024589,696,4.999750012499375e-05,0.808439839265959,2.2078364332834535,False
P04,C1_BLEND,A_TEAM,8.695863176287085,8.685506242216618,-0.010356934070467954,0.2823358832058397,4.496021562398994e-05,0.009217712654596286,36,0.20198990050497476,1.4559476683570687e-05,0.00802366092764316,696,0.19854007299635018,0.007988903035788567,1.1538145616867443,False
P05,B3_ORACLE_ROSTER,B1_BOTTOMUP_AVAIL,10.650052436884797,18.263036606875854,7.6129841699910585,4.999750012499375e-05,0.01476814169049801,1.4496964282436782,36,4.999750012499375e-05,-0.007472094897304806,1.0762834432575312,696,4.999750012499375e-05,0.7967805028821849,1.819442648257215,True
P06,B4_BOTTOMUP_CAL,B1_BOTTOMUP_AVAIL,8.819619382566204,18.263036606875854,9.443417224309652,4.999750012499375e-05,0.012251586409835398,1.7656226783916937,36,4.999750012499375e-05,-0.004960669138886567,1.1004133025041412,696,4.999750012499375e-05,0.8125164709440388,2.173030014198074,False
