planted_MAE_gap,observed_gap,N1_teamseason_p,N1_null_sd,N1b_game_p,N1b_null_sd,N2_rowlevel_p,N2_null_sd,N1_detects,N1b_detects
0.0,1.0617305246990004e-15,1.0,0.718365183555369,1.0,1.0291193036828497,1.0,0.7872585815469119,False,False
0.05,0.05000000000000255,0.9415146213446638,0.7186028975677768,0.9682579355161209,1.0291470204304336,0.9537615596100975,0.7872846771241042,False,False
0.1,0.10000000000000224,0.8877780554861284,0.71893531046779,0.9307673081729567,1.029178311156326,0.9097725568607848,0.7873131308665254,False,False
0.25,0.25000000000000105,0.7375656085978506,0.7204992450720128,0.8150462384403899,1.0292936237582184,0.7680579855036241,0.7874126384228055,False,False
0.5,0.5000000000000011,0.49987503124218946,0.7249803495701249,0.6315921019745063,1.0295572532625523,0.538365408647838,0.7876256196373222,False,False
1.0,1.0000000000000013,0.1757060734816296,0.7407910347836424,0.332416895776056,1.0303521431222482,0.20944763809047737,0.7882281508094671,False,False
