cell,arm_A,arm_B,observed_gap,N1_null_sd,observed_gap_in_null_sds,p_at_0.50sd,detects_0.50sd,p_at_1.00sd,detects_1.00sd,p_at_1.96sd,detects_1.96sd,p_at_3.00sd,detects_3.00sd,MDE80_MAE_points
P01,A_TEAM,B1_BOTTOMUP_AVAIL,9.57753036465924,1.7662546098339589,5.422508346947555,0.23194201449637591,False,0.023744063984004,True,0.00024993751562109475,True,0.00024993751562109475,True,4.945512907535084
P02,A_TEAM,R2_TEAM_EWMA,-0.20529881932302735,0.08970797812500649,-2.288523536189246,0.6045988502874281,False,0.30867283179205196,False,0.0424893776555861,True,0.0034991252186953262,True,0.25118233875001816
P03,B1_BOTTOMUP_AVAIL,R2_TEAM_EWMA,-9.782829183982267,1.7788468408246485,-5.4995342822471915,0.19795051237190703,False,0.013496625843539115,True,0.00024993751562109475,True,0.00024993751562109475,True,4.980771154309015
P04,C1_BLEND,A_TEAM,-0.010356934070467954,0.009195673037481597,-1.1262834191965125,0.6303424143964009,False,0.33791552111972006,False,0.056735816045988506,False,0.003749062734316421,True,0.02574788450494847
P05,B3_ORACLE_ROSTER,B1_BOTTOMUP_AVAIL,7.6129841699910585,1.4456961932637429,5.265964042420493,0.28742814296425895,False,0.03974006498375406,True,0.00024993751562109475,True,0.00024993751562109475,True,4.04794934113848
P06,B4_BOTTOMUP_CAL,B1_BOTTOMUP_AVAIL,9.443417224309652,1.7594294900192713,5.367317802662394,0.2556860784803799,False,0.030492376905773555,True,0.00024993751562109475,True,0.00024993751562109475,True,4.926402572053959
