cell,arm_A,arm_B,MAE_A,MAE_B,MAE_advantage_A_over_B,N1_p,N1_null_mean,N1_null_sd,MDE80_MAE,exploratory
P07,FT_COMPOSED,FT_FLAT,8.48955357826236,8.489926985086173,0.0003734068238136458,0.671566421678916,9.000530362908029e-06,0.0008520887681126393,0.00238584855071539,False
P08,FT_COMPOSED,BASE_NO_VENUE,8.48955357826236,8.489782424133095,0.0002288458707369862,0.9895005249737513,0.00010891449813643027,0.01669192383745426,0.04673738674487193,False
P07b_EXPLORATORY,FT_COMPOSED_OVER_FLAT,FT_FLAT,8.478907669665313,8.489926985086173,0.011019315420858822,0.47852607369631517,0.00015727453357084655,0.015350967307135277,0.04298270845997877,True
