candidate,null,injection_centre_theta0,null_centre,null_centre_ratio
C1_player_rest,matched,0.0021402197607066444,0.0021898024678379075,1.0231671102386664
C7_sched_density,matched,0.00037800475830087455,0.0003629655962556492,0.960214357848758
G01_noise,matched,-0.000255065481516803,-0.0002829014681182414,1.109132707553784
C1_player_rest,N_WITHIN_PLAYER_BLIND,0.0021402197607066444,-0.00023600584095890344,-0.11027177923120404
