candidate,observed_frozen_dR2,theta80_minutes_per_sd,floor_injection_linear_interp,floor_injection_quadratic_from_theta1,floor_analytic_2p80_null_sd,floor_block_bootstrap,ratio_vs_injection_conservative,ratio_vs_bootstrap
C1_player_rest,0.0066439100810423,0.6684210526315789,0.0018625861735104264,0.00475964887320828,0.0025727926847598,0.0065336174885584,1.3958823976365968,1.016880785059279
C7_sched_density,0.0008103894164751,0.41000000000000003,0.007125919473768621,0.004492957317927922,0.0018853777892168,0.0024420185225162,0.11372418948294914,0.3318522808091125
G01_noise,-0.0004033290749864,0.30714285714285716,0.0018959728721239856,0.0021160529572276697,0.0014201047582057,0.0007063541726824,-0.1906044334140004,-0.5710011925812605
