candidate,arm,null,observed,null_mean,null_sd,z,p,n_blocks,n_draws
C1_player_rest,FROZEN,N_TGSWAP_CORRECT,0.006552803380337164,0.0022046744013450885,0.0009252557860666792,4.6993804788579014,0.000999000999000999,1776,1000
C1_player_rest,FROZEN,N_WITHIN_PLAYER_BLIND,0.006552803380337164,-0.0002352481527488864,0.0005648401021086221,12.017651557928279,0.000999000999000999,634,1000
C1_player_rest__B,FROZEN,N_TGBLOCK_CORRECT,0.0036420173188846674,0.0003757339582202328,0.000847101933448931,3.855832730030415,0.001998001998001998,335,1000
C1_player_rest__B,FROZEN,N_WITHIN_PLAYER_BLIND,0.0036420173188846674,-0.0002450619711889661,0.0005578857226806516,6.96751885206193,0.000999000999000999,634,1000
C6_team_rest,FROZEN,N_TGBLOCK_CORRECT,-0.00031435755782458955,-0.0003601919529498049,0.0006191511825376155,0.07402779227096243,0.5024975024975025,335,1000
C6_team_rest,FROZEN,N_WITHIN_PLAYER_BLIND,-0.00031435755782458955,-0.00024380860859825294,0.0005798629125425205,-0.1216648757841766,0.7142857142857143,634,1000
