n_team_games,frac_within_0p066667_of_a_multiple_of_25,n_not_within,frac_exactly_200,frac_within_0p07_of_200,mean,sd,min,max
1776,1.0,0,0.8102477477477478,0.9527027027027027,201.26953828828826,5.8572708755085685,199.98333333333332,250.0
