column,n,corr_with_own_future_mean_minutes
C1_player_rest,3049,-0.06971388467871605
C2_foul_rate,3049,-0.2389616703680826
C3_blowout_adj,3049,0.247669541135759
C4_min_volatility,3049,-0.27027261681186254
C5_starter_delta,3049,-0.2504389594899441
C6_team_rest,3049,-0.034055672274320624
C7_sched_density,3049,0.028627706658069157
C8_opp_pace_prior,3049,-0.006146335775920174
G01_noise,3049,-0.024089372293631707
G02_tg_noise,3049,-0.009295904783560661
B_TUNED,3049,0.5816125732745794
