rms_forecast_movement_minutes,max_abs_forecast_movement_minutes,response_sd_minutes,base_mae_minutes,arm_mae_minutes,beta_minutes_per_rest_day,dMAE_minutes,pct_of_MAE
0.305670540303271,1.9208144338561297,6.4693936526352305,4.337521553282466,4.323142320319079,-0.0894119121865293,0.014379232963387167,0.3315080463981909
