grid,response,projection,arm,candidate,stratum,window,n,n_blocks_scored,sst,r2_base,r2_aug,dR2,beta,primary_null,null_mean,null_sd,z,p,n_null_blocks,n_draws,p_floor,second_null,null_mean_2,null_sd_2,z_2,p_2,n_draws_2,p_familywise,MDE80_analytic,boot_sd,boot_t,boot_MDE80,boot_over_perm_sd,dr2_eval_2023,dr2_eval_2024,dr2_eval_2022
CONSTRAINT,R1_min,PROJ,UNFROZEN,C7_sched_density,DECISION,CLEAN_2023_24,3167,764,132506.76970090868,0.22487168002214952,0.22523119376345602,0.0003595137413065166,0.09725802820342581,N_TGBLOCK,9.507248317061906e-05,0.0004520569745953409,0.5849732953962548,0.2463768115942029,335,2000,0.0004997501249375312,N_TGSWAP_VACUOUS_IDENTITY,0.00035951374130651666,5.434614424249294e-20,-0.9974968671630001,1.0,200,0.526736631684158,0.0012657595288669543,0.00018296558644543697,1.9649254720025118,0.0005123036420472235,0.40474010296869933,0.0008152326154889682,-8.104247523634435e-05,-0.00037234567497215786
CONSTRAINT,R1_min,PROJ,UNFROZEN,C8_opp_pace_prior,DECISION,CLEAN_2023_24,3167,764,132506.76970090868,0.22487168002214952,0.22395171636264244,-0.0009199636595071298,-0.041126265627538884,N_TGBLOCK,0.00022896828370800354,0.0005667125102031904,-2.0273629442257994,0.9775112443778111,335,2000,0.0004997501249375312,N_TGSWAP_VACUOUS_IDENTITY,-0.0009199636595071301,3.260768654549576e-19,0.9974968671630002,1.0,200,1.0,0.001586795028568933,0.0001404279800569626,-6.551142152254555,0.00039319834415949527,0.24779403582711318,-0.0013142890931815215,-0.0005396653701094738,0.0008395658436180152
CONSTRAINT,R1_min,PROJ,UNFROZEN,G01_noise,DECISION,CLEAN_2023_24,3167,764,132506.76970090868,0.22487168002214952,0.22472282510840502,-0.00014885491374444173,0.0376357872690968,N_TGSWAP,-0.0002612529413864778,0.0005650734181907191,0.19890871526379317,0.5207396301849075,1776,2000,0.0004997501249375312,N_PSWAP,-0.0002511637944781355,0.0006272504846592049,0.1631068978596004,0.4858569051580699,600,,0.0015822055709340133,0.0002153793928489396,-0.6911288576658025,0.0006030622999770309,0.38115293679634116,6.329315878857218e-05,-0.00035441553303994797,-0.0017136342865182892
CONSTRAINT,R1_min,PROJ,UNFROZEN,G02_tg_noise,DECISION,CLEAN_2023_24,3167,764,132506.76970090868,0.22487168002214952,0.2250766107720007,0.00020493074985114952,-0.027592992074601932,N_TGBLOCK,7.515362731443356e-05,0.0005728290035327908,0.22655473402419482,0.3353323338330835,335,2000,0.0004997501249375312,N_TGSWAP_VACUOUS_IDENTITY,0.00020493074985114947,5.434614424249294e-20,0.9974968671630001,1.0,200,,0.0016039212098918141,9.884588945256463e-05,2.0732349214126318,0.0002767684904671809,0.17255741040163014,0.0003753493197054689,4.028735894721429e-05,7.810946159265359e-05
SHARE,R2_smin,PROJ,FROZEN,C1_player_rest,DECISION,CLEAN_2023_24,3167,764,3.163535498446242,0.1806910837755299,0.18354979586775622,0.0028587120922262768,-0.00024629859327538703,N_TGSWAP,-2.2269803900017277e-05,0.0002500501443196656,11.52161660999975,0.0004997501249375312,1776,2000,0.0004997501249375312,N_PSWAP,-1.8201761325682965e-05,0.0005231471258546783,5.499244306946874,0.0016638935108153079,600,0.0004997501249375312,0.0007001404040950638,0.0007121360283011064,4.014278141559708,0.001993980879243098,2.8479728745555426,0.0020443484499924453,0.0036659126017583553,0.0003420338774612774
SHARE,R2_smin,PROJ,FROZEN,C2_foul_rate,DECISION,CLEAN_2023_24,3167,764,3.163535498446242,0.1806910837755299,0.185103909524032,0.004412825748502016,-0.0003261055382516387,N_TGSWAP,-0.00023910958756429766,0.0004975596251955967,9.349503256494298,0.0004997501249375312,1776,2000,0.0004997501249375312,N_PSWAP,-0.0002311754482005583,0.0008878386584503912,5.230681444766197,0.0033277870216306157,600,0.0004997501249375312,0.001393166950547671,0.000505617659015723,8.727594200511877,0.0014157294452440245,1.0161951119264523,0.005305787141966126,0.0035402885284293085,0.014988139664096822
SHARE,R2_smin,PROJ,FROZEN,C3_blowout_adj,DECISION,CLEAN_2023_24,3167,764,3.163535498446242,0.1806910837755299,0.1999445943397804,0.019253510564250485,0.0013955682725733244,N_TGSWAP,-0.00018108844986694706,0.00038583385084815417,50.370383447164066,0.0004997501249375312,1776,2000,0.0004997501249375312,N_PSWAP,-0.00021108417604191344,0.0008578257481147894,22.690616110636675,0.0016638935108153079,600,0.0004997501249375312,0.0010803347823748317,0.0020960116677355874,9.185784058659793,0.005868832669659645,5.432420362101608,0.023157713933347424,0.015438538703448449,0.012581836837669252
SHARE,R2_smin,PROJ,FROZEN,C4_min_volatility,DECISION,CLEAN_2023_24,3167,764,3.163535498446242,0.1806910837755299,0.18349960178028968,0.002808518004759683,-0.0002677152030490117,N_TGSWAP,-0.00028041145039545037,0.000612181914109861,5.045770520101971,0.0004997501249375312,1776,2000,0.0004997501249375312,N_PSWAP,-0.000633435905837856,0.00092346047998546,3.727234662659016,0.0016638935108153079,600,0.001999000499750125,0.0017141093595076106,0.000586857424596892,4.785690505132202,0.0016432007888712975,0.958632411495214,0.0016260056032953718,0.003978393159858419,0.0014753389695093197
SHARE,R2_smin,PROJ,FROZEN,C5_starter_delta,DECISION,CLEAN_2023_24,3167,764,3.163535498446242,0.1806910837755299,0.18191905917593065,0.0012279754004007118,0.0011954569812386109,N_TGSWAP,-0.0003277681309611381,0.0005732091873678196,2.714093852029544,0.0029985007496251873,1776,2000,0.0004997501249375312,N_PSWAP,-0.0005155945165961149,0.0010423325426434059,1.672757825036383,0.029950083194675542,600,0.031984007996002,0.0016049857246298947,0.0003007443693023574,4.083120170293697,0.0008420842340466007,0.5246677407307052,0.0019348103496930715,0.0005335351916113109,0.006269151984199493
SHARE,R2_smin,PROJ,FROZEN,C6_team_rest,DECISION,CLEAN_2023_24,3167,764,3.163535498446242,0.1806910837755299,0.1808843821425563,0.00019329836702635934,0.00011221662156120375,N_TGBLOCK,0.0003625906952179363,0.0001551619069637976,-1.0910688809146714,0.8725637181409296,335,2000,0.0004997501249375312,N_TGSWAP_VACUOUS_IDENTITY,0.00019329836702635934,0.0,,1.0,200,0.993503248375812,0.0004344533394986332,0.00016267021139849096,1.1882837390113117,0.00045547659191577466,1.0483901273296752,0.00011061998862803608,0.0002750880732549134,0.0007600318230210947
SHARE,R2_smin,PROJ,FROZEN,C7_sched_density,DECISION,CLEAN_2023_24,3167,764,3.163535498446242,0.1806910837755299,0.180461594044381,-0.00022948973114890106,0.0006114271860463838,N_TGBLOCK,-6.441844792035058e-05,0.00032069289791988116,-0.5147332051918103,0.7256371814092953,335,2000,0.0004997501249375312,N_TGSWAP_VACUOUS_IDENTITY,-0.0002294897311489011,2.717307212124647e-20,0.9974968671630001,1.0,200,0.9565217391304348,0.0008979401141756671,0.00022015743845218774,-1.042389177319303,0.0006164408276661256,0.6865055006836782,-0.00029904684234173697,-0.00016133328897969423,-0.0014599671235344342
SHARE,R2_smin,PROJ,FROZEN,C8_opp_pace_prior,DECISION,CLEAN_2023_24,3167,764,3.163535498446242,0.1806910837755299,0.18094686673206772,0.00025578295653776,-0.0002077443073957467,N_TGBLOCK,-7.456745481917998e-05,0.00030223876030236894,1.0930114027282511,0.10394802598700649,335,2000,0.0004997501249375312,N_TGSWAP_VACUOUS_IDENTITY,0.00025578295653776,0.0,,1.0,200,0.28585707146426786,0.000846268528846633,0.00012251363108454894,2.0877918177222208,0.000343038167036737,0.405353803602101,0.0004993985447926631,1.6160431128361663e-05,9.70388217976247e-05
SHARE,R2_smin,PROJ,FROZEN,G01_noise,DECISION,CLEAN_2023_24,3167,764,3.163535498446242,0.1806910837755299,0.180485008077244,-0.00020607569828598902,0.0001680323683864153,N_TGSWAP,-0.00018783315804856291,0.0004555578080249162,-0.04004440252383589,0.6371814092953523,1776,2000,0.0004997501249375312,N_PSWAP,-0.00029212210542803985,0.0005839073544150761,0.14736311589746467,0.5124792013311148,600,,0.0012755618624697655,0.0002122466763968921,-0.9709254429060475,0.0005942906939112979,0.4659050347904113,1.5612013671879982e-05,-0.000424860610958324,-0.002817954029588815
SHARE,R2_smin,PROJ,FROZEN,G02_tg_noise,DECISION,CLEAN_2023_24,3167,764,3.163535498446242,0.1806910837755299,0.18083952316080076,0.00014843938527085433,-0.00017726198520818585,N_TGBLOCK,3.0998064979340095e-05,0.0001808342231769048,0.6494418933999282,0.19940029985007496,335,2000,0.0004997501249375312,N_TGSWAP_VACUOUS_IDENTITY,0.00014843938527085427,5.434614424249294e-20,0.9974968671630001,1.0,200,,0.0005063358248953334,0.00011861376709585537,1.251451571813717,0.000332118547868395,0.6559254382939396,0.00030651531833158574,-7.074748914930211e-06,-1.1723052769167309e-05
SHARE,R2_smin,PROJ,UNFROZEN,C1_player_rest,DECISION,CLEAN_2023_24,3167,764,3.163535498446242,0.1806910837755299,0.18131373494507153,0.0006226511695416265,-0.00024733246232972334,N_TGSWAP,5.24438425029649e-07,0.0008959537355978203,0.6943737231046714,0.2273863068465767,1776,2000,0.0004997501249375312,N_PSWAP,-8.272915236542999e-05,0.0007094924466067681,0.9942041318136954,0.10815307820299501,600,0.670664667666167,0.0025086704596738968,0.0006972600804277033,0.892997013624656,0.0019523282251975693,0.7782322375858619,0.0003429401287695191,0.0008993035948602735,-0.0006425830244002717
SHARE,R2_smin,PROJ,UNFROZEN,C2_foul_rate,DECISION,CLEAN_2023_24,3167,764,3.163535498446242,0.1806910837755299,0.18193796835126463,0.0012468845757347402,-0.000343535791999922,N_TGSWAP,0.0001287592721692633,0.0009149643221958415,1.222042517332332,0.0944527736131934,1776,2000,0.0004997501249375312,N_PSWAP,-0.0006818270464839741,0.0013177990491208594,1.463585531880154,0.016638935108153077,600,0.3543228385807096,0.002561900102148356,0.00038207003841682867,3.263497396711388,0.0010697961075671202,0.41757916581915566,0.002291802464141613,0.00021934320816095044,0.006111243541979774
SHARE,R2_smin,PROJ,UNFROZEN,C3_blowout_adj,DECISION,CLEAN_2023_24,3167,764,3.163535498446242,0.1806910837755299,0.1821979634773977,0.001506879701867768,0.0014958285094620336,N_TGSWAP,-0.00040718118985635726,0.0006526532973197035,2.9327376412326904,0.001999000499750125,1776,2000,0.0004997501249375312,N_PSWAP,-0.0008594997191328091,0.0014397173583283753,1.643641654600962,0.0066555740432612314,600,0.026486756621689155,0.0018274292324951696,0.0014626756336199279,1.0302213746040472,0.004095491774135798,2.2411219549901906,0.004018423352645407,-0.000965379752543178,0.00537442288030713
SHARE,R2_smin,PROJ,UNFROZEN,C4_min_volatility,DECISION,CLEAN_2023_24,3167,764,3.163535498446242,0.1806910837755299,0.17628063042072828,-0.004410453354801701,-0.0002881774614167923,N_TGSWAP,-0.0005607767686367489,0.0011464928462248153,-3.3577850911509923,0.993503248375812,1776,2000,0.0004997501249375312,N_PSWAP,-0.0011502941221854805,0.0016013021967773947,-2.035942521765885,0.956738768718802,600,1.0,0.0032101799694294825,0.0007951822484785828,-5.546468577788543,0.002226510295740032,0.6935780289401439,-0.00347171803668804,-0.005342788768660175,-0.0046693773341530565
SHARE,R2_smin,PROJ,UNFROZEN,C5_starter_delta,DECISION,CLEAN_2023_24,3167,764,3.163535498446242,0.1806910837755299,0.18233517112788955,0.0016440873523595548,0.0011979259359520627,N_TGSWAP,0.00017507007435543255,0.0008857753946253191,1.6584534712950716,0.06196901549225387,1776,2000,0.0004997501249375312,N_PSWAP,-0.0001881562884183258,0.0014602801328757872,1.2547206522419578,0.07321131447587355,600,0.19540229885057472,0.0024801711049508932,0.00031318201956955535,5.249622422830106,0.0008769096547947549,0.3535682086789401,0.0024712315828005907,0.0008317924615888157,0.01053823690200946
SHARE,R2_smin,PROJ,UNFROZEN,C6_team_rest,DECISION,CLEAN_2023_24,3167,764,3.163535498446242,0.1806910837755299,0.1814621474996293,0.0007710637240993872,0.00011241359671525648,N_TGBLOCK,0.0012439581732000033,0.0005647500143002776,-0.8373518143005801,0.8050974512743628,335,2000,0.0004997501249375312,N_TGSWAP_VACUOUS_IDENTITY,0.0007710637240993871,1.0869228848498587e-19,0.9974968671630001,1.0,200,0.9875062468765617,0.0015813000400407772,0.00017373094084033162,4.438263675829843,0.0004864466343529285,0.3076245001172481,0.0004208463665196346,0.0011174372662818791,0.0023929404253493847
SHARE,R2_smin,PROJ,UNFROZEN,C7_sched_density,DECISION,CLEAN_2023_24,3167,764,3.163535498446242,0.1806910837755299,0.18030138284049668,-0.000389700935033273,0.0006115640800425782,N_TGBLOCK,-0.00011152332886881991,0.0007606102054074468,-0.3657295210960755,0.7051474262868566,335,2000,0.0004997501249375312,N_TGSWAP_VACUOUS_IDENTITY,-0.00038970093503327296,5.434614424249294e-20,-0.9974968671630001,1.0,200,0.9385307346326837,0.002129708575140851,0.0002224823090208472,-1.7516041466324273,0.0006229504652583721,0.29250502746234774,-0.0003830363340520111,-0.00039691696870904005,-0.001486169932624433
SHARE,R2_smin,PROJ,UNFROZEN,C8_opp_pace_prior,DECISION,CLEAN_2023_24,3167,764,3.163535498446242,0.1806910837755299,0.17953029312170898,-0.0011607906538209447,-0.00020919494736783604,N_TGBLOCK,0.00031986144840984366,0.0006830036309706785,-2.167853925061129,0.9870064967516242,335,2000,0.0004997501249375312,N_TGSWAP_VACUOUS_IDENTITY,-0.001160790653820945,2.1738457696997175e-19,0.9974968671630001,1.0,200,0.9995002498750625,0.0019124101667178997,0.0001509483945831557,-7.689983434580212,0.00042265550483283593,0.22100672344688596,-0.001716836790779263,-0.0006148194816279596,0.0008112319159647486
SHARE,R2_smin,PROJ,UNFROZEN,G01_noise,DECISION,CLEAN_2023_24,3167,764,3.163535498446242,0.1806910837755299,0.18053590086891735,-0.00015518290661255548,0.0001680397059409125,N_TGSWAP,-0.00027196715059840996,0.0006119205104201482,0.1908487164544783,0.5142428785607196,1776,2000,0.0004997501249375312,N_PSWAP,-0.00024932754200291773,0.0006851843209693939,0.13740045197935513,0.5108153078202995,600,,0.0017133774291764148,0.00021214849435166957,-0.7314824792266277,0.0005940157841846748,0.346692896771849,2.401956110865629e-05,-0.0003320198957324199,-0.0015341625991043793
SHARE,R2_smin,PROJ,UNFROZEN,G02_tg_noise,DECISION,CLEAN_2023_24,3167,764,3.163535498446242,0.1806910837755299,0.18076411123999758,7.302746446766325e-05,-0.00017726622767892054,N_TGBLOCK,7.150994197575372e-05,0.0005867367045550333,0.0025863772968837723,0.4732633683158421,335,2000,0.0004997501249375312,N_TGSWAP_VACUOUS_IDENTITY,7.302746446766325e-05,0.0,,1.0,200,,0.001642862772754093,0.00011774479600825636,0.6202181917453279,0.0003296854288231178,0.20067739940958887,9.787598621470058e-05,4.866440221760856e-05,0.0001287419497528404
COMPONENT,R1_min,RAW,FROZEN,C1_player_rest__B,DECISION,CLEAN_2023_24,3167,764,132506.76970090868,0.2294384480422601,0.23320439179267904,0.003765943750418915,-0.07365606462427307,N_TGBLOCK,0.0004999888802786207,0.000807087914339476,4.046591222733356,0.0014992503748125937,335,2000,0.0004997501249375312,N_TGSWAP_VACUOUS_IDENTITY,0.003765943750418915,0.0,,1.0,200,0.001999000499750125,0.002259846160150533,0.0015502926920625076,2.4291824180688795,0.004340819537775021,1.920847363116908,0.0010580846876018489,0.006392500594328931,0.0012152387565663625
COMPONENT,R1_min,RAW,FROZEN,C1_player_rest__W,DECISION,CLEAN_2023_24,3167,764,132506.76970090868,0.2294384480422601,0.23183093373657881,0.002392485694318661,-0.1207875245709801,N_TGSWAP,-0.0002184894698441146,0.0005439940821648145,4.7996389110933855,0.0004997501249375312,1776,2000,0.0004997501249375312,N_PSWAP,-0.00012493603332661493,0.0006042181647546999,4.166411859973288,0.004991680532445923,600,0.001999000499750125,0.0015231834300614804,0.0019168844371184204,1.2481115960830658,0.005367276423931577,3.523722959430393,0.0019210110814688497,0.0028523921113058535,-0.002079664105137901
COMPONENT,R1_min,RAW,FROZEN,C2_foul_rate__B,DECISION,CLEAN_2023_24,3167,764,132506.76970090868,0.2294384480422601,0.22958795810144306,0.00014951005918291223,-0.12603638703360995,N_TGBLOCK,-0.0005465881509193791,0.0007561522682343229,0.9205794115089243,0.09495252373813093,335,2000,0.0004997501249375312,N_TGSWAP_VACUOUS_IDENTITY,0.00014951005918291226,2.717307212124647e-20,-0.9974968671630001,1.0,200,0.4332833583208396,0.002117226351056104,0.000408028243691885,0.366420858100725,0.001142479082337278,0.5396112143453119,0.00020494287393324313,9.607920193250045e-05,-0.0055964165821571375
COMPONENT,R1_min,RAW,FROZEN,C2_foul_rate__W,DECISION,CLEAN_2023_24,3167,764,132506.76970090868,0.2294384480422601,0.22978371665996444,0.0003452686177043174,0.09451511083968137,N_TGSWAP,-0.00025561945572894444,0.0005861973294531405,1.0250610899128902,0.06996501749125437,1776,2000,0.0004997501249375312,N_PSWAP,-0.0002752329663221322,0.0006173779345355685,1.0050595418400092,0.06655574043261231,600,0.33833083458270863,0.0016413525224687935,0.0005133026782558837,0.6726413719045499,0.0014372474991164743,0.8756482714357301,-0.000249329572903931,0.0009212966437229642,1.184186086496687e-05
COMPONENT,R1_min,RAW,FROZEN,C3_blowout_adj__B,DECISION,CLEAN_2023_24,3167,764,132506.76970090868,0.2294384480422601,0.22802688561410744,-0.0014115624281526738,0.9187208289529664,N_TGBLOCK,-0.0004359981096118495,0.000890374389877192,-1.0956787724716368,0.8845577211394303,335,2000,0.0004997501249375312,N_TGSWAP_VACUOUS_IDENTITY,-0.001411562428152674,2.1738457696997175e-19,0.9974968671630001,1.0,200,1.0,0.0024930482916561375,0.0025127970360776224,-0.5617494799166379,0.0070358317010173425,2.8221802700594396,-0.002978760517384446,0.00010323087490598171,-0.0035597520980330424
COMPONENT,R1_min,RAW,FROZEN,C3_blowout_adj__W,DECISION,CLEAN_2023_24,3167,764,132506.76970090868,0.2294384480422601,0.2298710298554496,0.0004325818131895411,0.16030706661070332,N_TGSWAP,-0.00018999093660340466,0.00040060388929827345,1.5540856352730097,0.029985007496251874,1776,2000,0.0004997501249375312,N_PSWAP,-0.00025011109507455843,0.0005682930438233137,1.2013043546532545,0.036605657237936774,600,0.15092453773113443,0.0011216908900351656,0.0007681601078015801,0.5631401693425081,0.002150848301844424,1.9175053670775501,0.001076029336420742,-0.00018956873934487873,-4.5263307597562164e-05
COMPONENT,R1_min,RAW,FROZEN,C4_min_volatility__B,DECISION,CLEAN_2023_24,3167,764,132506.76970090868,0.2294384480422601,0.2295168426747397,7.839463247956955e-05,-0.06587878122685899,N_TGBLOCK,-0.0005145019326256333,0.0010263331954673126,0.5776842917326119,0.2028985507246377,335,2000,0.0004997501249375312,N_TGSWAP_VACUOUS_IDENTITY,7.839463247956955e-05,0.0,,1.0,200,0.7651174412793603,0.002873732947308475,0.0004325027727694024,0.18125810379802404,0.0012110077637543268,0.4214058111727295,0.00037834117818567046,-0.00021180785212045143,0.00018871520162236095
COMPONENT,R1_min,RAW,FROZEN,C4_min_volatility__W,DECISION,CLEAN_2023_24,3167,764,132506.76970090868,0.2294384480422601,0.22969520155598822,0.0002567535137280794,-0.04243707197720947,N_TGSWAP,-0.0002636637815925022,0.0005329087852052342,0.9765597974147829,0.08995502248875563,1776,2000,0.0004997501249375312,N_PSWAP,-0.0002963239009943612,0.0005963480651260627,0.9274406123972665,0.09484193011647254,600,0.3638180909545227,0.0014921445985746557,0.00042629743867867223,0.602287253997815,0.0011936328283002821,0.7999444755156293,3.6461758839955305e-05,0.00047035718761296994,0.0003287570283879889
COMPONENT,R1_min,RAW,FROZEN,C5_starter_delta__B,DECISION,CLEAN_2023_24,3167,764,132506.76970090868,0.2294384480422601,0.22968603134883014,0.0002475833065699816,1.6084751222707516,N_TGBLOCK,-0.0006308253017474143,0.0009375743354608923,0.9368948947238281,0.079960019990005,335,2000,0.0004997501249375312,N_TGSWAP_VACUOUS_IDENTITY,0.0002475833065699816,0.0,,1.0,200,0.42028985507246375,0.0026252081392904984,0.0005684823025057957,0.4355162957204942,0.001591750447016228,0.6063330458233389,0.0003217651575834373,0.00017615131125418718,-0.0017971932340940084
COMPONENT,R1_min,RAW,FROZEN,C5_starter_delta__W,DECISION,CLEAN_2023_24,3167,764,132506.76970090868,0.2294384480422601,0.2294452736496535,6.8256073933486645e-06,1.0088048508144842,N_TGSWAP,-0.0002623777422071174,0.0005436621301057903,0.4951666387873701,0.25237381309345325,1776,2000,0.0004997501249375312,N_PSWAP,-0.000297834296932212,0.0006507459344925707,0.4681702768732993,0.2612312811980033,600,0.7606196901549226,0.0015222539642962126,0.0011060268002963712,0.006171285715246388,0.0030968750408298393,2.0344010352186044,-0.0005680713116232549,0.0005632804637698137,-0.00685179566354842
COMPONENT,R1_min,RAW,FROZEN,G01_noise__B,DECISION,CLEAN_2023_24,3167,764,132506.76970090868,0.2294384480422601,0.22889959918287206,-0.0005388488593880581,0.4419815326080509,N_TGBLOCK,-0.0002817576419456554,0.0006059145331922368,-0.42430277433341584,0.7646176911544228,335,2000,0.0004997501249375312,N_TGSWAP_VACUOUS_IDENTITY,-0.0005388488593880579,2.1738457696997175e-19,-0.9974968671630001,1.0,200,,0.001696560692938263,0.0009417451711279062,-0.5721811758723343,0.0026368864791581374,1.5542541390554852,0.00016050026340094743,-0.001216554082248633,0.0005168013805226956
COMPONENT,R1_min,RAW,FROZEN,G01_noise__W,DECISION,CLEAN_2023_24,3167,764,132506.76970090868,0.2294384480422601,0.22890687859764214,-0.0005315694446180184,-0.02805593144999207,N_TGSWAP,-0.0002404357569375765,0.0005163242186965852,-0.5638582834936217,0.8065967016491754,1776,2000,0.0004997501249375312,N_PSWAP,-0.00031703593196445804,0.0006320926593129357,-0.33940199983773156,0.7304492512479202,600,,0.0014457078123504385,0.00029508343951469256,-1.8014207964101994,0.0008262336306411391,0.571508034737562,-0.0009208282999334272,-0.0001555964503133055,-0.0012046976591764378
COMPONENT,R1_min,RAW,UNFROZEN,C1_player_rest__B,DECISION,CLEAN_2023_24,3167,764,132506.76970090868,0.2294384480422601,0.23325853708395894,0.0038200890416988037,-0.07371008646800319,N_TGBLOCK,0.0005023932928839167,0.0008134914033563855,4.078341498295374,0.0014992503748125937,335,2000,0.0004997501249375312,N_TGSWAP_VACUOUS_IDENTITY,0.0038200890416988033,4.347691539399435e-19,0.9974968671630001,1.0,200,0.001999000499750125,0.002277775929397879,0.0015501189654383038,2.464384429112932,0.004340333103227251,1.9055136403933286,0.0011754935511231735,0.006385493528800803,0.001215343037523217
COMPONENT,R1_min,RAW,UNFROZEN,C1_player_rest__W,DECISION,CLEAN_2023_24,3167,764,132506.76970090868,0.2294384480422601,0.23180658483404248,0.0023681367917824246,-0.12125149194513965,N_TGSWAP,-0.00021965049237472652,0.000545131436500327,4.747088703543515,0.0004997501249375312,1776,2000,0.0004997501249375312,N_PSWAP,-0.00012815191169143037,0.00061528889559597,4.057100203402737,0.004991680532445923,600,0.001999000499750125,0.0015263680222009155,0.0019220441720037692,1.2320928032125271,0.005381723681610553,3.5258362356481276,0.0018272209302567033,0.002895219352892802,-0.002079422570428697
COMPONENT,R1_min,RAW,UNFROZEN,C2_foul_rate__B,DECISION,CLEAN_2023_24,3167,764,132506.76970090868,0.2294384480422601,0.22962829481549418,0.0001898467732340698,-0.12718946167630887,N_TGBLOCK,-0.0005449878311573567,0.0007524962912277896,0.9765292041406001,0.0814592703648176,335,2000,0.0004997501249375312,N_TGSWAP_VACUOUS_IDENTITY,0.00018984677323406973,5.434614424249294e-20,0.9974968671630001,1.0,200,0.38630684657671166,0.0021069896154378106,0.0004167190344783344,0.4555749978441172,0.001166813296539336,0.5537821771831013,0.00031197431276333283,7.19219617272001e-05,-0.005585299645018701
COMPONENT,R1_min,RAW,UNFROZEN,C2_foul_rate__W,DECISION,CLEAN_2023_24,3167,764,132506.76970090868,0.2294384480422601,0.230040544109542,0.0006020960672819408,0.10686629657081403,N_TGSWAP,-0.0002561754644198949,0.000586666188705067,1.462964030015563,0.03248375812093953,1776,2000,0.0004997501249375312,N_PSWAP,-0.0002969380164358875,0.0006516542319312014,1.3796182694210508,0.03826955074875208,600,0.17191404297851073,0.0016426653283741874,0.0005524878787475911,1.0897905464402298,0.001546966060493255,0.9417414696542905,0.00028271090721458545,0.0009121271069908619,2.9928359351684574e-05
COMPONENT,R1_min,RAW,UNFROZEN,C3_blowout_adj__B,DECISION,CLEAN_2023_24,3167,764,132506.76970090868,0.2294384480422601,0.2280091689173518,-0.0014292791249082956,0.9195635378920523,N_TGBLOCK,-0.0004370034900021423,0.0008902956647517568,-1.1145461830175616,0.8860569715142429,335,2000,0.0004997501249375312,N_TGSWAP_VACUOUS_IDENTITY,-0.0014292791249082954,2.1738457696997175e-19,-0.9974968671630001,1.0,200,1.0,0.002492827861304919,0.002513337160901437,-0.5686778308707569,0.007037344050524023,2.823036503948648,-0.0030604596288410025,0.0001474165795024341,-0.003575031954523526
COMPONENT,R1_min,RAW,UNFROZEN,C3_blowout_adj__W,DECISION,CLEAN_2023_24,3167,764,132506.76970090868,0.2294384480422601,0.22945934569523974,2.089765297961754e-05,0.1771533031534719,N_TGSWAP,-0.0001901949410236581,0.00040093251300160837,0.5265040553157354,0.2318840579710145,1776,2000,0.0004997501249375312,N_PSWAP,-0.00028016700553431373,0.0006069918353178909,0.49599457685663784,0.24292845257903495,600,0.7236381809095452,0.0011226110364045035,0.0008255231716112323,0.02531443537657472,0.0023114648805114503,2.0590078001679064,0.00019084850864164093,-0.00014356722422368383,-4.9184782531246984e-05
COMPONENT,R1_min,RAW,UNFROZEN,C4_min_volatility__B,DECISION,CLEAN_2023_24,3167,764,132506.76970090868,0.2294384480422601,0.22949962421813852,6.117617587844645e-05,-0.06647401596704124,N_TGBLOCK,-0.0005145603813582915,0.0010283769174617163,0.559849747170323,0.22088955522238882,335,2000,0.0004997501249375312,N_TGSWAP_VACUOUS_IDENTITY,6.117617587844646e-05,1.3586536060623234e-20,-0.9974968671630001,1.0,200,0.7781109445277361,0.0028794553688928056,0.00042797040713239503,0.1429448738952674,0.001198317139970706,0.41616103965920376,0.0003192583766697766,-0.0001885313201662328,0.00018534365983729215
COMPONENT,R1_min,RAW,UNFROZEN,C4_min_volatility__W,DECISION,CLEAN_2023_24,3167,764,132506.76970090868,0.2294384480422601,0.22952366446335803,8.521642109788014e-05,-0.046115451777078945,N_TGSWAP,-0.0002642837446420713,0.0005334436774973549,0.6551772576621915,0.1774112943528236,1776,2000,0.0004997501249375312,N_PSWAP,-0.0003052532850228082,0.0006062732358697138,0.6440490574527011,0.18635607321131448,600,0.5907046476761619,0.0014936422969925936,0.0004513489089087264,0.18880387083224998,0.0012637769449444338,0.8461041492256968,-0.0004181435169215765,0.0005725471832194218,0.00033912715394965917
COMPONENT,R1_min,RAW,UNFROZEN,C5_starter_delta__B,DECISION,CLEAN_2023_24,3167,764,132506.76970090868,0.2294384480422601,0.22964771349058144,0.0002092654483212883,1.611358330899324,N_TGBLOCK,-0.0006377962930752021,0.000943932890212229,0.8973749619064989,0.09145427286356822,335,2000,0.0004997501249375312,N_TGSWAP_VACUOUS_IDENTITY,0.00020926544832128825,5.434614424249294e-20,0.9974968671630001,1.0,200,0.44677661169415295,0.002643012092594241,0.0005742878047468746,0.36439124528079603,0.0016080058532912489,0.6083989769842163,0.0002391212764693893,0.00018067967232033671,-0.0018544780179665721
