season,n,incumbent_mae,challenger_mae,delta,ablation_mae,abl_delta
2024,229,8.936136436031987,8.257547717380776,0.678588718651211,8.995449455698441,-0.059313019666454636
2025,276,10.943893902132928,10.682418494520732,0.26147540761219545,10.862740096559765,0.08115380557316243
2026,168,10.243943971501645,10.53219686199269,-0.2882528904910444,10.36667702228057,-0.12273305077892438
pooled,673,10.085991899037579,9.81981427129672,0.2661776277408592,10.10353035921036,-0.01753846017278171
