screen,candidate,target,stratum,base,n,dr2,var_share_between,p_WITHIN_null_used_for_the_kill,p_MATCHED_between_null_ALREADY_ON_DISK,p_familywise_matched,null_mean_within,null_mean_matched,null_sd_matched,killed_by_the_within_null,recorded_kill_reason,matched_null_clears_percell,matched_null_clears_familywise,VERDICT_FLIPS
E0_I0016_efficiency_predictors,B01_pl_ftrate,ts,,,14073.0,0.0001651112563206,0.697039625738563,0.9916805324459236,0.1913477537437604,1.0,0.0007271503069168,9.2422138955054e-05,0.0001297024558282,True,POWERED_NULL,False,False,False
E0_I0016_efficiency_predictors,B02_pl_ftpct,ts,,,13670.0,0.0001099541850482,0.7384270980659213,0.9966722129783694,0.232945091514143,1.0,0.0007021367396556,8.151830763312313e-05,0.0001159377695181,True,POWERED_NULL,False,False,False
E0_I0016_efficiency_predictors,B03_pl_fouls_drawn_per36,ts,,,14079.0,0.0024711059735078,0.9004561994855943,0.9983361064891848,0.0016638935108153,0.0016638935108153,0.0032289740823469,9.808977355717364e-05,0.0001339019253808,True,UNINFORMATIVE_NULL,True,True,True
E0_I0016_efficiency_predictors,B06_pl_ftpts_per36,ts,,,14079.0,0.0017938216108652,0.8744135456204726,1.0,0.0016638935108153,0.0033277870216306,0.0035528640249052,9.877139441348788e-05,0.0001489240620852,True,UNINFORMATIVE_NULL,True,True,True
E0_I0016_efficiency_predictors,C02_tm_ast_per_game,ts,,,14079.0,0.000668175265454,0.8500113943956605,0.9816971713810316,0.0016638935108153,0.2462562396006655,0.0010931453060014,7.968220399637761e-05,0.0001074555541416,True,UNINFORMATIVE_NULL,True,False,True
E0_I0016_efficiency_predictors,C03_tm_ast_rate,ts,,,14079.0,0.0007155613323171,0.8834462738239894,0.6605657237936772,0.0033277870216306,0.1846921797004991,0.0007929636297838,7.745353130899794e-05,0.0001104839987785,True,UNINFORMATIVE_NULL,True,False,True
E0_I0016_efficiency_predictors,D01_tm_poss_per40,ts,,,14079.0,0.0002284599536457,0.7657539860650784,0.4226289517470882,0.1131447587354409,1.0,0.0002218793166402,9.328315763812264e-05,0.0001358963610734,True,POWERED_NULL,False,False,False
E0_I0016_efficiency_predictors,D02_opp_poss_per40,ts,,,14079.0,0.0003571286849211,0.7133173038616187,0.5224625623960066,0.086522462562396,1.0,0.0003889357161294,0.0001233067601644,0.0001652977824855,True,UNINFORMATIVE_NULL,False,False,False
E0_I0016_efficiency_predictors,E01_pl_fg3a_share,ts,,,14073.0,0.0012213546347136,0.9626574958321004,0.259567387687188,0.0016638935108153,0.0099833610648918,0.0011386420262945,9.387803778224284e-05,0.0001199725754349,True,UNINFORMATIVE_NULL,True,True,True
E0_I0016_efficiency_predictors,E02_pl_paintpts_share,ts,,,14036.0,0.0023201837903074,0.907475608408343,0.0033277870216306,0.0016638935108153,0.0016638935108153,0.001469562042208,9.729799205498704e-05,0.0001465963222545,False,UNINFORMATIVE_NULL,True,True,False
E0_I0016_efficiency_predictors,E06_pl_efg_prior,ts,,,14073.0,0.0008841662368468,0.6827363220793305,1.0,0.0016638935108153,0.1613976705490848,0.0120639172063513,9.537217581235704e-05,0.000130175683626,True,UNINFORMATIVE_NULL,True,False,True
E0_I0016_efficiency_predictors,E07_pl_2ndchance_share,ts,,,14036.0,0.0020652958210235,0.7501125977716336,0.0099833610648918,0.0016638935108153,0.0016638935108153,0.0011767554245959,0.0001015192200008,0.000142352960203,False,UNINFORMATIVE_NULL,True,True,False
E0_I0016_efficiency_predictors,F04_load_x_fg3a_share,ts,,,14073.0,0.0005247443974346,0.6451492275620435,0.8036605657237936,0.0116472545757071,0.6905158069883528,0.0007628059225865,8.848411167274171e-05,0.0001219346655528,True,UNINFORMATIVE_NULL,True,False,True
E0_I0016_efficiency_predictors,A01_opp_efg_allowed,efg,,,13989.0,0.0005276445804308,0.6638593599225361,0.9966722129783694,0.0266222961730449,0.8685524126455907,0.001356551351992,9.673157692836922e-05,0.0001460480034031,True,UNINFORMATIVE_NULL,True,False,True
E0_I0016_efficiency_predictors,A02_opp_ts_allowed,efg,,,13989.0,0.0006914606545055,0.7223421456384073,0.9983361064891848,0.0133111480865224,0.5757071547420965,0.0014563514909546,9.663062324911028e-05,0.0001477878925576,True,UNINFORMATIVE_NULL,True,False,True
E0_I0016_efficiency_predictors,A03_opp_paintpts_allowed,efg,,,13989.0,9.170078573907372e-06,0.7481805464210719,0.8352745424292846,0.778702163061564,1.0,6.685749829082661e-05,0.0001083894616037,0.0001510071271404,True,POWERED_NULL,False,False,False
E0_I0016_efficiency_predictors,A04_opp_blk,efg,,,13989.0,0.000683629175888,0.7189361915817377,0.0665557404326123,0.0099833610648918,0.5590682196339434,0.0003779112136516,0.0001087593758684,0.0001409888832296,True,UNINFORMATIVE_NULL,True,False,True
E0_I0016_efficiency_predictors,A05_opp_fg3pct_allowed,efg,,,13989.0,9.912886258341509e-05,0.6886165770881648,0.9983361064891848,0.3011647254575707,1.0,0.0005565489998011,9.90802216588616e-05,0.0001535441458588,True,UNINFORMATIVE_NULL,False,False,False
E0_I0016_efficiency_predictors,A07_opp_ftrate_allowed,efg,,,13989.0,0.000614514813235,0.7991480136256143,0.831946755407654,0.0066555740432612,0.5806988352745425,0.0007894253369876,0.0001003306592146,0.0001289286584858,True,UNINFORMATIVE_NULL,True,False,True
E0_I0016_efficiency_predictors,A08_opp_pf,efg,,,13989.0,0.0004872454248958,0.8114734582420243,0.9018302828618968,0.0349417637271214,0.9334442595673876,0.0007062525701591,0.0001073935134514,0.0001455578623305,True,UNINFORMATIVE_NULL,True,False,True
E0_I0016_efficiency_predictors,A09_opp_stl,efg,,,13989.0,8.668693769717543e-07,0.7787346177584156,0.9484193011647256,0.930116472545757,1.0,5.80962520986915e-05,8.593103328843341e-05,0.0001118275249958,True,POWERED_NULL,False,False,False
E0_I0016_efficiency_predictors,A10_opp_defrtg,efg,,,13989.0,0.0003828278148327,0.7714027406787604,0.9983361064891848,0.0399334442595673,0.9816971713810316,0.0009183634563753,8.969678195968947e-05,0.0001297258813187,True,UNINFORMATIVE_NULL,True,False,True
E0_I0016_efficiency_predictors,A11_opp_fastbreak_allowed,efg,,,13989.0,8.626973875956535e-05,0.744605325222909,0.9717138103161398,0.2645590682196339,1.0,0.0002886208825256,7.010867004744792e-05,9.57881704795996e-05,True,UNINFORMATIVE_NULL,False,False,False
E0_I0016_efficiency_predictors,B01_pl_ftrate,efg,,,13984.0,3.4157650143455665e-05,0.6996423062514012,0.6638935108153078,0.5324459234608985,1.0,0.0001050168072116,8.927060285092301e-05,0.0001245934106956,True,POWERED_NULL,False,False,False
E0_I0016_efficiency_predictors,B02_pl_ftpct,efg,,,13592.0,8.61814872065798e-05,0.7377070375899619,0.7437603993344426,0.2945091514143095,1.0,0.000180796455356,8.24233346471484e-05,0.0001194809911682,True,POWERED_NULL,False,False,False
E0_I0016_efficiency_predictors,B03_pl_fouls_drawn_per36,efg,,,13989.0,0.0010074027092275,0.9021835998126684,0.6672212978369384,0.0016638935108153,0.0898502495840266,0.0010822886772851,9.829904703143987e-05,0.0001345200083065,True,UNINFORMATIVE_NULL,True,False,True
E0_I0016_efficiency_predictors,B06_pl_ftpts_per36,efg,,,13989.0,0.0006945459065329,0.8765632439388937,0.831946755407654,0.0099833610648918,0.519134775374376,0.0008690329841168,9.595839309584208e-05,0.0001404628795087,True,UNINFORMATIVE_NULL,True,False,True
E0_I0016_efficiency_predictors,C01_tm_usage_hhi,efg,,,13989.0,3.990926725473752e-05,0.7076608172825622,0.6455906821963394,0.589018302828619,1.0,8.547571843312253e-05,0.0001248875646019,0.0001633394572196,True,POWERED_NULL,False,False,False
E0_I0016_efficiency_predictors,C02_tm_ast_per_game,efg,,,13989.0,0.0010117240320042,0.8499445113905298,0.9916805324459236,0.0016638935108153,0.0332778702163061,0.0015495521530467,8.936486645366906e-05,0.0001192397959378,True,UNINFORMATIVE_NULL,True,True,True
E0_I0016_efficiency_predictors,C03_tm_ast_rate,efg,,,13989.0,0.000958378388128,0.8833575024966752,0.7454242928452579,0.0016638935108153,0.0366056572379367,0.0010861209172052,8.775521458486232e-05,0.0001150158717024,True,UNINFORMATIVE_NULL,True,True,True
E0_I0016_efficiency_predictors,D01_tm_poss_per40,efg,,,13989.0,0.0002267604906637,0.7652673427197111,0.4126455906821963,0.1397670549084858,1.0,0.0002159982809766,0.0001014830493249,0.0001472248609423,True,POWERED_NULL,False,False,False
E0_I0016_efficiency_predictors,D02_opp_poss_per40,efg,,,13989.0,0.0002621992172332,0.7130848229137007,0.281198003327787,0.1447587354409318,1.0,0.0002061622125099,0.0001125817210443,0.0001510454947556,True,UNINFORMATIVE_NULL,False,False,False
E0_I0016_efficiency_predictors,D04_pl_fastbreak_share,efg,,,13950.0,1.4917031370070822e-05,0.7528074586602169,0.7803660565723793,0.6555740432612313,1.0,8.460779975365864e-05,8.598587382991962e-05,0.0001182874860262,True,POWERED_NULL,False,False,False
E0_I0016_efficiency_predictors,E01_pl_fg3a_share,efg,,,13984.0,0.0006740858203664,0.9629700530466726,0.3427620632279534,0.0033277870216306,0.4226289517470882,0.0006365529716154,9.491098331192993e-05,0.0001255919663312,True,UNINFORMATIVE_NULL,True,False,True
E0_I0016_efficiency_predictors,E02_pl_paintpts_share,efg,,,13950.0,0.0018616706291119,0.908500824199828,0.0948419301164725,0.0016638935108153,0.0033277870216306,0.0014956936590139,9.910335867675192e-05,0.0001449029859586,True,UNINFORMATIVE_NULL,True,True,True
E0_I0016_efficiency_predictors,E07_pl_2ndchance_share,efg,,,13950.0,0.0020268763181041,0.7510513862807023,0.0033277870216306,0.0016638935108153,0.0033277870216306,0.0010529997715901,0.0001040886043686,0.0001469872154633,False,UNINFORMATIVE_NULL,True,True,False
E0_I0016_efficiency_predictors,F04_load_x_fg3a_share,efg,,,13984.0,0.0005328351804322,0.6441573275810002,0.7587354409317804,0.0133111480865224,0.5773710482529119,0.0007398766484705,8.224097307946658e-05,0.0001123910236893,True,UNINFORMATIVE_NULL,True,False,True
E0_I0024_reb_ast_characterisation,R08_player_ra_share,y_dreb,DECISION,B_COMPLETE,5111.0,0.0007590476436311,0.98162414010954,0.8452579034941764,0.0149750415973377,,0.0008644884737668,,0.0001840366047912,True,UNINFORMATIVE_NULL,True,False,True
E0_I0024_reb_ast_characterisation,R08_player_ra_share,y_dreb,DECISION,B_COMPLETE_PLUS_R10,5111.0,0.0007340198519235,0.98162414010954,0.8718801996672213,0.0183028286189683,,0.0008473139294555,,0.0001869142437838,True,UNINFORMATIVE_NULL,True,False,True
E0_I0024_reb_ast_characterisation,R08_player_ra_share,y_dreb,DECISION,B_SINGLE,5111.0,0.0022911173720086,0.98162414010954,0.7870216306156406,0.0049916805324459,,0.0024068087314173,,0.000336178433236,True,UNINFORMATIVE_NULL,True,False,True
E0_I0024_reb_ast_characterisation,R08_player_ra_share,y_oreb,DECISION,B_COMPLETE,5111.0,0.0011459764767566,0.98162414010954,0.740432612312812,0.0016638935108153,,0.0012778373148116,,0.0001592504172095,True,UNINFORMATIVE_NULL,True,False,True
E0_I0024_reb_ast_characterisation,R08_player_ra_share,y_oreb,DECISION,B_COMPLETE_PLUS_R10,5111.0,0.001178520826659,0.98162414010954,0.7071547420965059,0.0016638935108153,,0.0012860845252525,,0.0001531929503199,True,UNINFORMATIVE_NULL,True,False,True
E0_I0024_reb_ast_characterisation,R08_player_ra_share,y_oreb,DECISION,B_SINGLE,5111.0,0.0044314642654728,0.98162414010954,0.6073211314475874,0.0016638935108153,,0.0045454754067656,,0.0002211459055962,True,UNINFORMATIVE_NULL,True,False,True
E0_I0024_reb_ast_characterisation,R08_player_ra_share,y_reb,DECISION,B_SINGLE,5111.0,0.0026396914456873,0.98162414010954,0.8069883527454242,0.0016638935108153,,0.0027927579414533,,0.0003239350424435,True,UNINFORMATIVE_NULL,True,False,True
E0_I0024_reb_ast_characterisation,R08_player_ra_share,y_dreb,POOLED,B_COMPLETE,13784.0,0.0019450467680231,0.8761514166487634,0.5973377703826955,0.0016638935108153,,0.0020014143656983,,6.749134417669102e-05,True,UNINFORMATIVE_NULL,True,False,True
E0_I0024_reb_ast_characterisation,R08_player_ra_share,y_dreb,POOLED,B_COMPLETE_PLUS_R10,13784.0,0.001935683948186,0.8761514166487634,0.6222961730449251,0.0016638935108153,,0.00200225216248,,7.62489134648237e-05,True,UNINFORMATIVE_NULL,True,False,True
E0_I0024_reb_ast_characterisation,R08_player_ra_share,y_dreb,POOLED,B_SINGLE,13784.0,0.0013135147522715,0.8761514166487634,0.2562396006655574,0.0016638935108153,,0.0012147974113955,,0.0001180448305439,True,UNINFORMATIVE_NULL,True,False,True
E0_I0024_reb_ast_characterisation,R08_player_ra_share,y_oreb,POOLED,B_COMPLETE,13784.0,0.0064881159695263,0.8761514166487634,0.9966722129783694,0.0016638935108153,,0.0078802401210119,,0.000106784104542,True,UNINFORMATIVE_NULL,True,False,True
E0_I0024_reb_ast_characterisation,R08_player_ra_share,y_oreb,POOLED,B_COMPLETE_PLUS_R10,13784.0,0.0065402705613551,0.8761514166487634,0.995008319467554,0.0016638935108153,,0.0079594380431507,,9.625710766775596e-05,True,UNINFORMATIVE_NULL,True,False,True
E0_I0024_reb_ast_characterisation,R08_player_ra_share,y_oreb,POOLED,B_SINGLE,13784.0,0.0046269233624736,0.8761514166487634,0.9633943427620631,0.0016638935108153,,0.0055099365199239,,0.0001137495741661,True,UNINFORMATIVE_NULL,True,False,True
E0_I0024_reb_ast_characterisation,R08_player_ra_share,y_reb,POOLED,B_COMPLETE,13784.0,0.0014948590170842,0.8761514166487634,0.966722129783694,0.0016638935108153,,0.0018824871840604,,5.741862666458901e-05,True,UNINFORMATIVE_NULL,True,False,True
E0_I0024_reb_ast_characterisation,R08_player_ra_share,y_reb,POOLED,B_COMPLETE_PLUS_R10,13784.0,0.0014959775085193,0.8761514166487634,0.9733777038269552,0.0016638935108153,,0.0018782624783459,,5.952675535376483e-05,True,UNINFORMATIVE_NULL,True,False,True
E0_I0024_reb_ast_characterisation,R08_player_ra_share,y_reb,POOLED,B_SINGLE,13784.0,0.0011367550811748,0.8761514166487634,0.7454242928452579,0.0016638935108153,,0.0012565142346625,,0.0001178429834042,True,UNINFORMATIVE_NULL,True,False,True
E1_I0018_teammate_volume_channel,T03_absent_usg,ppm,DECISION,B_SINGLE,5673.0,0.0001191401291156,0.5005142873183362,0.8868552412645591,0.389351081530782,1.0,0.0004679829408566,0.0001500780662093,0.0002028219164941,True,UNINFORMATIVE_NULL,False,False,False
E1_I0018_teammate_volume_channel,T03_absent_usg,ppm,DECISION,B_COMPLETE,5673.0,0.0001608590059152,0.5005142873183362,0.848585690515807,0.3693843594009983,1.0,0.0004920284285246,0.000190743986154,0.0002526667426981,True,UNINFORMATIVE_NULL,False,False,False
