screen,candidate,target,stratum,base,n,dr2,var_share_between,p_WITHIN_null_used_for_the_kill,p_MATCHED_between_null_ALREADY_ON_DISK,p_familywise_matched,null_mean_within,null_mean_matched,null_sd_matched,killed_by_the_within_null,recorded_kill_reason,matched_null_clears_percell,matched_null_clears_familywise,VERDICT_FLIPS
E0_I0016_efficiency_predictors,A01_opp_efg_allowed,ppm,,,14852.0,0.0007493126225815,0.6626352956913184,0.8286189683860233,0.0049916805324459,0.2545757071547421,0.0010412798039389,8.984795999168941e-05,0.0001213096492117,True,UNINFORMATIVE_NULL,True,False,True
E0_I0016_efficiency_predictors,A02_opp_ts_allowed,ppm,,,14852.0,0.0008046485441452,0.720507768780405,0.8336106489184693,0.0033277870216306,0.2712146422628951,0.0010681882502518,9.516241228992328e-05,0.0001323661863705,True,UNINFORMATIVE_NULL,True,False,True
E0_I0016_efficiency_predictors,A03_opp_paintpts_allowed,ppm,,,14852.0,0.0002528109043472,0.7485127964640633,0.6921797004991681,0.1397670549084858,1.0,0.0003330503863271,0.0001189650420007,0.000155653411503,True,POWERED_NULL,False,False,False
E0_I0016_efficiency_predictors,A05_opp_fg3pct_allowed,ppm,,,14852.0,0.000542803218426,0.6886485338863164,0.8252911813643927,0.0083194675540765,0.5740432612312812,0.0007697809540132,8.334758370640847e-05,0.0001136942328731,True,UNINFORMATIVE_NULL,True,False,True
E0_I0016_efficiency_predictors,A07_opp_ftrate_allowed,ppm,,,14852.0,0.0001962917011716,0.7997649620539757,0.9217970049916804,0.173044925124792,1.0,0.0003652454124524,0.0001024230362413,0.0001306264048358,True,UNINFORMATIVE_NULL,False,False,False
E0_I0016_efficiency_predictors,A08_opp_pf,ppm,,,14852.0,0.000408389490025,0.8122730223774802,0.5906821963394343,0.0615640599001663,0.9866888519134775,0.0004587116350893,0.0001116116452124,0.0001371978054264,True,UNINFORMATIVE_NULL,False,False,False
E0_I0016_efficiency_predictors,A09_opp_stl,ppm,,,14852.0,0.0005495909567453,0.7791346528167105,0.3693843594009983,0.021630615640599,0.8286189683860233,0.000511338668136,9.64496084498705e-05,0.0001454440584886,True,POWERED_NULL,True,False,True
E0_I0016_efficiency_predictors,A10_opp_defrtg,ppm,,,14852.0,0.0014430974149688,0.7713559695277252,0.870216306156406,0.0016638935108153,0.0099833610648918,0.0018564077887907,9.67340406646596e-05,0.0001385796249923,True,UNINFORMATIVE_NULL,True,True,True
E0_I0016_efficiency_predictors,A11_opp_fastbreak_allowed,ppm,,,14852.0,0.0005189846405038,0.7464585435502771,0.891846921797005,0.0099833610648918,0.4941763727121464,0.0007691662049211,7.887187153248908e-05,0.0001013261491867,True,UNINFORMATIVE_NULL,True,False,True
E0_I0016_efficiency_predictors,A12_opp_2ndchance_allowed,ppm,,,14852.0,0.0001863534582531,0.6790771028453294,0.5257903494176372,0.1447587354409318,1.0,0.0002104791725392,8.423809237652066e-05,0.0001167329637191,True,POWERED_NULL,False,False,False
E0_I0016_efficiency_predictors,B02_pl_ftpct,ppm,,,14326.0,6.1929532793812e-05,0.7434640610538988,0.5657237936772047,0.3377703826955074,1.0,9.980421258201992e-05,6.887234389813157e-05,0.0001007802458191,True,POWERED_NULL,False,False,False
E0_I0016_efficiency_predictors,B03_pl_fouls_drawn_per36,ppm,,,14852.0,0.0011721228564671,0.8955111172251078,1.0,0.0016638935108153,0.0033277870216306,0.00283779591754,6.500713749388232e-05,8.600660092052923e-05,True,UNINFORMATIVE_NULL,True,True,True
E0_I0016_efficiency_predictors,B06_pl_ftpts_per36,ppm,,,14852.0,0.0006958817202603,0.8704568129093767,1.0,0.0016638935108153,0.0632279534109817,0.004508883725595,6.521211378319455e-05,8.838599709798214e-05,True,UNINFORMATIVE_NULL,True,False,True
E0_I0016_efficiency_predictors,D02_opp_poss_per40,ppm,,,14852.0,0.0010606313808426,0.7129086653895824,0.6688851913477537,0.0033277870216306,0.0515806988352745,0.0011843400843533,9.958985427357732e-05,0.0001310886035539,True,UNINFORMATIVE_NULL,True,False,True
E0_I0016_efficiency_predictors,D04_pl_fastbreak_share,ppm,,,14784.0,0.0001050671538916,0.7484732709508133,0.3810316139767055,0.2096505823627288,1.0,9.899778954315866e-05,6.576939755707111e-05,9.559032435731072e-05,True,POWERED_NULL,False,False,False
E0_I0016_efficiency_predictors,D06_tm_fastbreak_pts,ppm,,,14852.0,5.483190098153161e-06,0.820987135102918,0.8086522462562395,0.757071547420965,1.0,3.3013363372869504e-05,4.801309238911434e-05,6.535431094090285e-05,True,POWERED_NULL,False,False,False
E0_I0016_efficiency_predictors,E01_pl_fg3a_share,ppm,,,14844.0,9.544676853532186e-05,0.9608734710130812,0.951747088186356,0.2296173044925124,1.0,0.0001652832094457,6.842117554992096e-05,9.731992214224942e-05,True,UNINFORMATIVE_NULL,False,False,False
E0_I0016_efficiency_predictors,E03_pl_blocked_rate,ppm,,,14844.0,5.851831918594807e-08,0.7424025630255989,1.0,0.9816971713810316,1.0,0.0001848834286651,7.293984923907392e-05,0.0001089166961171,True,POWERED_NULL,False,False,False
E0_I0016_efficiency_predictors,E07_pl_2ndchance_share,ppm,,,14784.0,6.189791308908391e-05,0.7511237213436976,0.5041597337770383,0.3094841930116472,1.0,8.507928772246481e-05,6.213977894523515e-05,8.190857247837089e-05,True,UNINFORMATIVE_NULL,False,False,False
E0_I0016_efficiency_predictors,F04_load_x_fg3a_share,ppm,,,14844.0,0.0003090732032386,0.6499423795258509,0.9018302828618968,0.0249584026622296,0.8585690515806988,0.000552426618032,5.893853159731337e-05,8.354785527148068e-05,True,UNINFORMATIVE_NULL,True,False,True
E0_I0016_efficiency_predictors,A01_opp_efg_allowed,ts,,,14079.0,0.000782667827166,0.6642566921319022,0.9983361064891848,0.0116472545757071,0.4875207986688852,0.0016067388328279,0.0001055826249684,0.0001541939959197,True,UNINFORMATIVE_NULL,True,False,True
E0_I0016_efficiency_predictors,A02_opp_ts_allowed,ts,,,14079.0,0.0010774935524713,0.7226664765803353,0.9983361064891848,0.0066555740432612,0.1547420965058236,0.0020027376024568,0.000105403808147,0.0001585674309956,True,UNINFORMATIVE_NULL,True,False,True
E0_I0016_efficiency_predictors,A04_opp_blk,ts,,,14079.0,0.000652738534702,0.7191510009864481,0.1131447587354409,0.021630615640599,0.7504159733777038,0.0004291168114725,0.0001193874528541,0.0001562575977361,True,UNINFORMATIVE_NULL,True,False,True
E0_I0016_efficiency_predictors,A05_opp_fg3pct_allowed,ts,,,14079.0,0.0003636478600497,0.6892945900329,0.9833610648918468,0.0765391014975041,1.0,0.0008872809944957,0.0001111997312417,0.0001692960738122,True,UNINFORMATIVE_NULL,False,False,False
E0_I0016_efficiency_predictors,A07_opp_ftrate_allowed,ts,,,14079.0,0.0010685854965211,0.7993041977620429,0.9733777038269552,0.0016638935108153,0.1214642262895174,0.0016322574417403,0.000112198444893,0.0001481886491493,True,UNINFORMATIVE_NULL,True,False,True
E0_I0016_efficiency_predictors,A08_opp_pf,ts,,,14079.0,0.0010938711864259,0.8116289468542558,0.9201331114808652,0.0016638935108153,0.1430948419301164,0.0014732211441181,0.0001173497688815,0.0001576485767252,True,UNINFORMATIVE_NULL,True,False,True
E0_I0016_efficiency_predictors,A10_opp_defrtg,ts,,,14079.0,0.0006940830677306,0.771993007067546,0.9983361064891848,0.0116472545757071,0.5873544093178037,0.0014016589177834,0.0001041075149439,0.000149513093188,True,UNINFORMATIVE_NULL,True,False,True
E0_I0016_efficiency_predictors,A11_opp_fastbreak_allowed,ts,,,14079.0,0.0001256960371241,0.7444829058354183,0.9417637271214644,0.2212978369384359,1.0,0.0003687750535445,7.810623149638969e-05,0.0001035187916435,True,UNINFORMATIVE_NULL,False,False,False
