null,verdict_null_mean,injection_null_mean,ratio,drop_in_check
N_CYCLIC,0.007881540956142328,4.731433209367842e-05,166.57829895046467,FAIL
N_PSWAP,7.550950699941481e-05,5.492407410594876e-05,1.374797995752403,PASS
