screen,published_rule,exposed_under_published,superseded_rule,cells,within_arm_would_decide,would_be_exposed,screen_self_flagged_within_degenerate
E0_I0019_availability_forecast,"between-only (repaired, DEF-4)",0,"max(p_between, p_within)",318,117,70,144
