screen,candidate,target,stratum,base,status,n,dr2_recorded,dr2_reproduced,var_share_between,entity,p_recorded_within_null,p_matched_N_ESWAP,null_mean_matched,null_sd_matched,flag_matched,amended_verdict_on_matched_null,dominant_component,w_between,power_dominant,type_I,mde80_injection_verified,mde80_kind,obs_over_mde80,obs_over_floor_1cell,obs_over_floor_132,R_draws,min_attainable_p
E0_I0024_reb_ast_characterisation,R08_player_ra_share,y_oreb,POOLED,B_COMPLETE_PLUS_R10,REMEASURED,13784,0.0065402705613551,0.006540270561355138,0.8761514166487634,player_season,0.995008319467554,0.0016611295681063123,6.558863955395202e-05,9.963862356304871e-05,False,USABLE,BETWEEN,0.9540412660369009,1.0,0.1,0.00042189473684210526,INJECTION_VERIFIED,15.502138306605241,6.41202996211288,2.783093855895803,601,0.0016611295681063123
E0_I0024_reb_ast_characterisation,R08_player_ra_share,y_oreb,POOLED,B_COMPLETE,REMEASURED,13784,0.0064881159695263,0.006488115969526343,0.8761514166487634,player_season,0.9966722129783694,0.0016611295681063123,6.565057911286516e-05,9.997671445397197e-05,False,USABLE,BETWEEN,0.9533563919206178,1.0,0.1,0.00042189473684210526,INJECTION_VERIFIED,15.378518390843379,6.360898009339551,2.760900412564401,601,0.0016611295681063123
E0_I0016_efficiency_predictors,B03_pl_fouls_drawn_per36,y_ts,,,REMEASURED,14079,0.0024711059735078,0.0024711059735078446,0.9004561994855945,player_season,0.9983361064891848,0.0016611295681063123,9.085280720600824e-05,0.0001295725595292716,False,USABLE,BETWEEN,0.8692642455379976,1.0,0.06666666666666667,0.0004232413793103449,INJECTION_VERIFIED,5.838526416142047,2.422652915203769,1.0515344568118488,601,0.0016611295681063123
E0_I0016_efficiency_predictors,E02_pl_paintpts_share,y_ts,,,REMEASURED,14036,0.0023201837903074,0.0023201837903074726,0.9074756084083426,player_season,0.0033277870216306,0.0016611295681063123,9.39211798639904e-05,0.0001329065992392699,False,USABLE,BETWEEN,0.5908783525211759,1.0,0.03333333333333333,0.00042580000000000005,INJECTION_VERIFIED,5.448999037828728,2.274689990497522,0.9873122511946691,601,0.0016611295681063123
