screen,candidate,target,stratum,base,EXPOSURE,observed_stat,null_mean,z_obs_vs_null,flag_null_mean_gt_observed
E1_I0018_teammate_volume_channel,T03_absent_usg,spm,POOLED,B_SINGLE,NOT_EXPOSED,0.0003695850774303,5.966571966597371e-05,3.4161503812298846,0.0
E1_I0018_teammate_volume_channel,T03_absent_usg,spm,POOLED,B_COMPLETE,NOT_EXPOSED,0.0005060756109496,5.758241169845087e-05,5.099256040671056,0.0
E1_I0018_teammate_volume_channel,T04_n_present,ppm,POOLED,B_SINGLE,NOT_EXPOSED,2.031294205625716e-05,4.851506588876932e-05,-0.40034473542605337,1.0
E1_I0018_teammate_volume_channel,T04_n_present,ppm,DECISION,B_SINGLE,NOT_EXPOSED,6.620590989126145e-07,0.0001108877999449,-0.7073559458141453,1.0
E1_I0018_teammate_volume_channel,T04_n_present,ppm,POOLED,B_COMPLETE,NOT_EXPOSED,8.702888021634275e-05,5.266699008075543e-05,0.4436323351646026,0.0
E1_I0018_teammate_volume_channel,T04_n_present,ppm,DECISION,B_COMPLETE,NOT_EXPOSED,6.310705240027594e-08,0.0001122166170914,-0.7186808530935105,1.0
E1_I0018_teammate_volume_channel,T04_n_present,spm,POOLED,B_SINGLE,NOT_EXPOSED,4.530739077522489e-05,6.40714108531684e-05,-0.23515732006441867,1.0
E1_I0018_teammate_volume_channel,T04_n_present,spm,DECISION,B_SINGLE,NOT_EXPOSED,6.24651487407918e-05,9.508043138726836e-05,-0.23700208573365333,1.0
E1_I0018_teammate_volume_channel,T04_n_present,spm,POOLED,B_COMPLETE,NOT_EXPOSED,0.0001395501276083,6.794845805283024e-05,0.8542579005902554,0.0
E1_I0018_teammate_volume_channel,T04_n_present,spm,DECISION,B_COMPLETE,NOT_EXPOSED,5.5746249572850746e-05,8.619029157317065e-05,-0.25319401705113304,1.0
E1_I0018_teammate_volume_channel,P01_c04_prevgame,ppm,POOLED,B_COMPLETE,NOT_EXPOSED,0.0004844132072594,7.935600704601013e-05,4.012465878830405,0.0
E1_I0018_teammate_volume_channel,P01_c04_prevgame,ppm,DECISION,B_COMPLETE,NOT_EXPOSED,0.0023420284455654,0.0001661219781544,10.107064804582507,0.0
E1_I0018_teammate_volume_channel,P02_c04_availweighted,ppm,POOLED,B_COMPLETE,NOT_EXPOSED,0.0004820345521816,7.180624714136894e-05,4.1567045461732866,0.0
E1_I0018_teammate_volume_channel,P02_c04_availweighted,ppm,DECISION,B_COMPLETE,NOT_EXPOSED,0.0026012545492435,0.0001315405429057,13.602500294477531,0.0
E1_I0018_teammate_volume_channel,P02_c04_availweighted,spm,POOLED,B_COMPLETE,NOT_EXPOSED,0.0004138392192679,5.81891349796788e-05,4.30173160234162,0.0
E1_I0018_teammate_volume_channel,P02_c04_availweighted,spm,DECISION,B_COMPLETE,NOT_EXPOSED,0.0006949247950457,0.0001203413558914,3.601417510734503,0.0
E1_I0018_teammate_volume_channel,P03_c04_avail5,ppm,DECISION,B_SINGLE,NOT_EXPOSED,0.0024156626788235,0.0001256768049206,13.929716552461414,0.0
E1_I0018_teammate_volume_channel,P03_c04_avail5,ppm,POOLED,B_COMPLETE,NOT_EXPOSED,0.0002315141788333,7.544952090515589e-05,1.5473152710790419,0.0
E1_I0018_teammate_volume_channel,P03_c04_avail5,ppm,DECISION,B_COMPLETE,NOT_EXPOSED,0.0016067392585519,0.0004621233873532,2.846392760043529,0.0
E1_I0018_teammate_volume_channel,P03_c04_avail5,spm,DECISION,B_SINGLE,NOT_EXPOSED,0.002506132894192,0.0005021621032709,5.167867073361526,0.0
E1_I0018_teammate_volume_channel,P03_c04_avail5,spm,POOLED,B_COMPLETE,NOT_EXPOSED,0.0005770298838414,6.896107221773676e-05,5.335916677851807,0.0
E1_I0018_teammate_volume_channel,P03_c04_avail5,spm,DECISION,B_COMPLETE,NOT_EXPOSED,0.0021256178475176,0.0004022070472897,5.0194725363884185,0.0
E1_I0018_teammate_volume_channel,P04_absent_usg_prevgame,ppm,POOLED,B_SINGLE,NOT_EXPOSED,5.241942511045649e-09,3.616248632212128e-05,-0.7930863349715607,1.0
E1_I0018_teammate_volume_channel,P04_absent_usg_prevgame,ppm,DECISION,B_SINGLE,NOT_EXPOSED,4.469531534891737e-05,0.0004678433559633,-1.22758219620793,1.0
E1_I0018_teammate_volume_channel,P04_absent_usg_prevgame,ppm,POOLED,B_COMPLETE,NOT_EXPOSED,4.885956375118507e-06,9.673861409139112e-05,-0.972929356355646,1.0
E1_I0018_teammate_volume_channel,P04_absent_usg_prevgame,ppm,DECISION,B_COMPLETE,NOT_EXPOSED,2.435545837870657e-05,0.0004825520260445,-1.2937562299165706,1.0
E1_I0018_teammate_volume_channel,P04_absent_usg_prevgame,spm,POOLED,B_SINGLE,NOT_EXPOSED,2.2923960683693167e-05,5.877103169896247e-05,-0.4995519485149543,1.0
E1_I0018_teammate_volume_channel,P04_absent_usg_prevgame,spm,DECISION,B_SINGLE,NOT_EXPOSED,0.0003266552218907,0.0001474073742099,0.8464439119977896,0.0
E1_I0018_teammate_volume_channel,P04_absent_usg_prevgame,spm,POOLED,B_COMPLETE,NOT_EXPOSED,5.974170779059752e-05,5.5129748582302544e-05,0.056942609789103156,0.0
E1_I0018_teammate_volume_channel,P04_absent_usg_prevgame,spm,DECISION,B_COMPLETE,NOT_EXPOSED,0.0008896970177054,0.0001454743479806,3.5692294337455293,0.0
E1_I0018_teammate_volume_channel,P05_n_present_prevgame,ppm,POOLED,B_SINGLE,NOT_EXPOSED,1.793255012945135e-05,4.9193144152990686e-05,-0.474029921736885,1.0
E1_I0018_teammate_volume_channel,P05_n_present_prevgame,ppm,DECISION,B_SINGLE,NOT_EXPOSED,2.3781996283274515e-05,0.0001421646877129,-0.6020377285411161,1.0
E1_I0018_teammate_volume_channel,P05_n_present_prevgame,ppm,POOLED,B_COMPLETE,NOT_EXPOSED,4.359643675743686e-06,5.246304404010309e-05,-0.6824871480777994,1.0
E1_I0018_teammate_volume_channel,P05_n_present_prevgame,ppm,DECISION,B_COMPLETE,NOT_EXPOSED,2.255388489708233e-05,0.0001382165255395,-0.6031545884338977,1.0
E1_I0018_teammate_volume_channel,P05_n_present_prevgame,spm,POOLED,B_SINGLE,NOT_EXPOSED,5.4415160554886895e-06,4.502960254929173e-05,-0.6430600750357667,1.0
E1_I0018_teammate_volume_channel,P05_n_present_prevgame,spm,DECISION,B_SINGLE,NOT_EXPOSED,0.0002098059317351,0.0001049506624,0.7185887207868216,0.0
E1_I0018_teammate_volume_channel,P05_n_present_prevgame,spm,POOLED,B_COMPLETE,NOT_EXPOSED,1.823297414275189e-08,4.894916655184682e-05,-0.703319342087281,1.0
E1_I0018_teammate_volume_channel,P05_n_present_prevgame,spm,DECISION,B_COMPLETE,NOT_EXPOSED,0.0002258332463373,0.0001043427013816,0.8274477016211392,0.0
E1_I0018_teammate_volume_channel,P06_c04_rotstab,ppm,POOLED,B_COMPLETE,NOT_EXPOSED,0.000119101929352,6.586811044965524e-05,0.5875509478947228,0.0
E1_I0018_teammate_volume_channel,P06_c04_rotstab,ppm,DECISION,B_COMPLETE,NOT_EXPOSED,0.001230003096038,0.0002519418799265,3.5373214691696266,0.0
E1_I0018_teammate_volume_channel,P06_c04_rotstab,spm,DECISION,B_SINGLE,NOT_EXPOSED,0.0020026792888815,0.0004862735973963,3.9335491276665437,0.0
E1_I0018_teammate_volume_channel,P06_c04_rotstab,spm,POOLED,B_COMPLETE,NOT_EXPOSED,0.0004000460887249,5.697449119843767e-05,4.251701035598616,0.0
E1_I0018_teammate_volume_channel,P06_c04_rotstab,spm,DECISION,B_COMPLETE,NOT_EXPOSED,0.0019410264464732,0.0004664028268431,3.9174200197331692,0.0
E1_I0018_teammate_volume_channel,N01_news_vs_prevgame,ppm,POOLED,B_SINGLE,NOT_EXPOSED,0.0003481166539124,5.241296964554179e-05,3.980063886682147,0.0
E1_I0018_teammate_volume_channel,N01_news_vs_prevgame,ppm,DECISION,B_SINGLE,NOT_EXPOSED,0.0006560155144992,0.0001400807885307,2.5503698573455873,0.0
E1_I0018_teammate_volume_channel,N01_news_vs_prevgame,ppm,POOLED,B_COMPLETE,NOT_EXPOSED,0.000386090915517,5.241131037281121e-05,4.517325571976211,0.0
E1_I0018_teammate_volume_channel,N01_news_vs_prevgame,ppm,DECISION,B_COMPLETE,NOT_EXPOSED,0.0006378915070812,0.0001407527944814,2.4383456848941445,0.0
E1_I0018_teammate_volume_channel,N02_news_vs_avail,ppm,POOLED,B_SINGLE,NOT_EXPOSED,0.0007006094807705,8.588782060245235e-05,5.386361876992114,0.0
E1_I0018_teammate_volume_channel,N02_news_vs_avail,ppm,POOLED,B_COMPLETE,NOT_EXPOSED,0.0009369196892261,9.35088447301662e-05,6.734069512420998,0.0
E1_I0018_teammate_volume_channel,M01_dev_pos,ppm,DECISION,B_SINGLE,NOT_EXPOSED,0.0018423797563039,0.0002221965738386,5.68013903645262,0.0
E1_I0018_teammate_volume_channel,M03_dev_pos_playernorm,ppm,POOLED,B_SINGLE,NOT_EXPOSED,0.000425288744055,6.351663928091402e-05,4.313551026094799,0.0
E1_I0018_teammate_volume_channel,M03_dev_pos_playernorm,ppm,DECISION,B_SINGLE,NOT_EXPOSED,0.0009915724376362,0.0001170938683192,5.248724612249115,0.0
E1_I0018_teammate_volume_channel,M04_dev_neg_playernorm,ppm,POOLED,B_SINGLE,NOT_EXPOSED,0.0007631331744685,7.816772941337723e-05,7.002161387087227,0.0
E1_I0018_teammate_volume_channel,G01_noise,ppm,POOLED,B_SINGLE,NOT_EXPOSED,4.266535195950868e-05,6.342359480709624e-05,-0.22448160172310028,1.0
E1_I0018_teammate_volume_channel,G01_noise,ppm,DECISION,B_SINGLE,NOT_EXPOSED,0.0002560738343698,0.0001546143729927,0.4742014378731212,0.0
E1_I0018_teammate_volume_channel,G01_noise,ppm,POOLED,B_COMPLETE,NOT_EXPOSED,4.8315401760580215e-05,6.175272951397522e-05,-0.14903500137182352,1.0
E1_I0018_teammate_volume_channel,G01_noise,ppm,DECISION,B_COMPLETE,NOT_EXPOSED,0.0002625131749952,0.0001435734877614,0.6330200806951733,0.0
E1_I0018_teammate_volume_channel,G01_noise,spm,POOLED,B_SINGLE,NOT_EXPOSED,2.1023984021475223e-05,6.0113017545793606e-05,-0.4240220740631349,1.0
E1_I0018_teammate_volume_channel,G01_noise,spm,DECISION,B_SINGLE,NOT_EXPOSED,4.843671264860382e-05,0.0001030255743327,-0.396437546135563,1.0
E1_I0018_teammate_volume_channel,G01_noise,spm,POOLED,B_COMPLETE,NOT_EXPOSED,2.588344842349606e-05,5.956102485634591e-05,-0.3702809011870587,1.0
E1_I0018_teammate_volume_channel,G01_noise,spm,DECISION,B_COMPLETE,NOT_EXPOSED,5.711579583703829e-05,0.0001016627659787,-0.32782936228059045,1.0
