screen,candidate,target,stratum,base,EXPOSURE,observed_stat,null_mean,z_obs_vs_null,flag_null_mean_gt_observed
E0_I0016_efficiency_predictors,D05_transition_x_pace,ppm,,,NOT_EXPOSED,0.0001140927938377,6.537656773223143e-05,0.526620125892053,0.0
E0_I0016_efficiency_predictors,D06_tm_fastbreak_pts,ppm,,,EXPOSED,5.483190098153161e-06,3.3013363372869504e-05,-0.828814662312092,1.0
E0_I0016_efficiency_predictors,E01_pl_fg3a_share,ppm,,,EXPOSED,9.544676853532186e-05,0.0001652832094457,-1.4291475195860368,1.0
E0_I0016_efficiency_predictors,E02_pl_paintpts_share,ppm,,,NOT_EXPOSED,6.6410310239238605e-06,8.149937609612371e-05,-0.6794005089987036,1.0
E0_I0016_efficiency_predictors,E03_pl_blocked_rate,ppm,,,EXPOSED,5.851831918594807e-08,0.0001848834286651,-1.3633079831457489,1.0
E0_I0016_efficiency_predictors,E04_3pt_vs_opp_perim,ppm,,,NOT_EXPOSED,5.2395774271120006e-05,7.993660983887048e-05,-0.2556909542180294,1.0
E0_I0016_efficiency_predictors,E05_paint_vs_opp_rim,ppm,,,NOT_EXPOSED,1.1225887775385056e-05,6.132386980777189e-05,-0.5870628026350966,1.0
E0_I0016_efficiency_predictors,E07_pl_2ndchance_share,ppm,,,EXPOSED,6.189791308908391e-05,8.507928772246481e-05,-0.2685380764368971,1.0
E0_I0016_efficiency_predictors,F01_b2b_x_fg3a_share,ppm,,,NOT_EXPOSED,1.3536343074806649e-05,6.004101588024364e-05,-0.4975512194172021,1.0
E0_I0016_efficiency_predictors,F02_b2b_x_ftrate,ppm,,,NOT_EXPOSED,4.001237137004108e-05,5.3849867304668966e-05,-0.17399057598561532,1.0
E0_I0016_efficiency_predictors,F03_minutes_load_7d,ppm,,,NOT_EXPOSED,0.0022153768931159,0.002830826866153,-1.012765067998886,1.0
E0_I0016_efficiency_predictors,F04_load_x_fg3a_share,ppm,,,EXPOSED,0.0003090732032386,0.000552426618032,-1.1671198798927442,1.0
E0_I0016_efficiency_predictors,G01_noise,ppm,,,NOT_EXPOSED,6.114331426763589e-05,6.787041484922332e-05,-0.07018690515749688,1.0
E0_I0016_efficiency_predictors,A01_opp_efg_allowed,ts,,,EXPOSED,0.000782667827166,0.0016067388328279,-2.1101629415884875,1.0
E0_I0016_efficiency_predictors,A02_opp_ts_allowed,ts,,,EXPOSED,0.0010774935524713,0.0020027376024568,-2.3002406070055628,1.0
E0_I0016_efficiency_predictors,A03_opp_paintpts_allowed,ts,,,NOT_EXPOSED,2.206976233947405e-05,0.0001275473161633,-0.5762088218870157,1.0
E0_I0016_efficiency_predictors,A04_opp_blk,ts,,,EXPOSED,0.000652738534702,0.0004291168114725,1.2349799376077224,0.0
E0_I0016_efficiency_predictors,A05_opp_fg3pct_allowed,ts,,,EXPOSED,0.0003636478600497,0.0008872809944957,-1.8075587792674792,1.0
E0_I0016_efficiency_predictors,A06_opp_fg3a_share_allowed,ts,,,NOT_EXPOSED,0.0003265169337849,0.0001035223816611,1.5390112431364156,0.0
E0_I0016_efficiency_predictors,A07_opp_ftrate_allowed,ts,,,EXPOSED,0.0010685854965211,0.0016322574417403,-1.8281436413752328,1.0
E0_I0016_efficiency_predictors,A08_opp_pf,ts,,,EXPOSED,0.0010938711864259,0.0014732211441181,-1.3874979394000129,1.0
E0_I0016_efficiency_predictors,A09_opp_stl,ts,,,NOT_EXPOSED,9.270149948823524e-06,9.82882505115275e-05,-0.7252620883360162,1.0
E0_I0016_efficiency_predictors,A10_opp_defrtg,ts,,,EXPOSED,0.0006940830677306,0.0014016589177834,-2.4036311630131406,1.0
E0_I0016_efficiency_predictors,A11_opp_fastbreak_allowed,ts,,,EXPOSED,0.0001256960371241,0.0003687750535445,-1.4447250625185395,1.0
E0_I0016_efficiency_predictors,A12_opp_2ndchance_allowed,ts,,,NOT_EXPOSED,2.127855771355432e-06,9.400065955829026e-05,-0.6950523602797805,1.0
E0_I0016_efficiency_predictors,B01_pl_ftrate,ts,,,EXPOSED,0.0001651112563206,0.0007271503069168,-1.825238646813439,1.0
E0_I0016_efficiency_predictors,B02_pl_ftpct,ts,,,EXPOSED,0.0001099541850482,0.0007021367396556,-2.263026127133413,1.0
E0_I0016_efficiency_predictors,B03_pl_fouls_drawn_per36,ts,,,EXPOSED,0.0024711059735078,0.0032289740823469,-2.4214334996613083,1.0
E0_I0016_efficiency_predictors,B04_matchup_ftrate,ts,,,NOT_EXPOSED,0.0003394908838741,0.0001219852448024,1.523581539672058,0.0
E0_I0016_efficiency_predictors,B06_pl_ftpts_per36,ts,,,EXPOSED,0.0017938216108652,0.0035528640249052,-4.666570139223279,1.0
E0_I0016_efficiency_predictors,C01_tm_usage_hhi,ts,,,NOT_EXPOSED,3.6997167646490486e-05,0.0001117001584976,-0.5370139147118929,1.0
E0_I0016_efficiency_predictors,C02_tm_ast_per_game,ts,,,EXPOSED,0.000668175265454,0.0010931453060014,-1.959859479150896,1.0
E0_I0016_efficiency_predictors,C03_tm_ast_rate,ts,,,EXPOSED,0.0007155613323171,0.0007929636297838,-0.4903713377014824,1.0
E0_I0016_efficiency_predictors,C04_teammate_usg_present,ts,,,NOT_EXPOSED,0.0004907097327293,0.0001095206522588,2.8420015818137654,0.0
E0_I0016_efficiency_predictors,C05_top_usg_teammate_out,ts,,,NOT_EXPOSED,5.354324114960652e-05,6.969245635842137e-05,-0.18152173484886513,1.0
E0_I0016_efficiency_predictors,C06_top_usg_teammate_out_lastgame,ts,,,NOT_EXPOSED,0.0001351769176862,8.100309888565804e-05,0.44896806163775216,0.0
E0_I0016_efficiency_predictors,C08_vacated_usg,ts,,,NOT_EXPOSED,0.0001508634631706,0.0001235275812241,0.17436730724948382,0.0
E0_I0016_efficiency_predictors,D01_tm_poss_per40,ts,,,EXPOSED,0.0002284599536457,0.0002218793166402,0.05501483420771534,0.0
E0_I0016_efficiency_predictors,D02_opp_poss_per40,ts,,,EXPOSED,0.0003571286849211,0.0003889357161294,-0.1791511339071659,1.0
E0_I0016_efficiency_predictors,D03_pace_sum,ts,,,NOT_EXPOSED,9.38071528060447e-06,0.000112600507145,-0.7567636837984341,1.0
E0_I0016_efficiency_predictors,D04_pl_fastbreak_share,ts,,,NOT_EXPOSED,6.768701659211038e-06,8.649232503684508e-05,-0.6657790557187987,1.0
E0_I0016_efficiency_predictors,D05_transition_x_pace,ts,,,NOT_EXPOSED,5.776149327303563e-06,7.118760064303656e-05,-0.6037167125715285,1.0
E0_I0016_efficiency_predictors,D06_tm_fastbreak_pts,ts,,,NOT_EXPOSED,4.458584196688049e-06,7.655955149854972e-05,-0.6556485906167879,1.0
E0_I0016_efficiency_predictors,E01_pl_fg3a_share,ts,,,EXPOSED,0.0012213546347136,0.0011386420262945,0.6056182033726646,0.0
E0_I0016_efficiency_predictors,E02_pl_paintpts_share,ts,,,EXPOSED,0.0023201837903074,0.001469562042208,3.5170222752609126,0.0
E0_I0016_efficiency_predictors,E03_pl_blocked_rate,ts,,,NOT_EXPOSED,0.0010792332771043,9.866708914338471e-05,7.274520989105408,0.0
E0_I0016_efficiency_predictors,E04_3pt_vs_opp_perim,ts,,,NOT_EXPOSED,0.0010165783981896,0.0001036858363267,6.304495123881937,0.0
E0_I0016_efficiency_predictors,E05_paint_vs_opp_rim,ts,,,NOT_EXPOSED,0.0008266726343022,0.0001587716551558,3.826899270490013,0.0
E0_I0016_efficiency_predictors,E06_pl_efg_prior,ts,,,EXPOSED,0.0008841662368468,0.0120639172063513,-6.1588723218436865,1.0
E0_I0016_efficiency_predictors,E07_pl_2ndchance_share,ts,,,EXPOSED,0.0020652958210235,0.0011767554245959,2.696746178646939,0.0
E0_I0016_efficiency_predictors,F01_b2b_x_fg3a_share,ts,,,NOT_EXPOSED,0.0001043024820088,8.817479732048374e-05,0.1259182290205286,0.0
E0_I0016_efficiency_predictors,F02_b2b_x_ftrate,ts,,,NOT_EXPOSED,3.459668574063443e-05,0.0001057105125864,-0.4968095665008895,1.0
E0_I0016_efficiency_predictors,F03_minutes_load_7d,ts,,,NOT_EXPOSED,0.004105979942241,0.0042757712593882,-0.23601545069556057,1.0
E0_I0016_efficiency_predictors,F04_load_x_fg3a_share,ts,,,EXPOSED,0.0005247443974346,0.0007628059225865,-0.8844520530560254,1.0
E0_I0016_efficiency_predictors,G01_noise,ts,,,NOT_EXPOSED,6.561543364079213e-05,6.999146623512283e-05,-0.04304325988605521,1.0
E0_I0016_efficiency_predictors,A01_opp_efg_allowed,efg,,,EXPOSED,0.0005276445804308,0.001356551351992,-2.299497281745597,1.0
E0_I0016_efficiency_predictors,A02_opp_ts_allowed,efg,,,EXPOSED,0.0006914606545055,0.0014563514909546,-2.2701395691876507,1.0
E0_I0016_efficiency_predictors,A03_opp_paintpts_allowed,efg,,,EXPOSED,9.170078573907372e-06,6.685749829082661e-05,-0.9127964862582809,1.0
E0_I0016_efficiency_predictors,A04_opp_blk,efg,,,EXPOSED,0.000683629175888,0.0003779112136516,1.8217396449940308,0.0
E0_I0016_efficiency_predictors,A05_opp_fg3pct_allowed,efg,,,EXPOSED,9.912886258341509e-05,0.0005565489998011,-2.1188060760343363,1.0
E0_I0016_efficiency_predictors,A06_opp_fg3a_share_allowed,efg,,,NOT_EXPOSED,0.0003681131313433,9.450164981497349e-05,2.1132943793984307,0.0
E0_I0016_efficiency_predictors,A07_opp_ftrate_allowed,efg,,,EXPOSED,0.000614514813235,0.0007894253369876,-0.8560106760741147,1.0
E0_I0016_efficiency_predictors,A08_opp_pf,efg,,,EXPOSED,0.0004872454248958,0.0007062525701591,-1.198648552615197,1.0
E0_I0016_efficiency_predictors,A09_opp_stl,efg,,,EXPOSED,8.668693769717543e-07,5.80962520986915e-05,-1.0021110802127506,1.0
E0_I0016_efficiency_predictors,A10_opp_defrtg,efg,,,EXPOSED,0.0003828278148327,0.0009183634563753,-2.258565424516456,1.0
E0_I0016_efficiency_predictors,A11_opp_fastbreak_allowed,efg,,,EXPOSED,8.626973875956535e-05,0.0002886208825256,-1.4297603363565108,1.0
E0_I0016_efficiency_predictors,A12_opp_2ndchance_allowed,efg,,,NOT_EXPOSED,1.7920713540501913e-05,8.655986568835384e-05,-0.5255869939941249,1.0
E0_I0016_efficiency_predictors,B01_pl_ftrate,efg,,,EXPOSED,3.4157650143455665e-05,0.0001050168072116,-0.6324745717691279,1.0
E0_I0016_efficiency_predictors,B02_pl_ftpct,efg,,,EXPOSED,8.61814872065798e-05,0.000180796455356,-0.7448886221390915,1.0
E0_I0016_efficiency_predictors,B03_pl_fouls_drawn_per36,efg,,,EXPOSED,0.0010074027092275,0.0010822886772851,-0.425760715506566,1.0
E0_I0016_efficiency_predictors,B04_matchup_ftrate,efg,,,NOT_EXPOSED,0.0001068358861891,9.696807844769242e-05,0.07702791822156271,0.0
E0_I0016_efficiency_predictors,B06_pl_ftpts_per36,efg,,,EXPOSED,0.0006945459065329,0.0008690329841168,-0.9365652531267787,1.0
E0_I0016_efficiency_predictors,C01_tm_usage_hhi,efg,,,EXPOSED,3.990926725473752e-05,8.547571843312253e-05,-0.5538240864566224,1.0
E0_I0016_efficiency_predictors,C02_tm_ast_per_game,efg,,,EXPOSED,0.0010117240320042,0.0015495521530467,-2.125443592017339,1.0
E0_I0016_efficiency_predictors,C03_tm_ast_rate,efg,,,EXPOSED,0.000958378388128,0.0010861209172052,-0.7004928992817882,1.0
E0_I0016_efficiency_predictors,C04_teammate_usg_present,efg,,,NOT_EXPOSED,0.0001182487824824,0.0001105227107231,0.05655338403205269,0.0
E0_I0016_efficiency_predictors,C05_top_usg_teammate_out,efg,,,NOT_EXPOSED,0.0001014935213636,8.09304710633587e-05,0.1982913506540362,0.0
E0_I0016_efficiency_predictors,C06_top_usg_teammate_out_lastgame,efg,,,NOT_EXPOSED,0.0001988274479443,8.298886917206245e-05,1.0620178381544085,0.0
E0_I0016_efficiency_predictors,C08_vacated_usg,efg,,,NOT_EXPOSED,0.0002195629467338,0.000133130427011,0.512576982450452,0.0
E0_I0016_efficiency_predictors,D01_tm_poss_per40,efg,,,EXPOSED,0.0002267604906637,0.0002159982809766,0.0905430121461761,0.0
E0_I0016_efficiency_predictors,D02_opp_poss_per40,efg,,,EXPOSED,0.0002621992172332,0.0002061622125099,0.4825378133366408,0.0
E0_I0016_efficiency_predictors,D03_pace_sum,efg,,,NOT_EXPOSED,1.3762253098895763e-06,0.0001214692200687,-0.8821806046831736,1.0
E0_I0016_efficiency_predictors,D04_pl_fastbreak_share,efg,,,EXPOSED,1.4917031370070822e-05,8.460779975365864e-05,-0.8118157846611124,1.0
E0_I0016_efficiency_predictors,D05_transition_x_pace,efg,,,NOT_EXPOSED,1.4274921334510875e-05,6.893605726467104e-05,-0.576474260754592,1.0
E0_I0016_efficiency_predictors,D06_tm_fastbreak_pts,efg,,,NOT_EXPOSED,1.912745318628997e-07,8.54637464086124e-05,-0.6842878467543084,1.0
E0_I0016_efficiency_predictors,E01_pl_fg3a_share,efg,,,EXPOSED,0.0006740858203664,0.0006365529716154,0.37659231017316386,0.0
E0_I0016_efficiency_predictors,E02_pl_paintpts_share,efg,,,EXPOSED,0.0018616706291119,0.0014956936590139,1.405529658031935,0.0
E0_I0016_efficiency_predictors,E03_pl_blocked_rate,efg,,,NOT_EXPOSED,0.0007013349091291,9.771728736814612e-05,4.371734129027602,0.0
E0_I0016_efficiency_predictors,E04_3pt_vs_opp_perim,efg,,,NOT_EXPOSED,0.0005848782544098,9.493565085790216e-05,3.905232236314102,0.0
E0_I0016_efficiency_predictors,E05_paint_vs_opp_rim,efg,,,NOT_EXPOSED,0.0005817305455395,0.0001445503832689,2.6725246923318453,0.0
E0_I0016_efficiency_predictors,E06_pl_efg_prior,efg,,,NOT_EXPOSED,0.0,9.602784178887718e-05,-0.7593255358031732,1.0
E0_I0016_efficiency_predictors,E07_pl_2ndchance_share,efg,,,EXPOSED,0.0020268763181041,0.0010529997715901,3.105909420626969,0.0
E0_I0016_efficiency_predictors,F01_b2b_x_fg3a_share,efg,,,NOT_EXPOSED,8.836297159213439e-05,9.911075590988672e-05,-0.08511109293412404,1.0
E0_I0016_efficiency_predictors,F02_b2b_x_ftrate,efg,,,NOT_EXPOSED,6.040173476908335e-05,7.976997352108092e-05,-0.1708809924239066,1.0
E0_I0016_efficiency_predictors,F03_minutes_load_7d,efg,,,NOT_EXPOSED,0.0030787315671721,0.0035610521173356,-0.7157197878860085,1.0
E0_I0016_efficiency_predictors,F04_load_x_fg3a_share,efg,,,EXPOSED,0.0005328351804322,0.0007398766484705,-0.7860704902974369,1.0
E0_I0016_efficiency_predictors,G01_noise,efg,,,NOT_EXPOSED,7.51432320542724e-05,7.436050715625154e-05,0.007008715044158863,0.0
E0_I0024_reb_ast_characterisation,A01_c04_prevgame,y_ast,DECISION,B_SINGLE,NOT_EXPOSED,0.001271315398334,0.0001923465359489,4.119185140766561,0.0
E0_I0024_reb_ast_characterisation,A04_teammate_prior_fgm_pg,y_ast,DECISION,B_SINGLE,NOT_EXPOSED,0.0012540697880472,0.0002249064512667,3.6521413331254777,0.0
E0_I0024_reb_ast_characterisation,R08_player_ra_share,y_dreb,DECISION,B_COMPLETE,EXPOSED,0.0007590476436311,0.0008644884737668,-1.0212742585018415,1.0
E0_I0024_reb_ast_characterisation,R08_player_ra_share,y_dreb,DECISION,B_COMPLETE_PLUS_R10,EXPOSED,0.0007340198519235,0.0008473139294555,-1.1323678884927608,1.0
E0_I0024_reb_ast_characterisation,R08_player_ra_share,y_dreb,DECISION,B_SINGLE,EXPOSED,0.0022911173720086,0.0024068087314173,-0.7477071610719129,1.0
E0_I0024_reb_ast_characterisation,R08_player_ra_share,y_oreb,DECISION,B_COMPLETE,EXPOSED,0.0011459764767566,0.0012778373148116,-0.6379137367767219,1.0
E0_I0024_reb_ast_characterisation,R08_player_ra_share,y_oreb,DECISION,B_COMPLETE_PLUS_R10,EXPOSED,0.001178520826659,0.0012860845252525,-0.5226904323495801,1.0
E0_I0024_reb_ast_characterisation,R08_player_ra_share,y_oreb,DECISION,B_SINGLE,EXPOSED,0.0044314642654728,0.0045454754067656,-0.3140630632509534,1.0
E0_I0024_reb_ast_characterisation,A01_c04_prevgame,y_reb,DECISION,B_COMPLETE,NOT_EXPOSED,0.0012303813437367,0.0001949117404887,4.52461473336897,0.0
E0_I0024_reb_ast_characterisation,A01_c04_prevgame,y_reb,DECISION,B_SINGLE,NOT_EXPOSED,0.0013405728145867,0.0003434509314842,3.1227661720381383,0.0
E0_I0024_reb_ast_characterisation,R08_player_ra_share,y_reb,DECISION,B_SINGLE,EXPOSED,0.0026396914456873,0.0027927579414533,-0.8181859357549542,1.0
E0_I0024_reb_ast_characterisation,R08_player_ra_share,y_dreb,POOLED,B_COMPLETE,EXPOSED,0.0019450467680231,0.0020014143656983,-0.27223434381694095,1.0
E0_I0024_reb_ast_characterisation,R08_player_ra_share,y_dreb,POOLED,B_COMPLETE_PLUS_R10,EXPOSED,0.001935683948186,0.00200225216248,-0.31598241432314966,1.0
E0_I0024_reb_ast_characterisation,R08_player_ra_share,y_dreb,POOLED,B_SINGLE,EXPOSED,0.0013135147522715,0.0012147974113955,0.6026901012617756,0.0
E0_I0024_reb_ast_characterisation,R08_player_ra_share,y_oreb,POOLED,B_COMPLETE,EXPOSED,0.0064881159695263,0.0078802401210119,-2.3582903466369483,1.0
E0_I0024_reb_ast_characterisation,R08_player_ra_share,y_oreb,POOLED,B_COMPLETE_PLUS_R10,EXPOSED,0.0065402705613551,0.0079594380431507,-2.3862776332940614,1.0
E0_I0024_reb_ast_characterisation,R08_player_ra_share,y_oreb,POOLED,B_SINGLE,EXPOSED,0.0046269233624736,0.0055099365199239,-1.780029437583153,1.0
E0_I0024_reb_ast_characterisation,R08_player_ra_share,y_reb,POOLED,B_COMPLETE,EXPOSED,0.0014948590170842,0.0018824871840604,-1.7720120802047759,1.0
E0_I0024_reb_ast_characterisation,R08_player_ra_share,y_reb,POOLED,B_COMPLETE_PLUS_R10,EXPOSED,0.0014959775085193,0.0018782624783459,-1.7832187444589813,1.0
E0_I0024_reb_ast_characterisation,R08_player_ra_share,y_reb,POOLED,B_SINGLE,EXPOSED,0.0011367550811748,0.0012565142346625,-0.703220104913741,1.0
E1_I0018_teammate_volume_channel,T01_c04_tiptime,pps,POOLED,B_SINGLE,NOT_EXPOSED,0.0004907097327293,9.922231531027905e-05,3.110516653058676,0.0
E1_I0018_teammate_volume_channel,T01_c04_tiptime,pps,DECISION,B_SINGLE,NOT_EXPOSED,6.184057505273101e-05,0.0002017251905549,-0.48576073520978574,1.0
E1_I0018_teammate_volume_channel,T01_c04_tiptime,pps,POOLED,B_COMPLETE,NOT_EXPOSED,2.247475846033702e-05,7.608754277453539e-05,-0.5299207603203482,1.0
E1_I0018_teammate_volume_channel,T01_c04_tiptime,pps,DECISION,B_COMPLETE,NOT_EXPOSED,4.718781201076018e-05,0.0001962425297032,-0.535099203889749,1.0
E1_I0018_teammate_volume_channel,T01_c04_tiptime,pps,POOLED,B_COMPLETE_PLUS_USAGE,NOT_EXPOSED,1.1857639312702351e-05,7.098337840414933e-05,-0.6324646698015043,1.0
E1_I0018_teammate_volume_channel,T01_c04_tiptime,pps,DECISION,B_COMPLETE_PLUS_USAGE,NOT_EXPOSED,4.643664759400468e-05,0.0002007773497327,-0.5400056009451072,1.0
E1_I0018_teammate_volume_channel,T01_c04_tiptime,ts,POOLED,B_SINGLE,NOT_EXPOSED,0.0004907097327293,9.922231531027905e-05,3.110516653058676,0.0
E1_I0018_teammate_volume_channel,T01_c04_tiptime,ts,DECISION,B_SINGLE,NOT_EXPOSED,6.184057505273104e-05,0.0002017251905549,-0.48576073520978563,1.0
E1_I0018_teammate_volume_channel,T01_c04_tiptime,ts,POOLED,B_COMPLETE,NOT_EXPOSED,2.247475846033702e-05,7.608754277453539e-05,-0.5299207603203482,1.0
E1_I0018_teammate_volume_channel,T01_c04_tiptime,ts,DECISION,B_COMPLETE,NOT_EXPOSED,4.718781201076018e-05,0.0001962425297032,-0.535099203889749,1.0
E1_I0018_teammate_volume_channel,T01_c04_tiptime,ts,POOLED,B_COMPLETE_PLUS_USAGE,NOT_EXPOSED,1.1857639312702351e-05,7.098337840414933e-05,-0.6324646698015043,1.0
E1_I0018_teammate_volume_channel,T01_c04_tiptime,ts,DECISION,B_COMPLETE_PLUS_USAGE,NOT_EXPOSED,4.643664759400468e-05,0.0002007773497327,-0.5400056009451072,1.0
E1_I0018_teammate_volume_channel,T01_c04_tiptime,efg,POOLED,B_SINGLE,NOT_EXPOSED,0.0001182487824824,9.979225652959413e-05,0.1392558254828415,0.0
E1_I0018_teammate_volume_channel,T01_c04_tiptime,efg,DECISION,B_SINGLE,NOT_EXPOSED,6.76736797983246e-05,0.0001983592447046,-0.4599221639019884,1.0
E1_I0018_teammate_volume_channel,T01_c04_tiptime,efg,POOLED,B_COMPLETE,NOT_EXPOSED,0.0001435664097573,8.0329910718875e-05,0.5602995991403324,0.0
E1_I0018_teammate_volume_channel,T01_c04_tiptime,efg,DECISION,B_COMPLETE,NOT_EXPOSED,3.795392042221958e-05,0.0002015207740713,-0.5693068254757164,1.0
E1_I0018_teammate_volume_channel,T01_c04_tiptime,efg,POOLED,B_COMPLETE_PLUS_USAGE,NOT_EXPOSED,0.0001042776645193,8.22345552535579e-05,0.19202845108705766,0.0
E1_I0018_teammate_volume_channel,T01_c04_tiptime,efg,DECISION,B_COMPLETE_PLUS_USAGE,NOT_EXPOSED,3.842471100107206e-05,0.000204969321114,-0.568944535727241,1.0
E1_I0018_teammate_volume_channel,T01_c04_tiptime,ppfga,POOLED,B_SINGLE,NOT_EXPOSED,0.0004791783909373,9.714517557950367e-05,3.118748214433825,0.0
E1_I0018_teammate_volume_channel,T01_c04_tiptime,ppfga,DECISION,B_SINGLE,NOT_EXPOSED,8.981055580732473e-05,0.0001707250297077,-0.33267043109416433,1.0
E1_I0018_teammate_volume_channel,T02_teamgame_present_usg,ppm,POOLED,B_SINGLE,NOT_EXPOSED,0.0006212579235374,9.110155474502138e-05,4.537805279650972,0.0
E1_I0018_teammate_volume_channel,T02_teamgame_present_usg,ppm,POOLED,B_COMPLETE,NOT_EXPOSED,0.0009690703573948,0.0001071431652836,6.250641473440838,0.0
E1_I0018_teammate_volume_channel,O01_own_usg_pg,ppm,DECISION,B_COMPLETE,NOT_EXPOSED,7.803070507976226e-05,0.0001452499717848,-0.36796061903543986,1.0
E1_I0018_teammate_volume_channel,O01_own_usg_pg,spm,DECISION,B_SINGLE,NOT_EXPOSED,0.0003403599087615,0.0002173970837605,0.5047745838003775,0.0
E1_I0018_teammate_volume_channel,O01_own_usg_pg,spm,DECISION,B_COMPLETE,NOT_EXPOSED,2.8065280556755853e-05,0.0002811353312112,-0.8832518282834109,1.0
E1_I0018_teammate_volume_channel,T03_absent_usg,ppm,POOLED,B_SINGLE,NOT_EXPOSED,0.0001290389187462,7.440312133888222e-05,0.5570838211488236,0.0
E1_I0018_teammate_volume_channel,T03_absent_usg,ppm,DECISION,B_SINGLE,EXPOSED,0.0001191401291156,0.0004679829408566,-1.0648617469834007,1.0
E1_I0018_teammate_volume_channel,T03_absent_usg,ppm,POOLED,B_COMPLETE,NOT_EXPOSED,9.358302756511652e-05,0.0001026298125959,-0.09303820775561586,1.0
E1_I0018_teammate_volume_channel,T03_absent_usg,ppm,DECISION,B_COMPLETE,EXPOSED,0.0001608590059152,0.0004920284285246,-0.9724739953230309,1.0
