cell,candidate,dependent,published_p_correct_level,published_p_familywise_whole_screen,E1_I0044_A4_p_two_sided,E1_I0044_A4_p_familywise,E1_I0044_A4_observed_dr2,E1_I0044_A4_n,E1_I0044_A4_n_blocks
pl_abs_min_trend5|minutes_absres,pl_abs_min_trend5,minutes_absres,0.003,1.0,0.0,0.0065,0.013814211709444,3549,174
pl_abs_min_trend5|minutes_sqres,pl_abs_min_trend5,minutes_sqres,0.178,1.0,0.0,0.0275,0.0091920618231144,3549,174
pl_dnp_frac5|fga_absres,pl_dnp_frac5,fga_absres,0.172,1.0,0.2425,1.0,0.0005697555487293,3549,174
pl_dnp_frac5|minutes_absres,pl_dnp_frac5,minutes_absres,0.937,1.0,0.0,0.0455,0.0081505274215881,3549,174
pl_dnp_frac5|minutes_sqres,pl_dnp_frac5,minutes_sqres,0.855,1.0,0.0,0.012,0.0113217689212507,3549,174
pl_dnp_frac5|pts_absres,pl_dnp_frac5,pts_absres,0.023,1.0,0.2585,1.0,0.0005211069941502,3549,174
pl_dnp_frac5|pts_sqres,pl_dnp_frac5,pts_sqres,0.364,1.0,0.1565,1.0,0.000823157175658,3549,174
pl_fga_sd5|fga_absres,pl_fga_sd5,fga_absres,0.941,1.0,0.0,0.2095,0.0052027289450394,3549,174
pl_fga_sd5|fga_sqres,pl_fga_sd5,fga_sqres,1.0,1.0,0.0,0.2805,0.0047494074688011,3549,174
pl_fga_sd5|minutes_sqres,pl_fga_sd5,minutes_sqres,1.0,1.0,0.2965,1.0,0.0004497622842976,3549,174
pl_fga_sd5|pts_absres,pl_fga_sd5,pts_absres,0.664,1.0,0.001,0.2805,0.0047543452232782,3549,174
pl_fga_sd5|pts_sqres,pl_fga_sd5,pts_sqres,0.99,1.0,0.0015,0.4725,0.0038715727347608,3549,174
pl_games_prior|minutes_absres,pl_games_prior,minutes_absres,0.0,1.0,0.273,1.0,0.0005505693366364,3549,174
pl_games_prior|minutes_sqres,pl_games_prior,minutes_sqres,0.0,1.0,0.269,1.0,0.0004648602370935,3549,174
pl_min_rng5|minutes_absres,pl_min_rng5,minutes_absres,0.0,1.0,0.0,0.001,0.0251054873786319,3549,174
pl_min_rng5|minutes_sqres,pl_min_rng5,minutes_sqres,0.044,1.0,0.0,0.0085,0.0126350655542517,3549,174
pl_min_rng5|pts_sqres,pl_min_rng5,pts_sqres,0.927,1.0,0.0075,0.8935,0.0024936767282194,3549,174
pl_min_sd5|minutes_absres,pl_min_sd5,minutes_absres,0.0,1.0,0.0,0.001,0.0242232419131761,3549,174
pl_min_sd5|minutes_sqres,pl_min_sd5,minutes_sqres,0.038,1.0,0.0,0.0095,0.0123186044300087,3549,174
